GEO_ID,C19037H_001E,C19037H_001M,C19037H_002E,C19037H_002M,C19037H_003E,C19037H_003M,C19037H_004E,C19037H_004M,C19037H_005E,C19037H_005M,C19037H_006E,C19037H_006M,C19037H_007E,C19037H_007M,C19037H_008E,C19037H_008M,C19037H_009E,C19037H_009M,C19037H_010E,C19037H_010M,C19037H_011E,C19037H_011M,C19037H_012E,C19037H_012M,C19037H_013E,C19037H_013M,C19037H_014E,C19037H_014M,C19037H_015E,C19037H_015M,C19037H_016E,C19037H_016M,C19037H_017E,C19037H_017M,C19037H_018E,C19037H_018M,C19037H_019E,C19037H_019M,C19037H_020E,C19037H_020M,C19037H_021E,C19037H_021M,C19037H_022E,C19037H_022M,C19037H_023E,C19037H_023M,C19037H_024E,C19037H_024M,C19037H_025E,C19037H_025M,C19037H_026E,C19037H_026M,C19037H_027E,C19037H_027M,C19037H_028E,C19037H_028M,C19037H_029E,C19037H_029M,C19037H_030E,C19037H_030M,C19037H_031E,C19037H_031M,C19037H_032E,C19037H_032M,C19037H_033E,C19037H_033M,C19037H_034E,C19037H_034M,C19037H_035E,C19037H_035M,C19037H_036E,C19037H_036M,C19037H_037E,C19037H_037M,C19037H_038E,C19037H_038M,C19037H_039E,C19037H_039M,C19037H_040E,C19037H_040M,C19037H_041E,C19037H_041M,C19037H_042E,C19037H_042M,C19037H_043E,C19037H_043M,C19037H_044E,C19037H_044M,C19037H_045E,C19037H_045M,NAME,C19037H_001EA,C19037H_001MA,C19037H_002EA,C19037H_002MA,C19037H_003MA,C19037H_003EA,C19037H_004MA,C19037H_004EA,C19037H_005EA,C19037H_005MA,C19037H_006EA,C19037H_006MA,C19037H_007EA,C19037H_007MA,C19037H_008EA,C19037H_008MA,C19037H_009MA,C19037H_009EA,C19037H_010MA,C19037H_010EA,C19037H_011EA,C19037H_011MA,C19037H_012EA,C19037H_012MA,C19037H_013EA,C19037H_013MA,C19037H_014MA,C19037H_014EA,C19037H_015MA,C19037H_015EA,C19037H_016MA,C19037H_016EA,C19037H_017EA,C19037H_017MA,C19037H_018EA,C19037H_018MA,C19037H_019EA,C19037H_019MA,C19037H_020MA,C19037H_020EA,C19037H_021EA,C19037H_021MA,C19037H_022EA,C19037H_022MA,C19037H_023EA,C19037H_023MA,C19037H_024EA,C19037H_024MA,C19037H_025MA,C19037H_025EA,C19037H_026MA,C19037H_026EA,C19037H_027MA,C19037H_027EA,C19037H_028MA,C19037H_028EA,C19037H_029MA,C19037H_029EA,C19037H_030EA,C19037H_030MA,C19037H_031MA,C19037H_031EA,C19037H_032MA,C19037H_032EA,C19037H_033EA,C19037H_033MA,C19037H_034MA,C19037H_034EA,C19037H_035EA,C19037H_035MA,C19037H_036MA,C19037H_036EA,C19037H_037MA,C19037H_037EA,C19037H_038EA,C19037H_038MA,C19037H_039MA,C19037H_039EA,C19037H_040EA,C19037H_040MA,C19037H_041EA,C19037H_041MA,C19037H_042EA,C19037H_042MA,C19037H_043MA,C19037H_043EA,C19037H_044EA,C19037H_044MA,C19037H_045MA,C19037H_045EA,state
0400000US01,1284513,8267,51140,2920,11832,1937,5677,1346,9719,1680,9491,1492,7311,1226,4740,1138,2014,755,294,316,62,76,0,273,381190,6004,27385,3311,16973,2082,31847,3003,37390,2880,61233,4035,83587,4432,55587,3246,47564,2724,13001,1439,6623,1281,515183,4674,38599,3186,24623,2236,47961,3458,46111,4278,71980,4351,97874,5117,63605,4002,73531,3516,28362,2525,22537,2247,337000,4185,24221,2225,35362,2330,66970,3438,52763,2708,56524,3616,50007,3148,22269,2153,17631,1512,6309,1001,4944,1030,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,184919,2724,8291,1205,532,356,588,392,900,520,1961,656,1274,596,1909,722,477,354,596,346,54,95,0,246,65141,2088,2136,795,1587,631,2400,844,4206,1156,8232,1425,14830,2125,10577,1708,13980,1823,4695,1203,2498,829,86323,2142,3103,863,3054,950,4763,926,5272,954,8229,1473,13759,1850,12079,1486,19818,2151,8823,1449,7423,1072,25164,1343,609,379,1784,598,3881,1057,3277,868,3626,783,4700,949,2629,719,3474,954,476,271,708,340,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1597633,9807,62416,4136,11219,1741,4298,1259,11816,2214,10944,1797,9609,1871,10517,1754,3036,1147,977,579,0,305,0,305,448827,7467,28509,3169,14900,2116,32567,3211,38681,3483,67395,4214,93689,4891,71111,4624,67764,4024,18799,2437,15412,1653,632693,6679,41431,3845,27136,2681,46333,3739,51390,3762,86091,5023,120589,5010,84989,4630,102237,4925,36693,2816,35804,2864,453697,5259,21289,2093,36894,2938,75259,4041,69614,3640,83326,4423,80732,3980,38138,2749,31042,2033,8881,1301,8522,1054,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,876539,5776,40707,3200,8610,1512,3643,1010,10338,1910,8099,1697,6440,1360,2972,804,471,273,134,145,0,273,0,273,262124,4639,18935,2324,12804,2166,26606,2655,30473,2925,42310,3210,57564,3819,33586,2681,28392,2508,6764,1407,4690,1181,340422,3891,25740,2408,18733,1830,35513,2826,39533,3015,52901,3079,67259,3423,39713,2745,38955,2857,12540,1569,9535,1568,233286,3777,19622,1922,26670,2290,47438,2850,39206,3017,37488,2562,32750,2161,14420,1507,9544,1060,2961,776,3187,825,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6376703,16640,190317,5773,30989,2635,15510,2491,30235,2767,24911,3295,32031,3021,29461,2563,13610,2206,9951,1603,2886,843,733,458,1779637,11710,78023,5165,44614,3732,95425,5038,108467,5720,197187,7139,338066,9372,273389,8733,347667,9212,148649,5616,148150,5774,2719891,14312,125458,5955,102187,5288,175192,6816,173145,6566,266205,7350,430152,10722,367565,8638,515478,10057,258845,6879,305664,6993,1686858,13105,84623,4859,136375,5355,258330,8136,210551,6585,251614,7236,267411,7610,172667,5308,166089,5949,62684,3090,76514,3487,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1508651,9545,77917,3889,14231,2120,7584,1375,12961,2191,12812,2213,13363,2140,11068,2049,3694,1071,2037,694,120,151,47,79,507549,6574,21919,2436,12290,1951,32097,3313,42761,3788,70424,3992,110660,4587,81893,3857,88387,3965,26229,2631,20889,2030,624988,5571,31813,2400,22330,1967,42831,3117,44323,3390,69821,4220,111553,4878,93287,4199,115251,4977,47435,3307,46344,2826,298197,3888,18640,2039,26477,2034,48669,2980,40935,2554,46236,2643,51345,3141,26116,2122,23130,2323,8640,1299,8009,1221,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1043557,6368,23375,2109,3610,1058,2097,809,3143,897,2868,946,4455,1068,3775,947,1902,890,946,604,331,358,248,246,281048,4923,9179,1701,4483,1115,11142,1958,13656,1646,32513,3069,54294,3337,49099,2925,58432,3068,21928,2255,26322,2218,463177,3831,17250,1975,10181,1675,19585,2371,23131,2290,45886,3880,75151,4035,69330,3985,98532,4806,47762,2725,56369,3095,275957,3387,13993,1812,20139,2055,48595,2819,37042,2690,41031,2764,45186,2829,25144,1860,24337,1934,9409,1232,11081,1302,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,233707,3942,7581,1460,1261,584,570,432,1416,785,863,554,1297,604,1171,531,582,430,421,445,0,265,0,265,62096,2618,1726,740,1213,431,2846,780,4562,1239,8058,1299,14450,1978,10752,1637,13072,1917,2813,720,2604,730,99734,2377,4639,1040,2433,729,5292,1130,8125,1393,10067,1261,20205,1835,15285,1689,19017,1730,8358,1211,6313,1038,64296,1950,3266,699,5232,976,9593,1286,8228,1186,11920,1178,11997,1504,6209,1044,5274,968,1384,547,1193,402,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,100088,3327,7327,1237,1844,797,262,200,490,251,836,397,1026,489,1085,455,595,351,939,444,208,162,42,72,51365,2456,1885,678,773,500,1417,650,2265,843,2872,849,8958,1350,8516,1486,10423,1514,6641,1049,7615,1193,26728,1506,1067,477,214,168,778,485,605,333,1629,548,3092,932,1967,618,4443,946,3550,764,9383,1180,14668,684,440,284,733,564,746,325,756,300,1962,637,2256,568,1373,537,2150,690,1398,456,2854,578,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4642502,19113,126582,6042,27083,2894,10203,1630,24236,2854,18855,2373,22820,2514,15522,2345,4793,1229,2664,706,163,161,243,287,1111288,11660,66247,4821,34469,3814,90436,5435,103287,6175,182902,7554,250248,9024,162319,6600,146822,6594,41163,3195,33395,3016,1844393,12086,129134,5152,78856,5174,156096,5682,175004,5556,247951,7731,357054,9315,247222,7240,260288,8980,93743,5147,99045,4955,1560239,12110,90664,4835,132224,5479,268034,8166,236622,7242,269047,6662,255308,7733,129363,4935,100974,4489,33081,2663,44922,3236,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
