GEO_ID,C03002_001E,C03002_001M,C03002_002E,C03002_002M,C03002_003E,C03002_003M,C03002_004E,C03002_004M,C03002_005E,C03002_005M,C03002_006E,C03002_006M,C03002_007E,C03002_007M,C03002_008E,C03002_008M,C03002_009E,C03002_009M,C03002_010E,C03002_010M,C03002_011E,C03002_011M,C03002_012E,C03002_012M,NAME,C03002_001MA,C03002_001EA,C03002_002EA,C03002_002MA,C03002_003MA,C03002_003EA,C03002_004MA,C03002_004EA,C03002_005EA,C03002_005MA,C03002_006MA,C03002_006EA,C03002_007MA,C03002_007EA,C03002_008MA,C03002_008EA,C03002_009EA,C03002_009MA,C03002_010EA,C03002_010MA,C03002_011MA,C03002_011EA,C03002_012EA,C03002_012MA,state
0400000US01,4785298,-555555555,4602503,2389,3206485,934,1256566,4632,24291,2256,52313,2697,553,280,2095,939,60200,4445,1050,490,59150,4466,182795,2389,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713985,-555555555,673280,1527,457264,758,22712,1169,101346,3456,37754,2652,7102,755,1019,812,46083,4216,408,358,45675,4224,40705,1527,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6413737,-555555555,4504823,-555555555,3703810,1751,248863,4033,260558,4534,170843,4947,11818,2688,6202,2149,102729,7488,3341,985,99388,7327,1908914,-555555555,Arizona,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,04
0400000US05,2921606,-555555555,2738932,1776,2176442,1589,462053,3708,17049,2090,32837,2130,5023,658,3556,1828,41972,3722,1149,597,40823,3682,182674,1776,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37349363,-555555555,23259952,-555555555,14948814,7382,2154356,13079,149096,6789,4836727,15153,133612,4635,73493,8084,963854,20329,52268,5877,911586,19565,14089411,-555555555,California,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,06
0400000US08,5049071,-555555555,4001371,-555555555,3528477,2598,189658,4811,26890,2578,131852,4100,4313,1042,6092,2020,114089,6457,4947,1755,109142,6220,1047700,-555555555,Colorado,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,08
0400000US09,3577073,-555555555,3095172,-555555555,2540999,4032,335151,4585,4363,1186,133888,2642,1238,576,15703,4228,63830,5425,5769,2187,58061,4882,481901,-555555555,Connecticut,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,09
0400000US10,899769,-555555555,825927,-555555555,587891,342,189585,2491,1922,956,27359,1323,553,521,1153,673,17464,2771,1044,707,16420,2877,73842,-555555555,Delaware,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,10
0400000US11,604453,-555555555,549197,-555555555,210100,447,304968,1659,1304,468,21552,966,233,224,901,461,10139,2146,1016,526,9123,2040,55256,-555555555,District of Columbia,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,11
0400000US12,18843326,-555555555,14590129,-555555555,10884119,9928,2875804,10024,39874,3194,446753,7049,10162,2053,50631,9916,282786,12147,22545,3965,260241,11364,4253197,-555555555,Florida,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,12
0400000US13,9712587,-555555555,8855663,750,5419594,2591,2946140,8399,16733,2800,314636,4980,2173,630,17658,3286,138729,9090,7563,2040,131166,9211,856924,750,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1363621,-555555555,1242620,-555555555,308895,865,19010,1419,1803,689,518014,9283,128281,4337,1838,1140,264779,10687,2425,1247,262354,10524,121001,-555555555,Hawaii,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,15
0400000US16,1571450,-555555555,1394124,-555555555,1320295,460,8524,1631,17282,1958,18616,2015,2095,1052,411,316,26901,2615,1111,629,25790,2576,177326,-555555555,Idaho,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,16
0400000US17,12843166,-555555555,10805315,1698,8170079,2292,1838731,8826,14900,1806,585009,5935,3562,1284,15202,3671,177832,9392,8550,2129,169282,9028,2037851,1698,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6490621,-555555555,6101071,1140,5289807,2444,578506,6508,14158,1838,101907,3179,1143,635,7323,2153,108227,7028,4326,1183,103901,6792,389550,1140,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3049883,-555555555,2898147,1047,2700807,2733,93041,4075,6940,1095,50927,2002,498,370,1739,1093,44195,4075,1829,833,42366,3955,151736,1047,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2859169,-555555555,2558029,561,2233460,994,161673,4044,21510,1977,70509,2243,716,429,1609,819,68552,4492,1788,757,66764,4434,301140,561,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4346266,-555555555,4215203,2990,3757065,1737,333820,5766,8299,1735,47389,2960,1972,852,2934,1433,63724,5641,1979,987,61745,5665,131063,2990,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4544228,-555555555,4350496,1434,2739912,1744,1446514,6904,24887,2937,71069,3138,4261,2873,6692,2004,57161,5084,3331,1116,53830,5013,193732,1434,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1327567,-555555555,1311077,910,1254079,226,14875,1620,6354,970,13364,1127,601,427,211,184,21593,1971,549,319,21044,1945,16490,910,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5785982,-555555555,5312261,180,3160484,2235,1679719,6659,11742,1776,317852,4403,2122,1041,9993,2619,130349,8838,6139,1592,124210,8822,473721,180,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6557254,-555555555,5926238,448,5003678,5173,410795,5107,7618,1392,351400,4665,951,576,38885,5801,112911,6738,15094,2600,97817,6596,631016,448,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9877574,-555555555,9438292,1084,7555312,2916,1371429,7011,51525,3414,239762,4067,2014,740,12336,2476,205914,8821,10503,2102,195411,8438,439282,1084,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5310584,-555555555,5062287,1066,4411174,1354,268406,6121,53856,2827,208480,3790,1975,917,5805,2046,112591,7110,3830,1208,108761,6877,248297,1066,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2970036,-555555555,2896601,3496,1723932,2278,1105181,6062,12105,1607,26290,2802,196,201,2670,1853,26227,4524,730,453,25497,4404,73435,3496,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5996231,-555555555,5783051,1267,4854489,2010,696002,6014,18687,2156,92228,3596,4757,1418,4323,1566,112565,6827,2428,1073,110137,6782,213180,1267,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,990898,-555555555,962722,514,870158,414,4783,1051,60096,2660,5494,908,572,370,320,197,21299,2679,110,131,21189,2681,28176,514,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1830429,-555555555,1662131,179,1504726,1516,78652,3571,13266,1609,28828,2294,2057,1885,1459,811,33143,4043,1761,1246,31382,3840,168298,179,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2704642,-555555555,1984574,-555555555,1461491,1179,210656,4684,23628,2071,194100,4910,15011,1585,4985,1586,74703,6453,1873,950,72830,6376,720068,-555555555,Nevada,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,32
0400000US33,1316759,-555555555,1279818,649,1213600,1670,14248,1338,2417,723,28057,1519,297,333,2962,1628,18237,2019,1043,671,17194,1954,36941,649,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8801624,-555555555,7237587,-555555555,5210611,4788,1132573,6325,12213,1519,721760,5803,1988,1371,28705,5665,129737,8738,18525,3056,111212,8477,1564037,-555555555,New Jersey,*****,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,34
