GEO_ID,B22007_001E,B22007_001M,B22007_002E,B22007_002M,B22007_003E,B22007_003M,B22007_004E,B22007_004M,B22007_005E,B22007_005M,B22007_006E,B22007_006M,B22007_007E,B22007_007M,B22007_008E,B22007_008M,B22007_009E,B22007_009M,B22007_010E,B22007_010M,B22007_011E,B22007_011M,B22007_012E,B22007_012M,B22007_013E,B22007_013M,B22007_014E,B22007_014M,B22007_015E,B22007_015M,B22007_016E,B22007_016M,B22007_017E,B22007_017M,B22007_018E,B22007_018M,B22007_019E,B22007_019M,B22007_020E,B22007_020M,B22007_021E,B22007_021M,B22007_022E,B22007_022M,B22007_023E,B22007_023M,B22007_024E,B22007_024M,B22007_025E,B22007_025M,B22007_026E,B22007_026M,B22007_027E,B22007_027M,B22007_028E,B22007_028M,B22007_029E,B22007_029M,B22007_030E,B22007_030M,B22007_031E,B22007_031M,B22007_032E,B22007_032M,B22007_033E,B22007_033M,B22007_034E,B22007_034M,B22007_035E,B22007_035M,B22007_036E,B22007_036M,B22007_037E,B22007_037M,B22007_038E,B22007_038M,B22007_039E,B22007_039M,B22007_040E,B22007_040M,B22007_041E,B22007_041M,B22007_042E,B22007_042M,B22007_043E,B22007_043M,NAME,B22007_001EA,B22007_001MA,B22007_002MA,B22007_002EA,B22007_003MA,B22007_003EA,B22007_004MA,B22007_004EA,B22007_005EA,B22007_005MA,B22007_006MA,B22007_006EA,B22007_007EA,B22007_007MA,B22007_008EA,B22007_008MA,B22007_009MA,B22007_009EA,B22007_010MA,B22007_010EA,B22007_011EA,B22007_011MA,B22007_012EA,B22007_012MA,B22007_013EA,B22007_013MA,B22007_014EA,B22007_014MA,B22007_015EA,B22007_015MA,B22007_016MA,B22007_016EA,B22007_017EA,B22007_017MA,B22007_018EA,B22007_018MA,B22007_019MA,B22007_019EA,B22007_020EA,B22007_020MA,B22007_021MA,B22007_021EA,B22007_022MA,B22007_022EA,B22007_023EA,B22007_023MA,B22007_024MA,B22007_024EA,B22007_025EA,B22007_025MA,B22007_026MA,B22007_026EA,B22007_027MA,B22007_027EA,B22007_028EA,B22007_028MA,B22007_029EA,B22007_029MA,B22007_030MA,B22007_030EA,B22007_031MA,B22007_031EA,B22007_032MA,B22007_032EA,B22007_033EA,B22007_033MA,B22007_034MA,B22007_034EA,B22007_035MA,B22007_035EA,B22007_036EA,B22007_036MA,B22007_037MA,B22007_037EA,B22007_038MA,B22007_038EA,B22007_039EA,B22007_039MA,B22007_040EA,B22007_040MA,B22007_041MA,B22007_041EA,B22007_042EA,B22007_042MA,B22007_043MA,B22007_043EA,state
0400000US01,1227884,13886,197231,8348,62574,4002,13809,1837,22744,2623,21305,2655,16939,2385,4366,1001,4716,1050,3486,912,1230,452,134657,6392,17824,2765,5079,1248,10254,2025,2108,782,383,370,116833,5637,37831,3225,60678,3842,15154,2159,3170,966,1030653,13826,806372,12730,136885,4396,214435,7508,376015,9891,349437,9715,26578,2559,79037,4241,73563,4154,5474,963,224281,8190,61484,4183,8296,1572,35011,3549,15126,1805,3051,891,162797,6222,25988,2482,90347,5107,41274,2889,5188,1057,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,19189,1920,6791,1159,492,275,2363,829,2842,853,2503,874,339,210,1094,438,782,392,312,123,12398,1672,2843,853,828,409,1323,484,516,356,176,170,9555,1442,2702,754,5113,1050,1229,504,511,228,151670,4641,121178,4544,7766,1005,29759,2820,66495,4080,62139,3751,4356,1073,17158,1749,15711,1664,1447,490,30492,2525,11368,1618,220,192,6325,1218,4355,968,468,243,19124,2020,2060,633,10609,1447,5475,1158,980,356,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,232947,8248,102020,5095,13483,1961,42126,3419,32795,3811,25126,2884,7669,1652,13616,1740,10987,1578,2629,702,130927,6501,30963,3201,5500,1140,17253,2488,6462,1430,1748,740,99964,5915,28679,3183,52748,4563,14335,1822,4202,1260,1315481,11976,1032209,11981,202550,5402,278997,8662,454668,9207,419690,9405,34978,3417,95994,5116,86538,5188,9456,1509,283272,9254,92809,5395,8024,1398,56175,4149,25062,2954,3548,1004,190463,7927,25322,2683,108025,5287,46790,3239,10326,2054,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,111859,5469,39200,3310,7489,1197,14666,1895,13918,2191,11273,1848,2645,848,3127,725,2380,611,747,430,72659,4716,11949,1823,2424,751,7556,1521,1784,849,185,199,60710,4330,18201,2160,35097,3419,5903,1304,1509,703,649502,8227,515746,8264,89841,3617,131467,5193,247981,7800,233629,7665,14352,2053,46457,2991,43249,2864,3208,845,133756,5808,39671,3041,4820,1096,21556,2239,11268,1465,2027,894,94085,4684,13075,1892,53303,3681,22977,2118,4730,1093,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,810302,15943,332799,10816,39801,3388,132841,6427,104909,5343,69252,4212,35657,3025,55248,3582,38813,2926,16435,2131,477503,12137,97876,5342,20400,2420,51905,3875,16546,2453,9025,1691,379627,10317,127647,6175,179819,7151,50727,3485,21434,2148,7697554,27624,5749767,25578,697408,9392,1560119,19771,2678092,20448,2376819,18284,301273,8650,814148,11731,684473,11349,129675,6076,1947787,22223,638750,12367,59636,3962,319690,9299,184559,7828,74865,4691,1309037,18563,170472,5913,697437,14983,324099,9373,117029,6274,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,108914,5804,41453,4065,5882,1299,14389,2457,14761,1941,11726,1829,3035,913,6421,1268,5606,1177,815,421,67461,4232,13748,2029,2224,935,8080,1603,3073,929,371,329,53713,3680,14934,2145,30450,3055,5885,1095,2444,876,1149971,10622,918171,10854,105273,3880,223427,6295,493135,9255,465838,8658,27297,2417,96336,4541,88795,4265,7541,1481,231800,6479,76770,4736,3897,947,40879,3314,25188,2617,6806,1592,155030,5812,16009,1846,85740,4871,43316,3351,9965,1766,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,88589,4361,24738,2693,4719,1223,8399,1589,7575,1579,5489,1324,2086,702,4045,1244,3294,1083,751,493,63851,3966,9922,1986,1712,798,5283,1299,2090,878,837,635,53929,3665,16777,2008,28105,2787,6288,1424,2759,829,802181,8812,631891,7743,71959,3162,144448,6024,321071,6034,297594,6130,23477,2472,94413,4616,87561,4561,6852,1059,170290,5794,48403,3530,4206,973,22327,2379,16970,2383,4900,1139,121887,5709,12111,2073,66648,4427,32634,2905,10494,1618,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,28681,2522,9451,1535,1335,491,3086,933,3413,1016,2715,907,698,375,1617,524,1315,454,302,274,19230,2218,2995,831,361,306,2080,709,456,300,98,112,16235,2013,4269,1050,8897,1655,2485,896,584,393,192552,4969,152124,5040,23833,1829,34177,2625,75898,3946,69055,3542,6843,1289,18216,1918,16883,1861,1333,598,40428,3283,11129,1769,1318,514,5973,1351,3305,949,533,271,29299,3169,3614,809,17387,2619,6553,1257,1745,671,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,18121,2211,2340,777,489,361,663,333,835,472,585,345,250,251,353,279,282,254,71,116,15781,1975,1645,552,420,252,1001,463,224,183,0,292,14136,1734,5696,1208,5522,1134,2046,796,872,340,83398,3756,54935,2789,4221,881,13520,1750,32456,2298,30912,2328,1544,571,4738,867,4341,830,397,280,28463,2675,7095,1220,701,436,4379,898,1706,712,309,249,21368,2514,2378,876,12024,2050,5630,1298,1336,559,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,624786,12934,246302,8302,44586,3581,87854,4694,84368,4946,62219,4163,22149,2834,29494,2755,21905,2299,7589,1717,378484,10573,73293,5034,16485,2181,41665,4106,11354,1714,3789,1145,305191,8717,95075,4803,158067,7048,41175,2931,10874,1703,3932144,25065,3061582,24485,653311,10498,804551,14856,1319906,17350,1218375,17093,101531,5317,283814,7915,257676,7625,26138,2666,870562,15361,240012,9520,27389,2952,127449,7658,67958,4212,17216,2404,630550,12130,73757,4478,361539,9342,157434,6823,37820,3720,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
