GEO_ID,B99171_001E,B99171_002E,B99171_003E,B99171_004E,B99171_005E,B99171_006E,B99171_007E,B99171_008E,B99171_009E,B99171_010E,B99171_011E,B99171_012E,B99171_013E,B99171_014E,B99171_015E,NAME,B99171_001EA,B99171_002EA,B99171_003EA,B99171_004EA,B99171_005EA,B99171_006EA,B99171_007EA,B99171_008EA,B99171_009EA,B99171_010EA,B99171_011EA,B99171_012EA,B99171_013EA,B99171_014EA,B99171_015EA,state
0400000US01,783029,176326,13056,1014,311,834,1477,45498,411614,8552,3647,2525,3099,7639,107437,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,143259,19612,815,12,186,439,1836,4094,93945,610,1286,541,715,6849,12319,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1187456,233169,22585,444,133,453,2008,63305,627960,11635,5319,3086,5751,11378,200230,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,486409,118187,7636,501,814,285,887,26435,249048,4768,2256,1140,2505,4978,66969,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6523257,1253266,112460,2796,3111,4303,7525,340802,3531578,60668,33432,17957,27046,68203,1060110,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1010930,188112,9424,824,214,450,1165,45213,600610,9796,5365,3076,3726,9756,133199,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,657160,99656,8984,782,194,703,885,28125,384801,8285,4845,2247,3153,7226,107274,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,157745,27411,2291,37,82,0,119,6685,88199,1608,1628,299,614,2166,26606,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,228518,34305,3600,0,240,0,199,11874,130173,1780,838,270,1059,1322,42858,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3685906,721478,69860,1826,1226,3204,6762,206310,1922123,42421,22080,12192,18609,37607,620208,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1574900,334880,27649,712,541,729,1327,86678,802981,13855,6545,4538,5730,13686,275049,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,238976,41624,4326,44,95,75,132,14129,121362,2363,870,844,1518,2047,49547,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,256369,59174,3939,140,232,133,296,15613,133204,2549,1071,880,1202,2338,35598,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2257260,400194,30989,1655,1524,1013,2836,105349,1271067,26659,14025,8505,12618,25666,355160,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1141813,245530,12821,932,486,295,1684,56192,643031,13093,6016,4687,5993,12258,138795,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,592959,112575,6087,427,407,471,1373,26845,347355,5788,3654,2101,5136,7518,73222,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,520901,104714,5535,390,409,104,916,21102,305540,5566,3682,2361,3623,6103,60856,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,766338,189711,9670,831,256,644,1414,45270,397246,7872,3095,2464,3315,7538,97012,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,784425,170978,10954,621,786,775,605,48965,388150,8841,3118,2900,4137,8398,135197,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,290520,54474,2742,553,178,167,622,11910,175179,3201,1899,1057,1809,3972,32757,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1025396,152866,14631,854,603,681,1583,40979,627568,11189,7752,2815,3607,8805,151463,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1358149,222255,19978,1239,966,1151,1168,65553,773860,15271,7791,3490,5613,14430,225384,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1809034,376922,30056,1542,2050,1705,2165,113129,963548,20727,9883,7353,9223,19108,251623,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1053308,183438,11131,1087,715,1423,2009,47038,640573,10800,6239,4902,6464,11433,126056,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,449428,109163,7438,467,276,522,500,31975,213898,4608,1701,1575,1159,4935,71211,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1131953,233461,15171,797,832,1246,2303,66094,615088,11371,6976,5360,5815,11694,155745,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,208295,40876,1598,102,260,555,469,10105,118741,1661,1441,1081,1374,2755,27277,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,343203,64945,2867,619,401,554,575,13307,202195,3686,3451,1835,2010,4548,42210,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,548984,90842,7440,244,345,525,671,22650,307661,5532,2776,2001,1924,6143,100230,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,250468,36297,2472,200,236,162,85,10537,150669,3725,1706,1278,1648,2624,38829,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1407474,199665,17354,458,1145,1210,2332,61172,801879,18200,11142,6048,8861,17591,260417,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,382396,82635,5571,310,339,97,77,18023,205064,3405,1262,786,2518,3307,59002,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3762917,642793,65146,1975,1734,2625,6484,200438,2012541,44390,24503,15052,18412,40807,686017,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1730304,365735,22633,1569,803,988,2647,97351,935866,16425,10367,7157,8265,16240,244258,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,148814,29841,1423,381,95,48,159,8116,83234,1711,954,769,1375,2234,18474,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2156982,437283,30693,2325,1568,1352,5467,102964,1207689,25758,13715,7727,12780,23829,283832,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,663363,137814,9880,556,303,562,647,35424,361432,6314,2706,2446,3394,7396,94489,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,837034,183386,9736,717,807,694,1774,33037,483309,9501,4192,3179,4832,8170,93700,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2395885,434881,34568,1943,1543,1806,4357,122738,1343431,29846,17044,10766,15393,26268,351301,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,227041,41457,5627,62,0,49,1259,12521,117064,2680,2481,743,1525,4249,37324,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,811866,177915,10185,978,394,331,804,47598,408723,9061,3547,1863,3931,8435,138101,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,162358,36797,1566,73,35,169,594,6575,95823,1412,756,808,1241,2740,13769,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1092708,246022,16022,517,730,787,2247,56421,586326,11785,5718,3509,4164,12083,146377,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3868589,784981,48939,2538,2033,2094,4610,190871,2119164,34031,17443,11221,15490,36011,599163,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,353232,79503,4415,325,77,119,557,21700,189555,2875,1903,659,1502,4611,45431,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,137605,26501,2031,37,12,280,397,5052,81061,1297,1123,761,1022,1891,16140,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1429237,226978,17947,911,550,984,1900,68832,842964,14511,8174,4434,5805,13062,222185,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1381881,270886,14796,593,1032,1015,1803,48952,830119,11688,9652,5896,6478,13407,165564,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,342644,86805,5427,100,399,66,834,20909,165203,3466,3298,1254,2448,3578,48857,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1153331,201864,10225,827,882,623,1987,53906,687439,14808,6518,3943,7293,12426,150590,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,106421,20652,725,92,0,87,107,3490,66789,658,577,222,306,868,11848,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,519348,245490,8692,35,438,798,1357,32593,187086,2308,87,1263,1615,2402,35184,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
