GEO_ID,B19037_001E,B19037_001M,B19037_002E,B19037_002M,B19037_003E,B19037_003M,B19037_004E,B19037_004M,B19037_005E,B19037_005M,B19037_006E,B19037_006M,B19037_007E,B19037_007M,B19037_008E,B19037_008M,B19037_009E,B19037_009M,B19037_010E,B19037_010M,B19037_011E,B19037_011M,B19037_012E,B19037_012M,B19037_013E,B19037_013M,B19037_014E,B19037_014M,B19037_015E,B19037_015M,B19037_016E,B19037_016M,B19037_017E,B19037_017M,B19037_018E,B19037_018M,B19037_019E,B19037_019M,B19037_020E,B19037_020M,B19037_021E,B19037_021M,B19037_022E,B19037_022M,B19037_023E,B19037_023M,B19037_024E,B19037_024M,B19037_025E,B19037_025M,B19037_026E,B19037_026M,B19037_027E,B19037_027M,B19037_028E,B19037_028M,B19037_029E,B19037_029M,B19037_030E,B19037_030M,B19037_031E,B19037_031M,B19037_032E,B19037_032M,B19037_033E,B19037_033M,B19037_034E,B19037_034M,B19037_035E,B19037_035M,B19037_036E,B19037_036M,B19037_037E,B19037_037M,B19037_038E,B19037_038M,B19037_039E,B19037_039M,B19037_040E,B19037_040M,B19037_041E,B19037_041M,B19037_042E,B19037_042M,B19037_043E,B19037_043M,B19037_044E,B19037_044M,B19037_045E,B19037_045M,B19037_046E,B19037_046M,B19037_047E,B19037_047M,B19037_048E,B19037_048M,B19037_049E,B19037_049M,B19037_050E,B19037_050M,B19037_051E,B19037_051M,B19037_052E,B19037_052M,B19037_053E,B19037_053M,B19037_054E,B19037_054M,B19037_055E,B19037_055M,B19037_056E,B19037_056M,B19037_057E,B19037_057M,B19037_058E,B19037_058M,B19037_059E,B19037_059M,B19037_060E,B19037_060M,B19037_061E,B19037_061M,B19037_062E,B19037_062M,B19037_063E,B19037_063M,B19037_064E,B19037_064M,B19037_065E,B19037_065M,B19037_066E,B19037_066M,B19037_067E,B19037_067M,B19037_068E,B19037_068M,B19037_069E,B19037_069M,NAME,B19037_001MA,B19037_001EA,B19037_002EA,B19037_002MA,B19037_003MA,B19037_003EA,B19037_004MA,B19037_004EA,B19037_005EA,B19037_005MA,B19037_006MA,B19037_006EA,B19037_007EA,B19037_007MA,B19037_008EA,B19037_008MA,B19037_009MA,B19037_009EA,B19037_010EA,B19037_010MA,B19037_011EA,B19037_011MA,B19037_012MA,B19037_012EA,B19037_013MA,B19037_013EA,B19037_014MA,B19037_014EA,B19037_015EA,B19037_015MA,B19037_016MA,B19037_016EA,B19037_017MA,B19037_017EA,B19037_018MA,B19037_018EA,B19037_019MA,B19037_019EA,B19037_020EA,B19037_020MA,B19037_021EA,B19037_021MA,B19037_022MA,B19037_022EA,B19037_023EA,B19037_023MA,B19037_024EA,B19037_024MA,B19037_025MA,B19037_025EA,B19037_026MA,B19037_026EA,B19037_027MA,B19037_027EA,B19037_028MA,B19037_028EA,B19037_029MA,B19037_029EA,B19037_030EA,B19037_030MA,B19037_031MA,B19037_031EA,B19037_032EA,B19037_032MA,B19037_033EA,B19037_033MA,B19037_034MA,B19037_034EA,B19037_035MA,B19037_035EA,B19037_036EA,B19037_036MA,B19037_037MA,B19037_037EA,B19037_038MA,B19037_038EA,B19037_039MA,B19037_039EA,B19037_040EA,B19037_040MA,B19037_041EA,B19037_041MA,B19037_042MA,B19037_042EA,B19037_043EA,B19037_043MA,B19037_044MA,B19037_044EA,B19037_045EA,B19037_045MA,B19037_046EA,B19037_046MA,B19037_047MA,B19037_047EA,B19037_048MA,B19037_048EA,B19037_049MA,B19037_049EA,B19037_050EA,B19037_050MA,B19037_051EA,B19037_051MA,B19037_052EA,B19037_052MA,B19037_053EA,B19037_053MA,B19037_054MA,B19037_054EA,B19037_055EA,B19037_055MA,B19037_056MA,B19037_056EA,B19037_057EA,B19037_057MA,B19037_058EA,B19037_058MA,B19037_059MA,B19037_059EA,B19037_060EA,B19037_060MA,B19037_061MA,B19037_061EA,B19037_062EA,B19037_062MA,B19037_063EA,B19037_063MA,B19037_064MA,B19037_064EA,B19037_065MA,B19037_065EA,B19037_066EA,B19037_066MA,B19037_067MA,B19037_067EA,B19037_068EA,B19037_068MA,B19037_069MA,B19037_069EA,state
0400000US01,1815152,10938,84212,4632,24732,2699,9747,1736,8354,1522,7933,1378,6712,1536,6597,1408,3236,810,4227,1159,2981,961,3449,1095,2919,884,2841,1124,346,360,60,74,62,76,16,27,588111,8356,59896,4915,33601,3016,32550,3250,37683,3581,30935,3251,34072,3272,33296,2603,34346,3428,26759,2612,53370,3303,61499,4490,70997,4382,38004,2688,18914,2003,14753,1579,7436,1334,721196,6582,70714,4694,42602,2752,40421,3227,37852,3135,37412,3454,35595,3100,36986,2921,35030,2961,31831,2817,59114,3889,69590,4370,78953,4457,56496,3247,30113,2396,32885,2854,25602,2267,421633,5626,40911,3069,49232,2916,43339,2664,40047,3007,32405,1883,32270,2606,27031,2293,21852,2182,19233,2036,25904,2336,32131,2544,24918,2298,13203,1412,6772,1065,6625,995,5760,1095,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,14888,1688,1455,702,1045,544,235,172,2077,826,1175,619,1730,677,564,338,1462,662,657,404,1987,693,838,512,870,477,396,220,343,305,54,95,0,246,92691,2730,2831,938,3338,1005,3112,955,2602,830,3946,902,3130,983,4371,1109,4011,980,3680,988,7230,1281,14055,2270,14429,2101,10681,1515,6921,1377,5371,1257,2983,853,114776,2325,5305,1043,5376,1245,3544,838,3882,677,4266,1080,3839,850,3650,860,4062,1177,3790,957,8813,1606,9844,1300,15761,1886,13991,1943,9342,1575,10235,1667,9076,1235,32255,1488,1063,458,2059,626,2534,850,2743,742,1986,604,2696,767,1489,565,1831,513,1613,532,2510,612,3339,733,2865,706,2133,706,2039,695,544,288,811,368,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,116577,5403,23500,2492,9911,1776,12522,2367,11195,1864,9178,1882,10554,1736,7410,1532,4620,1256,4337,1056,8654,1854,7691,1512,5102,1520,1506,711,397,433,0,305,0,305,800732,8977,62924,4714,35612,3238,31996,2893,45378,4165,45084,3991,47229,3677,47157,4129,47380,3980,34126,3713,74161,5388,86131,5093,106357,5847,61578,4189,32529,3299,23814,2779,19276,1908,882659,7694,65136,4779,42490,3489,34466,3092,42745,3131,40889,4008,44423,3639,42323,3847,43697,3155,37001,3292,74177,4558,96511,5163,109562,5244,77076,3849,48578,4162,42410,3072,41175,3099,534082,6243,34762,2742,46200,2936,46139,2865,43838,3954,41482,2636,39999,2986,33749,2909,31083,2468,29028,2745,43219,2925,47922,3231,42906,2953,24247,1932,10136,1380,9976,1430,9396,1170,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,59375,4178,14481,2083,6372,1431,8390,1602,7208,1426,5563,1413,3982,1094,2987,869,2905,913,2534,1087,2443,791,1574,601,620,327,170,161,146,271,0,273,0,273,364122,6245,33065,3227,21714,2901,21090,2630,24795,2683,21281,2321,25560,2574,22214,2621,18236,2079,17133,2339,31214,2432,42080,3359,40400,2897,22630,2448,9802,1426,7449,1523,5459,1348,427716,4887,36687,3162,26095,2159,25557,2226,24158,2561,26168,2819,27035,2690,22371,2284,23924,2270,21416,1963,33829,2886,44757,2481,47460,3222,27920,2669,16072,2074,13424,1513,10843,1739,263689,4285,25387,1992,31548,2576,28701,2370,25520,2251,23167,2388,20022,1898,15977,1854,13507,1522,11568,1609,16916,1559,18293,1941,16169,1673,6991,1041,3478,811,3193,817,3252,831,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,465343,10095,89402,4749,39455,3849,39425,3114,36824,3587,32191,3193,33211,3091,25595,2703,27320,3546,19563,2600,32032,2477,36043,3599,30041,3155,11645,1609,6128,1226,4761,993,1707,661,4511135,19063,242156,9400,172497,7762,182727,7037,215218,7394,197601,6887,212382,7990,207053,8092,215052,8254,191378,8211,368020,10779,498417,11897,602606,13247,441856,9990,250855,7379,275516,8461,237801,8119,4969028,16346,254957,8169,210197,6832,181332,6777,211001,6600,185885,7554,194434,8165,194754,7043,198826,7124,183793,7115,354716,9184,501462,10631,663957,13231,508158,11163,327056,8184,389132,8810,409368,7844,2460969,15383,155349,5490,242562,6727,211358,7573,184913,7456,156214,5087,144890,6315,128668,5072,120325,5595,101831,4468,175031,4774,202852,6969,234358,6025,142736,5662,81450,3828,83370,3629,95062,3859,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,111095,5238,22055,2695,10885,1701,9591,1903,9708,1955,7953,1511,9925,2165,8194,1654,6622,1513,4143,1239,5986,1239,8009,1759,5164,1188,1591,527,880,588,120,151,269,221,727312,7324,40785,3039,24406,3131,29296,2923,34188,2775,35153,2960,38045,3933,37007,3055,39702,3453,32101,3264,63371,3440,87735,4612,104205,4355,67237,3541,39349,3027,30950,2812,23782,2171,775641,6110,46107,2899,30899,2397,29420,2497,33729,2949,26991,2767,31529,2820,29236,2314,32694,2596,31186,2872,56222,3393,81122,4195,109726,4960,82339,4068,50108,3146,53311,3376,51022,2910,346537,3859,24845,2225,32918,2151,26535,2252,29587,2492,25095,1910,23287,2080,20425,1862,15737,1602,16929,1629,29231,2370,29961,2356,29238,2320,16812,1990,8025,1185,9311,1350,8601,1274,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,37626,2502,6067,1342,3553,1012,3506,1140,3053,853,2288,1002,2981,940,2605,947,2463,801,1503,753,2682,810,2465,816,2676,1068,939,598,235,174,331,358,279,254,434114,7165,22660,2505,13207,2146,14671,2265,15698,2284,16959,2213,14559,2187,18797,2344,19533,2601,16852,2336,38088,3454,44249,3369,68025,3914,42785,2749,30149,2543,27225,2634,30657,2363,576732,4571,31218,2626,17069,2020,15407,2089,14760,1834,16030,2025,17580,2140,18603,2332,22746,2614,18820,1944,38799,2903,55613,3516,82422,4407,66141,3885,45836,3608,54431,2737,61257,3330,310337,4011,19260,2023,25939,2503,30147,2772,24829,2421,22467,2275,18273,1699,16654,1564,16638,2239,12783,1642,21879,2097,27177,2440,27138,1882,15548,1444,10552,1424,9533,1249,11520,1358,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,13037,1990,3136,898,833,505,928,640,1819,1000,374,370,646,462,714,443,983,785,745,508,543,354,1021,490,753,473,542,478,0,265,0,265,0,265,104638,3053,5060,1016,3562,963,4246,1219,4920,1266,4882,1412,5006,1223,4587,1323,4835,915,5289,1315,10839,1675,11675,1704,15208,1908,10170,1546,6422,1157,4502,1012,3435,765,133393,3095,6294,1437,4436,1107,4047,861,4851,964,4211,965,6872,1399,5125,1109,5972,1198,3728,855,11273,1504,15446,2023,20415,2075,14298,1868,9672,1358,9837,1397,6916,1094,77697,2145,5275,1059,6765,1168,6751,1318,5599,936,5064,961,4395,887,4704,876,4758,882,4277,776,6602,1218,7073,1069,7110,1064,4026,766,2015,592,1859,620,1424,443,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,14785,1882,4191,1204,1302,591,580,361,980,586,653,397,763,382,672,408,417,296,628,418,917,461,1366,531,926,543,887,427,253,246,208,162,42,72,107107,3293,7394,1706,4355,1111,2742,946,2943,951,3341,945,5359,1319,2945,960,2437,707,4356,1130,8540,1528,8449,1584,16275,1936,9119,1445,7094,1162,10534,1601,11224,1537,82371,2771,8550,1262,3832,979,3032,910,4245,1031,2265,779,3115,829,2775,865,3085,766,2435,769,5001,1088,8373,1259,7852,1299,6845,1380,4711,1077,5047,957,11208,1319,48125,1762,6137,1216,4409,1124,3385,795,2560,778,2512,809,1407,467,3201,822,2139,725,1372,474,3404,789,3632,719,4078,807,2595,669,1545,513,2121,644,3628,644,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,241452,9187,52514,4040,22211,2800,27615,3155,23056,2792,17725,2796,21172,2669,15376,2253,12859,2100,9679,1772,13941,2203,12036,1880,7326,1529,3410,919,1270,629,443,408,819,660,2089035,17428,164516,6410,90204,5537,106429,6660,120781,6070,119532,5988,128646,6578,127261,6625,117047,6586,104793,5906,195257,8430,233861,8719,258667,8837,140943,7037,71722,3698,60885,4470,48491,3811,2763168,16764,211610,7210,144291,6681,129039,5113,142427,6976,141444,5840,145599,5507,132288,6534,139230,6071,129663,5485,237601,8846,292023,9614,333897,8519,224590,8499,120052,5840,117763,5937,121651,5181,1941413,14540,158707,6879,186157,6820,171917,6296,168008,7089,148541,5641,136751,5416,123351,5205,106585,5127,89369,4379,147533,5740,152676,6671,150681,5537,77631,4069,38398,2475,36650,3022,48458,3453,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
