GEO_ID,B06004F_001E,B06004F_001M,B06004F_002E,B06004F_002M,B06004F_003E,B06004F_003M,B06004F_004E,B06004F_004M,B06004F_005E,B06004F_005M,NAME,B06004F_001MA,B06004F_001EA,B06004F_002EA,B06004F_002MA,B06004F_003EA,B06004F_003MA,B06004F_004MA,B06004F_004EA,B06004F_005MA,B06004F_005EA,state
0400000US01,51693,6476,11245,2091,8783,2199,1577,794,30088,5222,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,6496,1747,1046,656,2421,752,202,185,2827,1261,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,412806,22842,199614,14170,78837,8036,4096,1239,130259,9533,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,61388,6531,14004,2692,12352,2588,853,589,34179,4449,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4885973,67184,2584331,46952,167001,9171,39298,3957,2095343,39189,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,282026,15805,136735,9666,47164,5325,3183,1201,94944,7223,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,189961,10472,59205,5486,27511,4423,40182,5147,63063,7298,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,17852,3914,5549,1609,2794,1179,1390,645,8119,2447,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,16825,3775,4151,1943,3310,1146,668,538,8696,2281,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,495530,25289,120369,9154,91155,8406,54191,6286,229815,17107,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,320937,16948,82186,6805,42096,4969,11764,2846,184891,12020,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,15126,2635,3920,1296,6013,1645,809,537,4384,1834,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,34159,4822,11024,2283,8971,2138,96,105,14068,2582,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,805013,28427,374593,17030,40434,4466,26508,4127,363478,16311,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,131882,9845,42935,5154,33801,4197,2968,1103,52178,5490,Indiana,null,null,null,null,null,null,null,null,null,null,18
