GEO_ID,C25072_001E,C25072_001M,C25072_002E,C25072_002M,C25072_003E,C25072_003M,C25072_004E,C25072_004M,C25072_005E,C25072_005M,C25072_006E,C25072_006M,C25072_007E,C25072_007M,C25072_008E,C25072_008M,C25072_009E,C25072_009M,C25072_010E,C25072_010M,C25072_011E,C25072_011M,C25072_012E,C25072_012M,C25072_013E,C25072_013M,C25072_014E,C25072_014M,C25072_015E,C25072_015M,C25072_016E,C25072_016M,C25072_017E,C25072_017M,NAME,C25072_001EA,C25072_001MA,C25072_002EA,C25072_002MA,C25072_003EA,C25072_003MA,C25072_004MA,C25072_004EA,C25072_005MA,C25072_005EA,C25072_006MA,C25072_006EA,C25072_007EA,C25072_007MA,C25072_008MA,C25072_008EA,C25072_009MA,C25072_009EA,C25072_010MA,C25072_010EA,C25072_011MA,C25072_011EA,C25072_012MA,C25072_012EA,C25072_013EA,C25072_013MA,C25072_014MA,C25072_014EA,C25072_015EA,C25072_015MA,C25072_016MA,C25072_016EA,C25072_017MA,C25072_017EA,state
0400000US01,542306,10228,67469,3936,17953,2340,42252,3418,7264,1482,137264,6211,59189,4478,63291,4342,14784,2058,270294,7397,115436,5432,118513,5578,36345,3356,67279,3573,22634,2088,29091,2602,15554,2127,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,91825,3849,12869,1709,4795,1125,7162,1356,912,421,25893,2102,12208,1819,10266,1488,3419,908,46704,3041,22937,2437,17248,2371,6519,1350,6359,1162,2162,735,3454,815,743,355,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,811112,13574,99000,5083,33360,3623,59624,3878,6016,1301,217612,7202,102934,5237,101464,6094,13214,2011,404262,10018,184038,7400,188179,7992,32045,3190,90238,4676,29897,2520,48914,3933,11427,1604,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,363334,8761,49443,3823,15985,2162,29372,3158,4086,898,87738,4915,41178,3506,39128,3268,7432,1397,179256,7275,85783,5649,70118,4542,23355,2802,46897,2949,16586,1781,18885,2092,11426,1484,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5503300,25377,418888,10089,111242,5256,278716,9118,28930,2547,1454808,15981,669999,13561,737550,12621,47259,4095,2980937,23857,1263157,16830,1575950,20729,141830,7354,648667,9267,193568,6477,401819,8039,53280,3470,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,667793,12023,95338,5400,30635,3134,60008,4616,4695,1224,193724,6473,97356,4678,86879,4554,9489,1467,309369,8341,147841,6011,141260,5691,20268,1913,69362,3479,23343,1893,39102,2688,6917,996,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,435192,8295,33662,2489,9642,1619,22450,2268,1570,803,110054,5006,54297,4028,51512,3858,4245,968,217753,6565,99504,5267,106544,4617,11705,1634,73723,3877,26270,2399,39323,2961,8130,1615,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,88881,3899,11347,1900,3538,1189,6323,1443,1486,640,24112,2453,10459,1633,12458,1686,1195,518,41320,3167,18478,2286,20214,2419,2628,804,12102,1268,4269,728,6269,1067,1564,484,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,145195,4932,14647,1860,3336,940,9687,1577,1624,817,44860,2739,23722,2232,19620,2226,1518,709,66407,3576,33308,2830,29020,2653,4079,1178,19281,1654,6681,1096,10617,1405,1983,690,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2240938,20709,204179,8122,52284,3835,131690,6743,20205,2688,553408,11832,222673,7774,294885,10326,35850,3465,1171163,17658,450507,11680,636514,13518,84142,5000,312188,6836,91124,4141,183744,6647,37320,3369,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1178255,14458,121904,5898,35953,3082,71493,4834,14458,2260,335292,7836,142248,5493,166238,6330,26806,3117,604716,12179,270569,9836,278511,7876,55636,4602,116343,5189,36306,3030,60627,3768,19410,2133,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,187279,5414,15109,1867,2956,892,10562,1874,1591,777,45489,3061,18557,2124,23688,2631,3244,981,99149,3950,43065,2874,48403,3029,7681,1185,27532,2321,10304,1705,13474,1849,3754,951,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,175177,5242,29422,2590,11424,1794,17064,2081,934,483,46981,3856,22574,2504,21680,2632,2727,844,78803,4056,38646,2723,32958,2452,7199,1295,19971,2059,6541,1366,10442,1407,2988,832,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1533519,13202,148064,7049,45413,3597,90867,4985,11784,1669,434541,8879,216707,7247,189525,6209,28309,3123,744357,10519,343209,8635,348268,8082,52880,4272,206557,6244,68118,3947,119896,5186,18543,1730,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,734154,9897,99540,4824,32256,3058,58106,3888,9178,1589,194034,5536,96007,4545,84053,4810,13974,1818,342990,7827,159586,6369,151717,5837,31687,2625,97590,3758,36506,2716,48957,2976,12127,1744,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,338155,6728,59967,3616,23400,2928,33902,2826,2665,625,83632,4347,47460,3255,31699,3047,4473,958,138932,5160,74457,3808,51957,3645,12518,1515,55624,3140,23251,1997,25352,2069,7021,1102,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,351751,6919,58357,3790,23276,2512,30705,3060,4376,1290,95859,4448,52606,3620,37690,3132,5563,1270,148422,5211,79536,4415,56114,3967,12772,1742,49113,2487,21154,1914,22554,1980,5405,727,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,528056,11015,65628,3671,24014,2345,34357,3012,7257,1601,135138,5456,69208,4438,56194,4461,9736,1277,265881,8635,119062,6231,113916,6212,32903,3340,61409,3467,23474,2085,26233,2025,11702,1426,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,548318,11587,72348,4564,23707,2828,40961,3872,7680,1453,154654,6482,68998,4247,70655,5400,15001,2237,263684,8262,114064,5393,114443,6165,35177,3007,57632,3550,16333,1781,28446,2805,12853,1609,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,149022,5676,15766,1856,6784,1407,8659,1483,323,188,32511,2630,17216,1828,12938,2020,2357,684,73187,4206,34525,2806,32203,3005,6459,1226,27558,2192,10302,1566,13372,1781,3884,848,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,701172,11745,58230,3866,21082,2449,33682,3432,3466,1134,189026,4824,95265,4516,86207,4899,7554,1485,357210,10914,171408,7823,167627,8278,18175,2257,96706,4532,32515,2829,54009,3259,10182,1811,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,952037,10587,82289,5046,22769,2603,49451,4287,10069,1705,240174,6488,125587,5801,104375,5834,10212,1957,465826,8725,227596,6723,215348,8027,22882,2882,163748,5467,64638,3518,85941,4338,13169,1937,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
