GEO_ID,C22007_001E,C22007_001M,C22007_002E,C22007_002M,C22007_003E,C22007_003M,C22007_004E,C22007_004M,C22007_005E,C22007_005M,C22007_006E,C22007_006M,C22007_007E,C22007_007M,C22007_008E,C22007_008M,C22007_009E,C22007_009M,C22007_010E,C22007_010M,C22007_011E,C22007_011M,C22007_012E,C22007_012M,C22007_013E,C22007_013M,C22007_014E,C22007_014M,C22007_015E,C22007_015M,C22007_016E,C22007_016M,C22007_017E,C22007_017M,C22007_018E,C22007_018M,C22007_019E,C22007_019M,C22007_020E,C22007_020M,C22007_021E,C22007_021M,C22007_022E,C22007_022M,C22007_023E,C22007_023M,C22007_024E,C22007_024M,C22007_025E,C22007_025M,C22007_026E,C22007_026M,C22007_027E,C22007_027M,C22007_028E,C22007_028M,C22007_029E,C22007_029M,NAME,C22007_001MA,C22007_001EA,C22007_002EA,C22007_002MA,C22007_003EA,C22007_003MA,C22007_004MA,C22007_004EA,C22007_005MA,C22007_005EA,C22007_006MA,C22007_006EA,C22007_007MA,C22007_007EA,C22007_008EA,C22007_008MA,C22007_009EA,C22007_009MA,C22007_010MA,C22007_010EA,C22007_011EA,C22007_011MA,C22007_012MA,C22007_012EA,C22007_013EA,C22007_013MA,C22007_014EA,C22007_014MA,C22007_015MA,C22007_015EA,C22007_016EA,C22007_016MA,C22007_017MA,C22007_017EA,C22007_018MA,C22007_018EA,C22007_019EA,C22007_019MA,C22007_020EA,C22007_020MA,C22007_021MA,C22007_021EA,C22007_022EA,C22007_022MA,C22007_023MA,C22007_023EA,C22007_024EA,C22007_024MA,C22007_025EA,C22007_025MA,C22007_026MA,C22007_026EA,C22007_027EA,C22007_027MA,C22007_028MA,C22007_028EA,C22007_029MA,C22007_029EA,state
0400000US01,1227884,13886,197231,8348,62574,4002,13809,1837,22744,2623,26021,2840,134657,6392,17824,2765,5079,1248,10254,2025,2491,804,116833,5637,37831,3225,60678,3842,18324,2331,1030653,13826,806372,12730,136885,4396,214435,7508,455052,10953,224281,8190,61484,4183,8296,1572,35011,3549,18177,1867,162797,6222,25988,2482,90347,5107,46462,3244,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,19189,1920,6791,1159,492,275,2363,829,3936,862,12398,1672,2843,853,828,409,1323,484,692,376,9555,1442,2702,754,5113,1050,1740,533,151670,4641,121178,4544,7766,1005,29759,2820,83653,4426,30492,2525,11368,1618,220,192,6325,1218,4823,984,19124,2020,2060,633,10609,1447,6455,1125,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,232947,8248,102020,5095,13483,1961,42126,3419,46411,3820,130927,6501,30963,3201,5500,1140,17253,2488,8210,1629,99964,5915,28679,3183,52748,4563,18537,2015,1315481,11976,1032209,11981,202550,5402,278997,8662,550662,10200,283272,9254,92809,5395,8024,1398,56175,4149,28610,3187,190463,7927,25322,2683,108025,5287,57116,3934,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,111859,5469,39200,3310,7489,1197,14666,1895,17045,2478,72659,4716,11949,1823,2424,751,7556,1521,1969,890,60710,4330,18201,2160,35097,3419,7412,1507,649502,8227,515746,8264,89841,3617,131467,5193,294438,7796,133756,5808,39671,3041,4820,1096,21556,2239,13295,1686,94085,4684,13075,1892,53303,3681,27707,2219,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,810302,15943,332799,10816,39801,3388,132841,6427,160157,6594,477503,12137,97876,5342,20400,2420,51905,3875,25571,2962,379627,10317,127647,6175,179819,7151,72161,3876,7697554,27624,5749767,25578,697408,9392,1560119,19771,3492240,23760,1947787,22223,638750,12367,59636,3962,319690,9299,259424,9770,1309037,18563,170472,5913,697437,14983,441128,11260,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,108914,5804,41453,4065,5882,1299,14389,2457,21182,2356,67461,4232,13748,2029,2224,935,8080,1603,3444,956,53713,3680,14934,2145,30450,3055,8329,1265,1149971,10622,918171,10854,105273,3880,223427,6295,589471,9849,231800,6479,76770,4736,3897,947,40879,3314,31994,3087,155030,5812,16009,1846,85740,4871,53281,3790,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,88589,4361,24738,2693,4719,1223,8399,1589,11620,2135,63851,3966,9922,1986,1712,798,5283,1299,2927,1073,53929,3665,16777,2008,28105,2787,9047,1520,802181,8812,631891,7743,71959,3162,144448,6024,415484,5553,170290,5794,48403,3530,4206,973,22327,2379,21870,2639,121887,5709,12111,2073,66648,4427,43128,3481,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,28681,2522,9451,1535,1335,491,3086,933,5030,1224,19230,2218,2995,831,361,306,2080,709,554,317,16235,2013,4269,1050,8897,1655,3069,966,192552,4969,152124,5040,23833,1829,34177,2625,94114,4279,40428,3283,11129,1769,1318,514,5973,1351,3838,979,29299,3169,3614,809,17387,2619,8298,1530,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,18121,2211,2340,777,489,361,663,333,1188,539,15781,1975,1645,552,420,252,1001,463,224,183,14136,1734,5696,1208,5522,1134,2918,831,83398,3756,54935,2789,4221,881,13520,1750,37194,2264,28463,2675,7095,1220,701,436,4379,898,2015,689,21368,2514,2378,876,12024,2050,6966,1465,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,624786,12934,246302,8302,44586,3581,87854,4694,113862,5306,378484,10573,73293,5034,16485,2181,41665,4106,15143,2182,305191,8717,95075,4803,158067,7048,52049,3579,3932144,25065,3061582,24485,653311,10498,804551,14856,1603720,18611,870562,15361,240012,9520,27389,2952,127449,7658,85174,4670,630550,12130,73757,4478,361539,9342,195254,8055,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
