GEO_ID,B12005_001E,B12005_001M,B12005_002E,B12005_002M,B12005_003E,B12005_003M,B12005_004E,B12005_004M,B12005_005E,B12005_005M,B12005_006E,B12005_006M,B12005_007E,B12005_007M,B12005_008E,B12005_008M,B12005_009E,B12005_009M,B12005_010E,B12005_010M,B12005_011E,B12005_011M,B12005_012E,B12005_012M,B12005_013E,B12005_013M,B12005_014E,B12005_014M,B12005_015E,B12005_015M,B12005_016E,B12005_016M,NAME,B12005_001EA,B12005_001MA,B12005_002MA,B12005_002EA,B12005_003EA,B12005_003MA,B12005_004EA,B12005_004MA,B12005_005MA,B12005_005EA,B12005_006EA,B12005_006MA,B12005_007MA,B12005_007EA,B12005_008MA,B12005_008EA,B12005_009EA,B12005_009MA,B12005_010MA,B12005_010EA,B12005_011MA,B12005_011EA,B12005_012EA,B12005_012MA,B12005_013MA,B12005_013EA,B12005_014EA,B12005_014MA,B12005_015MA,B12005_015EA,B12005_016EA,B12005_016MA,state
0400000US01,3849111,3291,1122601,16070,1072509,16337,50092,4292,1854337,24359,1766218,22328,88119,5212,108253,6089,104505,6106,3748,1269,280549,7959,276442,7904,4107,1000,483371,13035,473705,13061,9666,1842,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,558161,1252,176431,6388,166634,6094,9797,1993,278795,8331,251127,7810,27668,2353,11824,1819,10345,1677,1479,511,21379,1947,18025,1867,3354,822,69732,5653,64474,5246,5258,1330,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5051999,1686,1597369,16138,1401742,16337,195627,10889,2476775,22585,1987901,20928,488874,14203,91198,5287,69299,4665,21899,2765,275174,7496,237484,7036,37690,3274,611483,13393,545138,12221,66345,4856,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2329778,3252,614594,10401,578474,10940,36120,5149,1187781,15201,1116854,14846,70927,4974,59996,4107,57256,3902,2740,1236,168636,5013,164993,5193,3643,992,298771,9210,291148,9163,7623,1587,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29705525,3415,10695059,43466,8211899,47028,2483160,33627,13941170,57300,8145312,48962,5795858,45658,685465,13823,389545,11122,295920,11004,1519970,16508,999310,14898,520660,10974,2863861,27903,2193549,21379,670312,14646,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4021728,2195,1233134,16015,1117672,15283,115462,5531,2060635,20575,1784924,18300,275711,9623,72146,4776,57486,4505,14660,2662,179827,5294,159501,5388,20326,2712,475986,10852,437749,10868,38237,2946,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2911821,1051,960043,11980,841905,12274,118138,6241,1412013,15522,1142152,14482,269861,8784,42746,3166,32531,2738,10215,2077,178303,5021,154779,5256,23524,2315,318716,9203,278734,8774,39982,3648,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,730643,811,241059,6070,224132,5637,16927,2515,349008,9981,306526,9398,42482,3686,14282,2093,12169,1834,2113,987,47309,2818,43935,2762,3374,905,78985,5922,75519,5738,3466,979,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,520355,383,297920,6086,263406,6763,34514,3977,131641,5891,98556,5042,33085,3503,14539,1905,12139,1729,2400,886,25918,1645,23041,1673,2877,738,50337,3331,44375,3262,5962,1178,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15555825,4678,4690751,30634,3834237,30875,856514,21700,7325899,41305,5464354,43182,1861545,22745,402296,11312,275709,9274,126587,7524,1106420,13845,872440,12840,233980,7825,2030459,26787,1601219,23410,429240,12625,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7637800,4568,2478863,20408,2229321,18981,249542,10469,3679965,30324,3149899,27607,530066,9884,192081,8428,169617,7771,22464,2895,420115,9147,391468,8753,28647,3062,866776,15630,810039,14975,56737,4599,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1111069,934,369139,6904,323784,8432,45355,5096,542198,10233,394184,9384,148014,8853,16744,2561,12072,2058,4672,1238,70909,3489,50187,3126,20722,2217,112079,6264,93389,5384,18690,2469,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1211208,1506,306732,7789,288953,7297,17779,2649,680423,11672,627180,11500,53243,3756,17698,2163,16082,2099,1616,599,61032,3300,57685,3141,3347,912,145323,6743,140176,6615,5147,1119,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10267767,2767,3495621,22233,3088810,20082,406811,14556,4937698,31111,3895649,29710,1042049,17050,183572,8141,143750,6793,39822,3700,628245,10436,541804,9671,86441,4538,1022631,16594,916168,16786,106463,6469,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5158021,3129,1526639,13936,1445579,13337,81060,5209,2613772,22184,2453306,19976,160466,7327,75405,4672,70297,4310,5108,1297,308157,6753,297833,6421,10324,1889,634048,13254,615859,12605,18189,2281,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
