GEO_ID,B14001_001E,B14001_001M,B14001_002E,B14001_002M,B14001_003E,B14001_003M,B14001_004E,B14001_004M,B14001_005E,B14001_005M,B14001_006E,B14001_006M,B14001_007E,B14001_007M,B14001_008E,B14001_008M,B14001_009E,B14001_009M,B14001_010E,B14001_010M,NAME,B14001_001MA,B14001_001EA,B14001_002MA,B14001_002EA,B14001_003EA,B14001_003MA,B14001_004MA,B14001_004EA,B14001_005EA,B14001_005MA,B14001_006MA,B14001_006EA,B14001_007MA,B14001_007EA,B14001_008MA,B14001_008EA,B14001_009EA,B14001_009MA,B14001_010MA,B14001_010EA,state
0400000US05,2805549,3136,760063,9056,53150,3927,40440,2662,155724,4116,160889,4875,156386,4598,166404,5994,27070,3044,2045486,8532,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US01,4602128,5424,1238462,10738,68331,4497,69155,4416,244296,7097,261371,7691,256865,5958,285960,8313,52484,4094,3363666,10535,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,681543,1989,193373,4902,10074,1518,10443,1571,39525,2460,40301,2736,43325,2374,39491,3255,10214,1684,488170,4282,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6144887,6060,1729192,13412,83270,4919,89818,5605,356461,7677,362091,9433,360872,6787,402336,9639,74344,5788,4415695,13330,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US06,35874812,14732,10648332,33085,586758,12423,528552,11890,2025476,19620,2044058,20874,2308799,14258,2661144,26216,493545,13270,25226480,30590,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4848237,5405,1358511,12443,89750,4852,67678,3910,283938,6886,264690,6655,267403,5203,306512,10035,78540,4977,3489726,12017,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3459728,3576,948526,8684,58940,3126,42782,3193,183174,4857,189665,5424,209251,4588,202778,7067,61936,5652,2511202,8176,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,867321,1574,236270,4671,16320,1820,11901,1475,44426,2879,43719,2839,51408,2541,56369,3489,12127,1668,631051,4498,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,583374,1281,158455,4004,9512,1298,5936,1216,21464,1577,19766,1786,25774,1692,48336,3247,27667,2686,424919,3918,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18218711,8368,4614324,26277,288411,8849,220754,8402,880080,12066,919515,12413,944641,12745,1150637,21856,210286,8720,13604387,25257,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9307619,7584,2734492,16749,181616,7584,143010,6475,564651,10262,554826,10109,554519,8398,611241,13065,124629,7283,6573127,15646,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1311353,2692,339578,6219,19392,1846,17728,2003,64633,3407,65543,3400,69312,2626,85518,5066,17452,2565,971775,6511,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1498935,2874,444069,5653,27306,2124,24768,2663,94038,3400,95981,3745,88314,2765,98545,4505,15117,1718,1054866,5642,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12345649,6622,3519499,17384,234720,6601,171262,5795,683630,9905,705285,9887,733820,7554,784757,13837,206025,7984,8826150,17132,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US21,4186389,4182,1093037,10789,64187,4192,57334,3881,231331,6639,228843,5894,229270,5361,231865,8901,50207,3201,3093352,11370,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US18,6238653,4843,1752227,12270,103080,4135,88891,4742,364792,7436,354567,8440,362077,5839,409315,10995,69505,5261,4486426,12938,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2934164,3325,810644,7322,56478,3079,41838,2775,153357,4709,160134,4597,167109,4058,193547,5657,38181,3376,2123520,6965,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2737016,3436,794404,8611,54823,2821,43609,3089,159389,4396,158416,4994,159719,4074,181089,6359,37359,3293,1942612,8951,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US22,4356017,4643,1179298,11395,84909,4235,61892,3760,258021,6435,252581,6487,231216,6485,242401,8621,48278,3898,3176719,12138,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1287322,2020,311096,4516,17381,1947,14245,1633,59753,2937,64060,2693,68391,2518,72998,3622,14268,1838,976226,4560,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5577616,4866,1579378,13248,103777,4733,75090,3810,294405,6557,292195,6816,320031,5130,377351,10245,116529,5754,3998238,13243,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6340866,4479,1758536,12363,110930,4495,84915,3783,310174,7826,319998,8663,341574,5539,444363,10522,146582,7958,4582330,12634,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9526362,5585,2711955,14334,136714,4921,130806,5125,506585,8300,537372,8377,578081,6398,693760,11196,128637,5805,6814407,14925,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5099086,4039,1421768,10229,96458,4145,69691,3043,270836,5882,282109,6297,295963,4180,330363,7616,76348,4731,3677318,10010,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2847509,3582,807315,8658,52033,3617,46192,4208,167332,5407,164525,6379,165570,4961,179709,6042,31954,3652,2040194,8907,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5769108,4840,1571470,12168,93491,4792,78901,4199,306461,6167,322017,6694,327968,5667,354284,8737,88348,5609,4197638,12786,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,953452,1634,243290,4950,13533,1644,11513,1379,46572,3042,50432,2717,51484,2286,58664,3770,11092,1933,710162,5061,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1750874,2854,513227,6570,34194,2618,24602,2061,103915,3438,96681,3407,105855,3047,123050,4742,24930,2594,1237647,6041,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2596538,3727,674712,8307,31602,2798,37138,3587,146734,5814,147698,5050,146744,4331,137539,6466,27257,2639,1921826,8474,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1275188,2255,326024,4938,17743,2261,15406,1620,63805,3774,66730,3338,72120,2446,73344,3539,16876,2152,949164,4905,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8491134,6966,2298400,15370,175075,6242,115229,6049,445213,7500,469688,9452,490212,7023,476909,10608,126074,6505,6192734,14736,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1981118,3203,560391,6708,27157,2853,28031,2716,114674,4203,113309,3861,120191,4141,130492,4583,26537,3320,1420727,6977,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18708172,8302,5032081,19590,289658,8277,238892,7621,932036,11892,971101,12376,1075337,10905,1208124,15559,316933,9749,13676091,19613,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9186046,7005,2526366,14618,143033,6749,122409,5521,516001,8990,505781,9820,510826,7628,617662,13044,110654,5984,6659680,13997,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,647779,1489,169128,3661,9935,1319,9013,1355,30007,1730,28980,1870,33168,1712,50384,3113,7641,1316,478651,3550,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11119978,5604,3051177,13977,182210,6268,145370,5605,597917,9846,621599,8930,634374,6396,721131,12188,148576,6294,8068801,13631,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3604347,4013,993212,9778,66016,3143,49910,3140,215835,5549,209548,4865,193339,4741,223546,6683,35018,3230,2611135,9870,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3696905,4018,964277,9844,50716,3570,43268,3693,192214,5717,199185,5118,194408,4334,241450,7549,43036,3463,2732628,9181,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12280721,5484,3209174,16287,198063,5995,151380,5141,604639,8226,619224,8789,678406,7877,769805,14207,187657,7674,9071547,15221,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1019802,2014,279157,4621,13834,2152,10758,1727,49039,2657,50445,3341,53022,2604,84576,3862,17483,2386,740645,4619,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4458821,4206,1201598,9980,68953,3748,69362,5037,239615,6651,245388,7256,252331,6276,276391,7289,49558,3961,3257223,9541,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,781420,1922,213369,3374,13667,1661,8991,1333,41994,1959,46120,2376,46385,2060,46248,2865,9964,1502,568051,3414,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6112740,4905,1598191,11909,85588,5014,79251,3911,331039,7465,337942,7231,343416,5836,345145,8471,75810,4350,4514549,11704,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24123776,12046,7197800,25185,431473,10858,420826,9819,1574816,15172,1529096,17190,1478141,14353,1477123,16494,286325,11426,16925976,23805,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2615239,3264,910416,9163,58049,3271,49240,3159,189950,4613,183761,4644,177736,4237,218276,7747,33404,2552,1704823,8868,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,608128,1162,153914,3117,8786,1098,6066,980,27326,1849,31102,1636,32821,1272,39639,2329,8174,1435,454214,3356,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7727526,6289,2121496,15802,128630,5084,107414,5360,401372,7518,416296,8136,424405,6954,508424,11217,134955,6189,5606030,15639,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6479644,6188,1704694,13005,93161,4107,86350,5099,344847,6612,345756,7105,364477,5928,393911,11226,76192,4888,4774950,13576,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1794317,2984,427552,6638,19364,2150,22353,2474,87686,3632,88585,3668,87780,2963,99936,4654,21848,2562,1366765,6996,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5480979,3730,1498366,9454,77982,3744,84981,3681,287951,6157,299814,6022,321116,5090,359276,8285,67246,4168,3982613,9567,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,540935,1746,141936,4151,9313,1487,7310,1365,28965,2068,28385,2470,29744,2042,33705,3031,4514,982,398999,4336,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3592055,4081,995743,9162,55298,3547,45366,3446,197737,6169,216496,5562,213581,5240,230674,7239,36591,2892,2596312,9187,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
