GEO_ID,C08014_001E,C08014_001M,C08014_002E,C08014_002M,C08014_003E,C08014_003M,C08014_004E,C08014_004M,C08014_005E,C08014_005M,C08014_006E,C08014_006M,C08014_007E,C08014_007M,C08014_008E,C08014_008M,C08014_009E,C08014_009M,C08014_010E,C08014_010M,C08014_011E,C08014_011M,C08014_012E,C08014_012M,C08014_013E,C08014_013M,C08014_014E,C08014_014M,C08014_015E,C08014_015M,NAME,C08014_001MA,C08014_001EA,C08014_002EA,C08014_002MA,C08014_003EA,C08014_003MA,C08014_004MA,C08014_004EA,C08014_005MA,C08014_005EA,C08014_006EA,C08014_006MA,C08014_007EA,C08014_007MA,C08014_008MA,C08014_008EA,C08014_009EA,C08014_009MA,C08014_010MA,C08014_010EA,C08014_011MA,C08014_011EA,C08014_012EA,C08014_012MA,C08014_013MA,C08014_013EA,C08014_014EA,C08014_014MA,C08014_015EA,C08014_015MA,state
0400000US15,639572,7442,22341,2862,139706,6501,238859,9373,238666,9748,336567,4659,10971,1811,69689,4144,130049,5398,125858,5600,303005,5807,11370,1886,70017,3909,108810,5656,112808,5615,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,666950,8283,10451,1858,108181,5859,276527,10875,271791,10099,358649,5779,5203,1215,50074,4075,151250,6233,152122,6586,308301,5599,5248,1096,58107,3477,125277,5953,119669,5515,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5747661,21194,279715,10419,1347543,22521,2414110,29726,1706293,28265,3008470,18137,133037,6654,637652,15659,1312426,18455,925355,17468,2739191,11315,146678,6671,709891,13180,1101684,15571,780938,14894,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2820474,16616,68041,5392,566103,12256,1231201,18126,955129,15845,1475043,11592,39498,3569,250974,8067,664472,11558,520099,11406,1345431,11971,28543,3299,315129,9055,566729,9975,435030,8390,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1492469,9482,36329,3678,258751,8118,646256,11842,551133,10765,778945,6652,20200,2560,116067,5283,344004,7098,298674,6658,713524,6105,16129,2236,142684,5049,302252,6844,252459,5828,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1347601,9512,27213,2938,244691,9135,585668,13303,490029,11970,705330,7482,14610,1977,106763,5827,319244,7891,264713,8136,642271,7019,12603,1810,137928,5550,266424,7384,225316,7311,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1779198,14687,41011,4213,359728,12458,780717,15187,597742,15153,928594,11107,23852,3031,158923,7579,424992,9090,320827,9661,850604,9096,17159,2333,200805,7803,355725,8730,276915,8379,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1918460,14288,67577,5439,468558,12222,841864,16541,540461,16046,999321,10153,31288,3518,208471,7666,462460,10151,297102,10576,919139,9639,36289,3778,260087,7861,379404,9426,243359,8476,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,618464,6136,10194,1466,117622,4948,298947,7185,191701,7072,312057,4654,4246,874,50853,2955,156152,4725,100806,4380,306407,4256,5948,1079,66769,3639,142795,4212,90895,3713,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2827381,16893,122963,7388,601529,15235,1163582,18502,939307,19242,1433310,11000,52340,4404,260309,9276,615565,11307,505096,11698,1394071,12358,70623,4363,341220,9506,548017,10253,434211,10783,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3104210,16118,181283,8557,752155,14708,1367126,22207,803646,19846,1580945,12208,92866,5754,346555,9615,719837,14289,421687,11304,1523265,13965,88417,5105,405600,9915,647289,11065,381959,11385,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4009045,18843,106139,6083,847496,13219,1790701,18599,1264709,18275,2048377,14448,53741,4159,373896,8914,949480,12489,671260,11313,1960668,12408,52398,3967,473600,8804,841221,10775,593449,10642,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2614619,11885,63808,4101,477164,11032,1175937,17504,897710,16332,1350722,9032,31320,2654,216108,7203,624785,10237,478509,10357,1263897,9821,32488,3022,261056,7510,551152,9951,419201,8472,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1146060,12565,25276,3476,238938,9400,466842,11209,415004,12609,592266,8027,12115,2288,104449,5704,249196,7020,226506,7452,553794,8788,13161,2140,134489,6306,217646,6518,188498,7513,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2677001,14740,70167,4822,555495,12669,1158417,17031,892922,17354,1361711,11344,34765,3058,244026,8262,612330,11077,470590,9601,1315290,9607,35402,3044,311469,8169,546087,10378,422332,10730,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,455272,5573,8880,1766,76189,4951,185662,7000,184541,6861,236599,4463,5444,1225,34891,3290,95910,4114,100354,4271,218673,3927,3436,983,41298,2754,89752,4371,84187,4087,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,910313,6888,14589,2114,164245,6942,392509,8859,338970,9198,471491,4821,7067,1381,73432,4072,208054,5240,182938,5653,438822,4958,7522,1333,90813,4662,184455,5099,156032,5029,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1180532,11212,41638,4459,286366,9886,518844,13345,333684,12584,638061,7654,23588,3415,146300,6896,284399,7669,183774,8072,542471,7929,18050,2381,140066,6083,234445,8172,149910,6628,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,658024,6490,11541,2206,104564,5472,307992,9734,233927,10561,341572,6023,5571,1283,48585,3993,162242,5163,125174,6659,316452,4845,5970,1403,55979,3318,145750,5929,108753,5350,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4031390,17984,265554,11493,918495,15685,1676422,23320,1170919,21711,2122929,13165,147166,8388,445640,11016,909544,13335,620579,12866,1908461,13515,118388,6261,472855,9371,766878,14091,550340,12052,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,851918,8940,13982,2357,186803,7787,356691,10399,294442,11961,451065,6441,6327,1249,86023,5433,194867,6921,163848,7765,400853,6803,7655,1751,100780,4576,161824,6008,130594,5760,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8632340,30293,1889411,24741,2196388,24486,2780118,31272,1766423,29120,4470471,17641,927139,16578,1112793,17142,1486674,18521,943865,16552,4161869,22063,962272,16802,1083595,14378,1293444,16637,822558,15569,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4067413,24732,102463,7403,842676,16312,1744541,22132,1377733,23659,2120386,14865,55937,4983,368866,11482,943568,15242,752015,14883,1947027,16820,46526,3842,473810,11855,800973,11834,625718,13525,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,353675,4319,6384,1259,61794,4439,142983,6466,142514,5328,189315,3029,3879,936,29871,2819,76983,3645,78582,3267,164360,3292,2505,782,31923,2554,66000,3491,63932,2901,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5019051,19123,143699,6819,994442,15026,2239629,26801,1641281,20767,2566736,15656,72055,4456,424041,11058,1186993,15330,883647,13362,2452315,14623,71644,4279,570401,9319,1052636,16338,757634,12061,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1631364,12188,35968,3724,341824,8980,708733,11866,544839,12981,872608,8510,19523,2250,162477,6378,391964,7858,298644,7640,758756,9679,16445,2501,179347,5886,316769,7815,246195,7940,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1653994,13837,57851,4654,340922,11075,710291,16195,544930,15034,857539,10161,31191,3107,153753,7557,378877,9666,293718,9750,796455,9706,26660,2962,187169,5827,331414,10063,251212,7930,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5658545,25049,280250,10241,1203446,18777,2466657,24104,1708192,23205,2942282,16944,139637,7439,551770,12616,1325077,14992,925798,14478,2716263,16213,140613,5755,651676,11965,1141580,14496,782394,11770,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,470715,6714,17785,2901,102662,5326,203767,8509,146501,6973,234848,5030,9381,2069,44440,3522,103023,4931,78004,3954,235867,4780,8404,1537,58222,4144,100744,5134,68497,4328,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1916026,15419,52234,4919,405683,10731,820523,14380,637586,17859,986838,11406,27264,3327,175620,7462,436930,9136,347024,12226,929188,10374,24970,2680,230063,7500,383593,9482,290562,8107,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,396070,4920,7582,1793,61694,3664,155887,7167,170907,6919,208550,3423,3778,1317,27515,2423,83873,4439,93384,4493,187520,3718,3804,931,34179,2389,72014,3728,77523,3520,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2658190,18010,49090,3793,525615,11519,1146835,16339,936650,16527,1387775,13842,24492,2653,233212,8058,613456,10347,516615,10588,1270415,13438,24598,2708,292403,8528,533379,10612,420035,9943,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11072053,36377,281035,10703,2506344,31207,4928217,36210,3356457,39394,6017373,21504,151567,8116,1229463,22519,2758782,23937,1877561,23716,5054680,30313,129468,6772,1276881,19127,2169435,22199,1478896,22754,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1203011,10981,21377,2877,186855,7695,499267,12032,495512,12013,674251,7366,11768,1767,92389,5470,288547,7969,281547,8477,528760,8606,9609,1720,94466,4438,210720,6731,213965,7095,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,307244,4536,7033,1292,62547,4090,139187,4735,98477,4004,158140,3162,3969,1058,28318,2325,74492,2957,51361,2384,149104,3241,3064,791,34229,2609,64695,2787,47116,2257,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3781972,18403,103681,8259,751248,11574,1555459,20660,1371584,23461,1968024,12557,52299,5727,331233,7959,843355,11534,741137,14205,1813948,14082,51382,4599,420015,7924,712104,13306,630447,13294,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3017021,18812,86369,5559,617264,15210,1242239,17668,1071149,17879,1607907,13692,47265,4039,296018,10282,681966,11047,582658,10537,1409114,13654,39104,3177,321246,9226,560273,10376,488491,10571,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,721140,9360,18174,2301,149831,6949,329367,8917,223768,8543,380415,6753,9103,1362,68375,4888,180659,5637,122278,5307,340725,6165,9071,1439,81456,4526,148708,5144,101490,4546,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2728936,12667,71098,5579,526344,10780,1245109,14110,886385,12947,1406482,9851,36921,4078,242428,6774,652612,8833,474521,8527,1322454,8423,34177,3349,283916,7790,592497,8200,411864,7628,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,275513,4254,3496,1241,44869,4244,104570,6068,122578,7033,152419,3201,1555,704,24121,2992,58407,3373,68336,4165,123094,2996,1941,786,20748,2509,46163,3653,54242,3927,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1072264,11892,68300,4650,329676,10277,445836,10162,228452,9634,579420,7830,36080,2996,161984,6941,252335,7055,129021,5292,492844,8484,32220,2865,167692,6908,193501,6368,99431,6002,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
