GEO_ID,C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,NAME,C16007_001MA,C16007_001EA,C16007_002EA,C16007_002MA,C16007_003EA,C16007_003MA,C16007_004MA,C16007_004EA,C16007_005EA,C16007_005MA,C16007_006MA,C16007_006EA,C16007_007MA,C16007_007EA,C16007_008EA,C16007_008MA,C16007_009MA,C16007_009EA,C16007_010MA,C16007_010EA,C16007_011EA,C16007_011MA,C16007_012MA,C16007_012EA,C16007_013EA,C16007_013MA,state
0400000US31,1698792,1551,328729,1665,282350,4318,33863,2970,12516,2776,1122170,2256,1004453,5493,77181,3764,40536,3988,247893,1687,236140,1832,4256,790,7497,1389,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2517937,984,478068,1253,318978,5743,134453,5238,24637,3142,1712736,1384,1208018,8836,345076,6803,159642,6800,327133,1218,271950,2630,23691,1699,31492,1953,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1247886,761,216891,1132,202262,2294,5491,1204,9138,1746,851346,1493,785785,4254,18119,2561,47442,3564,179649,1045,162704,1558,2227,690,14718,1579,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8263053,967,1524241,1361,1101627,9306,249136,7556,173478,6911,5547782,1941,3774337,19477,918131,9578,855314,17270,1191030,1749,935058,5587,95260,1964,160712,5342,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1921916,1725,374630,1934,254005,6282,103522,5771,17103,2264,1271899,2197,791101,8290,378135,8325,102663,4632,275387,1937,175138,2886,81723,2009,18526,1343,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18241464,2509,3161644,2917,2253328,15341,492748,9786,415568,10555,12455772,3560,8553340,26260,1960443,12442,1941989,22057,2624048,2794,1970398,8762,241832,3439,411818,7342,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8929538,3786,1652223,3436,1424023,6996,174201,4834,53999,4378,6037596,4091,5341539,11010,456875,6462,239182,10324,1239719,3415,1193541,3304,15605,1834,30573,2857,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,630058,1008,106016,1038,100879,1454,1680,719,3457,874,425967,1196,407165,2033,4055,943,14747,1853,98075,727,90087,1326,329,258,7659,1051,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10820130,2298,2004794,3461,1863714,7981,56446,3373,84634,6460,7189558,4097,6688463,12419,169678,5748,331417,10806,1625778,3099,1548409,4844,13105,1223,64264,3984,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3497798,2289,667020,2700,597717,4148,53828,3949,15475,2144,2320989,2756,2091347,6332,151833,4609,77809,4327,509789,1835,489179,2462,7533,1121,13077,1662,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3602925,2022,630479,2274,508749,6111,86739,4442,34991,3597,2437553,2449,2076753,8811,210431,6759,150369,6876,534893,1848,499908,2603,13066,1653,21919,1648,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11983239,2423,2058783,2663,1826757,8808,116840,6392,115186,6076,7958951,3376,7119289,14367,367171,7041,472491,12008,1965505,2878,1826086,5050,28124,2020,111295,4860,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,995774,935,166911,957,127670,2818,28385,2084,10856,1845,676680,1093,536312,4616,74789,2104,65579,3962,152183,900,123347,2193,5834,913,23002,2097,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4334519,2336,779637,2554,716197,4392,47985,3693,15455,2248,2919952,2434,2707052,6123,139774,5144,73126,4471,634930,1692,616352,2134,6812,1356,11766,1534,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,758975,1090,144592,1524,131461,2463,4451,758,8680,1787,496476,1702,459838,3371,9999,1448,26639,3404,117907,1232,110981,1503,985,419,5941,1128,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5950484,2840,1090821,3742,1012868,4796,50419,3848,27534,3230,3999741,3691,3717807,8604,166311,5493,115623,5830,859922,2808,837564,2679,7720,1605,14638,1873,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,23327776,4319,4958209,4519,3182891,17125,1588908,16893,186410,7164,15750624,5689,10045035,28512,4791445,23830,914144,13678,2618943,4493,1980253,5593,519153,4707,119537,3853,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2512866,1228,610073,1293,528386,4589,62139,3840,19548,2270,1651993,1429,1397322,7865,168240,5786,86431,5114,250800,1230,229464,1613,9166,973,12170,1512,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,593692,756,97393,960,91912,1430,1440,559,4041,1178,405068,1091,383023,2124,5051,1082,16994,1953,91231,504,85752,1083,354,233,5125,1115,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7517185,3129,1346189,4219,1143069,9109,112689,4605,90431,6655,5190721,4954,4359074,14433,375583,7150,456064,11816,980275,3553,902343,4227,16166,1569,61766,3269,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6306287,2020,1145374,2808,898972,8508,138190,5106,108212,6275,4330535,2814,3515372,14415,353401,8324,461762,11682,830378,2070,737694,2861,20763,2033,71921,2965,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1752096,1822,284806,2380,278264,2619,4506,1117,2036,706,1168684,2711,1140927,3947,12223,1811,15534,2259,298606,1351,293944,1569,1277,568,3385,692,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5335995,2117,981156,2632,875352,5157,65209,3795,40595,3072,3575329,2991,3274180,7673,163316,5888,137833,5645,779510,1686,740942,2501,8585,925,29983,2598,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,523440,1298,95698,1493,89492,1561,4691,1506,1515,646,357556,1517,334425,2448,17167,2066,5964,1189,70186,801,66215,1067,2316,686,1655,789,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3498886,-555555555,674397,-555555555,20382,2465,653376,2472,639,348,2278768,-555555555,93391,5349,2181607,5540,3770,1102,545721,-555555555,30195,2274,514922,2289,604,310,Puerto Rico,*****,null,null,*****,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,72
