GEO_ID,B01001H_001E,B01001H_001M,B01001H_002E,B01001H_002M,B01001H_003E,B01001H_003M,B01001H_004E,B01001H_004M,B01001H_005E,B01001H_005M,B01001H_006E,B01001H_006M,B01001H_007E,B01001H_007M,B01001H_008E,B01001H_008M,B01001H_009E,B01001H_009M,B01001H_010E,B01001H_010M,B01001H_011E,B01001H_011M,B01001H_012E,B01001H_012M,B01001H_013E,B01001H_013M,B01001H_014E,B01001H_014M,B01001H_015E,B01001H_015M,B01001H_016E,B01001H_016M,B01001H_017E,B01001H_017M,B01001H_018E,B01001H_018M,B01001H_019E,B01001H_019M,B01001H_020E,B01001H_020M,B01001H_021E,B01001H_021M,B01001H_022E,B01001H_022M,B01001H_023E,B01001H_023M,B01001H_024E,B01001H_024M,B01001H_025E,B01001H_025M,B01001H_026E,B01001H_026M,B01001H_027E,B01001H_027M,B01001H_028E,B01001H_028M,B01001H_029E,B01001H_029M,B01001H_030E,B01001H_030M,B01001H_031E,B01001H_031M,NAME,B01001H_001EA,B01001H_001MA,B01001H_002MA,B01001H_002EA,B01001H_003EA,B01001H_003MA,B01001H_004MA,B01001H_004EA,B01001H_005MA,B01001H_005EA,B01001H_006EA,B01001H_006MA,B01001H_007EA,B01001H_007MA,B01001H_008MA,B01001H_008EA,B01001H_009MA,B01001H_009EA,B01001H_010MA,B01001H_010EA,B01001H_011EA,B01001H_011MA,B01001H_012EA,B01001H_012MA,B01001H_013MA,B01001H_013EA,B01001H_014EA,B01001H_014MA,B01001H_015MA,B01001H_015EA,B01001H_016MA,B01001H_016EA,B01001H_017EA,B01001H_017MA,B01001H_018EA,B01001H_018MA,B01001H_019MA,B01001H_019EA,B01001H_020MA,B01001H_020EA,B01001H_021MA,B01001H_021EA,B01001H_022EA,B01001H_022MA,B01001H_023EA,B01001H_023MA,B01001H_024MA,B01001H_024EA,B01001H_025MA,B01001H_025EA,B01001H_026EA,B01001H_026MA,B01001H_027MA,B01001H_027EA,B01001H_028EA,B01001H_028MA,B01001H_029MA,B01001H_029EA,B01001H_030MA,B01001H_030EA,B01001H_031MA,B01001H_031EA,state
0400000US17,8170079,2292,4002372,1822,215011,941,226928,5174,249293,5182,156524,856,106124,1625,257581,1629,271937,452,254510,151,528136,328,650992,280,540282,217,304602,493,177880,2796,62572,2789,4167707,1691,204225,920,221841,4871,229891,4871,149740,806,103930,2686,247654,2703,268480,579,250013,213,523861,606,662010,514,562691,404,351637,184,244142,4267,147592,4276,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5289807,2444,2598657,2477,157480,1059,170377,4123,172677,4007,110543,1168,75999,1630,178959,1784,164256,892,159873,415,340230,260,402850,498,335826,402,193205,299,106890,2269,29492,2271,2691150,1986,149034,1082,165816,4589,159912,4539,102293,1135,75125,2494,177442,2570,161902,578,158517,348,339469,408,408460,382,351130,404,219528,146,148834,3011,73688,3013,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2700807,2733,1329345,1582,81094,685,81513,2686,87145,2735,52895,850,41664,1692,88958,1853,86435,1039,80590,397,160372,576,202633,308,177721,178,102566,132,61719,1429,24040,1452,1371462,2111,77132,892,82023,3097,77042,3101,51053,932,37790,1474,89074,1628,82615,625,77983,584,159440,728,204773,338,179560,122,115221,123,87283,2398,50473,2379,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2233460,994,1099401,1634,68316,1014,72037,3109,70473,3226,44631,1097,32438,2160,76290,2176,73328,916,66075,854,133594,997,168180,759,144898,288,81160,468,47751,1760,20230,1664,1134059,1784,64880,1010,68103,2532,67626,2434,41885,878,29642,2278,74682,2427,71286,1013,65810,713,132948,771,172370,582,148301,264,91269,311,67659,1842,37598,1743,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3757065,1737,1840438,2587,113437,967,113746,3929,124442,3885,74747,1673,53556,2456,120495,2747,117498,1573,118344,999,249339,1096,280685,437,240845,214,142982,203,70900,1747,19422,1699,1916627,2125,107491,942,112050,4046,114477,3885,69625,1667,49986,2236,121636,2348,118101,1303,118922,526,249522,786,290783,779,255249,400,162250,116,100019,2470,46516,2471,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2739912,1744,1348731,1761,81054,824,79945,3666,88083,3686,51547,1136,37983,2291,93352,2447,93117,1379,86410,1027,173415,1089,206719,892,178504,259,105592,613,56381,1703,16629,1653,1391181,1695,77824,909,82283,3265,77741,3227,48564,1143,36458,1765,92271,2060,92948,1106,82870,640,172214,865,210695,708,184308,234,119621,407,78592,2393,34792,2376,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1254079,226,613065,187,31560,1,34306,1815,36966,1815,24283,3,16804,342,37334,342,33660,45,32775,386,79797,416,102571,2,92077,115,52720,46,29705,1056,8507,1052,641014,137,29548,2,31658,2130,35505,2130,22907,4,15639,649,36480,649,33943,4,34175,4,81983,2,106980,128,95661,18,57833,4,39616,1498,19086,1498,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3160484,2235,1544628,1435,80291,595,87733,3492,93693,3445,60545,854,42149,1761,97769,1716,96468,420,86304,421,197509,356,262657,157,221301,394,124010,385,69002,1830,25197,1843,1615856,1551,75526,484,85585,3691,86483,3636,57603,882,39153,1475,94758,1534,96087,416,87418,522,205954,708,269660,206,230294,443,138978,203,96398,2829,51959,2829,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5003678,5173,2416316,3130,118120,889,134840,4162,143751,4009,93927,634,68680,552,165226,794,153032,882,138256,1100,322782,1023,404511,964,334237,798,185377,230,114982,2289,38595,2281,2587362,2738,112910,644,133698,4771,131914,4828,88820,327,68427,515,166266,675,154306,1023,141455,859,335009,1152,422654,643,359371,796,216945,307,159875,3399,95712,3458,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7555312,2916,3721588,2209,199010,758,222067,4977,243558,5129,157212,587,109009,1635,245494,1580,219771,781,211488,611,479014,772,606704,371,514706,281,294770,303,164290,2282,54495,2266,3833724,1576,190190,729,209242,4644,232473,4628,146270,529,105925,1374,236833,1421,213313,474,209124,313,477623,439,614459,405,530894,283,327542,149,223818,3492,116018,3470,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4411174,1354,2181191,767,125719,331,125521,3503,144076,3557,87380,102,57347,1001,139655,1014,147967,293,138399,292,279628,161,359765,286,290741,153,159762,138,92331,2185,32900,2187,2229983,812,120636,284,124224,3572,131834,3551,82822,127,56350,965,135034,978,144564,177,132939,235,277881,361,361463,243,294641,158,175675,130,121762,2593,70158,2616,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1723932,2278,846230,2380,49719,1244,53604,3401,55621,3317,32547,1623,24583,1733,56412,1985,51903,1609,49459,1545,112652,1912,125759,1384,112972,652,73697,665,38955,1258,8347,1282,877702,2669,50082,1473,52276,3236,48425,3153,31133,1592,21727,2171,55604,2456,51692,1993,50245,1541,109671,1469,126692,1081,117879,479,84284,484,55002,2039,22990,1951,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4854489,2010,2383221,1709,144951,650,147250,4697,156675,4691,95894,962,64933,2270,161850,2148,158454,806,147002,935,300305,840,370354,360,307022,263,189560,534,103990,2494,34981,2592,2471268,1651,137383,606,141916,3858,146184,3846,90545,1038,63858,1834,159201,2148,157626,465,144959,533,299482,529,375887,276,325661,229,212833,1491,141234,3562,74499,3758,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,870158,414,437125,776,24441,378,23957,1528,27123,1524,16876,582,12297,1187,29051,1341,28320,527,26474,255,50360,349,67129,25,65825,189,38389,45,21015,847,5868,846,433033,715,23900,364,23524,2111,23712,2179,15799,436,12133,940,26132,963,26341,224,24613,110,49048,116,68510,97,64424,70,38148,56,23311,1193,13438,1193,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1504726,1516,742179,1195,47557,652,45206,2101,49673,2098,29130,599,20749,1153,51862,1390,51225,1003,46165,288,89861,386,113077,368,96673,334,54544,318,33825,1284,12632,1212,762547,1194,43759,575,45114,1752,44587,1705,28663,595,20865,1403,49792,1583,49408,874,44923,468,88694,421,113905,275,98514,1303,60548,919,46903,1834,26872,2301,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1461491,1179,743764,1211,36475,566,37267,2161,36820,2262,23286,749,17571,1038,39529,1004,48439,579,47826,871,103557,883,119910,365,113065,173,74713,445,35126,1300,10180,1198,717727,1121,34104,593,35996,2430,34666,2430,23265,733,15238,742,39838,861,46129,740,42845,697,93484,692,112066,136,110920,289,73948,382,41060,1600,14168,1570,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1213600,1670,597706,1081,30238,426,32701,2041,40427,2022,25348,327,17443,322,38691,417,33000,320,31266,541,80482,520,105602,360,85230,120,45486,25,24181,1096,7611,1096,615894,934,28749,415,35872,2413,33685,2402,23839,328,17881,797,37250,1091,31723,696,32354,257,82408,368,107787,240,87365,74,48910,28,32316,1475,15755,1474,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5210611,4788,2531477,2730,130166,494,148129,4716,162568,4852,103642,381,60586,149,141449,375,137760,440,134509,503,332411,746,438330,654,359465,545,204656,291,130529,2802,47277,2818,2679134,2532,123379,625,142806,4122,152041,4098,97926,379,54741,229,133590,450,134485,641,134930,581,342662,671,450484,586,379885,635,239863,409,185217,4075,107125,4104,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,835467,1371,412171,1499,18683,621,19422,1417,19481,1541,12475,998,9410,1419,24651,1576,24260,986,22347,786,48355,1215,66120,1159,70711,564,44529,513,25969,984,5758,862,423296,1920,16498,831,16945,1442,20037,1695,11998,1141,9073,1481,21525,1294,23048,1032,20899,670,48053,1079,69031,1098,75978,294,47924,502,27961,1607,14326,1565,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11289178,4490,5501487,2824,288105,575,298717,5687,331120,5823,211482,498,150568,1693,367403,1487,357989,1329,330245,904,715916,1050,882326,658,758264,849,434516,1086,273233,3424,101603,3452,5787691,2821,273543,791,295680,5825,300549,5819,198754,502,146019,1871,362203,2114,363790,735,329856,707,716093,927,895596,747,800006,835,507702,424,382687,5854,215213,5796,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6229927,5076,3040125,4345,169342,2002,176836,5387,189012,5555,112715,1850,82142,2773,203431,2995,182507,2066,180858,1694,427324,2455,469917,1217,413523,875,261620,680,133183,2680,37715,2508,3189802,3392,157796,1907,167033,5129,181071,5275,103892,1819,77849,2842,194911,2795,188567,1959,185798,1645,430829,1834,485580,1070,447990,485,297570,538,186306,3748,84610,3756,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,599899,452,303604,580,18162,453,17099,1227,16664,1227,11632,430,9258,797,27410,781,23051,18,18375,353,35087,371,45267,8,40210,77,21826,10,14947,731,4616,731,296295,535,16873,384,17072,1332,15010,1332,9832,430,8373,928,24251,906,19914,164,16652,260,32486,279,44284,53,37992,48,23454,13,17978,1070,12124,1070,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9349702,3910,4573165,2767,262991,998,282151,6199,302596,5981,187990,1146,128788,2210,299760,2266,282012,795,273760,398,595893,528,723502,437,617851,436,348220,1396,202417,2738,65234,2654,4776537,2290,248530,957,270580,5988,285233,5959,180619,1143,127620,2574,290121,2681,280224,392,272608,651,599518,713,741212,600,647884,339,404246,188,283244,4023,144898,4036,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2580398,992,1265639,1754,70254,1028,73314,3052,76670,3019,44378,1242,33220,1854,86798,1708,87047,833,78662,724,158812,794,193889,361,172501,139,111081,299,61866,1480,17147,1461,1314759,1768,69743,1015,69668,3132,70851,3087,44427,1127,34914,1684,82951,1635,83522,728,76507,796,157345,858,198658,157,181819,151,125209,87,81560,2079,37585,2086,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3006730,3050,1476181,2028,77533,313,76238,3408,86692,3457,52803,549,37059,1120,92809,1317,98454,547,97371,332,190718,764,221957,856,223265,438,128061,272,67021,1857,26200,1852,1530549,1380,72322,329,74202,3033,80629,3024,51153,455,36234,793,92715,797,98593,154,95505,374,187727,587,230715,529,235525,357,139200,7,88867,2699,47162,2704,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
