GEO_ID,B12006_001E,B12006_001M,B12006_002E,B12006_002M,B12006_003E,B12006_003M,B12006_004E,B12006_004M,B12006_005E,B12006_005M,B12006_006E,B12006_006M,B12006_007E,B12006_007M,B12006_008E,B12006_008M,B12006_009E,B12006_009M,B12006_010E,B12006_010M,B12006_011E,B12006_011M,B12006_012E,B12006_012M,B12006_013E,B12006_013M,B12006_014E,B12006_014M,B12006_015E,B12006_015M,B12006_016E,B12006_016M,B12006_017E,B12006_017M,B12006_018E,B12006_018M,B12006_019E,B12006_019M,B12006_020E,B12006_020M,B12006_021E,B12006_021M,B12006_022E,B12006_022M,B12006_023E,B12006_023M,B12006_024E,B12006_024M,B12006_025E,B12006_025M,B12006_026E,B12006_026M,B12006_027E,B12006_027M,B12006_028E,B12006_028M,B12006_029E,B12006_029M,B12006_030E,B12006_030M,B12006_031E,B12006_031M,B12006_032E,B12006_032M,B12006_033E,B12006_033M,B12006_034E,B12006_034M,B12006_035E,B12006_035M,B12006_036E,B12006_036M,B12006_037E,B12006_037M,B12006_038E,B12006_038M,B12006_039E,B12006_039M,B12006_040E,B12006_040M,B12006_041E,B12006_041M,B12006_042E,B12006_042M,B12006_043E,B12006_043M,B12006_044E,B12006_044M,B12006_045E,B12006_045M,B12006_046E,B12006_046M,B12006_047E,B12006_047M,B12006_048E,B12006_048M,B12006_049E,B12006_049M,B12006_050E,B12006_050M,B12006_051E,B12006_051M,B12006_052E,B12006_052M,B12006_053E,B12006_053M,B12006_054E,B12006_054M,B12006_055E,B12006_055M,B12006_056E,B12006_056M,NAME,B12006_001MA,B12006_001EA,B12006_002MA,B12006_002EA,B12006_003EA,B12006_003MA,B12006_004EA,B12006_004MA,B12006_005MA,B12006_005EA,B12006_006EA,B12006_006MA,B12006_007MA,B12006_007EA,B12006_008EA,B12006_008MA,B12006_009EA,B12006_009MA,B12006_010EA,B12006_010MA,B12006_011MA,B12006_011EA,B12006_012EA,B12006_012MA,B12006_013EA,B12006_013MA,B12006_014MA,B12006_014EA,B12006_015EA,B12006_015MA,B12006_016EA,B12006_016MA,B12006_017MA,B12006_017EA,B12006_018MA,B12006_018EA,B12006_019MA,B12006_019EA,B12006_020MA,B12006_020EA,B12006_021EA,B12006_021MA,B12006_022MA,B12006_022EA,B12006_023MA,B12006_023EA,B12006_024EA,B12006_024MA,B12006_025MA,B12006_025EA,B12006_026EA,B12006_026MA,B12006_027EA,B12006_027MA,B12006_028EA,B12006_028MA,B12006_029MA,B12006_029EA,B12006_030MA,B12006_030EA,B12006_031EA,B12006_031MA,B12006_032MA,B12006_032EA,B12006_033EA,B12006_033MA,B12006_034MA,B12006_034EA,B12006_035EA,B12006_035MA,B12006_036EA,B12006_036MA,B12006_037MA,B12006_037EA,B12006_038EA,B12006_038MA,B12006_039EA,B12006_039MA,B12006_040MA,B12006_040EA,B12006_041EA,B12006_041MA,B12006_042EA,B12006_042MA,B12006_043EA,B12006_043MA,B12006_044MA,B12006_044EA,B12006_045EA,B12006_045MA,B12006_046EA,B12006_046MA,B12006_047MA,B12006_047EA,B12006_048EA,B12006_048MA,B12006_049EA,B12006_049MA,B12006_050MA,B12006_050EA,B12006_051EA,B12006_051MA,B12006_052EA,B12006_052MA,B12006_053MA,B12006_053EA,B12006_054MA,B12006_054EA,B12006_055EA,B12006_055MA,B12006_056EA,B12006_056MA,state
0400000US01,3785555,4340,1059313,16669,565212,10231,342626,8567,267451,8015,75175,4424,222586,8296,494101,9901,295725,8845,239823,7634,55902,4131,198376,7749,1854082,24370,933815,12959,670578,11521,629401,10913,41177,3375,263237,6580,920267,13467,527770,11377,489230,11233,38540,3302,392497,7732,108240,6086,45847,3674,30482,3037,25590,2667,4892,1141,15365,2098,62393,4389,38512,3118,30867,2929,7645,1497,23881,2845,280549,7959,55075,3983,12481,1762,11226,1662,1255,575,42594,3054,225474,6022,40405,2740,37585,2846,2820,854,185069,5234,483371,13035,210866,7642,133692,5771,115741,5473,17951,2007,77174,4801,272505,8764,167195,6508,147169,5852,20026,2856,105310,5773,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,546981,1582,165251,6351,97165,4513,69700,4048,58107,3409,11593,1738,27465,2198,68086,3322,47917,2796,41342,2679,6575,1089,20169,1986,278795,8331,144388,5153,120806,5113,114616,5050,6190,1315,23582,1888,134407,4258,87558,4219,82652,4231,4906,1180,46849,3537,11824,1819,4809,1100,3275,772,2872,771,403,302,1534,692,7015,1374,5322,1222,4798,1145,524,311,1693,776,21379,1947,5126,984,1665,563,1327,514,338,192,3461,808,16253,1716,4711,1095,4389,1079,322,360,11542,1316,69732,5653,33019,3305,24216,2814,21022,2521,3194,919,8803,1306,36713,3583,26694,2824,24719,2674,1975,657,10019,2001,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4963740,4639,1509411,15769,835625,10827,537608,10704,432402,11164,105206,6214,298017,8733,673786,10411,424703,10718,358709,10532,65994,4574,249083,8791,2476719,22583,1249043,11774,869961,11504,802037,11030,67924,4353,379082,7120,1227676,13792,669961,11040,618454,10780,51507,4071,557715,9499,91198,5287,35415,3236,23177,2674,19747,2669,3430,858,12238,2041,55783,3779,38136,3356,32097,3269,6039,1289,17647,2645,275119,7484,61795,4356,12958,2182,10810,2019,2148,764,48837,3814,213324,5577,38388,3054,34275,2967,4113,890,174936,5055,611293,13353,266623,8510,180169,6967,155903,6926,24266,2775,86454,4273,344670,9474,235284,7941,209900,7839,25384,2612,109386,5400,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2290670,4069,575579,10789,312669,8091,191700,8342,155565,6896,36135,3189,120969,6714,262910,6991,158878,6270,133385,5758,25493,2891,104032,5053,1187688,15242,601189,8659,421613,8547,397265,8406,24348,2221,179576,4673,586499,8914,344450,7507,324383,7514,20067,2153,242049,6516,59996,4107,25391,2934,15761,2474,14068,2435,1693,517,9630,1549,34605,3171,21485,2949,17489,2522,3996,1166,13120,2027,168636,5013,34556,2976,7759,1464,6854,1306,905,657,26797,2684,134080,4309,28158,2545,25994,2435,2164,736,105922,3473,298771,9210,135062,4867,85068,4251,76679,4468,8389,1653,49994,3150,163709,6745,109272,5831,100356,5454,8916,1698,54437,3720,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29159527,10611,10151611,46321,5552688,28545,3693023,29970,3000435,28299,692588,15429,1859665,20192,4598923,25931,2899469,23027,2441022,22490,458447,11427,1699454,21172,13939615,57316,7064364,31409,5423001,28585,4953984,28090,469017,10118,1641363,16922,6875251,31350,4052705,24188,3654758,25051,397947,9700,2822546,24623,684582,13881,284114,8989,211232,9045,175279,8336,35953,3665,72882,4208,400468,11202,274549,10157,231241,9387,43308,3442,125919,5054,1519902,16505,305410,9769,72060,4799,61305,4022,10755,1782,233350,8510,1214492,12335,215772,7313,191383,6526,24389,2508,998720,11377,2863817,27904,1176491,18888,794973,14977,673483,13213,121490,6087,381518,10705,1687326,17974,1122490,15645,994041,15583,128449,5718,564836,11092,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3955676,4325,1167566,15522,655447,9622,475228,9492,394341,8918,80887,4050,180219,7023,512119,9782,363128,9420,319137,9982,43991,3397,148991,6577,2060220,20547,1036549,11648,817957,11249,763165,10805,54792,4441,218592,5392,1023671,12222,651393,10230,608036,9523,43357,3518,372278,7928,72146,4776,31124,3411,25447,3230,22058,3135,3389,963,5677,1033,41022,3493,29244,2919,25620,2813,3624,943,11778,2057,179827,5294,39196,2974,9933,1637,8902,1628,1031,507,29263,2459,140631,4479,29215,2490,26460,2417,2755,853,111416,3550,475917,10843,207214,6869,151774,5755,134688,5460,17086,2467,55440,3892,268703,7671,191512,6468,174874,6526,16638,1789,77191,3946,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2862777,2581,911377,11888,481459,7350,334674,8425,277170,8068,57504,3971,146785,5789,429918,7492,294783,7349,254205,7013,40578,3070,135135,5145,1411683,15484,708465,8546,554111,7785,516192,8048,37919,2775,154354,4211,703218,9413,465336,7700,431888,6980,33448,3512,237882,5747,42698,3157,15614,1981,11903,1986,9867,1958,2036,895,3711,998,27084,2702,19810,2306,16691,2179,3119,867,7274,1396,178303,5021,37874,2438,10248,1582,8948,1477,1300,659,27626,1915,140429,4326,24090,2200,22044,1925,2046,771,116339,3613,318716,9203,129690,5046,96458,4598,84961,4222,11497,1668,33232,3245,189026,6157,136425,5766,122359,5592,14066,2005,52601,3089,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,716786,1359,227318,6135,116206,4270,72195,3380,60687,3160,11508,1883,44011,3450,111112,3518,73355,3439,63551,3739,9804,1558,37757,3085,348892,10007,176484,5252,127214,4797,119946,4738,7268,1163,49270,2520,172408,5587,109873,4619,104017,4615,5856,1195,62535,3528,14282,2093,6740,1257,4659,1102,3878,1102,781,528,2081,634,7542,1577,4980,1096,4192,958,788,478,2562,918,47309,2818,10135,1436,2073,730,2073,730,0,265,8062,1300,37174,2174,7848,1262,7000,1212,848,524,29326,1896,78985,5922,32939,3459,22792,2779,19952,2320,2840,1415,10147,1436,46046,3820,31081,3202,28688,3035,2393,678,14965,2037,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515434,1028,293057,6259,140959,3974,96567,4559,80677,4292,15890,2019,44392,3274,152098,3602,101608,4632,87759,3990,13849,2351,50490,3567,131641,5891,68482,3456,53822,3208,49913,3166,3909,1015,14660,1605,63159,3368,43570,2819,40764,2690,2806,844,19589,1805,14481,1909,5784,1257,3697,1037,2925,938,772,469,2087,705,8697,1478,5902,1405,4786,1218,1116,502,2795,775,25918,1645,5020,982,1385,479,1011,391,374,316,3635,885,20898,1332,3474,680,3297,668,177,152,17424,1322,50337,3331,20493,2196,14040,1788,12668,1625,1372,741,6453,1200,29844,2425,20262,1880,18159,1709,2103,728,9582,1375,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15327982,7856,4464147,29529,2433909,18441,1557547,18263,1230152,17164,327395,9823,876362,15526,2030238,18128,1301380,18169,1081443,18157,219937,9477,728858,15203,7324892,41263,3710372,21930,2521550,21976,2292008,21488,229542,7985,1188822,12540,3614520,26916,2037692,22191,1843957,21668,193735,7150,1576828,16601,402064,11309,162873,7470,116399,7350,95248,7054,21151,2596,46474,3627,239191,8442,167415,6759,141904,6404,25511,3244,71776,5379,1106420,13845,237924,6823,49256,4242,42435,3903,6821,1525,188668,6451,868496,12577,157253,6105,137971,5678,19282,2484,711243,11773,2030459,26787,868625,16754,573916,13309,479521,12449,94395,4908,294709,9241,1161834,18044,775922,15141,685051,14412,90871,4882,385912,8580,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
