GEO_ID,B13012_001E,B13012_001M,B13012_002E,B13012_002M,B13012_003E,B13012_003M,B13012_004E,B13012_004M,B13012_005E,B13012_005M,B13012_006E,B13012_006M,B13012_007E,B13012_007M,B13012_008E,B13012_008M,B13012_009E,B13012_009M,B13012_010E,B13012_010M,B13012_011E,B13012_011M,B13012_012E,B13012_012M,B13012_013E,B13012_013M,B13012_014E,B13012_014M,B13012_015E,B13012_015M,NAME,B13012_001EA,B13012_001MA,B13012_002MA,B13012_002EA,B13012_003MA,B13012_003EA,B13012_004EA,B13012_004MA,B13012_005EA,B13012_005MA,B13012_006MA,B13012_006EA,B13012_007MA,B13012_007EA,B13012_008EA,B13012_008MA,B13012_009MA,B13012_009EA,B13012_010EA,B13012_010MA,B13012_011EA,B13012_011MA,B13012_012MA,B13012_012EA,B13012_013EA,B13012_013MA,B13012_014EA,B13012_014MA,B13012_015EA,B13012_015MA,state
0400000US01,1144302,4775,66113,4193,36439,3180,23162,2610,13277,2014,29674,2999,18735,2338,10939,2084,1078189,6137,506596,10347,366277,8213,140319,5741,571593,11210,372674,10066,198919,7922,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,172192,1926,12494,1786,8507,1666,3922,850,4585,1379,3987,767,2444,678,1543,537,159698,2389,81585,3032,59848,3129,21737,2401,78113,3707,57955,3130,20158,2047,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1482983,4325,85999,4948,50632,3628,24139,2415,26493,2850,35367,3699,21633,3163,13734,1953,1396984,7332,655005,10411,463082,8609,191923,6773,741979,9769,510463,10760,231516,8287,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,678016,4088,37216,3180,22740,2505,14779,1887,7961,1460,14476,2114,8722,1765,5754,1276,640800,5093,320096,6809,234329,6485,85767,4208,320704,6733,213752,6905,106952,5506,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9250947,11022,506666,12917,335806,10268,195287,7993,140519,7131,170860,7980,92585,4864,78275,5618,8744281,18073,3977494,22761,2795828,22349,1181666,18298,4766787,25527,3220602,26348,1546185,21001,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1226511,4767,68574,4355,48337,3694,29750,3134,18587,2225,20237,2436,14334,2103,5903,1280,1157937,6961,574131,8957,430065,8454,144066,5967,583806,10234,439137,10017,144669,6099,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,849336,3769,41962,3259,28557,2746,18280,2079,10277,1542,13405,1988,9160,1723,4245,1134,807374,4903,361530,7339,285005,6717,76525,4573,445844,7649,332235,7296,113609,4538,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,214791,1886,9902,1749,5693,1018,4243,923,1450,496,4209,1203,2681,886,1528,736,204889,2700,90042,3547,68946,3574,21096,2182,114847,4131,82806,4038,32041,3164,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,183573,1123,9098,1634,4250,1009,3510,903,740,350,4848,1311,2416,910,2432,1017,174475,2002,37802,2771,30659,2362,7143,1317,136673,3181,98629,4378,38044,3067,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4311641,7774,211506,10945,125965,6756,83424,4841,42541,3847,85541,7037,51154,4731,34387,4115,4100135,12738,1820974,18300,1378172,17549,442802,13308,2279161,20502,1607192,21621,671969,14140,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2455018,7764,145505,7368,88043,5139,49957,3364,38086,3402,57462,4792,35875,3882,21587,3133,2309513,10122,1082120,11442,794084,11233,288036,8728,1227393,13647,838743,12586,388650,10388,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310108,1872,19909,2388,13395,1832,7601,1350,5794,1281,6514,1338,4764,1175,1750,736,290199,3027,138813,3863,107220,3741,31593,2844,151386,3940,110732,4074,40654,2714,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,359629,2733,23489,2380,17508,2122,11009,1666,6499,1226,5981,1317,4277,1282,1704,660,336140,3892,179893,4685,129882,4290,50011,3364,156247,5589,108668,5068,47579,3782,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3124357,7125,178999,6775,115127,5545,70875,4207,44252,3500,63872,4369,40452,3601,23420,2626,2945358,9372,1337265,10457,1014826,11863,322439,8303,1608093,13945,1170151,16779,437942,10129,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1531770,5021,82273,4727,51519,3927,33888,2952,17631,2195,30754,2781,19129,2334,11625,1512,1449497,7010,687091,9132,520342,8686,166749,6593,762406,9659,531174,9781,231232,6736,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,690315,3486,41098,2722,28751,2382,20211,2178,8540,1401,12347,1794,8300,1227,4047,1180,649217,4516,326660,5343,274200,5313,52460,3182,322557,6616,247704,5988,74853,4681,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,661439,3443,40070,2984,27291,2041,17414,1588,9877,1536,12779,2121,9356,1717,3423,1082,621369,3952,312380,6794,248042,6159,64338,3693,308989,7018,233498,7135,75491,3630,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1027379,4309,57337,3613,36676,2890,22807,2544,13869,1783,20661,2468,12735,1783,7926,1603,970042,5577,484032,8977,350258,7544,133774,5595,486010,9312,329501,8689,156509,5647,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1098793,4853,67648,4621,34942,2801,22139,2303,12803,1738,32706,3412,19032,2613,13674,1927,1031145,6126,445748,8749,323350,8031,122398,6356,585397,8799,403986,9249,181411,6129,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,301128,2106,14244,1911,8743,1468,6650,1340,2093,591,5501,1259,3301,918,2200,807,286884,2819,135385,3997,108664,3483,26721,2263,151499,4321,111658,4344,39841,2749,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1443712,5512,78909,4692,52822,4191,35105,3471,17717,2524,26087,2818,18426,2249,7661,1527,1364803,6279,607580,8500,493382,9018,114198,5084,757223,10263,566694,9811,190529,6709,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1626093,4606,79068,4162,54156,3103,36981,2404,17175,1974,24912,2731,16795,1940,8117,1722,1547025,6579,658949,9332,527128,8729,131821,5381,888076,10534,648794,11683,239282,8266,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2297318,5346,128673,6041,76330,4365,52226,3942,24104,2068,52343,4290,33901,3447,18442,2831,2168645,8572,978323,11367,752159,9999,226164,6386,1190322,12332,847787,11933,342535,7610,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1254885,4119,73230,3836,51385,2994,36141,2619,15244,1826,21845,2396,15917,1858,5928,1470,1181655,5784,575783,7694,484559,7187,91224,4229,605872,7481,476293,7427,129579,4431,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,713393,3738,45853,3764,22395,2641,12752,2131,9643,1562,23458,2695,13407,2002,10051,1957,667540,5185,298362,7726,218114,6081,80248,4996,369178,8374,232059,7361,137119,6345,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1416044,5107,82300,5128,52108,3921,33375,3094,18733,2081,30192,2654,19966,2216,10226,1644,1333744,6755,632432,8199,492989,7880,139443,5233,701312,9719,518602,9334,182710,5809,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,215600,2043,14005,1857,10106,1430,6360,1153,3746,930,3899,1067,2207,746,1692,672,201595,2887,101123,3841,78430,3463,22693,2268,100472,3907,74456,3826,26016,2415,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,423520,2837,28478,2674,19107,2042,13626,1686,5481,1121,9371,1580,6896,1455,2475,723,395042,3869,201951,4622,167843,4124,34108,2519,193091,5704,150101,4878,42990,3436,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,647506,3330,41405,4024,26200,3226,15477,2666,10723,1940,15205,2593,10270,2139,4935,1413,606101,5186,286722,7823,210497,6784,76225,4688,319379,7807,227996,7210,91383,4707,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,309936,2268,16194,2066,10898,1666,7441,1122,3457,1074,5296,1522,3460,1240,1836,725,293742,3066,143140,4003,116496,3776,26644,2450,150602,4732,112010,4524,38592,3053,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2109901,5801,110123,5458,77409,4611,49006,3346,28403,2827,32714,3361,22439,2563,10275,1967,1999778,7398,948900,12271,708153,11867,240747,6324,1050878,12064,748552,11364,302326,7811,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,473932,3122,28447,2661,16190,2248,8417,1641,7773,1367,12257,1889,7312,1413,4945,1315,445485,4476,192712,5934,132309,5262,60403,4628,252773,5998,169123,6208,83650,3907,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4830323,7163,246427,8475,165229,7398,102681,5630,62548,4211,81198,5213,47592,4174,33606,3408,4583896,10010,1928015,17835,1422941,15128,505074,11901,2655881,18865,1826361,19290,829520,13942,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2330150,7477,129462,6196,79704,4796,49504,3722,30200,2975,49758,4094,31029,3227,18729,2751,2200688,8923,1071015,12415,803028,11833,267987,8593,1129673,12396,787193,12989,342480,10007,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,151209,1599,8895,1209,6294,997,4786,899,1508,494,2601,749,1841,652,760,353,142314,1963,70528,2750,60126,2613,10402,1378,71786,2693,57482,2888,14304,1432,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2682657,6113,144872,5624,85829,4252,53863,2940,31966,2572,59043,3349,39314,2805,19729,2317,2537785,8267,1174715,13912,912301,12963,262414,8136,1363070,14810,980158,15779,382912,10810,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,875821,4073,49240,3531,32053,2749,18309,1903,13744,2014,17187,2072,10269,1662,6918,1416,826581,5481,416233,7217,305074,6595,111159,5165,410348,8305,281043,7837,129305,5418,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,892386,4776,48873,3836,34368,3049,22447,2548,11921,1772,14505,2395,8539,1831,5966,1482,843513,6371,394397,8061,294268,7461,100129,4306,449116,8596,321491,8140,127625,5801,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2950377,6457,144113,5311,90872,3579,59731,3195,31141,2651,53241,4213,34147,2727,19094,2692,2806264,8220,1275525,11408,987553,11378,287972,7694,1530739,13178,1065823,12896,464916,10129,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,259537,2121,12693,2041,7688,1567,6124,1434,1564,689,5005,1244,3379,899,1626,795,246844,2721,99583,3684,80183,3275,19400,2121,147261,4295,105230,4296,42031,3218,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1107316,4604,63624,4254,33855,3250,22642,2711,11213,1920,29769,2925,18379,2314,11390,1723,1043692,6003,476062,9391,360911,7990,115151,6166,567630,9013,392187,8752,175443,7397,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,182956,1916,10804,1553,6862,1191,5466,1094,1396,439,3942,913,2934,844,1008,537,172152,2305,83782,2964,71840,2872,11942,1510,88370,3592,65617,3361,22753,2079,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1519160,6016,96264,5640,55830,4155,33253,3200,22577,2673,40434,3869,26686,3330,13748,2193,1422896,8115,686666,10064,503644,10051,183022,6567,736230,10594,495098,11039,241132,8438,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6239176,11539,394135,10700,253282,7754,129935,5886,123347,6538,140853,7714,82354,5872,58499,5153,5845041,13677,2917693,22578,2029732,19113,887961,16652,2927348,25612,2019803,28015,907545,17151,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,676265,2406,54635,3607,46002,3161,22573,2490,23429,2479,8633,1596,6664,1494,1969,629,621630,4496,341794,6038,230863,6127,110931,4709,279836,7079,204654,6510,75182,4655,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,145137,1354,6764,1217,4375,934,3113,820,1262,389,2389,709,1649,527,740,440,138373,1792,61508,2649,50816,2503,10692,1434,76865,3204,57621,2946,19244,1868,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1984222,6344,105477,6048,71899,4438,44736,3378,27163,3088,33578,3903,23150,2925,10428,2134,1878745,9334,918120,11972,696038,11419,222082,6269,960625,13345,698484,13773,262141,9780,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1615758,4423,94409,5413,66102,4325,36427,3134,29675,3280,28307,2717,17180,2342,11127,1535,1521349,7221,749470,11192,552552,9535,196918,6816,771879,10640,549662,10321,222217,6005,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,413577,2945,20165,2548,12444,1970,7058,1341,5386,1350,7721,1404,3755,1122,3966,1026,393412,3737,190148,4715,132394,4569,57754,3546,203264,5612,122967,5189,80297,5002,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1320840,4535,73594,3769,49918,3400,35465,2769,14453,1655,23676,2387,17775,2202,5901,1038,1247246,5836,580592,8352,480767,7656,99825,4425,666654,9328,509302,8067,157352,5567,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,127519,1881,8314,1556,6016,1237,3359,960,2657,836,2298,770,1822,776,476,258,119205,2443,65270,2983,50379,2696,14891,1884,53935,2930,37740,2776,16195,2489,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,906709,3461,45196,3502,21455,2384,12698,1774,8757,1393,23741,2685,10141,1697,13600,1710,861513,4953,317678,7029,200758,6676,116920,5293,543835,8225,287692,7791,256143,7521,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
