GEO_ID,C08412_001E,C08412_001M,C08412_002E,C08412_002M,C08412_003E,C08412_003M,C08412_004E,C08412_004M,C08412_005E,C08412_005M,C08412_006E,C08412_006M,C08412_007E,C08412_007M,C08412_008E,C08412_008M,C08412_009E,C08412_009M,C08412_010E,C08412_010M,C08412_011E,C08412_011M,C08412_012E,C08412_012M,C08412_013E,C08412_013M,C08412_014E,C08412_014M,C08412_015E,C08412_015M,C08412_016E,C08412_016M,C08412_017E,C08412_017M,C08412_018E,C08412_018M,C08412_019E,C08412_019M,C08412_020E,C08412_020M,C08412_021E,C08412_021M,C08412_022E,C08412_022M,C08412_023E,C08412_023M,C08412_024E,C08412_024M,C08412_025E,C08412_025M,C08412_026E,C08412_026M,C08412_027E,C08412_027M,C08412_028E,C08412_028M,C08412_029E,C08412_029M,C08412_030E,C08412_030M,NAME,C08412_001EA,C08412_001MA,C08412_002EA,C08412_002MA,C08412_003MA,C08412_003EA,C08412_004MA,C08412_004EA,C08412_005EA,C08412_005MA,C08412_006MA,C08412_006EA,C08412_007EA,C08412_007MA,C08412_008EA,C08412_008MA,C08412_009EA,C08412_009MA,C08412_010EA,C08412_010MA,C08412_011MA,C08412_011EA,C08412_012EA,C08412_012MA,C08412_013MA,C08412_013EA,C08412_014MA,C08412_014EA,C08412_015EA,C08412_015MA,C08412_016EA,C08412_016MA,C08412_017MA,C08412_017EA,C08412_018EA,C08412_018MA,C08412_019EA,C08412_019MA,C08412_020MA,C08412_020EA,C08412_021EA,C08412_021MA,C08412_022EA,C08412_022MA,C08412_023MA,C08412_023EA,C08412_024MA,C08412_024EA,C08412_025EA,C08412_025MA,C08412_026MA,C08412_026EA,C08412_027EA,C08412_027MA,C08412_028EA,C08412_028MA,C08412_029EA,C08412_029MA,C08412_030MA,C08412_030EA,state
0400000US01,1861095,16776,247975,7876,271420,8617,328407,10469,295264,9453,115709,5818,256018,9725,106222,5812,131368,5575,108712,5620,978745,11488,119913,5485,136933,6235,159691,6607,147929,6429,61167,4464,143421,6089,61785,3690,75593,4107,72313,4537,882350,12044,128062,5703,134487,5265,168716,6741,147335,5964,54542,4428,112597,6414,44437,3800,55775,4083,36399,3227,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,333239,6608,88861,4635,59583,4197,60183,3980,44769,3781,16809,2492,25538,3138,9592,1749,12898,2043,15006,1734,188912,4470,49552,3470,33790,2874,33836,2975,25450,2771,8812,1736,13596,2150,4881,1126,8778,1717,10217,1293,144327,4214,39309,2724,25793,2553,26347,2394,19319,2160,7997,1647,11942,1992,4711,1224,4120,964,4789,1049,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2449934,20104,308804,9942,342811,11282,383565,11738,371112,10446,164811,7393,388791,12141,173533,7583,178703,7564,137804,6620,1303837,13241,150203,6596,174688,7442,197786,8745,192529,7504,91397,4854,215530,8178,95400,4933,101485,5524,84819,4566,1146097,13205,158601,6741,168123,7152,185779,7297,178583,7377,73414,5324,173261,7969,78133,5519,77218,5196,52985,4580,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1186810,12419,231416,7439,202120,7660,206084,7628,162396,6795,73118,4502,137167,6434,60369,4571,60644,3769,53496,3826,619323,7862,116013,5272,100555,4567,105568,5794,85181,5598,36858,3145,71860,4243,34909,3483,33480,2910,34899,3119,567487,9131,115403,5226,101565,5742,100516,4465,77215,4232,36260,2800,65307,4694,25460,2927,27164,2671,18597,2182,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15102346,47587,1676794,24005,2103093,26732,2349033,29874,2257415,27104,852395,15143,2222459,24556,975865,16425,1188683,16412,1476609,22668,8251109,31864,847069,16776,1044642,18102,1240957,20777,1220737,19125,459841,10968,1269427,17286,558120,10481,688059,14383,922257,16675,6851237,33223,829725,14478,1058451,18963,1108076,18572,1036678,17215,392554,8811,953032,16440,417745,11158,500624,10357,554352,13028,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2262090,17040,327111,12307,329825,9506,363218,8824,342002,9695,147870,6282,312523,10191,145553,6673,160809,6761,133179,6792,1214514,12400,164755,8758,167781,6034,187491,6450,179916,6364,81015,4516,174070,7389,81351,4949,91396,5173,86739,5540,1047576,11919,162356,6962,162044,6667,175727,7011,162086,6361,66855,4286,138453,6246,64202,4376,69413,4051,46440,3401,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1629521,12084,223335,7594,253666,7626,266831,8447,252504,8657,107845,5151,216225,7163,98223,5053,107584,5225,103308,5562,840215,8892,107417,5038,121736,5224,133201,5383,128610,5878,54284,3555,113465,4893,55801,3396,61355,3640,64346,4609,789306,8485,115918,5496,131930,5145,133630,6130,123894,5515,53561,3595,102760,5412,42422,3280,46229,3525,38962,3073,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398044,8794,46551,3777,54445,3564,73812,4774,65872,4016,28347,2997,51517,2838,26055,2740,27041,2488,24404,2682,195944,5489,22137,2469,25273,2456,35466,3383,31661,2541,13010,1640,25332,2367,14113,1931,14839,1831,14113,2026,202100,6171,24414,2458,29172,2654,38346,3057,34211,3004,15337,2266,26185,2048,11942,1848,12202,1655,10291,1768,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,770117,13147,16976,2693,27692,2652,50062,3810,76909,4952,39773,3661,131828,5466,87287,4821,135053,5701,204537,9090,391208,8277,9195,1975,15943,2122,24473,2767,40461,3224,20350,2416,65533,4038,44551,3480,67075,4126,103627,5125,378909,9959,7781,1581,11749,1792,25589,2698,36448,2998,19423,2559,66295,4111,42736,3621,67978,4473,100910,6019,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7458698,31223,772505,14316,1009157,18101,1180778,22416,1219404,21124,495123,12347,1200454,21861,508799,13878,594052,13485,478426,13856,3837776,23319,386819,10286,477819,13391,586005,14511,616583,14543,254759,10300,637522,14549,265439,10436,323180,10610,289650,9679,3620922,22278,385686,9023,531338,12113,594773,15413,602821,12203,240364,7040,562932,13350,243360,9171,270872,9421,188776,8356,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
