GEO_ID,C08126_001E,C08126_001M,C08126_002E,C08126_002M,C08126_003E,C08126_003M,C08126_004E,C08126_004M,C08126_005E,C08126_005M,C08126_006E,C08126_006M,C08126_007E,C08126_007M,C08126_008E,C08126_008M,C08126_009E,C08126_009M,C08126_010E,C08126_010M,C08126_011E,C08126_011M,C08126_012E,C08126_012M,C08126_013E,C08126_013M,C08126_014E,C08126_014M,C08126_015E,C08126_015M,C08126_016E,C08126_016M,C08126_017E,C08126_017M,C08126_018E,C08126_018M,C08126_019E,C08126_019M,C08126_020E,C08126_020M,C08126_021E,C08126_021M,C08126_022E,C08126_022M,C08126_023E,C08126_023M,C08126_024E,C08126_024M,C08126_025E,C08126_025M,C08126_026E,C08126_026M,C08126_027E,C08126_027M,C08126_028E,C08126_028M,C08126_029E,C08126_029M,C08126_030E,C08126_030M,C08126_031E,C08126_031M,C08126_032E,C08126_032M,C08126_033E,C08126_033M,C08126_034E,C08126_034M,C08126_035E,C08126_035M,C08126_036E,C08126_036M,C08126_037E,C08126_037M,C08126_038E,C08126_038M,C08126_039E,C08126_039M,C08126_040E,C08126_040M,C08126_041E,C08126_041M,C08126_042E,C08126_042M,C08126_043E,C08126_043M,C08126_044E,C08126_044M,C08126_045E,C08126_045M,C08126_046E,C08126_046M,C08126_047E,C08126_047M,C08126_048E,C08126_048M,C08126_049E,C08126_049M,C08126_050E,C08126_050M,C08126_051E,C08126_051M,C08126_052E,C08126_052M,C08126_053E,C08126_053M,C08126_054E,C08126_054M,C08126_055E,C08126_055M,C08126_056E,C08126_056M,C08126_057E,C08126_057M,C08126_058E,C08126_058M,C08126_059E,C08126_059M,C08126_060E,C08126_060M,C08126_061E,C08126_061M,C08126_062E,C08126_062M,C08126_063E,C08126_063M,C08126_064E,C08126_064M,C08126_065E,C08126_065M,C08126_066E,C08126_066M,C08126_067E,C08126_067M,C08126_068E,C08126_068M,C08126_069E,C08126_069M,C08126_070E,C08126_070M,C08126_071E,C08126_071M,C08126_072E,C08126_072M,C08126_073E,C08126_073M,C08126_074E,C08126_074M,C08126_075E,C08126_075M,C08126_076E,C08126_076M,C08126_077E,C08126_077M,C08126_078E,C08126_078M,C08126_079E,C08126_079M,C08126_080E,C08126_080M,C08126_081E,C08126_081M,C08126_082E,C08126_082M,C08126_083E,C08126_083M,C08126_084E,C08126_084M,NAME,C08126_001MA,C08126_001EA,C08126_002MA,C08126_002EA,C08126_003EA,C08126_003MA,C08126_004EA,C08126_004MA,C08126_005MA,C08126_005EA,C08126_006EA,C08126_006MA,C08126_007MA,C08126_007EA,C08126_008EA,C08126_008MA,C08126_009EA,C08126_009MA,C08126_010EA,C08126_010MA,C08126_011EA,C08126_011MA,C08126_012EA,C08126_012MA,C08126_013MA,C08126_013EA,C08126_014MA,C08126_014EA,C08126_015EA,C08126_015MA,C08126_016EA,C08126_016MA,C08126_017EA,C08126_017MA,C08126_018MA,C08126_018EA,C08126_019MA,C08126_019EA,C08126_020EA,C08126_020MA,C08126_021EA,C08126_021MA,C08126_022EA,C08126_022MA,C08126_023MA,C08126_023EA,C08126_024EA,C08126_024MA,C08126_025MA,C08126_025EA,C08126_026MA,C08126_026EA,C08126_027EA,C08126_027MA,C08126_028MA,C08126_028EA,C08126_029MA,C08126_029EA,C08126_030MA,C08126_030EA,C08126_031MA,C08126_031EA,C08126_032EA,C08126_032MA,C08126_033EA,C08126_033MA,C08126_034MA,C08126_034EA,C08126_035EA,C08126_035MA,C08126_036MA,C08126_036EA,C08126_037MA,C08126_037EA,C08126_038EA,C08126_038MA,C08126_039MA,C08126_039EA,C08126_040EA,C08126_040MA,C08126_041MA,C08126_041EA,C08126_042MA,C08126_042EA,C08126_043EA,C08126_043MA,C08126_044EA,C08126_044MA,C08126_045MA,C08126_045EA,C08126_046MA,C08126_046EA,C08126_047MA,C08126_047EA,C08126_048MA,C08126_048EA,C08126_049EA,C08126_049MA,C08126_050MA,C08126_050EA,C08126_051MA,C08126_051EA,C08126_052MA,C08126_052EA,C08126_053EA,C08126_053MA,C08126_054EA,C08126_054MA,C08126_055EA,C08126_055MA,C08126_056MA,C08126_056EA,C08126_057EA,C08126_057MA,C08126_058EA,C08126_058MA,C08126_059MA,C08126_059EA,C08126_060EA,C08126_060MA,C08126_061MA,C08126_061EA,C08126_062MA,C08126_062EA,C08126_063MA,C08126_063EA,C08126_064MA,C08126_064EA,C08126_065EA,C08126_065MA,C08126_066EA,C08126_066MA,C08126_067EA,C08126_067MA,C08126_068EA,C08126_068MA,C08126_069MA,C08126_069EA,C08126_070MA,C08126_070EA,C08126_071EA,C08126_071MA,C08126_072EA,C08126_072MA,C08126_073MA,C08126_073EA,C08126_074MA,C08126_074EA,C08126_075MA,C08126_075EA,C08126_076EA,C08126_076MA,C08126_077EA,C08126_077MA,C08126_078EA,C08126_078MA,C08126_079MA,C08126_079EA,C08126_080MA,C08126_080EA,C08126_081EA,C08126_081MA,C08126_082EA,C08126_082MA,C08126_083MA,C08126_083EA,C08126_084MA,C08126_084EA,state
0400000US01,1951769,16535,37170,4030,134749,6685,265638,8598,54193,4006,237994,8404,95104,5522,145285,5627,177618,8190,412852,10381,162445,7452,99157,5114,114521,5310,15043,1783,1648706,17854,27729,3187,98824,5164,224260,7639,46429,3713,213040,7692,83685,5288,128312,5536,145196,7037,354093,9253,127795,6157,81633,4696,106225,5522,11485,1670,195292,9369,4853,1369,27566,3605,32400,3560,4314,1286,15692,2282,5912,1187,8665,1824,16743,2264,39479,3617,22853,3337,9487,1913,6466,1306,862,427,7964,2010,114,150,139,182,511,309,0,273,888,538,303,296,285,367,728,480,2409,915,1899,896,574,429,114,179,0,273,44025,3838,1767,743,3396,1082,2513,860,1164,860,4715,1298,3302,834,1598,719,3640,993,8849,1657,6599,1662,3815,1284,648,328,2019,875,55782,4508,2707,804,4824,1211,5954,1181,2286,734,3659,887,1902,763,6425,1153,11311,1977,8022,1605,3299,884,3648,1015,1068,601,677,555,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,343424,5810,16024,2155,22887,3011,14755,2326,6954,2350,35739,3179,24330,2703,19076,2764,23686,2442,75381,4083,29806,2901,12765,2050,43860,3541,18161,1899,230116,5965,6966,1418,16301,2525,5636,1269,4861,1105,25307,2659,17820,2339,14244,2173,15438,2170,52633,3877,16818,2159,8267,1638,32650,3038,13175,1992,45376,4438,2452,1093,3021,1216,751,337,419,293,5333,1502,2508,933,2024,922,2394,778,10256,1728,5730,1531,1793,755,5517,1340,3178,1281,4034,1011,271,239,329,322,135,192,90,93,401,368,55,98,7,16,279,329,1198,514,787,481,144,117,338,226,0,246,45093,2792,4703,921,1677,603,6248,1696,1436,1695,3735,792,3348,785,1299,510,2900,907,8510,1314,4665,1008,1169,419,4436,815,967,902,18805,3141,1632,953,1559,689,1985,1165,148,128,963,509,599,304,1502,950,2675,1107,2784,715,1806,783,1392,564,919,441,841,1633,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2621839,20723,33127,3712,171603,7792,190472,8633,64407,4040,330281,10597,127990,7036,245580,9006,298349,10166,582234,11845,281003,11885,123582,6288,154691,6815,18520,1971,2005289,19912,21774,2716,130883,6772,150048,8095,47568,3259,264597,10307,101154,5616,187034,7883,212377,8472,456689,11074,199934,9831,93414,4994,125985,5774,13832,2425,305162,11371,6046,1496,23661,3609,22053,3172,7740,2370,32017,3652,13772,2465,25186,3312,33264,3488,68180,5223,40669,4160,13508,2004,16855,2442,2211,1110,46829,4262,918,468,2317,959,1483,649,337,293,7257,1797,1889,692,3239,1106,4957,1396,8242,1769,10027,1831,2163,864,4000,896,0,305,113670,6737,2745,1298,5329,1411,5407,1474,1161,565,15083,2574,6102,1514,6667,1287,12804,2173,24465,2572,21775,2705,5738,1793,4253,1129,2141,1497,150889,6705,1644,549,9413,1858,11481,1890,7601,1540,11327,2130,5073,1499,23454,2688,34947,3461,24658,2918,8598,1840,8759,3202,3598,1081,336,305,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225968,11423,45004,4035,78806,5367,169836,6814,30410,3045,161618,7144,67652,4129,73596,4326,82580,5429,287611,7607,99513,5941,59586,3900,63046,3700,6710,1672,1005284,11655,30575,3480,57133,4256,141575,6339,25752,2771,138901,6220,57983,4058,63728,3903,66830,5197,240027,7581,74800,5408,47525,3673,54948,3353,5507,1238,138346,6434,5505,1301,16095,2521,21759,2711,3242,1043,14973,2304,5720,1230,4708,1462,8447,1603,30533,2822,15293,2399,5737,1094,5702,1650,632,467,6058,1619,140,233,177,179,1063,546,102,190,832,530,294,316,16,27,190,169,1880,845,980,568,0,273,384,344,0,273,40021,4352,3808,1195,2935,918,3571,935,364,287,5052,2037,2446,755,1688,737,2476,802,8024,1406,5099,1297,2886,893,1253,536,419,375,36259,3465,4976,1525,2466,841,1868,570,950,448,1860,661,1209,590,3456,989,4637,1012,7147,1857,3341,1641,3438,841,759,370,152,255,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15921475,45956,362049,14498,931876,19289,1591411,22892,519401,14919,1770314,22708,729112,14385,1462624,20064,1977584,25798,3280084,31650,1520806,26226,849771,18567,793632,16967,132811,4506,11650145,48881,209060,8202,673971,13840,1217882,19919,397133,11961,1337074,20903,586714,13807,1092393,18128,1329529,21122,2488910,27888,1034484,21221,597573,13470,612040,13303,73382,4417,1831538,25012,94310,9181,160726,8794,201637,10310,61880,5134,186584,8147,70725,4880,118084,6439,226806,8676,327880,8829,177504,8913,102446,6213,84019,6381,18937,3375,820349,17602,7035,1693,28352,3092,68127,3973,15694,2194,95862,5874,25495,2649,74778,5594,131274,6839,135876,6387,132798,7300,58850,4448,43733,3620,2475,1196,795138,16954,35522,4536,30688,3588,54934,3539,12760,2296,96420,5175,25250,2810,58791,3902,90848,5539,171124,7373,127895,6397,42893,3926,23936,2555,24077,3119,824305,17515,16122,2404,38139,3994,48831,3427,31934,3378,54374,4378,20928,3182,118578,5376,199127,9171,156294,8785,48125,4253,48009,4067,29904,4863,13940,3859,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2428102,16248,53156,4364,180603,8164,178744,7302,63724,4088,274180,9994,107067,5928,244500,7895,314823,7459,484670,11795,255790,9688,118927,5890,122234,6137,29684,2406,1832425,17344,34077,3110,131878,7287,138326,6226,49062,3458,216297,7871,85037,4908,186812,6749,218421,6809,384291,10370,178973,7972,91605,4980,99172,5627,18474,2140,243835,10203,7725,1604,33548,3729,19354,2762,6004,1554,27104,2936,10610,2078,14587,2344,27464,3075,44307,3404,27905,3372,11447,1565,11598,1768,2182,1158,71917,4654,1548,648,2317,896,2769,851,1222,501,7038,1556,2146,710,8721,1771,11453,2218,8857,1505,17446,2803,2440,834,5707,1031,253,212,124793,7000,3662,1286,4349,1133,6036,1285,1982,576,13878,2075,5156,1151,10123,1700,14809,2266,25043,2892,22696,3607,4709,1136,3977,1067,8373,1767,155132,7501,6144,1276,8511,1687,12259,1617,5454,1330,9863,1417,4118,1685,24257,2522,42676,3378,22172,2487,8770,1509,8726,1379,1780,600,402,308,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1707618,10144,7033,1417,91112,6230,186204,6634,42854,3301,183104,7517,63543,3810,197269,6773,190700,7141,443014,9885,147793,8775,79830,5057,67388,4312,7774,1012,1360587,13792,4270,1283,69357,4218,157472,6621,35801,3166,146022,6856,54224,3367,154272,6292,134435,5544,372281,9053,104979,7146,62221,4526,61166,4084,4087,1048,135921,6670,1035,469,14367,2929,16440,2514,2630,791,15101,2195,5239,1408,11207,2013,16547,2607,27504,2608,15046,2390,7338,1542,2973,1015,494,392,76791,5513,112,139,1521,723,4742,1006,684,353,10950,1912,1890,907,15492,1868,12653,2000,11106,1709,12637,2684,3261,950,1743,641,0,281,67104,4740,756,353,2418,1050,3483,975,1113,519,7632,1415,1030,580,4656,1150,7762,1585,20351,2310,11229,2665,3310,909,876,402,2488,887,67215,4129,860,440,3449,943,4067,780,2626,770,3399,671,1160,542,11642,1578,19303,2206,11772,1873,3902,1222,3700,1027,630,345,705,600,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,404044,6800,4334,1007,27618,2751,36546,3519,8822,1470,48312,3259,17443,2526,51880,3670,35361,2519,94503,5236,35064,3066,17175,2218,24122,2494,2864,820,324776,7163,2780,816,21902,2687,30221,3206,7178,1244,39412,2883,13858,2267,41351,3694,26721,2248,78241,5071,26325,2670,13724,1902,20511,2317,2552,776,38268,3154,504,356,3448,990,3714,1059,966,559,3938,965,1401,669,4412,1112,2696,915,8177,1263,5130,1336,1349,482,2221,747,312,292,12113,1864,0,265,523,428,698,476,346,455,1980,1134,766,527,2629,821,1566,611,1537,598,1181,534,86,102,801,474,0,265,14125,2144,314,262,761,420,613,282,215,308,1643,764,703,489,1314,616,1051,486,4041,1242,1814,767,1305,766,351,363,0,265,14762,1986,736,458,984,409,1300,543,117,126,1339,662,715,534,2174,732,3327,780,2507,751,614,509,711,290,238,202,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,296717,5055,104,118,8670,1528,3113,854,2643,993,15776,2488,10973,1831,27132,2946,65870,3501,54247,3245,25739,2983,26694,2609,53527,4015,2229,822,103239,4438,104,118,4003,1040,1882,707,1750,681,5140,1465,5666,1320,9568,1703,20271,2267,24986,2082,5206,1261,7524,1208,16210,2429,929,371,17630,2165,0,292,1205,778,231,271,0,292,783,600,373,303,1669,776,3981,1033,3429,937,1621,767,1507,605,2758,704,73,92,113648,5057,0,292,2717,850,601,466,779,582,7393,1554,2941,924,9721,1794,24724,2794,15863,1945,12517,2244,10978,1642,25197,2579,217,175,47330,4016,0,292,580,437,291,251,0,292,1851,870,1450,736,4119,921,11727,1886,8290,1770,5369,1091,4878,1152,8704,1822,71,119,14870,2071,0,292,165,274,108,127,114,137,609,418,543,525,2055,676,5167,1122,1679,510,1026,547,1807,701,658,550,939,695,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7865975,28271,95851,9114,511236,14095,430068,12589,230600,9479,1058719,20007,399826,11876,757754,15133,945890,17556,1656034,21006,904318,18830,429938,13146,391222,11700,54519,4436,6286833,33757,50228,5078,377229,11467,354172,10983,183228,8219,877504,18304,332242,10662,622920,14457,710404,14625,1382707,18752,685697,15781,330208,11884,346943,11363,33351,3903,757260,18804,17892,3327,81523,7960,39317,4461,22553,3247,92233,6025,31789,3504,47734,4066,93255,6753,158094,7088,100398,6855,41295,4268,27638,2831,3539,1092,161012,10861,13276,6916,8531,2323,4413,1278,1676,719,21668,2774,3960,1138,8420,1641,14527,2226,27187,3174,35741,4637,16127,3073,4680,1111,806,835,298039,13310,8213,2137,17138,3076,11559,1628,6644,1876,36759,3994,19489,2394,24623,3151,36010,3860,42858,4198,63845,6454,18052,2514,8073,1753,4776,1627,362831,11267,6242,1948,26815,3389,20607,2637,16499,2345,30555,3182,12346,2495,54057,4465,91694,5482,45188,3948,18637,2738,24256,3492,3888,1142,12047,2543,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
