B08126_092M,B08126_093E,B08126_093M,B08126_094E,B08126_094M,B08126_095E,B08126_095M,B08126_096E,B08126_096M,B08126_097E,B08126_097M,B08126_098E,B08126_098M,B08126_099E,B08126_099M,B08126_100E,B08126_100M,B08126_101E,B08126_101M,B08126_102E,B08126_102M,B08126_103E,B08126_103M,B08126_104E,B08126_104M,B08126_105E,B08126_105M,GEO_ID,B08126_001E,B08126_001M,B08126_002E,B08126_002M,B08126_003E,B08126_003M,B08126_004E,B08126_004M,B08126_005E,B08126_005M,B08126_006E,B08126_006M,B08126_007E,B08126_007M,B08126_008E,B08126_008M,B08126_009E,B08126_009M,B08126_010E,B08126_010M,B08126_011E,B08126_011M,B08126_012E,B08126_012M,B08126_013E,B08126_013M,B08126_014E,B08126_014M,B08126_015E,B08126_015M,B08126_016E,B08126_016M,B08126_017E,B08126_017M,B08126_018E,B08126_018M,B08126_019E,B08126_019M,B08126_020E,B08126_020M,B08126_021E,B08126_021M,B08126_022E,B08126_022M,B08126_023E,B08126_023M,B08126_024E,B08126_024M,B08126_025E,B08126_025M,B08126_026E,B08126_026M,B08126_027E,B08126_027M,B08126_028E,B08126_028M,B08126_029E,B08126_029M,B08126_030E,B08126_030M,B08126_031E,B08126_031M,B08126_032E,B08126_032M,B08126_033E,B08126_033M,B08126_034E,B08126_034M,B08126_035E,B08126_035M,B08126_036E,B08126_036M,B08126_037E,B08126_037M,B08126_038E,B08126_038M,B08126_039E,B08126_039M,B08126_040E,B08126_040M,B08126_041E,B08126_041M,B08126_042E,B08126_042M,B08126_043E,B08126_043M,B08126_044E,B08126_044M,B08126_045E,B08126_045M,B08126_046E,B08126_046M,B08126_047E,B08126_047M,B08126_048E,B08126_048M,B08126_049E,B08126_049M,B08126_050E,B08126_050M,B08126_051E,B08126_051M,B08126_052E,B08126_052M,B08126_053E,B08126_053M,B08126_054E,B08126_054M,B08126_055E,B08126_055M,B08126_056E,B08126_056M,B08126_057E,B08126_057M,B08126_058E,B08126_058M,B08126_059E,B08126_059M,B08126_060E,B08126_060M,B08126_061E,B08126_061M,B08126_062E,B08126_062M,B08126_063E,B08126_063M,B08126_064E,B08126_064M,B08126_065E,B08126_065M,B08126_066E,B08126_066M,B08126_067E,B08126_067M,B08126_068E,B08126_068M,B08126_069E,B08126_069M,B08126_070E,B08126_070M,B08126_071E,B08126_071M,B08126_072E,B08126_072M,B08126_073E,B08126_073M,B08126_074E,B08126_074M,B08126_075E,B08126_075M,B08126_076E,B08126_076M,B08126_077E,B08126_077M,B08126_078E,B08126_078M,B08126_079E,B08126_079M,B08126_080E,B08126_080M,B08126_081E,B08126_081M,B08126_082E,B08126_082M,B08126_083E,B08126_083M,B08126_084E,B08126_084M,B08126_085E,B08126_085M,B08126_086E,B08126_086M,B08126_087E,B08126_087M,B08126_088E,B08126_088M,B08126_089E,B08126_089M,B08126_090E,B08126_090M,B08126_091E,B08126_091M,B08126_092E,B08126_092MA,B08126_093EA,B08126_093MA,B08126_094EA,B08126_094MA,B08126_095EA,B08126_095MA,B08126_096MA,B08126_096EA,B08126_097MA,B08126_097EA,B08126_098EA,B08126_098MA,B08126_099EA,B08126_099MA,B08126_100EA,B08126_100MA,B08126_101MA,B08126_101EA,B08126_102EA,B08126_102MA,B08126_103EA,B08126_103MA,B08126_104MA,B08126_104EA,B08126_105EA,B08126_105MA,NAME,B08126_001MA,B08126_001EA,B08126_002EA,B08126_002MA,B08126_003MA,B08126_003EA,B08126_004MA,B08126_004EA,B08126_005EA,B08126_005MA,B08126_006EA,B08126_006MA,B08126_007MA,B08126_007EA,B08126_008EA,B08126_008MA,B08126_009MA,B08126_009EA,B08126_010MA,B08126_010EA,B08126_011EA,B08126_011MA,B08126_012EA,B08126_012MA,B08126_013MA,B08126_013EA,B08126_014MA,B08126_014EA,B08126_015EA,B08126_015MA,B08126_016MA,B08126_016EA,B08126_017EA,B08126_017MA,B08126_018EA,B08126_018MA,B08126_019MA,B08126_019EA,B08126_020MA,B08126_020EA,B08126_021MA,B08126_021EA,B08126_022EA,B08126_022MA,B08126_023EA,B08126_023MA,B08126_024MA,B08126_024EA,B08126_025EA,B08126_025MA,B08126_026EA,B08126_026MA,B08126_027EA,B08126_027MA,B08126_028EA,B08126_028MA,B08126_029EA,B08126_029MA,B08126_030MA,B08126_030EA,B08126_031EA,B08126_031MA,B08126_032EA,B08126_032MA,B08126_033EA,B08126_033MA,B08126_034EA,B08126_034MA,B08126_035MA,B08126_035EA,B08126_036MA,B08126_036EA,B08126_037EA,B08126_037MA,B08126_038EA,B08126_038MA,B08126_039EA,B08126_039MA,B08126_040EA,B08126_040MA,B08126_041MA,B08126_041EA,B08126_042MA,B08126_042EA,B08126_043EA,B08126_043MA,B08126_044EA,B08126_044MA,B08126_045EA,B08126_045MA,B08126_046MA,B08126_046EA,B08126_047MA,B08126_047EA,B08126_048EA,B08126_048MA,B08126_049MA,B08126_049EA,B08126_050MA,B08126_050EA,B08126_051EA,B08126_051MA,B08126_052MA,B08126_052EA,B08126_053MA,B08126_053EA,B08126_054EA,B08126_054MA,B08126_055EA,B08126_055MA,B08126_056EA,B08126_056MA,B08126_057EA,B08126_057MA,B08126_058MA,B08126_058EA,B08126_059MA,B08126_059EA,B08126_060EA,B08126_060MA,B08126_061EA,B08126_061MA,B08126_062EA,B08126_062MA,B08126_063EA,B08126_063MA,B08126_064MA,B08126_064EA,B08126_065MA,B08126_065EA,B08126_066EA,B08126_066MA,B08126_067EA,B08126_067MA,B08126_068MA,B08126_068EA,B08126_069MA,B08126_069EA,B08126_070EA,B08126_070MA,B08126_071MA,B08126_071EA,B08126_072EA,B08126_072MA,B08126_073EA,B08126_073MA,B08126_074MA,B08126_074EA,B08126_075MA,B08126_075EA,B08126_076EA,B08126_076MA,B08126_077EA,B08126_077MA,B08126_078EA,B08126_078MA,B08126_079MA,B08126_079EA,B08126_080MA,B08126_080EA,B08126_081EA,B08126_081MA,B08126_082EA,B08126_082MA,B08126_083EA,B08126_083MA,B08126_084EA,B08126_084MA,B08126_085MA,B08126_085EA,B08126_086EA,B08126_086MA,B08126_087EA,B08126_087MA,B08126_088EA,B08126_088MA,B08126_089EA,B08126_089MA,B08126_090MA,B08126_090EA,B08126_091MA,B08126_091EA,B08126_092EA,state
912,8830,1384,6280,1396,3139,1045,6990,1350,3715,1416,5400,1266,11748,1697,32922,2961,20911,2575,5143,1117,9574,1808,3059,898,2620,501,0400000US24,2847946,17144,12539,2046,191515,7830,150688,6450,55747,4270,269657,9116,115487,5721,68275,4870,182858,6918,416654,9797,652693,13860,220471,9918,151692,7146,331490,9736,28180,3062,2079711,18858,7405,1330,134482,6261,116123,5925,44479,3629,201881,8571,91525,4789,49289,4094,136946,5834,286752,8025,503277,12096,142752,6884,102763,6303,242848,8002,19189,2485,304131,11171,1095,648,35595,3445,17897,3027,5544,1560,27584,3659,9400,1861,4460,1240,16085,2393,42053,4192,61771,4949,30208,3127,16820,2515,33444,3348,2175,880,245628,9404,749,430,8840,2179,5484,1334,1104,582,22355,3082,7187,1492,6938,1384,12501,1731,43935,4102,43002,3721,27213,3926,17177,2454,47349,3196,1794,663,64917,4602,398,290,1721,641,2696,841,657,474,7793,1552,1181,504,1403,739,3871,1314,6663,1469,18350,2725,11064,1809,4205,1090,3016,1011,1899,556,30924,3085,588,523,2047,974,2208,851,824,455,3054,933,2479,786,785,436,1707,578,4329,1060,5382,1175,4091,1130,1153,455,1774,527,503,347,122635,5991,2304,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
725,7074,1347,8564,1292,5646,1248,7981,1442,2217,954,6808,1229,10521,1460,39342,2986,27379,2810,7360,1403,7464,1322,1323,624,47,75,0400000US25,3151546,16613,12366,1598,167688,8589,294176,7380,79382,4330,343895,10570,115054,6234,82893,4968,239574,7575,412398,11209,864327,15411,261056,9683,142399,6525,131818,5705,4520,1529,2294910,16547,8173,1289,124775,6621,238722,7673,62551,3535,261806,8374,95493,5340,57205,4034,161742,6446,268686,7827,641105,12483,161879,8292,104208,5550,105585,4943,2980,816,246522,9029,952,389,24599,2930,27944,2919,4413,955,28537,3174,7794,2072,5453,1197,12190,1795,27553,2940,61047,4138,28146,3248,10561,2489,6947,1312,386,243,285330,9451,145,181,5247,1352,10072,1847,3198,1035,24540,2836,5168,1027,8543,1405,38969,3190,55086,4083,74655,4817,33895,3848,11677,1944,13380,2297,755,956,147318,6450,1100,562,4134,1894,5775,1365,2444,1004,16008,2348,2961,946,3292,1287,14519,2403,15484,2144,47702,3970,23464,3209,6643,1400,3732,834,60,99,44034,3888,290,229,1859,812,3099,966,1130,662,5023,1289,1421,705,1592,702,1633,759,6247,1437,12439,1749,6312,1811,1846,796,851,360,292,241,133432,5258,1706,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
4604,7515,1592,10975,1302,5745,1076,8781,1299,4182,1235,2766,605,9666,1311,31062,2899,29222,2186,5892,1000,11876,1713,3323,736,0,244,0400000US26,4044769,19421,55910,5048,190698,5834,663268,11080,105072,4825,477922,11708,167500,6049,65848,4137,228696,8586,358147,9187,985363,13899,381660,10461,199597,5964,161064,4900,4024,1209,3370583,20226,31828,2306,152931,5006,577875,10522,90206,4587,407459,11497,145099,5558,55438,3911,198933,7238,280750,8026,828558,12506,299770,9363,158339,5288,139887,4527,3510,1097,347458,8858,7029,1340,26508,2788,59770,4151,7042,1239,40143,3195,10972,1767,4277,1098,13835,2043,30748,2982,75522,4471,42698,3574,16095,1798,12684,1568,135,122,51549,3592,778,677,721,341,3057,850,532,358,5198,1214,1318,557,769,374,1569,680,5316,1305,16291,1888,10726,1903,3238,1158,1964,586,72,123,88131,4889,2632,710,1571,609,5328,1381,777,356,12513,2032,1878,678,1618,733,3888,980,5422,1106,26910,2405,16419,2066,7368,1316,1649,526,158,158,43342,2732,942,453,1452,617,6263,1294,770,444,3828,829,4051,868,980,479,805,530,4849,972,8860,1541,6155,1387,2681,658,1557,519,149,159,143706,7029,12701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
1356,6843,1537,8700,1246,4645,931,8470,1415,2760,681,2846,736,11717,1389,26005,2154,39169,2911,5758,1184,6972,1058,1970,592,59,85,0400000US27,2649994,12193,64519,2803,142224,5814,359252,8384,77871,4176,311622,8619,114697,4524,51222,3279,186240,5962,248520,7181,661620,12012,214704,6570,118108,4649,97211,3710,2184,680,2072089,12267,35368,2177,112525,4956,296997,7609,64024,3376,250641,7541,97283,4517,41686,3044,144394,5436,180082,6721,510066,10051,164396,6000,92899,4293,79619,3221,2109,669,226272,7274,4151,782,19156,1903,36888,2940,5955,1321,22007,2267,7117,1160,3610,846,11594,1777,22613,2384,54893,2955,19196,2018,10078,1654,9005,1448,9,17,92083,5351,581,534,739,300,5507,1321,1054,512,14919,1954,2536,878,1810,560,13475,1640,10892,1620,24286,2755,9817,1619,2561,726,3906,907,0,211,74469,4406,5084,686,1419,552,5849,1038,1178,505,10955,2239,1418,434,896,352,3477,771,4825,954,23493,2607,10674,1603,4062,839,1139,381,0,211,41279,3751,1447,498,1542,531,5311,1251,1015,398,4630,1079,3583,604,374,237,1583,550,4103,872,9713,1676,4863,1183,1536,484,1572,694,7,14,143802,4672,17888,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
788,3058,1052,2516,752,1023,518,2193,917,1687,1041,132,105,2515,957,3511,971,4213,1064,1649,668,3155,1030,733,467,0,287,0400000US28,1158617,12860,31310,2705,73546,4378,145858,6327,32780,3298,133740,6975,64410,4165,19404,2441,52194,3130,68479,5041,282279,9424,111743,6631,61484,3501,69396,4527,11994,1467,974939,14370,23172,2502,53300,3738,123048,5733,29103,3170,120851,6576,56081,4072,17372,2272,45005,3063,57019,4224,242154,8511,89662,5331,48636,3097,62019,4292,7517,1257,115956,6429,3964,996,15379,2296,17230,2346,1904,561,8056,1667,4255,1263,1278,588,3809,1115,5074,1076,28665,3429,14635,2223,5962,1448,5104,1201,641,489,5079,1266,14,26,0,287,734,543,361,414,474,297,327,276,45,78,0,287,867,595,881,423,934,576,76,123,282,242,84,109,20115,2558,959,709,799,683,665,427,278,312,1409,587,451,457,489,421,531,394,284,240,4334,1118,2977,1287,3085,913,384,372,3470,1118,14441,1898,1499,624,1010,586,1665,633,111,138,757,476,1609,699,88,158,334,295,1724,870,2032,843,1886,732,570,402,874,405,282,297,28087,3116,1702,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
1660,7011,1471,7096,1200,3435,985,7993,1399,3507,1037,4211,1092,10036,1638,19579,1936,18388,2446,4570,919,5951,1200,1529,691,9279,1419,0400000US29,2706413,14734,47065,3304,157292,6781,305745,8824,78031,5309,325978,9964,136526,6433,62976,4126,188387,7396,235911,6554,643702,12417,243255,8296,127684,5029,130849,6044,23012,2111,2212453,14756,30939,2369,125005,6044,254886,8053,66613,4534,274431,8575,115418,5825,51285,3651,160314,6923,181633,6019,534869,11008,188585,8002,102916,4954,113578,5573,11981,2229,250846,8652,3322,889,21729,2683,34195,3834,6207,1619,27524,2699,9734,2103,4662,1095,12375,1640,21728,2155,57407,3853,28852,3558,10537,1725,11541,1733,1033,514,42305,3718,112,140,1250,631,2799,1062,633,504,4926,1386,2168,892,1362,716,1243,716,5067,1306,11273,1850,7537,1350,1632,666,2257,638,46,75,55578,3476,2310,703,1163,590,3680,1098,721,477,6467,1257,1305,711,817,332,3390,1150,3763,817,16942,2514,9222,1758,4779,1190,718,448,301,280,32552,2878,288,228,1134,423,3089,829,422,293,4637,1527,4394,1134,639,393,1029,496,4141,1035,4823,1110,4489,1125,1869,914,1226,490,372,298,112679,6051,10094,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1044,1993,702,1768,685,978,429,2432,831,835,504,365,221,1346,472,5026,1152,4327,1402,1911,598,1517,586,399,273,51,82,0400000US30,459904,5870,32411,2198,36634,3151,20422,2202,12249,1570,54006,3539,24341,2373,8615,1366,25871,2187,36953,2869,106067,4741,49401,3600,20239,1874,29511,2908,3184,1148,347835,6368,16816,1637,26988,2518,15758,1995,9790,1417,43847,3489,19650,2343,6559,1271,21636,2183,26505,2357,81843,4046,36580,3189,15266,1627,24188,2368,2409,746,44652,3836,3779,910,5760,1409,1950,866,879,477,4633,1172,1290,474,738,404,1694,494,3486,979,9853,1476,5836,1709,1411,491,3036,981,307,205,3856,970,495,290,602,446,136,220,18,31,131,157,0,237,0,237,0,237,259,325,1483,616,518,405,80,132,134,153,0,237,23813,2474,3247,977,747,337,480,263,172,206,1694,672,1121,515,953,690,1061,737,1186,465,6332,1210,3796,981,1487,561,1120,413,417,430,9636,1490,910,444,544,307,330,289,412,308,1269,590,1445,676,0,237,134,106,491,298,2229,662,760,375,478,268,634,356,0,237,30112,2925,7164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1137,2369,665,1814,576,1333,482,2400,613,744,310,788,357,2154,524,5311,887,7800,1149,1711,624,2689,682,603,270,0,228,0400000US31,921395,7259,40760,2374,54195,3388,91893,4099,26274,2266,106637,4699,53984,3381,17963,1943,71457,4162,77602,4306,222738,6709,72548,3966,42031,3241,38566,2637,4747,954,749921,8047,25113,1697,42146,2763,73774,3574,22335,2091,90420,4200,47022,3244,15209,1880,62713,3961,62595,3567,183110,6404,55020,3411,33235,2927,33142,2404,4087,902,90211,4743,2682,644,7995,1624,13088,2215,1630,659,9723,1734,3855,873,1182,404,4599,1071,7487,1654,20605,2409,10180,1669,3345,912,3405,1032,435,283,5299,1085,0,228,287,219,595,428,154,150,635,470,383,294,317,224,361,254,477,320,1150,485,547,273,241,254,131,138,21,34,25432,2470,2517,636,775,372,1206,538,292,166,2099,633,969,331,329,196,1256,527,966,396,8200,1493,3640,942,2077,594,947,389,159,187,10771,1633,403,255,623,387,1416,683,530,421,1360,557,1011,405,138,187,374,234,766,395,1873,576,1450,736,444,282,338,180,45,46,39761,2839,10045,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
260,2635,889,1709,715,2375,1010,4405,1497,990,654,1895,888,6456,1435,11999,2282,3668,993,3882,1230,2481,1011,580,454,333,499,0400000US32,1184067,11117,19584,2439,74387,5228,48319,4804,27650,3070,135199,7260,54538,4394,19147,2431,72475,4228,123540,7144,181700,7187,303076,9956,54265,4310,60345,4925,9842,1868,926694,14401,9053,1707,60216,4712,38244,4371,21289,2433,103502,5975,45157,3970,13790,1798,56446,3702,88842,5228,150614,6903,236467,8602,40724,3709,54266,4491,8084,1746,130007,6936,6274,1414,8765,2069,5951,1535,2901,976,15017,2957,4734,1002,2702,1365,5509,1115,14143,2544,20229,2370,32466,3573,6527,1502,4070,1227,719,493,38895,4469,2644,853,1569,928,990,556,263,222,6570,1487,892,466,443,412,2055,1060,3687,1108,2154,833,14757,2556,2040,1009,511,527,320,366,21115,3140,1001,486,363,306,782,546,202,220,3305,1035,569,388,159,189,1274,593,1398,711,2186,795,8154,2016,1178,627,219,196,325,208,23578,3609,242,306,839,530,643,332,620,438,2400,1019,2196,708,158,191,735,510,3471,2042,2849,917,7350,2371,1315,518,699,386,61,102,43778,4398,370,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
575,3770,876,3013,863,1461,634,3152,905,1035,674,1353,448,3044,926,8903,1365,7691,2609,1230,448,2989,847,412,267,17,27,0400000US33,667506,6655,5939,1227,46643,3637,84063,5292,20926,2330,90960,5210,25066,2197,12422,1518,43260,3127,66179,3931,162924,5840,54240,3969,27905,2423,25972,2636,1007,468,544574,8302,3565,936,35864,3175,71251,4419,16910,2034,76959,4597,21948,2036,9776,1537,35389,2801,48436,3170,136492,5398,41749,3367,21463,2230,23975,2554,797,418,51501,4548,309,233,5411,1322,7779,1687,1569,633,6999,1626,625,379,705,325,2964,1086,5594,1562,10607,1866,5986,1365,1805,615,1088,465,60,108,6098,990,76,127,271,211,554,458,0,257,598,305,298,196,0,257,472,381,686,403,2074,663,597,267,204,252,211,202,57,99,18809,2968,810,469,509,298,684,343,845,862,2434,1024,97,101,535,310,1186,650,1485,664,4906,1266,3803,1102,1187,496,252,234,76,93,7344,1371,69,96,818,456,782,515,141,138,818,472,1063,467,53,87,205,224,1075,686,1154,441,875,551,257,219,34,43,0,257,39180,3507,1110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
