GEO_ID,B08505G_001E,B08505G_001M,B08505G_002E,B08505G_002M,B08505G_003E,B08505G_003M,B08505G_004E,B08505G_004M,B08505G_005E,B08505G_005M,B08505G_006E,B08505G_006M,B08505G_007E,B08505G_007M,NAME,B08505G_001MA,B08505G_001EA,B08505G_002EA,B08505G_002MA,B08505G_003EA,B08505G_003MA,B08505G_004MA,B08505G_004EA,B08505G_005MA,B08505G_005EA,B08505G_006EA,B08505G_006MA,B08505G_007MA,B08505G_007EA,state
0400000US32,34186,3244,26392,2885,4718,1445,1257,645,469,454,422,347,928,520,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,6765,1293,5890,1285,313,255,76,113,224,239,26,48,236,200,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,77017,5546,47076,3916,14276,2540,8508,2057,3193,1312,2142,1245,1822,769,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,17700,2441,13934,1987,2045,696,569,457,284,255,175,248,693,457,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,179570,6936,67750,4395,15054,2655,68044,4791,17362,2774,4306,1194,7054,1495,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,61169,4799,46488,4245,8946,1939,792,409,2379,984,765,458,1799,677,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4062,926,3157,763,387,276,38,69,222,186,145,149,113,124,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,58103,3659,44720,3445,5843,1181,2096,815,2689,875,1055,798,1700,631,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,96578,4445,75223,3553,13215,2951,907,544,2419,1170,1208,563,3606,894,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,40939,3529,26879,3019,5577,1256,2842,1076,1674,687,2066,708,1901,658,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,63366,5288,40397,3807,9659,1980,6007,1349,4909,1367,764,452,1630,604,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,8087,1681,5820,1273,1189,771,420,393,371,271,204,242,83,144,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,24351,3094,18045,2817,3775,1110,186,180,318,267,483,317,1544,887,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4569,1031,3114,901,621,415,79,128,454,389,162,158,139,128,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25874,2601,20689,2245,3703,1076,55,105,588,369,307,209,532,338,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,178612,7365,137386,6341,22614,2394,2936,827,5063,1447,3209,1230,7404,1460,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,16498,2155,13373,1842,1558,635,340,278,709,466,144,138,374,221,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2621,690,1662,577,490,317,82,103,208,163,0,273,179,146,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,65251,5618,48894,5024,7576,1763,3056,1194,1796,695,1050,591,2879,851,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,89732,4857,66127,4569,9060,1709,5481,1423,3024,844,2274,803,3766,938,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9164,1718,5743,1060,1556,1028,555,488,598,358,323,366,389,277,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,30110,3122,21599,2402,4603,1363,1301,654,1527,552,430,269,650,344,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4030,965,2395,892,1158,616,4,9,205,226,63,112,205,180,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,148042,6953,116735,5559,14486,2239,4957,1100,4883,1044,3977,1046,3004,900,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
