GEO_ID,B14003_001E,B14003_001M,B14003_002E,B14003_002M,B14003_003E,B14003_003M,B14003_004E,B14003_004M,B14003_005E,B14003_005M,B14003_006E,B14003_006M,B14003_007E,B14003_007M,B14003_008E,B14003_008M,B14003_009E,B14003_009M,B14003_010E,B14003_010M,B14003_011E,B14003_011M,B14003_012E,B14003_012M,B14003_013E,B14003_013M,B14003_014E,B14003_014M,B14003_015E,B14003_015M,B14003_016E,B14003_016M,B14003_017E,B14003_017M,B14003_018E,B14003_018M,B14003_019E,B14003_019M,B14003_020E,B14003_020M,B14003_021E,B14003_021M,B14003_022E,B14003_022M,B14003_023E,B14003_023M,B14003_024E,B14003_024M,B14003_025E,B14003_025M,B14003_026E,B14003_026M,B14003_027E,B14003_027M,B14003_028E,B14003_028M,B14003_029E,B14003_029M,B14003_030E,B14003_030M,B14003_031E,B14003_031M,B14003_032E,B14003_032M,B14003_033E,B14003_033M,B14003_034E,B14003_034M,B14003_035E,B14003_035M,B14003_036E,B14003_036M,B14003_037E,B14003_037M,B14003_038E,B14003_038M,B14003_039E,B14003_039M,B14003_040E,B14003_040M,B14003_041E,B14003_041M,B14003_042E,B14003_042M,B14003_043E,B14003_043M,B14003_044E,B14003_044M,B14003_045E,B14003_045M,B14003_046E,B14003_046M,B14003_047E,B14003_047M,B14003_048E,B14003_048M,B14003_049E,B14003_049M,B14003_050E,B14003_050M,B14003_051E,B14003_051M,B14003_052E,B14003_052M,B14003_053E,B14003_053M,B14003_054E,B14003_054M,B14003_055E,B14003_055M,B14003_056E,B14003_056M,B14003_057E,B14003_057M,NAME,B14003_001EA,B14003_001MA,B14003_002EA,B14003_002MA,B14003_003EA,B14003_003MA,B14003_004EA,B14003_004MA,B14003_005MA,B14003_005EA,B14003_006MA,B14003_006EA,B14003_007EA,B14003_007MA,B14003_008EA,B14003_008MA,B14003_009MA,B14003_009EA,B14003_010MA,B14003_010EA,B14003_011EA,B14003_011MA,B14003_012MA,B14003_012EA,B14003_013EA,B14003_013MA,B14003_014EA,B14003_014MA,B14003_015MA,B14003_015EA,B14003_016MA,B14003_016EA,B14003_017EA,B14003_017MA,B14003_018MA,B14003_018EA,B14003_019MA,B14003_019EA,B14003_020EA,B14003_020MA,B14003_021MA,B14003_021EA,B14003_022MA,B14003_022EA,B14003_023EA,B14003_023MA,B14003_024EA,B14003_024MA,B14003_025EA,B14003_025MA,B14003_026EA,B14003_026MA,B14003_027EA,B14003_027MA,B14003_028EA,B14003_028MA,B14003_029EA,B14003_029MA,B14003_030EA,B14003_030MA,B14003_031EA,B14003_031MA,B14003_032EA,B14003_032MA,B14003_033MA,B14003_033EA,B14003_034EA,B14003_034MA,B14003_035EA,B14003_035MA,B14003_036EA,B14003_036MA,B14003_037EA,B14003_037MA,B14003_038MA,B14003_038EA,B14003_039EA,B14003_039MA,B14003_040EA,B14003_040MA,B14003_041MA,B14003_041EA,B14003_042MA,B14003_042EA,B14003_043MA,B14003_043EA,B14003_044MA,B14003_044EA,B14003_045EA,B14003_045MA,B14003_046EA,B14003_046MA,B14003_047MA,B14003_047EA,B14003_048EA,B14003_048MA,B14003_049EA,B14003_049MA,B14003_050MA,B14003_050EA,B14003_051MA,B14003_051EA,B14003_052EA,B14003_052MA,B14003_053MA,B14003_053EA,B14003_054MA,B14003_054EA,B14003_055EA,B14003_055MA,B14003_056EA,B14003_056MA,B14003_057EA,B14003_057MA,state
0400000US01,4602128,5424,2229006,5619,514914,7887,15061,2091,125285,6290,145286,5841,90899,3317,45939,3072,49746,3567,24753,2911,17945,1886,84516,4375,14719,1892,19407,2035,17682,2102,9746,1423,5083,1215,9216,2316,4210,1146,4453,783,1629576,6896,35274,3150,9706,1819,1925,782,3945,1147,24571,2374,109217,4067,264663,4455,1180275,4306,2373122,5411,545397,9370,11463,1954,128718,5282,138236,4945,81787,2742,46194,3360,64229,3562,40209,3717,34561,2970,93635,5151,14668,1616,17685,2218,14012,1793,10242,1398,8375,2261,12994,2286,7916,1451,7743,1408,1734090,9140,33714,2961,8857,1661,1319,577,2622,951,18674,2323,94111,3972,259902,6370,1314891,4223,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,681543,1989,355413,2018,85422,3539,2559,765,22569,1818,25726,2005,14056,1155,5256,841,5224,1120,6236,1506,3796,875,11046,1989,1212,596,2117,631,1829,709,1758,682,570,325,1864,987,1079,481,617,300,258945,3081,6612,1063,1661,602,530,367,663,370,4237,795,22706,1991,48162,1884,174374,1646,326130,2026,82849,3574,2724,753,18907,1602,21761,2087,13677,1120,5067,1081,7165,1320,5797,1291,7751,1564,14056,2081,1188,491,2634,897,1726,736,1624,648,1109,632,2014,959,1579,695,2182,930,229225,2868,6845,1006,1982,872,800,494,783,428,2810,768,17001,1392,40837,1604,158167,2016,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6144887,6060,3051225,5033,769120,9355,20683,2565,190341,5898,225815,6429,124379,2529,60765,3159,64681,4256,48032,3647,34424,3090,85034,5031,12551,1865,16531,2487,11064,1614,8699,1960,4723,1140,6931,1823,13948,2020,10587,1876,2197071,10017,61941,3725,15014,2529,4695,1644,5660,1426,33503,3118,159363,4789,375735,3842,1541160,4092,3093662,5036,776965,9682,18436,2771,193136,6779,201334,6407,117441,2900,59683,3348,78828,3990,50089,3664,58018,4437,98073,5868,13131,1873,19928,3211,10679,2096,7157,1489,3884,1157,10774,2414,14482,2530,18038,2083,2218624,8056,60184,3786,13673,2269,3752,1203,7337,1784,26955,3041,124478,4600,357154,4123,1625091,5771,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2805549,3136,1370118,4140,332472,5610,13895,1867,84950,3722,96027,3602,53411,1981,26520,2462,30541,3647,15533,2248,11595,1714,35729,3163,5577,1276,6965,1196,5621,1106,3933,872,4314,1695,3159,1198,3019,855,3141,960,1001917,5834,20950,2069,5705,1296,1624,659,2156,624,16369,2286,65324,3416,167546,3744,722243,3849,1435431,4342,351778,7722,13886,1885,86087,4511,90152,4076,53461,2530,26511,2693,34143,4681,24947,2511,22591,2289,40084,4384,6605,1177,7038,1612,6506,1263,2476,782,3433,1563,5588,1729,4445,1184,3993,898,1043569,7049,17481,2252,5113,1576,1589,712,3865,1078,13984,1916,61168,3708,152557,3916,787812,4362,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35874812,14732,17820579,11133,4591955,23954,163680,7148,1119139,16147,1196832,16127,771394,5683,377858,9396,509024,13607,265483,9374,188545,6399,693248,16781,111366,4501,123208,6147,109974,4980,58665,4582,52702,6229,84560,6322,88191,5515,64582,3963,12535376,19932,268122,8249,44682,3411,21241,3023,27301,2901,171681,6920,858889,13426,2362878,10512,8780582,9217,18054233,12170,4605875,22011,147473,7463,1082997,14858,1127039,13085,731250,5486,387760,8083,529202,13008,314458,10231,285696,9312,757254,15781,104764,5212,126035,5346,105972,6143,57994,3974,54475,4676,103358,6014,108307,5675,96349,5000,12691104,24327,258942,8695,40593,3426,17228,1895,16787,2506,117823,5597,697602,12802,2184136,11458,9357993,10313,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4848237,5405,2428337,5250,587732,9177,20720,2362,152994,5118,153247,4935,94266,2592,46933,3144,60756,3990,34531,3311,24285,2889,89051,5866,15251,2095,18755,2114,13648,2007,5703,1183,4908,1027,10805,2242,10525,2170,9456,1371,1751554,8851,37778,2986,8839,1838,2802,841,4674,1398,21435,2251,109688,4584,331033,4474,1235305,3731,2419900,4530,579429,7595,18836,2258,145470,4802,145864,4764,86430,2414,45830,2477,62550,4006,40364,3184,34085,3137,102299,6271,15579,2329,18636,2387,12073,2026,7433,1382,8337,1670,13406,2272,11113,1450,15722,1759,1738172,7752,33279,2924,9827,1830,2911,934,2829,962,14716,2073,92984,4281,300733,4177,1280893,4069,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3459728,3576,1681086,3103,375272,5346,13316,1772,96892,4086,110519,3636,67998,1637,28040,1997,30966,3308,15910,2033,11631,1679,86551,4056,13143,1688,11478,1608,13782,1728,7425,1119,11221,1759,15307,2693,8307,1504,5888,1384,1219263,5976,17597,2066,3962,1093,1068,472,1332,706,11810,1546,70502,3663,185690,2588,927302,2840,1778642,2762,378050,6492,13261,1772,94903,3957,100759,4061,62642,1892,27890,1940,37095,2681,21514,2505,19986,2179,108653,5286,12696,1173,12245,1800,12783,1914,9471,1684,14051,1596,21426,2597,13198,2029,12783,1516,1291939,6161,14327,1922,2995,941,2181,834,1168,519,6446,1288,52648,2788,177131,3622,1035043,3086,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,867321,1574,418896,2070,89546,4384,3366,884,20549,1849,24816,2255,15549,1292,9637,1279,8957,1938,3803,958,2869,692,24583,2823,2183,827,5438,1200,5312,1281,2784,754,1702,648,3712,1118,1479,636,1973,710,304767,3103,5464,1048,1645,894,98,136,590,324,3628,885,19543,1880,49182,1311,224617,1436,448425,1639,96813,3460,4185,1170,21815,1663,19835,1829,14417,1048,11083,1582,11878,1614,7000,1588,6600,1184,25328,2460,3244,808,5331,1116,5753,1239,2873,674,2020,863,2345,662,1502,576,2260,645,326284,3389,5205,1044,1299,479,1140,746,730,439,2707,785,15709,2116,47550,1553,251944,1814,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,583374,1281,275361,1151,41018,2348,3304,876,12368,1222,8295,1185,6572,699,2593,853,2532,970,3472,1106,1882,608,32377,2340,1017,436,2458,797,2550,692,1955,629,7168,1602,7643,1721,6991,1554,2595,888,201966,2499,2097,732,0,292,120,172,392,325,1916,773,16680,1528,49690,1670,131071,1163,308013,1304,44835,2845,2705,829,10129,1433,9785,1232,7223,583,3139,769,3855,1251,4362,1187,3637,845,40225,2945,1682,602,2084,594,2801,774,842,340,8574,1466,12960,2061,7680,1537,3602,911,222953,3343,977,519,229,278,418,426,185,228,2129,814,17173,2396,54127,1729,147715,1245,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18218711,8368,8895377,7943,1866489,18350,59505,4240,451389,10653,510292,11148,317296,6153,152031,6318,206098,8706,98268,6160,71610,4996,388871,13094,52625,3168,74563,5335,65832,4889,35337,3530,34189,4389,46039,5164,38248,3498,42038,3492,6640017,17412,113451,4827,23666,2965,9519,1873,18052,2572,76320,5393,389511,10833,1006009,7935,5003489,7288,9323334,8278,1933690,16768,56920,4653,436814,9177,484198,9214,298644,4810,161570,5652,236543,8123,140756,6350,118245,5906,425274,13136,53747,3462,74348,4621,58919,3542,31494,2879,28937,3503,56704,5771,58249,3680,62876,4285,6964370,15812,107123,5409,20610,2623,9365,2062,11195,1840,65852,5171,312834,8649,929420,8665,5507971,8420,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
