GEO_ID,B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,NAME,B05008_001MA,B05008_001EA,B05008_002EA,B05008_002MA,B05008_003EA,B05008_003MA,B05008_004MA,B05008_004EA,B05008_005MA,B05008_005EA,B05008_006EA,B05008_006MA,B05008_007MA,B05008_007EA,B05008_008EA,B05008_008MA,B05008_009EA,B05008_009MA,B05008_010MA,B05008_010EA,B05008_011EA,B05008_011MA,B05008_012EA,B05008_012MA,B05008_013EA,B05008_013MA,B05008_014EA,B05008_014MA,B05008_015MA,B05008_015EA,B05008_016EA,B05008_016MA,B05008_017EA,B05008_017MA,B05008_018EA,B05008_018MA,B05008_019EA,B05008_019MA,B05008_020EA,B05008_020MA,B05008_021MA,B05008_021EA,B05008_022EA,B05008_022MA,B05008_023EA,B05008_023MA,B05008_024EA,B05008_024MA,B05008_025EA,B05008_025MA,B05008_026EA,B05008_026MA,B05008_027EA,B05008_027MA,B05008_028EA,B05008_028MA,B05008_029EA,B05008_029MA,B05008_030MA,B05008_030EA,B05008_031MA,B05008_031EA,B05008_032MA,B05008_032EA,B05008_033EA,B05008_033MA,B05008_034EA,B05008_034MA,B05008_035EA,B05008_035MA,B05008_036MA,B05008_036EA,B05008_037MA,B05008_037EA,B05008_038EA,B05008_038MA,B05008_039MA,B05008_039EA,B05008_040EA,B05008_040MA,B05008_041EA,B05008_041MA,B05008_042MA,B05008_042EA,B05008_043MA,B05008_043EA,B05008_044EA,B05008_044MA,B05008_045EA,B05008_045MA,B05008_046EA,B05008_046MA,B05008_047EA,B05008_047MA,B05008_048MA,B05008_048EA,B05008_049EA,B05008_049MA,B05008_050EA,B05008_050MA,B05008_051MA,B05008_051EA,B05008_052EA,B05008_052MA,B05008_053EA,B05008_053MA,B05008_054MA,B05008_054EA,B05008_055MA,B05008_055EA,B05008_056MA,B05008_056EA,B05008_057MA,B05008_057EA,B05008_058EA,B05008_058MA,B05008_059EA,B05008_059MA,B05008_060MA,B05008_060EA,B05008_061MA,B05008_061EA,B05008_062EA,B05008_062MA,B05008_063MA,B05008_063EA,B05008_064MA,B05008_064EA,B05008_065EA,B05008_065MA,B05008_066MA,B05008_066EA,B05008_067EA,B05008_067MA,B05008_068EA,B05008_068MA,B05008_069MA,B05008_069EA,state
0400000US01,168596,7164,87805,4843,6632,1468,2926,950,739,390,2967,912,20922,2337,10045,1953,5093,1293,5784,1040,55479,3830,36100,3951,13655,2432,5724,1293,2188,1119,858,769,831,520,499,307,50396,3572,40306,3994,25364,3588,10600,2303,4342,1228,10090,2534,7843,2404,1778,776,469,340,2895,971,2035,913,446,309,414,268,4772,1122,2714,1036,601,346,1457,594,80791,3924,10055,1494,2488,895,1873,676,5694,1009,23459,1941,12367,1836,3870,1055,7222,1227,42269,2694,26172,3024,10307,2123,5790,1277,3123,1000,975,599,841,454,1307,699,34435,2470,28161,2712,18178,2943,7348,1871,2635,914,6274,1558,4150,1370,1266,595,858,391,4711,1573,2869,1297,852,460,990,563,5008,1193,2521,806,1024,621,1463,519,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,49319,3920,24852,2449,3537,1029,896,516,999,687,1642,557,12132,1457,3667,1027,4141,885,4324,866,6112,1661,1973,830,2149,926,1990,670,1009,754,72,109,628,667,309,258,4279,1352,3850,1274,1686,778,918,555,1246,415,429,341,40,71,126,147,263,295,824,534,175,251,477,413,172,174,3071,875,1766,782,471,371,834,461,24467,2165,4861,1052,2256,829,1029,678,1576,590,13659,1285,4450,1011,4309,919,4900,844,3373,1072,1207,683,889,389,1277,480,549,304,164,158,260,226,125,140,2172,887,1479,777,715,558,266,223,498,282,693,657,252,376,131,155,310,354,652,371,76,73,232,197,344,238,2574,758,1099,622,642,459,833,379,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,856663,17503,414150,10462,34650,3413,6982,1770,7401,1628,20267,2203,64758,4238,26003,3883,15486,2315,23269,2671,284524,8081,88840,6508,83454,5845,112230,4682,6474,1423,2850,1020,1603,788,2021,645,270195,8057,258791,8148,79650,6302,77027,5689,102114,4290,11404,2369,4175,1569,3137,1000,4092,1275,7855,1578,2165,678,1687,876,4003,1263,30218,3435,14705,2858,5993,1355,9520,1614,442513,11218,44051,3356,6608,1253,10321,1799,27122,2435,81101,3654,31479,3643,18799,2720,30823,3114,287929,8517,84136,6671,98965,6811,104828,5571,6030,1833,2935,1655,1352,691,1743,749,273113,8340,258652,8005,73879,6444,90518,6404,94255,5254,14461,3480,4537,2325,4640,1795,5284,1446,8786,1632,2785,1039,2455,1161,3546,1135,29432,3275,13221,2430,5404,1247,10807,1444,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,131667,5865,66761,4488,2973,835,739,405,626,423,1608,541,11943,1948,6001,2058,2218,1086,3724,913,47682,3518,25255,3527,12609,2005,9818,1447,756,530,317,333,332,369,107,140,45402,3497,35603,3039,18069,2937,9949,1788,7585,1223,9799,2377,6151,1996,1668,827,1980,851,1524,808,718,538,660,604,146,168,4163,1140,2331,986,1083,549,749,334,64906,3371,6770,1343,1591,724,1005,560,4174,915,13561,1668,5906,1650,3212,935,4443,1033,39891,2689,19047,2846,14355,2157,6489,1314,729,494,259,293,129,183,341,300,37285,2444,28713,2900,13801,2527,11219,2095,3693,950,8572,1759,4193,1189,2698,1165,1681,660,1877,816,794,633,309,258,774,515,4684,1542,1655,821,876,493,2153,1253,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10150429,60461,4949232,34494,303414,9727,67967,5300,80408,5615,155039,6472,1673679,17559,483201,13447,429457,12321,761021,11293,2796242,26047,760557,18780,732849,15643,1302836,18617,37892,3408,6097,1655,6260,1379,25535,2729,2650686,26415,2231146,28464,587033,17359,600900,15403,1043213,16628,419540,14423,134274,9444,101586,6227,183680,8484,107664,6411,33153,4249,24103,2752,50408,3824,175897,8627,57788,4918,42983,4278,75126,4050,5201197,35102,362447,10987,84793,6312,84405,4696,193249,6814,1973071,16377,608371,16309,519073,12500,845627,13090,2680395,25789,705538,17215,752791,15004,1222066,14598,32400,3020,5594,1467,4890,1385,21916,2374,2516762,25392,2083434,25423,545775,16723,614425,14500,923234,13306,433328,12000,110452,7353,100996,6225,221880,6957,131233,8171,43717,4973,32480,4122,55036,3718,185284,8110,55754,5262,44545,3384,84985,5375,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,497105,13504,248692,8116,28915,3009,8649,1574,6756,1967,13510,1526,45887,2432,17103,1864,12436,1849,16348,1993,150822,6808,64057,4708,47212,4519,39553,3198,2964,865,595,484,436,272,1933,681,142221,6879,128947,6773,54493,4580,42078,4195,32376,2852,13274,2428,6334,2063,3804,1255,3136,1052,5637,1558,2635,1034,894,430,2108,1224,23068,2532,11739,1986,5339,1167,5990,1238,248413,7844,39755,3613,10934,2039,8558,1521,20263,1927,60059,2864,25594,2548,13599,2016,20866,2012,123964,5610,48996,4668,47424,4638,27544,2560,3728,1243,1218,926,971,658,1539,800,113511,5446,103138,5310,41279,4512,40893,4052,20966,2201,10373,2014,3962,1223,3385,1222,3026,987,6725,1491,2537,944,2175,928,2013,697,24635,2779,12480,2388,4996,1062,7159,1218,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,487120,13988,236215,8425,65468,4019,15033,2421,14627,2423,35808,2521,51261,2446,22898,2279,15686,2155,12677,1371,101479,6710,45919,4853,26102,2899,29458,3203,31427,4076,8308,2348,8441,1754,14678,2240,33998,4563,13045,2724,7629,2580,3298,1083,2118,811,20953,4132,12430,3267,5362,1415,3161,1070,36054,4491,17552,2983,9001,1696,9501,1735,18007,2414,7675,1752,3756,877,6576,1055,250905,8207,73386,4771,14080,2381,16922,2396,42384,3197,55828,2849,26147,2677,16789,1884,12892,1704,103648,6493,43309,4825,28319,3392,32020,3229,43027,4176,13348,2594,12175,2270,17504,2391,19808,3223,7939,1896,4097,1374,2351,852,1491,663,11869,2547,6871,2066,2647,954,2351,868,40813,4264,18993,3051,11146,2319,10674,1757,18043,1997,6890,1189,3119,1066,8034,1232,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,71868,3587,33990,2581,3473,789,406,201,763,451,2304,705,10305,785,3899,974,3239,1033,3167,696,17240,1926,8653,1906,5068,1145,3519,1072,2047,615,697,441,148,176,1202,500,12915,1805,9676,1638,4814,1472,3782,933,1080,517,3239,1391,2395,1329,616,465,228,232,2278,1058,747,446,522,394,1009,881,2972,848,1157,574,1076,601,739,374,37878,2341,5745,1042,815,412,1243,649,3687,857,11934,954,4887,928,3365,630,3682,606,16717,1632,9061,1648,4084,1231,3572,981,3544,1061,1256,810,650,424,1638,645,9462,1545,7206,1447,5008,1298,1824,978,374,333,2256,1055,1581,889,472,506,203,202,3711,1159,1216,759,1138,587,1357,600,3482,1301,2047,1147,606,311,829,476,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,81734,4445,42033,2642,6748,1383,3131,1010,1152,436,2465,740,6210,947,1822,681,1806,524,2582,834,19513,1924,9734,1498,3370,1045,6409,1240,3890,1343,1595,962,304,312,1991,811,12115,1780,1605,816,956,728,599,380,50,88,10510,1817,5292,1483,2099,1009,3119,984,3508,1170,1891,839,368,271,1249,581,9562,1657,5230,1334,1709,632,2623,860,39701,3064,7540,1389,3158,916,1710,705,2672,695,8972,1180,2771,911,2851,935,3350,772,16529,2068,6859,1617,4176,791,5494,1297,3619,1210,1049,809,892,441,1678,723,9434,1742,2275,1316,1365,1211,379,331,531,644,7159,1526,3131,1214,2016,708,2012,571,3476,1024,1314,664,889,439,1273,551,6660,1556,4170,1208,877,344,1613,707,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3658043,37365,1736794,21465,170571,7959,41157,4602,37577,3591,91837,3998,162329,6203,57162,4389,43199,3673,61968,4341,1325358,17212,501578,15187,325580,11206,498200,10429,721133,16799,234037,11502,169278,8621,317818,9954,323792,15544,157163,10662,73848,9231,46722,4887,36593,3365,166629,11627,69002,7415,40848,5455,56779,5637,280433,12588,124691,8314,68732,6516,87010,5696,78536,4868,30361,3298,16885,2369,31290,2984,1921249,21570,217529,10107,51272,4845,42670,3897,123587,6239,192004,5093,67013,4320,52606,2902,72385,3553,1426421,17996,513018,15633,347552,14427,565851,12427,794330,16818,258405,11453,176757,10240,359168,10670,267814,11084,106188,7484,43504,5699,36972,4124,25712,3200,161626,8877,49379,5454,41181,4545,71066,5621,364277,13645,161730,8963,92642,7439,109905,6695,85295,5299,30793,3267,17896,2868,36606,3107,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
