GEO_ID,B18103_001E,B18103_001M,B18103_002E,B18103_002M,B18103_003E,B18103_003M,B18103_004E,B18103_004M,B18103_005E,B18103_005M,B18103_006E,B18103_006M,B18103_007E,B18103_007M,B18103_008E,B18103_008M,B18103_009E,B18103_009M,B18103_010E,B18103_010M,B18103_011E,B18103_011M,B18103_012E,B18103_012M,B18103_013E,B18103_013M,B18103_014E,B18103_014M,B18103_015E,B18103_015M,B18103_016E,B18103_016M,B18103_017E,B18103_017M,B18103_018E,B18103_018M,B18103_019E,B18103_019M,B18103_020E,B18103_020M,B18103_021E,B18103_021M,B18103_022E,B18103_022M,B18103_023E,B18103_023M,B18103_024E,B18103_024M,B18103_025E,B18103_025M,B18103_026E,B18103_026M,B18103_027E,B18103_027M,B18103_028E,B18103_028M,B18103_029E,B18103_029M,B18103_030E,B18103_030M,B18103_031E,B18103_031M,B18103_032E,B18103_032M,B18103_033E,B18103_033M,B18103_034E,B18103_034M,B18103_035E,B18103_035M,B18103_036E,B18103_036M,B18103_037E,B18103_037M,B18103_038E,B18103_038M,B18103_039E,B18103_039M,NAME,B18103_001EA,B18103_001MA,B18103_002MA,B18103_002EA,B18103_003EA,B18103_003MA,B18103_004EA,B18103_004MA,B18103_005EA,B18103_005MA,B18103_006EA,B18103_006MA,B18103_007EA,B18103_007MA,B18103_008MA,B18103_008EA,B18103_009EA,B18103_009MA,B18103_010EA,B18103_010MA,B18103_011EA,B18103_011MA,B18103_012MA,B18103_012EA,B18103_013EA,B18103_013MA,B18103_014EA,B18103_014MA,B18103_015MA,B18103_015EA,B18103_016EA,B18103_016MA,B18103_017EA,B18103_017MA,B18103_018MA,B18103_018EA,B18103_019EA,B18103_019MA,B18103_020MA,B18103_020EA,B18103_021MA,B18103_021EA,B18103_022EA,B18103_022MA,B18103_023MA,B18103_023EA,B18103_024EA,B18103_024MA,B18103_025EA,B18103_025MA,B18103_026MA,B18103_026EA,B18103_027EA,B18103_027MA,B18103_028EA,B18103_028MA,B18103_029MA,B18103_029EA,B18103_030MA,B18103_030EA,B18103_031EA,B18103_031MA,B18103_032EA,B18103_032MA,B18103_033EA,B18103_033MA,B18103_034MA,B18103_034EA,B18103_035EA,B18103_035MA,B18103_036EA,B18103_036MA,B18103_037EA,B18103_037MA,B18103_038EA,B18103_038MA,B18103_039EA,B18103_039MA,state
0400000US01,4702769,1669,2264282,5426,158291,2837,645,541,157646,2905,422118,3924,4020,994,418098,3952,513003,4467,7198,1812,505805,4782,898693,4502,32924,3176,865769,5156,167773,1670,11850,1705,155923,2387,104404,1650,12477,1274,91927,1947,2438487,5571,149778,2783,190,226,149588,2823,403451,3461,4216,1143,399235,3729,547962,3635,7444,1334,540518,3969,971878,3720,33939,3140,937939,5075,198107,1475,12991,1657,185116,2097,167311,1992,21130,1815,146181,2145,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,27406,1004,245,274,27161,1070,70661,1884,753,566,69908,1870,79895,1945,756,499,79139,1937,148156,1728,3526,823,144630,1934,17286,721,578,232,16708,762,7716,531,927,400,6789,637,338129,1869,26176,1031,336,355,25840,1061,63741,1363,394,301,63347,1413,81524,1301,896,504,80628,1319,139860,1332,3745,954,136115,1431,16632,733,1078,545,15554,751,10196,716,1647,531,8549,836,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,234504,1890,913,608,233591,1942,600845,2333,3781,1054,597064,2448,721817,3650,5745,1342,716072,3596,1147687,3224,27095,3088,1120592,4509,236711,1478,8854,1582,227857,1822,163821,1344,14232,1775,149589,2317,3204789,3753,220917,1516,1082,615,219835,1580,573665,1928,3610,1112,570055,2199,720781,2636,6325,1449,714456,3267,1214398,2779,24002,2598,1190396,4141,262884,1449,10632,1797,252252,2320,212144,1791,23568,2049,188576,2723,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,101001,2664,380,336,100621,2651,259066,3392,2676,959,256390,3348,317187,4945,4103,1189,313084,4992,538593,4147,17531,2318,521062,4057,110609,1659,7066,1404,103543,1852,69077,1312,8685,960,60392,1414,1472078,6426,93310,2691,502,366,92808,2733,255997,3199,2635,861,253362,3259,323868,3746,6465,1541,317403,4260,573785,4220,19766,2105,554019,4232,122305,1789,6231,1149,116074,2102,102813,1833,14134,1870,88679,2532,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,1293050,2503,6715,1519,1286335,2497,3456150,4311,24435,2590,3431715,5151,4554174,7702,34768,3683,4519406,8395,7023794,8140,118136,6827,6905658,10715,1048445,2855,41042,3383,1007403,4504,776866,2601,70380,3767,706486,4195,18663090,7973,1235696,2257,5341,1282,1230355,2410,3303795,3153,20838,2642,3282957,4536,4469334,4521,34190,3057,4435144,5377,7302605,5031,130458,6750,7172147,8010,1221552,2250,49516,2867,1172036,3472,1130108,5102,130700,6602,999408,7738,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,176774,1969,530,419,176244,1957,453065,2579,2916,831,450149,2726,594271,3988,3532,990,590739,4154,998530,3695,19035,2718,979495,3971,146421,1406,4061,821,142360,1630,93179,1394,8314,1240,84865,1754,2494633,6292,165503,1769,1082,564,164421,1773,430866,2337,3677,1069,427189,2605,582388,3593,5519,1154,576869,3857,1019341,2887,18742,2490,1000599,3802,161686,1503,5712,1055,155974,1841,134849,1680,15458,1789,119391,2299,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,101888,805,201,240,101687,816,314257,1178,1731,595,312526,1305,360831,2110,1288,556,359543,2202,719819,2263,10056,1704,709763,2661,118138,1194,2666,733,115472,1433,89184,946,6885,1223,82299,1425,1815796,2076,99797,1048,468,425,99329,1138,299068,1012,2522,887,296546,1337,369301,1721,2125,774,367176,1943,770127,1659,8967,1345,761160,1919,137034,1007,5176,1197,131858,1497,140469,1476,11253,1581,129216,1970,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,28725,641,15,28,28710,644,76758,1024,640,466,76118,1113,96343,1536,844,456,95499,1538,168907,1223,2612,883,166295,1434,33638,645,1196,510,32442,820,21834,430,1227,500,20607,623,459027,1568,27370,596,368,441,27002,706,73193,756,494,322,72699,783,101165,768,538,375,100627,914,187354,1031,5614,1270,181740,1646,38261,534,1352,520,36909,695,31684,603,2681,775,29003,952,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,16786,346,0,292,16786,346,34433,718,153,212,34280,694,95396,613,504,497,94892,902,105019,869,2370,853,102649,1289,16043,328,522,360,15521,497,10693,299,647,350,10046,374,315912,1126,16075,274,200,259,15875,365,33696,559,134,152,33562,574,113623,207,530,387,113093,452,112137,726,1983,740,110154,1017,20849,634,787,400,20062,732,19532,939,2350,678,17182,1119,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,542752,3256,2044,1068,540708,3490,1497673,4861,9556,1678,1488117,5159,1940072,6870,15345,2321,1924727,7008,3563114,6129,72413,5004,3490701,8669,803499,3244,27507,2770,775992,4017,632400,2822,49715,3724,582685,4796,9554571,6409,525234,3134,2806,826,522428,3375,1424588,4904,10229,1696,1414359,5082,1973031,5701,15715,2233,1957316,5599,3859062,5297,74570,4519,3784492,6735,920438,2950,31265,3228,889173,4556,852218,3159,88875,4554,763343,5419,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
