GEO_ID,C27010_001E,C27010_001M,C27010_002E,C27010_002M,C27010_003E,C27010_003M,C27010_004E,C27010_004M,C27010_005E,C27010_005M,C27010_006E,C27010_006M,C27010_007E,C27010_007M,C27010_008E,C27010_008M,C27010_009E,C27010_009M,C27010_010E,C27010_010M,C27010_011E,C27010_011M,C27010_012E,C27010_012M,C27010_013E,C27010_013M,C27010_014E,C27010_014M,C27010_015E,C27010_015M,C27010_016E,C27010_016M,C27010_017E,C27010_017M,C27010_018E,C27010_018M,C27010_019E,C27010_019M,C27010_020E,C27010_020M,C27010_021E,C27010_021M,NAME,C27010_001MA,C27010_001EA,C27010_002MA,C27010_002EA,C27010_003MA,C27010_003EA,C27010_004MA,C27010_004EA,C27010_005EA,C27010_005MA,C27010_006MA,C27010_006EA,C27010_007EA,C27010_007MA,C27010_008MA,C27010_008EA,C27010_009MA,C27010_009EA,C27010_010EA,C27010_010MA,C27010_011MA,C27010_011EA,C27010_012EA,C27010_012MA,C27010_013MA,C27010_013EA,C27010_014MA,C27010_014EA,C27010_015EA,C27010_015MA,C27010_016EA,C27010_016MA,C27010_017MA,C27010_017EA,C27010_018EA,C27010_018MA,C27010_019MA,C27010_019EA,C27010_020MA,C27010_020EA,C27010_021EA,C27010_021MA,state
0400000US01,4702769,1669,1133638,2253,602829,12732,424245,11148,39606,4450,66958,7017,1060965,5398,617282,10454,107788,6069,25216,2776,310679,9536,1870571,5948,1259475,15542,202395,9383,101665,4863,307036,9443,637595,2562,8469,1284,206293,5920,420914,6007,1919,934,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,187984,558,106817,4366,48821,3743,9503,2349,22843,3332,161419,2374,87755,4557,16243,2182,4290,1094,53131,4043,288016,2143,193201,4406,21866,2519,13257,1866,59692,3264,51830,1042,1681,638,19123,1984,29852,1775,1174,622,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,1629931,1211,822842,16518,543498,14842,55624,6763,207967,10279,1442598,4149,735308,12208,260646,10035,32386,3385,414258,11231,2362085,4347,1511910,13691,320945,10582,96061,4798,433169,11377,875560,2405,16814,2900,308480,8032,540528,7810,9738,2002,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,709374,2349,307965,8623,330572,9003,24342,3407,46495,5193,641055,5858,337657,8505,65656,3916,13801,1960,223941,9158,1112378,5530,685995,10323,139371,6162,57821,4135,229191,7874,404804,2660,4065,1068,145840,4933,253913,5231,986,566,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,9288691,3004,4863476,36129,3303481,38363,288982,11538,832752,19319,9023508,8051,4901701,31891,1102945,20157,130690,6055,2888172,29046,14326399,8364,9381585,37587,1519650,25912,392768,12601,3032396,31240,4176971,6408,143338,5608,1737317,16405,2224723,15740,71593,5102,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,1226208,1972,766101,12652,307829,11400,28150,4341,124128,8657,1176659,3960,727200,11441,94027,5171,18054,2730,337378,11527,2017871,4048,1481635,12322,147254,6828,64401,4017,324581,10774,536135,2272,13290,1771,160545,5623,359278,5441,3022,997,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,815010,360,554188,9573,214029,9063,22679,3649,24114,3218,730132,2494,480417,7333,98205,6064,11172,1609,140338,5516,1489946,2913,1152280,10707,143802,6456,42773,3692,151091,7585,484825,1411,14718,2081,137412,5724,328105,5018,4590,1164,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,206046,606,121691,5349,64656,5278,8687,2081,11012,2537,197508,1460,123508,4317,32431,3548,4659,1136,36910,3457,356261,1569,258494,5259,42223,3653,17860,2581,37684,3708,125417,821,2623,1037,32703,2624,89896,2802,195,175,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,100990,441,45063,3495,44599,3921,9019,2215,2309,928,209019,607,148785,3501,29965,3173,7414,2053,22855,2994,217156,1030,143140,3493,41254,3415,13681,2322,19081,2188,67117,907,4615,1040,18488,1881,43095,1996,919,598,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,3990247,4584,2010780,25900,1376290,24772,96243,6617,506934,18755,3913103,8732,1962629,23977,390018,10930,51955,4303,1508501,22302,7422176,8539,4575853,28707,702042,15550,264568,9049,1879713,27864,3208555,3802,70091,4766,1236375,16042,1856177,16000,45912,4203,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9519836,3059,2492281,3804,1311876,20073,874649,17118,61752,4728,244004,12974,2213386,7926,1188785,15907,179771,8428,35889,3678,808941,15482,3810641,8599,2552330,20327,300399,11158,146822,7093,811090,18928,1003528,4207,19355,2231,359989,9424,612653,9805,11531,2127,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1315677,2309,303661,702,196555,6398,81822,6617,14168,2476,11116,2483,283230,2281,200177,4419,35766,3429,7754,1745,39533,4101,534951,2359,420046,6953,40997,3820,23850,2581,50058,4198,193835,1096,7114,1290,49306,3032,134358,3657,3057,1080,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1551635,954,428296,1393,250989,6871,114186,6931,18117,3032,45004,5001,356839,2632,209259,5126,24664,3230,9608,1780,113308,5342,573473,2881,395744,6421,38453,3101,22509,2705,116767,6259,193027,1713,2335,826,52421,3165,137946,3072,325,223,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12673245,2432,3121719,2598,1773875,16782,1105333,19039,102406,7758,140105,9211,2976269,5413,1790125,18012,358506,9863,49284,3734,778354,15021,5025474,5340,3620502,18667,456007,9634,142008,5906,806957,15489,1549783,3619,38280,2809,467674,9510,1023689,9311,20140,2386,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6391470,950,1602320,2723,920324,15256,484442,11503,54882,5407,142672,7947,1453117,4299,873967,11604,147886,6967,23819,2617,407445,9639,2529249,4568,1813357,13099,235344,8247,86447,4123,394101,10262,806784,2625,13076,1866,216778,6496,573228,6010,3702,1066,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3004885,571,721762,2171,460077,9272,186587,8726,46052,3548,29046,3324,681090,3273,465055,6506,70170,4536,13895,1794,131970,5850,1173726,3544,909860,8310,99263,5767,47045,3530,117558,4712,428307,1485,3909,833,94596,3770,328565,4053,1237,498,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2804461,1848,725437,2483,472929,9877,170115,9200,22610,2942,59783,4497,644742,3745,426058,6341,38483,4193,10146,1660,170055,6965,1073785,4369,805243,9725,68400,4337,42065,3038,158077,6604,360497,2287,5803,924,89434,3480,263729,3985,1531,689,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4242714,4353,1018375,3260,558253,11652,361523,12473,37419,3860,61180,5435,936479,5379,523941,10032,108195,5299,17355,2091,286988,7580,1731501,5207,1120722,12898,227006,7940,86293,4154,297480,9372,556359,2379,9618,1650,175211,6239,370137,7109,1393,583,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4440314,1830,1113329,4791,488481,13097,522106,14322,41024,4379,61718,6197,1061495,5276,551043,9172,136993,5472,22660,2818,350799,8292,1726929,5860,1086471,11096,194059,7523,71483,4941,374916,11797,538561,2708,14412,1856,203293,6803,317302,6292,3554,935,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1313037,991,273098,1228,149584,5195,99525,4913,13054,2388,10935,1527,257794,2470,141932,4402,56442,3925,8552,1338,50868,3442,578685,2502,394831,5618,89097,4018,23717,2023,71040,4268,203460,894,4610,990,61206,3187,137422,3156,222,144,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
