GEO_ID,C01001D_001E,C01001D_001M,C01001D_002E,C01001D_002M,C01001D_003E,C01001D_003M,C01001D_004E,C01001D_004M,C01001D_005E,C01001D_005M,C01001D_006E,C01001D_006M,C01001D_007E,C01001D_007M,C01001D_008E,C01001D_008M,C01001D_009E,C01001D_009M,NAME,C01001D_001MA,C01001D_001EA,C01001D_002MA,C01001D_002EA,C01001D_003MA,C01001D_003EA,C01001D_004MA,C01001D_004EA,C01001D_005EA,C01001D_005MA,C01001D_006MA,C01001D_006EA,C01001D_007MA,C01001D_007EA,C01001D_008MA,C01001D_008EA,C01001D_009EA,C01001D_009MA,state
0400000US13,316098,5145,153878,3833,40694,2012,104561,2393,8623,944,162220,2856,37561,1841,113143,2002,11516,1045,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,530937,9464,245907,5203,40922,2858,157220,3790,47765,1068,285030,5676,39779,3045,177400,3589,67851,1298,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,18718,2020,8100,1153,2844,853,4448,670,808,312,10618,1405,2414,810,7238,884,966,488,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,590174,6216,282094,5002,64821,2437,193123,3815,24150,805,308080,4770,63805,2230,215013,4111,29262,929,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,102920,3317,48795,2375,11554,1457,35461,1688,1780,440,54125,2524,13585,1624,37782,1671,2758,704,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,51756,2060,24865,1472,6401,953,17929,1213,535,309,26891,1521,7421,895,18090,1020,1380,464,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,70972,2331,33470,1520,9581,1146,22364,1230,1525,530,37502,1735,10511,1100,24855,1336,2136,501,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,47895,3077,21339,1804,5690,1089,14574,1146,1075,324,26556,1994,6911,1174,18027,1488,1618,531,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,71476,3183,35536,1819,8361,1048,24769,1704,2406,696,35940,1956,7377,1026,25833,1657,2730,651,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13678,1224,5162,821,1166,494,3875,556,121,138,8516,1136,2207,686,5905,756,404,281,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,319965,4433,152233,2839,37531,1682,101646,1927,13056,704,167732,2477,34665,1649,116173,1677,16894,897,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,353211,4785,168488,2905,40474,1724,116543,2110,11471,708,184723,2964,39176,1853,132022,2152,13525,618,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,241095,4236,116459,2960,32713,1780,76080,2108,7666,724,124636,2567,32058,1604,83681,1792,8897,943,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,209834,3915,101807,2362,33498,1427,63444,1795,4865,687,108027,2925,32833,2206,68495,1793,6699,813,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,26354,2849,13218,2142,3602,1176,8605,1437,1011,517,13136,1465,2357,863,10252,1290,527,321,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,93404,3684,43055,2427,9396,1179,30685,1920,2974,458,50349,2513,11140,1336,35726,1844,3483,636,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5494,908,2207,539,418,252,1621,540,168,144,3287,717,437,224,2313,661,537,334,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,29248,2336,13505,1130,3865,632,9142,980,498,270,15743,1564,4044,803,10843,1065,856,386,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,197350,4935,88405,2834,19770,1891,59131,1784,9504,346,108945,2898,19362,1880,76336,1926,13247,510,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,28125,1529,13317,1234,4157,658,8662,1003,498,271,14808,1032,4020,680,10165,691,623,259,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,725077,5900,351405,3657,86950,2192,238224,2097,26231,600,373672,3594,86657,2111,256387,2406,30628,791,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25323,2206,10191,1440,1654,581,7616,1178,921,426,15132,1465,3673,792,10030,1156,1429,348,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1433875,9785,689422,5368,147113,3202,483211,3827,59098,916,744453,5863,142398,2941,530358,4515,71697,941,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,211705,4370,99547,2911,28542,1692,66243,2085,4762,658,112158,2927,28210,1477,77766,2736,6182,903,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7679,1065,4237,927,830,374,3266,950,141,153,3442,658,665,351,2530,448,247,260,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,197489,3808,94715,2635,23150,1842,65712,1838,5853,663,102774,2626,24588,1697,70505,1972,7681,887,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,65232,2927,30571,1757,7833,1056,20779,1133,1959,526,34661,1889,7785,929,23314,1377,3562,782,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,141586,4867,65427,2551,16069,1588,45270,1909,4088,554,76159,3097,15598,1711,53526,2203,7035,649,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,350234,5367,168573,2936,40649,1968,116044,2294,11880,954,181661,3469,41685,1904,125449,2308,14527,857,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,30939,1637,14626,987,3570,624,10128,735,928,272,16313,1039,3521,630,11975,727,817,120,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,53658,3328,24695,2249,4609,1134,17924,1867,2162,549,28963,1994,5762,1088,19239,1319,3962,758,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8001,1863,4373,1679,759,576,3599,1537,15,33,3628,692,848,397,2780,696,0,223,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,93038,3471,42410,2243,11408,1384,28006,1569,2996,734,50628,2248,12958,1510,34282,1835,3388,781,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,969500,8159,471490,5952,117990,3323,323657,4357,29843,955,498010,4474,116889,2659,343295,3289,37826,1447,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,51846,2665,24956,1694,5324,1092,18119,1015,1513,252,26890,1577,5031,830,19489,1133,2370,263,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7813,915,3126,482,755,334,2118,274,253,119,4687,709,1084,420,3225,463,378,229,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,438003,6485,207492,4163,51584,2508,140807,2894,15101,946,230511,3814,48688,2385,162673,2497,19150,853,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,485029,6968,222718,4536,52965,2748,152184,2947,17569,738,262311,3951,53441,2300,182191,2770,26679,926,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10838,979,4794,700,733,418,3710,670,351,154,6044,799,1099,442,4265,755,680,345,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,129033,3752,63154,2771,20995,1700,39540,1589,2619,629,65879,2088,20696,1512,42101,1406,3082,628,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3803,967,1335,630,112,96,990,511,233,286,2468,865,791,532,1510,624,167,223,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,13248,3015,4731,1429,1358,627,3065,961,308,254,8517,1839,2750,816,5138,1276,629,502,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
