GEO_ID,B20003_001E,B20003_001M,B20003_002E,B20003_002M,B20003_003E,B20003_003M,B20003_004E,B20003_004M,B20003_005E,B20003_005M,B20003_006E,B20003_006M,B20003_007E,B20003_007M,NAME,B20003_001EA,B20003_001MA,B20003_002MA,B20003_002EA,B20003_003MA,B20003_003EA,B20003_004EA,B20003_004MA,B20003_005EA,B20003_005MA,B20003_006MA,B20003_006EA,B20003_007MA,B20003_007EA,state
0400000US01,80420973900,1110450435,50772632700,847360379,43525731700,863630671,7246901000,420866887,29648341200,585468786,23163152600,517590109,6485188600,298083853,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,18043038300,479821150,11778673300,423751484,9030746400,441231608,2747926800,186535086,6264365100,223875968,4672203300,235288693,1592161800,99411162,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,116850205100,1529099405,72838389400,1331815065,61380545400,1192908166,11457844000,576658308,44011815700,688681323,34372550800,655371856,9639264900,383018038,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,46189253800,895092039,28751555700,744463159,24548090800,705693469,4203464800,278066969,17437698100,331684832,13694487200,361258890,3743210900,189726980,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,825126362700,4517531586,513526386600,3650685510,428743548600,3762212253,84782838000,1034362131,311599976100,2199024461,235737688700,2170254837,75862287400,1196478087,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,118526111000,1287952119,75127444800,1150821710,63840567900,1216196360,11286876900,475777976,43398666200,649030829,33789098500,716013094,9609567800,297223162,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,101244460200,1431828164,64491201800,1333924405,55790087300,1295422399,8701114400,444252163,36753258400,585093727,28281986100,630289798,8471272300,283264194,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,19148335000,452102890,11345448400,429292491,9688996400,440395874,1656452000,134245357,7802886700,282597783,6339494400,286789478,1463392300,90420356,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21127782900,551594592,11755763600,490942723,10386197700,495229751,1369565900,166933666,9372019300,356097884,8033725900,334991809,1338293500,156269069,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,333539506100,2509465853,202664198200,2267778498,169680908200,2280622113,32983290000,920342575,130875307900,1280522651,102545554200,1209371516,28329753700,655307592,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,185499656800,1566796273,114588275300,1074267885,99036470800,1086278606,15551804500,493044579,70911381600,948263146,57159359000,951307693,13752022600,359267866,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,29155040700,565368352,17756505900,466173471,14938047300,484971605,2818458600,261330854,11398534800,312485595,8948504200,302918598,2450030600,183578652,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25476718000,557787202,16623357100,496745290,13710093500,463347192,2913263600,203256105,8853360900,250982643,6402755200,257085574,2450605700,115300225,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,283346515700,2052708733,176906260700,1748850833,151064932200,1712246456,25841328600,705486711,106440255000,1040732185,83163661400,1114020163,23276593500,435935891,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,117260648000,962959653,74002652500,805377502,62269641200,756745048,11733011300,401650739,43257995500,555302937,32980553300,557187611,10277442300,293800833,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,59529853600,682283632,37192429900,570835150,31939163500,592171126,5253266400,229310169,22337423700,321513293,17508151900,297321265,4829271800,124872611,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,56947951500,898477698,36127219400,769698640,31132341800,716482796,4994877600,347001780,20820732100,456076560,16337845300,433713650,4482886800,178030068,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,72125349800,1103741411,45099977500,992968737,38312693400,996143760,6787284100,280599512,27025372300,453366234,20940826700,436464635,6084545600,241330345,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,83606116600,1123760111,53745771500,991688648,45171964200,1009372619,8573807200,491985320,29860345100,589329033,23339846900,625996137,6520498200,263550729,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25460096000,443857427,15412977300,417620094,12872456700,426149511,2540520700,148539087,10047118700,224653973,7639159000,224922076,2407959700,88898603,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,162972703700,1648118051,95652933700,1323193206,84710861200,1349702188,10942072500,453688651,67319770000,701363868,55267229200,861091724,12052540700,421459487,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,178488345200,1659721641,109285220200,1472977724,94374554200,1493838247,14910666100,546815434,69203125000,901455062,52291962000,942704770,16911163000,417890933,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,174657362300,1258184291,107207140400,1098869589,89162382300,1191459473,18044758100,488413466,67450221900,670289817,50301237800,627975580,17148984000,380640251,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,123945375700,1237063031,76433319800,1045290028,64997261400,1098372960,11436058400,376413715,47512055900,615273581,35894685700,620570592,11617370200,307406401,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,43933797600,741739390,26991494100,640172672,22936328900,617745418,4055165200,236284145,16942303500,379397029,13658292400,377967299,3284011100,180887970,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,111984049500,1215507125,68098027100,1060228761,57985973800,1071094337,10112053300,425800565,43886022300,668083472,34843098300,668081970,9042924000,260224928,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,17543626800,435711397,11029485900,354788408,9001729400,365841228,2027756500,184378362,6514140900,238753257,4717050600,226967356,1797090300,117707358,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,36527900900,545236341,22928239600,448704573,20066893700,457597573,2861345900,189925817,13599661300,292164722,10644025500,305791844,2955635800,130037855,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,54168898900,960143058,33325714900,831903291,27265575100,803442790,6060139800,388864791,20843184000,520505728,16459018900,554733805,4384165100,187521644,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33046583400,693250973,20862200000,601484716,17935147500,556656501,2927052500,271460753,12184383300,308719349,9118507100,329765713,3065876300,160611178,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,243810874900,1980792984,153612758600,1798183808,134981522400,1778436207,18631236200,527062432,90198116300,1060554207,71014642000,1124256174,19183474200,539117333,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,34542131000,663093630,21043622600,498800664,17871770600,501993128,3171851900,232031796,13498508400,398877409,10652772000,438611687,2845736400,171299907,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,472924231700,3697086799,286362904900,3143873408,248744207400,3290399585,37618697500,878888010,186561326800,1486791908,148106920500,1555811525,38454406300,756485021,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,173561430700,1576317379,106752028600,1370020490,91095863000,1297275199,15656165600,573755150,66809402100,729357221,51240750900,774659842,15568651100,395309227,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,14211183100,379472743,9277320600,283239537,7811861000,271076357,1465459600,135939857,4933862500,184084441,3731466400,169755718,1202396100,68815102,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,214612961300,1359932163,131605060100,1172186989,112590817100,1166909459,19014243000,582218229,83007901200,820188656,64395750200,795586999,18612151000,414211994,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,64827326500,695847622,41680888600,677965951,35850098900,656976487,5830789700,273751793,23146437900,399073134,18394784000,378895528,4751654000,201196628,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,71718085300,980501218,44239236300,780907850,36009486400,807970559,8229749900,356947196,27478849000,541550556,19961776900,510251871,7517072100,232984686,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,262764458000,1991362962,163919398500,1591955422,140390502800,1529770264,23528895600,709524072,98845059600,988063674,76918686000,1015705045,21926373600,435432938,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,22901479200,610039491,13284425300,491924864,11228848000,475892325,2055577400,144490479,9617053900,340070390,7245710400,322501838,2371343500,136951784,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
