GEO_ID,B16005D_001E,B16005D_001M,B16005D_002E,B16005D_002M,B16005D_003E,B16005D_003M,B16005D_004E,B16005D_004M,B16005D_005E,B16005D_005M,B16005D_006E,B16005D_006M,B16005D_007E,B16005D_007M,B16005D_008E,B16005D_008M,B16005D_009E,B16005D_009M,B16005D_010E,B16005D_010M,B16005D_011E,B16005D_011M,NAME,B16005D_001EA,B16005D_001MA,B16005D_002EA,B16005D_002MA,B16005D_003EA,B16005D_003MA,B16005D_004MA,B16005D_004EA,B16005D_005MA,B16005D_005EA,B16005D_006EA,B16005D_006MA,B16005D_007MA,B16005D_007EA,B16005D_008EA,B16005D_008MA,B16005D_009MA,B16005D_009EA,B16005D_010MA,B16005D_010EA,B16005D_011EA,B16005D_011MA,state
0400000US35,23994,2088,8023,1796,4674,1312,3349,921,2418,838,931,521,15971,1310,3512,1006,12459,1447,5690,1394,6769,1431,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1354456,9307,336441,9014,118783,6271,217658,7036,179601,6613,38057,3692,1018015,10280,118769,7041,899246,11743,343679,9457,555567,10308,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,196779,3985,53749,4182,24221,2950,29528,3069,25069,3023,4459,1112,143030,5561,19573,2587,123457,5411,63879,4378,59578,4711,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7372,1078,1921,580,641,337,1280,556,717,451,563,444,5451,947,1371,559,4080,1053,1962,552,2118,977,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,183456,3569,42125,3505,19625,2348,22500,3120,20378,2942,2122,731,141331,3475,18917,2707,122414,4111,67802,4117,54612,3929,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,60982,2754,13616,1714,5718,1262,7898,1472,6923,1532,975,501,47366,2636,5614,1223,41752,2644,20275,2265,21477,2797,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,133803,4361,41115,2825,24382,2537,16733,2324,13254,2015,3479,974,92688,4541,14312,2043,78376,4765,35023,3820,43353,4153,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,327613,5177,81368,4612,37479,3776,43889,3677,35225,3400,8664,1952,246245,5431,35546,3557,210699,5918,96643,4575,114056,5242,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,29288,1417,8571,1323,3427,985,5144,1389,3858,1173,1286,710,20717,1394,2228,827,18489,1834,6475,1311,12014,1668,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,51245,3077,12120,1957,7032,1698,5088,1417,4567,1336,521,422,39125,2566,6359,1792,32766,2739,15843,2099,16923,2693,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7760,1791,1468,676,909,616,559,423,559,423,0,223,6292,1733,1140,852,5152,1572,1831,766,3321,1189,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,86567,3064,23967,2398,13293,2237,10674,1641,8011,1568,2663,1066,62600,2857,9911,1750,52689,2820,23842,2672,28847,2653,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,902801,7646,232675,8499,91048,5930,141627,7012,117614,6617,24013,2761,670126,9593,58855,4779,611271,9358,317205,10421,294066,10700,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,49607,2350,16794,2046,9638,1571,7156,1702,5881,1497,1275,481,32813,2287,5524,1278,27289,2362,11804,1658,15485,2083,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7556,830,1417,541,707,305,710,391,505,381,205,237,6139,704,1633,484,4506,725,1470,480,3036,638,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,408258,6047,102019,4916,52472,4399,49547,3840,41980,3788,7567,1695,306239,6122,33661,3280,272578,6939,151958,6577,120620,6481,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,455384,6514,136937,5813,74304,5232,62633,4530,50305,4507,12328,2005,318447,6878,36758,3338,281689,7689,126592,7268,155097,7070,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10498,948,3017,867,1745,683,1272,703,851,619,421,361,7481,924,1949,843,5532,1014,2931,1011,2601,735,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,117641,3476,46201,2796,16860,2572,29341,2769,23950,2841,5391,1394,71440,3077,12259,1669,59181,3006,29714,3165,29467,2986,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3803,967,1110,625,949,602,161,219,58,84,103,192,2693,952,996,584,1697,767,1355,708,342,275,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12370,2836,8540,2481,0,285,8540,2481,938,590,7602,2164,3830,907,193,212,3637,870,596,386,3041,869,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
