GEO_ID,B16005D_001E,B16005D_001M,B16005D_002E,B16005D_002M,B16005D_003E,B16005D_003M,B16005D_004E,B16005D_004M,B16005D_005E,B16005D_005M,B16005D_006E,B16005D_006M,B16005D_007E,B16005D_007M,B16005D_008E,B16005D_008M,B16005D_009E,B16005D_009M,B16005D_010E,B16005D_010M,B16005D_011E,B16005D_011M,NAME,B16005D_001EA,B16005D_001MA,B16005D_002EA,B16005D_002MA,B16005D_003EA,B16005D_003MA,B16005D_004MA,B16005D_004EA,B16005D_005MA,B16005D_005EA,B16005D_006EA,B16005D_006MA,B16005D_007MA,B16005D_007EA,B16005D_008EA,B16005D_008MA,B16005D_009MA,B16005D_009EA,B16005D_010MA,B16005D_010EA,B16005D_011EA,B16005D_011MA,state
0400000US01,47975,2607,10887,1819,6931,1779,3956,1157,3143,977,813,489,37088,2218,5471,1653,31617,2014,15109,1780,16508,1845,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,36226,2839,12142,2147,5116,1652,7026,1701,5155,1407,1871,967,24084,2418,1652,686,22432,2405,8781,1528,13651,2392,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,164775,4232,49965,4301,29461,3785,20504,3205,15456,3053,5048,1538,114810,4329,20415,2707,94395,5359,48900,4633,45495,3910,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,32553,2142,11348,2153,6170,1717,5178,1310,4682,1250,496,500,21205,2083,2891,1301,18314,2498,7324,1528,10990,2035,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4637112,15068,1505857,24149,796556,19516,709301,14813,585514,13621,123787,7229,3131255,18442,267070,10211,2864185,19431,1267131,17604,1597054,20481,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,125855,3852,38482,3071,23102,2601,15380,2097,11414,1940,3966,1258,87373,3236,13174,2001,74199,3602,32660,3303,41539,3217,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,123734,2527,28481,2602,13286,2199,15195,1762,13624,1673,1571,622,95253,3251,13768,2229,81485,3808,43064,3146,38421,3139,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,25294,1250,4823,1135,2143,725,2680,917,2203,878,477,356,20471,1233,1903,765,18568,1321,11539,1284,7029,1476,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21102,896,8747,1282,5451,1221,3296,955,2944,934,352,335,12355,1273,4510,1151,7845,1074,5435,969,2410,894,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,427106,6753,110216,5605,60967,5010,49249,4572,42919,4288,6330,1370,316890,6402,60291,5228,256599,8066,132316,6511,124283,5950,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,296364,4777,75958,4787,30646,3509,45312,4141,37578,3920,7734,1866,220406,5467,23387,3156,197019,6046,93232,5385,103787,5304,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,513459,8748,329902,9250,278597,9958,51305,4623,35744,3542,15561,2676,183557,9539,20359,2997,163198,9359,59596,5064,103602,9052,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,17555,1828,8142,1652,6172,1458,1970,785,1824,758,146,198,9413,1689,1497,876,7916,1643,3948,1061,3968,1325,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,551917,5387,150026,6713,71009,5470,79017,5694,67945,5393,11072,1702,401891,6842,39237,3791,362654,6961,193158,7773,169496,6181,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,95890,2943,21116,2489,10972,1966,10144,1567,8580,1337,1564,973,74774,3203,10389,1971,64385,3369,31390,3165,32995,3179,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,47268,1972,10543,1353,4608,1020,5935,1002,4758,957,1177,519,36725,2148,7227,1607,29498,1780,13910,1574,15588,1588,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,65154,2235,20402,2549,8472,1726,11930,2179,8214,2046,3716,1254,44752,2382,5925,1522,38827,2618,19940,2367,18887,1798,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,44217,2805,9681,1620,5814,1478,3867,1082,2604,862,1263,639,34536,2490,5670,1268,28866,2354,14466,1878,14400,2429,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,67751,3009,19342,2431,7185,1419,12157,2036,9724,1944,2433,691,48409,2813,6540,1175,41869,2761,17325,2320,24544,2434,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13287,1186,2878,934,2318,754,560,342,437,315,123,146,10409,1218,2984,866,7425,1335,3768,967,3657,1035,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,299075,4224,68477,4584,30767,3046,37710,3913,31968,3874,5742,1355,230598,4828,28209,2949,202389,4876,110976,6085,91413,6082,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,328223,4376,90275,5155,37021,3815,53254,4351,45912,4135,7342,1456,237948,5894,26747,3435,211201,6620,97136,5129,114065,6735,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,223731,3968,52572,2957,23080,2410,29492,2316,25474,2182,4018,1064,171159,3773,21262,2710,149897,4478,80776,3974,69121,4231,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,190441,3546,61192,4247,16448,2882,44744,4407,33768,3679,10976,1969,129249,4916,20426,2751,108823,4618,51940,4222,56883,3644,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,24454,2898,7409,1699,3948,1258,3461,1110,3233,1055,228,252,17045,2463,2970,978,14075,2309,6520,1252,7555,1876,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,88326,3475,21095,2488,10822,1985,10273,1602,9114,1518,1159,580,67231,3383,8981,1694,58250,3243,28669,2318,29581,2705,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5206,889,1681,578,1208,475,473,322,272,271,201,199,3525,891,1217,598,2308,790,822,392,1486,811,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26470,2139,5872,1196,3012,823,2860,835,2288,675,572,433,20598,1874,5262,1668,15336,2034,7128,1859,8208,1546,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,187509,4375,56396,4719,36271,4074,20125,3272,17306,3161,2819,892,131113,4560,20162,3198,110951,4748,59629,4111,51322,4287,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25806,1497,5993,936,2349,786,3644,865,3016,780,628,470,19813,1463,3829,865,15984,1571,7806,1141,8178,1537,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,674566,5394,170010,6531,66840,5104,103170,5869,88164,5270,15006,2511,504556,6719,45070,4047,459486,7854,257335,7759,202151,7699,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
