GEO_ID,B18101_001E,B18101_001M,B18101_002E,B18101_002M,B18101_003E,B18101_003M,B18101_004E,B18101_004M,B18101_005E,B18101_005M,B18101_006E,B18101_006M,B18101_007E,B18101_007M,B18101_008E,B18101_008M,B18101_009E,B18101_009M,B18101_010E,B18101_010M,B18101_011E,B18101_011M,B18101_012E,B18101_012M,B18101_013E,B18101_013M,B18101_014E,B18101_014M,B18101_015E,B18101_015M,B18101_016E,B18101_016M,B18101_017E,B18101_017M,B18101_018E,B18101_018M,B18101_019E,B18101_019M,B18101_020E,B18101_020M,B18101_021E,B18101_021M,B18101_022E,B18101_022M,B18101_023E,B18101_023M,B18101_024E,B18101_024M,B18101_025E,B18101_025M,B18101_026E,B18101_026M,B18101_027E,B18101_027M,B18101_028E,B18101_028M,B18101_029E,B18101_029M,B18101_030E,B18101_030M,B18101_031E,B18101_031M,B18101_032E,B18101_032M,B18101_033E,B18101_033M,B18101_034E,B18101_034M,B18101_035E,B18101_035M,B18101_036E,B18101_036M,B18101_037E,B18101_037M,B18101_038E,B18101_038M,B18101_039E,B18101_039M,NAME,B18101_001MA,B18101_001EA,B18101_002MA,B18101_002EA,B18101_003EA,B18101_003MA,B18101_004EA,B18101_004MA,B18101_005MA,B18101_005EA,B18101_006MA,B18101_006EA,B18101_007MA,B18101_007EA,B18101_008MA,B18101_008EA,B18101_009EA,B18101_009MA,B18101_010EA,B18101_010MA,B18101_011MA,B18101_011EA,B18101_012EA,B18101_012MA,B18101_013EA,B18101_013MA,B18101_014MA,B18101_014EA,B18101_015EA,B18101_015MA,B18101_016MA,B18101_016EA,B18101_017EA,B18101_017MA,B18101_018EA,B18101_018MA,B18101_019EA,B18101_019MA,B18101_020EA,B18101_020MA,B18101_021EA,B18101_021MA,B18101_022EA,B18101_022MA,B18101_023MA,B18101_023EA,B18101_024EA,B18101_024MA,B18101_025EA,B18101_025MA,B18101_026MA,B18101_026EA,B18101_027EA,B18101_027MA,B18101_028MA,B18101_028EA,B18101_029EA,B18101_029MA,B18101_030MA,B18101_030EA,B18101_031MA,B18101_031EA,B18101_032EA,B18101_032MA,B18101_033MA,B18101_033EA,B18101_034EA,B18101_034MA,B18101_035MA,B18101_035EA,B18101_036MA,B18101_036EA,B18101_037EA,B18101_037MA,B18101_038MA,B18101_038EA,B18101_039MA,B18101_039EA,state
0400000US01,4702769,1669,2264282,5426,158291,2837,2233,982,156058,2908,422118,3924,33299,3448,388819,4877,513003,4467,39881,3692,473122,5159,898693,4502,168217,6073,730476,7116,167773,1670,55137,3045,112636,3272,104404,1650,59779,2305,44625,2278,2438487,5571,149778,2783,411,290,149367,2824,403451,3461,20701,2646,382750,4422,547962,3635,32008,3442,515954,4869,971878,3720,182686,6936,789192,7898,198107,1475,65878,2992,132229,3260,167311,1992,100179,3076,67132,3294,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,689249,1872,351120,2257,27406,1004,290,279,27116,1064,70661,1884,3771,923,66890,2028,79895,1945,4680,1142,75215,1994,148156,1728,18979,2085,129177,2638,17286,721,5446,858,11840,972,7716,531,4209,670,3507,617,338129,1869,26176,1031,394,379,25782,1057,63741,1363,1878,692,61863,1311,81524,1301,5077,1227,76447,1646,139860,1332,19753,2150,120107,2096,16632,733,5265,993,11367,1057,10196,716,5415,793,4781,634,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6310174,2001,3105385,4053,234504,1890,1311,769,233193,2066,600845,2333,33505,3213,567340,3759,721817,3650,37847,3320,683970,4970,1147687,3224,142274,5949,1005413,6550,236711,1478,53972,3184,182739,3028,163821,1344,73064,3305,90757,3410,3204789,3753,220917,1516,1757,801,219160,1537,573665,1928,18784,2512,554881,3156,720781,2636,30048,3162,690733,4228,1214398,2779,153511,5420,1060887,6351,262884,1449,55602,3596,207282,3610,212144,1791,104265,3638,107879,3572,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2867611,1672,1395533,6537,101001,2664,1092,461,99909,2695,259066,3392,21952,2446,237114,3725,317187,4945,24976,3041,292211,5561,538593,4147,101859,4514,436734,5522,110609,1659,37537,2483,73072,2415,69077,1312,38071,1701,31006,1841,1472078,6426,93310,2691,664,459,92646,2753,255997,3199,15538,2141,240459,3677,323868,3746,21535,2787,302333,4665,573785,4220,107128,4920,466657,4891,122305,1789,37136,2882,85169,2977,102813,1833,60238,2297,42575,2759,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36815569,4634,18152479,9393,1293050,2503,11721,2247,1281329,3024,3456150,4311,168596,7200,3287554,8105,4554174,7702,211490,7908,4342684,9648,7023794,8140,700896,13280,6322898,15484,1048445,2855,249241,7221,799204,7706,776866,2601,374947,7167,401919,7248,18663090,7973,1235696,2257,8519,1805,1227177,2817,3303795,3153,94418,5411,3209377,6560,4469334,4521,163668,7957,4305666,8627,7302605,5031,742258,12964,6560347,13882,1221552,2250,305674,8227,915878,7556,1130108,5102,608664,9650,521444,10062,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4956873,2211,2462240,6565,176774,1969,1318,731,175456,1998,453065,2579,24178,2797,428887,3345,594271,3988,29249,3328,565022,4963,998530,3695,109997,4785,888533,5723,146421,1406,34036,2325,112385,2630,93179,1394,45394,2334,47785,2227,2494633,6292,165503,1769,1290,612,164213,1743,430866,2337,13866,2196,417000,2995,582388,3593,26178,2640,556210,3909,1019341,2887,107385,4862,911956,5741,161686,1503,34754,2005,126932,2163,134849,1680,71035,2450,63814,2902,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3519913,989,1704117,2239,101888,805,289,259,101599,813,314257,1178,17586,2050,296671,2361,360831,2110,15950,2032,344881,2941,719819,2263,73068,4792,646751,5346,118138,1194,23135,2063,95003,2184,89184,946,40157,1979,49027,1871,1815796,2076,99797,1048,468,425,99329,1138,299068,1012,10389,1755,288679,1963,369301,1721,15556,2363,353745,2809,770127,1659,74766,3807,695361,4133,137034,1007,30430,2623,106604,2649,140469,1476,65763,3161,74706,3159,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,885232,820,426205,1636,28725,641,243,227,28482,713,76758,1024,4902,1249,71856,1601,96343,1536,7975,1698,88368,1993,168907,1223,21565,2473,147342,2473,33638,645,7010,978,26628,1026,21834,430,9268,883,12566,1000,459027,1568,27370,596,559,502,26811,747,73193,756,3370,1102,69823,1276,101165,768,4412,1098,96753,1352,187354,1031,26176,2129,161178,2389,38261,534,8124,1092,30137,1100,31684,603,14840,1197,16844,1226,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594282,401,278370,1152,16786,346,0,292,16786,346,34433,718,3560,1137,30873,1321,95396,613,5485,1541,89911,1709,105019,869,13388,1662,91631,1862,16043,328,3936,823,12107,860,10693,299,3174,628,7519,674,315912,1126,16075,274,406,362,15669,454,33696,559,2150,875,31546,937,113623,207,4135,1219,109488,1230,112137,726,14227,1856,97910,2061,20849,634,4825,904,16024,1068,19532,939,10901,1170,8631,1016,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18534081,4456,8979510,7602,542752,3256,4019,1231,538733,3365,1497673,4861,95299,5947,1402374,7222,1940072,6870,114249,6483,1825823,9744,3563114,6129,446339,11307,3116775,13055,803499,3244,187028,5607,616471,6127,632400,2822,282114,5554,350286,5755,9554571,6409,525234,3134,3907,1061,521327,3484,1424588,4904,52560,3600,1372028,6558,1973031,5701,89320,5951,1883711,6369,3859062,5297,464727,11460,3394335,12122,920438,2950,203291,6307,717147,7022,852218,3159,423737,8199,428481,8112,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
