GEO_ID,C25093_001E,C25093_001M,C25093_002E,C25093_002M,C25093_003E,C25093_003M,C25093_004E,C25093_004M,C25093_005E,C25093_005M,C25093_006E,C25093_006M,C25093_007E,C25093_007M,C25093_008E,C25093_008M,C25093_009E,C25093_009M,C25093_010E,C25093_010M,C25093_011E,C25093_011M,C25093_012E,C25093_012M,C25093_013E,C25093_013M,C25093_014E,C25093_014M,C25093_015E,C25093_015M,C25093_016E,C25093_016M,C25093_017E,C25093_017M,NAME,C25093_001EA,C25093_001MA,C25093_002EA,C25093_002MA,C25093_003MA,C25093_003EA,C25093_004EA,C25093_004MA,C25093_005MA,C25093_005EA,C25093_006EA,C25093_006MA,C25093_007EA,C25093_007MA,C25093_008MA,C25093_008EA,C25093_009MA,C25093_009EA,C25093_010MA,C25093_010EA,C25093_011MA,C25093_011EA,C25093_012EA,C25093_012MA,C25093_013MA,C25093_013EA,C25093_014MA,C25093_014EA,C25093_015MA,C25093_015EA,C25093_016MA,C25093_016EA,C25093_017MA,C25093_017EA,state
0400000US01,1272846,12811,16743,2225,9638,1776,6455,1252,650,383,129041,5078,92065,4688,35330,3080,1646,795,772708,9750,570791,9535,193505,5964,8412,1419,354354,5986,261247,5885,90041,4048,3066,754,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162785,3878,2019,726,816,397,1203,589,0,246,18266,1871,12809,1709,5457,964,0,246,116604,2854,87515,2943,28749,2482,340,238,25896,1328,18446,1440,7450,1242,0,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1522938,13309,17577,2218,7923,1401,8989,1785,665,300,158032,5292,96492,4815,59918,3572,1622,695,903485,12376,591479,11842,299499,7673,12507,2063,443844,5979,318672,6245,122551,4659,2621,622,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751568,9191,9932,1706,6176,1266,3411,1102,345,286,79827,3754,62528,3652,16474,1937,825,466,445017,6568,352607,6628,89320,4460,3090,843,216792,4334,170903,4423,43919,3154,1970,641,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6903175,27402,46455,3216,20301,2404,24537,2393,1617,622,553120,10756,264899,6979,284166,8422,4055,966,4491298,24068,2470595,23440,1983852,21584,36851,3113,1812302,15011,1194051,11816,607137,10497,11114,1268,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1292792,11248,15757,2375,7806,1541,7638,1785,313,266,150446,5443,100326,3991,49487,4060,633,464,849414,9444,574198,7957,268825,6783,6391,1186,277175,4290,199151,4356,76033,3413,1991,650,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,923617,8286,3964,945,2351,831,1613,541,0,281,73409,3576,42648,3003,30761,2389,0,281,609630,6559,395239,6472,210823,5476,3568,964,236614,4079,139276,3763,95742,4395,1596,631,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239884,4113,1690,741,938,593,706,406,46,83,21872,1894,13823,1386,8039,1338,10,17,150727,3746,103458,3828,46667,3094,602,318,65595,2259,46674,2116,18472,1722,449,247,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,107193,3924,138,145,0,292,138,145,0,292,13775,1811,8875,1378,4900,1172,0,292,64436,3332,44075,3032,19494,1913,867,463,28844,1684,20179,1539,8509,1325,156,152,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4794130,25332,37273,3832,18579,2973,17838,2085,856,438,336695,10101,188049,7668,144918,6274,3728,1219,2790937,22019,1640095,19883,1110371,16442,40471,3569,1629225,14245,1070726,11482,541687,11076,16812,1886,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2304165,17073,28234,2816,14915,2229,12667,1915,652,502,241132,7129,155556,6645,84253,4680,1323,544,1521489,13650,1025241,13269,478241,9917,18007,2427,513310,6393,363082,6760,147149,5719,3079,895,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,258533,5422,1311,639,308,187,1003,607,0,275,15615,1954,7005,1226,8459,1436,151,146,160290,5063,91346,4195,66906,4380,2038,667,81317,2812,59618,2591,21322,1880,377,317,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
