GEO_ID,C19131_001E,C19131_001M,C19131_002E,C19131_002M,C19131_003E,C19131_003M,C19131_004E,C19131_004M,C19131_005E,C19131_005M,C19131_006E,C19131_006M,C19131_007E,C19131_007M,C19131_008E,C19131_008M,C19131_009E,C19131_009M,C19131_010E,C19131_010M,C19131_011E,C19131_011M,C19131_012E,C19131_012M,C19131_013E,C19131_013M,C19131_014E,C19131_014M,C19131_015E,C19131_015M,C19131_016E,C19131_016M,C19131_017E,C19131_017M,C19131_018E,C19131_018M,C19131_019E,C19131_019M,C19131_020E,C19131_020M,C19131_021E,C19131_021M,C19131_022E,C19131_022M,C19131_023E,C19131_023M,C19131_024E,C19131_024M,C19131_025E,C19131_025M,C19131_026E,C19131_026M,C19131_027E,C19131_027M,C19131_028E,C19131_028M,C19131_029E,C19131_029M,C19131_030E,C19131_030M,C19131_031E,C19131_031M,C19131_032E,C19131_032M,C19131_033E,C19131_033M,C19131_034E,C19131_034M,C19131_035E,C19131_035M,C19131_036E,C19131_036M,C19131_037E,C19131_037M,C19131_038E,C19131_038M,C19131_039E,C19131_039M,C19131_040E,C19131_040M,C19131_041E,C19131_041M,C19131_042E,C19131_042M,C19131_043E,C19131_043M,C19131_044E,C19131_044M,C19131_045E,C19131_045M,C19131_046E,C19131_046M,C19131_047E,C19131_047M,C19131_048E,C19131_048M,C19131_049E,C19131_049M,C19131_050E,C19131_050M,C19131_051E,C19131_051M,C19131_052E,C19131_052M,C19131_053E,C19131_053M,C19131_054E,C19131_054M,C19131_055E,C19131_055M,C19131_056E,C19131_056M,C19131_057E,C19131_057M,C19131_058E,C19131_058M,C19131_059E,C19131_059M,C19131_060E,C19131_060M,C19131_061E,C19131_061M,C19131_062E,C19131_062M,C19131_063E,C19131_063M,C19131_064E,C19131_064M,C19131_065E,C19131_065M,C19131_066E,C19131_066M,C19131_067E,C19131_067M,C19131_068E,C19131_068M,C19131_069E,C19131_069M,C19131_070E,C19131_070M,C19131_071E,C19131_071M,NAME,C19131_001EA,C19131_001MA,C19131_002MA,C19131_002EA,C19131_003EA,C19131_003MA,C19131_004EA,C19131_004MA,C19131_005EA,C19131_005MA,C19131_006EA,C19131_006MA,C19131_007EA,C19131_007MA,C19131_008EA,C19131_008MA,C19131_009EA,C19131_009MA,C19131_010EA,C19131_010MA,C19131_011MA,C19131_011EA,C19131_012EA,C19131_012MA,C19131_013MA,C19131_013EA,C19131_014EA,C19131_014MA,C19131_015MA,C19131_015EA,C19131_016EA,C19131_016MA,C19131_017EA,C19131_017MA,C19131_018MA,C19131_018EA,C19131_019EA,C19131_019MA,C19131_020MA,C19131_020EA,C19131_021MA,C19131_021EA,C19131_022EA,C19131_022MA,C19131_023MA,C19131_023EA,C19131_024EA,C19131_024MA,C19131_025EA,C19131_025MA,C19131_026MA,C19131_026EA,C19131_027EA,C19131_027MA,C19131_028MA,C19131_028EA,C19131_029EA,C19131_029MA,C19131_030MA,C19131_030EA,C19131_031EA,C19131_031MA,C19131_032EA,C19131_032MA,C19131_033MA,C19131_033EA,C19131_034MA,C19131_034EA,C19131_035MA,C19131_035EA,C19131_036EA,C19131_036MA,C19131_037MA,C19131_037EA,C19131_038EA,C19131_038MA,C19131_039MA,C19131_039EA,C19131_040MA,C19131_040EA,C19131_041EA,C19131_041MA,C19131_042MA,C19131_042EA,C19131_043EA,C19131_043MA,C19131_044EA,C19131_044MA,C19131_045MA,C19131_045EA,C19131_046EA,C19131_046MA,C19131_047MA,C19131_047EA,C19131_048EA,C19131_048MA,C19131_049EA,C19131_049MA,C19131_050MA,C19131_050EA,C19131_051EA,C19131_051MA,C19131_052EA,C19131_052MA,C19131_053EA,C19131_053MA,C19131_054EA,C19131_054MA,C19131_055MA,C19131_055EA,C19131_056MA,C19131_056EA,C19131_057EA,C19131_057MA,C19131_058MA,C19131_058EA,C19131_059EA,C19131_059MA,C19131_060MA,C19131_060EA,C19131_061MA,C19131_061EA,C19131_062EA,C19131_062MA,C19131_063MA,C19131_063EA,C19131_064EA,C19131_064MA,C19131_065EA,C19131_065MA,C19131_066MA,C19131_066EA,C19131_067EA,C19131_067MA,C19131_068MA,C19131_068EA,C19131_069EA,C19131_069MA,C19131_070MA,C19131_070EA,C19131_071EA,C19131_071MA,state
0400000US01,1227884,13886,868946,13303,320947,7635,7043,1637,7320,1456,19157,2830,25234,2571,42876,3558,72541,4999,59774,3486,54961,2901,19664,2090,12377,1430,547999,9173,12301,1613,12462,1567,48167,3310,57801,3550,91422,4659,120196,5091,75799,4603,81409,3755,26876,2033,21566,2276,358938,9106,79308,5147,36351,3176,5325,1712,2374,660,6857,1709,5788,1251,6469,1320,5677,1309,2068,841,897,396,350,352,546,336,42957,4022,3486,1044,2167,638,6983,1563,6856,1665,8944,1698,7736,1529,3158,985,2341,916,719,502,567,409,279630,7106,154094,6179,45507,3831,19404,2525,33180,3225,20506,2595,18171,2094,12441,1930,3082,1084,1580,572,146,159,77,130,125536,4797,14041,2086,10214,1311,23873,2503,21183,2163,22942,2240,20155,2063,7575,1506,3726,1083,1294,732,533,323,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,127969,4713,61175,3742,404,435,574,365,1421,551,3114,1226,4967,942,11983,1851,11832,1889,16480,2003,6182,1335,4218,925,66794,3270,679,353,501,271,2671,642,3988,781,6617,1110,12286,1554,10136,1428,16094,1666,7442,1556,6380,1121,42890,2951,14211,1995,8547,1517,677,386,570,346,874,502,569,366,1406,626,2624,807,760,509,898,434,96,116,73,116,5664,1148,113,172,185,205,370,212,470,296,566,315,1355,564,1071,493,1383,621,26,45,125,125,28679,2389,19203,2084,2778,864,1922,507,4349,1163,2729,650,2594,802,2482,739,779,409,785,344,153,165,632,404,9476,1341,459,287,405,233,1078,500,1732,483,2040,731,1609,522,1129,556,860,381,91,114,73,114,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,1134229,11959,441343,9068,12677,2088,12512,2240,30589,2963,40292,3426,59198,4373,94279,5982,70459,4422,74288,4880,23697,2524,23352,2141,692886,9457,16330,1822,13928,2156,48396,3743,65017,3798,103251,4631,154119,5919,104296,5439,115104,4670,37386,3000,35059,2577,414199,10751,123772,6438,65408,4527,6802,1530,5601,1625,9534,1826,9147,1596,11791,1775,12795,1831,5810,1569,2536,1019,906,478,486,282,58364,4528,3978,1154,3193,1008,6951,1503,9043,1842,11229,2379,10988,1689,6279,1406,5371,1674,1013,492,319,231,290427,9668,173873,7791,37324,4018,18760,2191,30799,3381,29061,3330,26083,2628,20898,2735,6004,1274,3751,1079,563,315,630,462,116554,4660,10344,1892,8042,1554,18117,2019,16467,1845,18360,2045,25297,2443,9498,1729,8200,1364,1548,641,681,465,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,554946,8664,202668,5426,3924,1013,4085,1103,15799,2008,21099,2228,33546,3037,47283,3059,33184,2194,27966,2492,8961,1465,6821,1226,352278,6067,7443,1446,8978,1201,34213,2460,45342,3335,59853,3329,82974,4546,49020,3172,42937,2462,11795,1774,9723,1694,206415,6997,51620,3660,24997,2494,4002,1190,1855,671,5397,1279,4253,1038,5641,1263,2499,748,614,404,583,460,63,91,90,151,26623,2695,2637,878,1377,637,3190,821,5158,1240,4970,1148,4226,921,3014,957,1886,612,63,108,102,133,154795,5586,91101,4647,25143,2791,11820,1963,23108,3018,13825,1937,7891,1216,6625,1314,1047,523,1075,526,218,321,349,231,63694,3913,5284,1192,5628,1044,12755,1778,10667,1456,12247,1520,8893,1375,3883,942,3058,949,1054,561,225,148,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,6082566,27431,2858983,22379,58950,4055,61451,3916,188522,6716,225056,7672,343535,10710,488535,10579,408963,11551,549192,11784,260817,7334,273962,6660,3223583,19257,61293,4292,57564,3181,211380,6809,213659,6474,364025,9660,577486,12131,486242,9940,642700,14010,302512,7415,306722,8070,2425290,23938,736626,13582,337300,9217,33762,3332,25420,3122,58636,4314,42205,3311,51410,3436,60917,4086,27225,2520,25569,3190,7494,1581,4662,961,399326,11128,15044,2253,15340,2360,42235,3090,42298,3547,64476,3811,88832,5741,54989,4121,51430,3527,15901,2339,8781,1637,1688664,20560,907160,17380,182705,7217,86388,5059,159079,7516,121392,6675,140402,6750,122617,5466,49277,4347,29800,2604,7678,1435,7822,1602,781504,13896,45872,3599,39904,3105,91752,5281,98126,5345,130412,6270,160655,6044,97239,5542,83995,4208,21437,2625,12112,1811,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,959624,11391,411308,8872,5379,1270,6063,1313,17946,2364,24289,2798,49189,3722,78801,3679,73412,3644,91273,4252,33828,2820,31128,2474,548316,8607,10075,1602,7370,1222,28053,2372,40440,3046,65031,3048,110738,4807,92380,4714,111093,4561,43007,3258,40129,2364,299261,7662,90518,5464,49172,3838,4658,1257,3125,1199,6102,1373,6372,1381,9217,1557,10582,1739,4028,1042,2861,914,880,580,1347,620,41346,3391,1596,697,1684,793,4683,1197,4967,1468,6277,1166,9820,1707,4707,1200,4376,1025,2743,1057,493,277,208743,6588,126774,4852,28061,2949,11241,1755,24103,2646,17967,2401,19894,2429,14251,1982,5897,1265,3329,963,1316,716,715,391,81969,4362,4485,1074,4702,1002,12654,1718,10463,1381,15649,2099,16932,2011,9092,1216,6182,1316,914,412,896,542,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,656629,8304,280390,5890,1589,535,2428,681,7709,1432,9520,1921,20904,2400,42417,3350,47984,3710,69761,4091,32147,2558,45931,2372,376239,6846,4988,1190,3778,1068,12450,1747,21646,1823,37984,3353,63486,3085,65043,3298,84824,3618,39635,2343,42405,2972,234141,7197,58325,4281,25390,2417,1662,702,1323,709,3395,1062,3730,1233,3472,783,5391,1345,2559,807,2242,848,558,402,1058,454,32935,3232,600,442,1381,669,1577,702,2709,896,5365,1291,7467,1426,4813,1188,6224,1203,1264,629,1535,578,175816,7052,102183,5947,17053,2559,9409,2002,16264,2171,11551,1889,17291,2755,15271,2169,8029,1452,5534,1169,1396,764,385,270,73633,4340,4488,1135,2204,727,9698,1678,8426,1292,12378,1923,17204,2051,8576,1448,7790,1408,2052,656,817,338,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,161575,5137,62148,3463,660,429,554,419,2218,816,3603,937,5482,1223,12353,1597,12958,1700,14999,1768,5518,1112,3803,788,99427,3822,755,374,915,498,5045,1116,6560,1086,13532,1365,21265,2193,17023,1633,20264,2140,7833,1094,6235,952,59658,3401,14124,1989,7457,1567,435,308,604,423,1243,708,719,501,1354,584,1467,632,668,410,745,396,114,137,108,155,6667,1263,205,203,19,34,596,340,755,365,1649,596,1517,470,828,436,810,516,224,182,64,108,45534,3090,26855,2528,4058,935,2524,728,4661,1304,4272,1239,4993,1301,3850,996,1748,647,692,349,0,265,57,93,18679,1908,743,375,811,462,2808,814,2635,667,3800,965,3930,1121,2046,625,1577,668,95,111,234,199,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,57275,2762,20732,1762,89,101,230,229,1016,555,1333,648,794,438,1512,681,1382,553,3867,1004,3415,855,7094,1095,36543,2572,878,488,40,66,1007,513,1193,498,2386,748,5282,1164,4238,861,7674,1222,4903,1143,8942,1023,44244,2925,8740,1359,3582,862,343,298,0,292,471,338,755,465,448,338,335,297,497,324,395,357,179,176,159,187,5158,1103,437,383,177,196,779,435,328,272,808,521,638,290,819,457,226,300,617,412,329,296,35504,2451,17749,1770,4223,1075,2552,837,2440,777,2358,788,2415,817,2113,659,457,337,824,396,249,186,118,139,17755,1799,1965,734,1154,516,1684,693,1702,633,2091,719,3907,864,2665,752,1603,575,448,315,536,369,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,3307884,24015,1141058,16403,27376,2898,25694,2709,76644,5133,92997,5405,151058,7517,243921,8438,194721,7494,197846,8244,64943,4189,65858,3765,2166826,17861,54282,3615,51305,4295,162367,6801,227881,6882,348815,8962,479986,11462,311534,7886,311618,8171,105984,5535,113054,6018,1249046,18326,313305,10773,140444,7156,16661,2473,10939,1792,25294,2539,20637,2672,25559,3055,23032,2652,8707,1647,6187,1380,1706,802,1722,565,172861,7341,13166,1900,9399,1797,20464,2488,23037,3025,33353,3170,37678,3760,17890,2377,11947,1979,3918,1267,2009,804,935741,13120,508724,11409,108544,6046,47849,3807,105585,6095,84022,5344,79476,5443,51622,4323,19415,2434,9056,1581,1568,668,1587,679,427017,10396,33330,3015,30351,2720,69705,3639,65908,4289,79847,3974,84349,5172,34692,2863,21911,2443,4395,906,2529,727,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
