GEO_ID,C01001H_001E,C01001H_001M,C01001H_002E,C01001H_002M,C01001H_003E,C01001H_003M,C01001H_004E,C01001H_004M,C01001H_005E,C01001H_005M,C01001H_006E,C01001H_006M,C01001H_007E,C01001H_007M,C01001H_008E,C01001H_008M,C01001H_009E,C01001H_009M,NAME,C01001H_001EA,C01001H_001MA,C01001H_002EA,C01001H_002MA,C01001H_003MA,C01001H_003EA,C01001H_004EA,C01001H_004MA,C01001H_005MA,C01001H_005EA,C01001H_006EA,C01001H_006MA,C01001H_007EA,C01001H_007MA,C01001H_008EA,C01001H_008MA,C01001H_009MA,C01001H_009EA,state
0400000US01,3206485,934,1568976,1857,346165,1820,994148,777,228663,426,1637509,1919,326874,1904,1010292,489,300343,335,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,457264,758,242122,799,51043,533,170717,521,20362,178,215142,623,47688,527,147141,391,20313,207,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3703810,1751,1831542,1668,348153,1118,1145770,1427,337619,214,1872268,1666,329613,1297,1147377,806,395278,236,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2176442,1589,1068942,2070,238837,1743,666100,1006,164005,88,1107500,1850,225478,1716,673323,713,208699,126,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14948814,7382,7442134,4522,1301942,2680,4972574,3105,1167618,760,7506680,4343,1234376,2215,4797147,2726,1475157,1009,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3528477,2598,1759403,2282,365495,1565,1186538,1517,207370,401,1769074,2115,345679,1398,1164443,1490,258952,378,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2540999,4032,1234125,2316,254201,1321,792209,1423,187715,186,1306874,1958,241733,801,808833,1427,256308,503,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,587891,342,284869,240,55937,144,181629,108,47303,92,303022,216,53259,78,189761,156,60002,122,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,210100,447,103915,324,8972,174,84772,262,10171,65,106185,262,8523,200,86575,173,11087,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10884119,9928,5335768,4926,934352,2249,3256690,3206,1144726,1094,5548351,5991,885783,2859,3284935,3784,1377633,923,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5419594,2591,2663985,3032,599780,2889,1726743,1074,337462,326,2755609,3092,569973,2813,1748164,1062,437472,353,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,308895,865,167597,1132,20761,1117,122812,143,24024,92,141298,1070,18709,929,98668,506,23921,154,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1320295,460,658663,820,170327,824,402789,239,85547,94,661632,865,159816,826,402047,213,99769,128,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8170079,2292,4002372,1822,847756,1403,2609562,776,545054,238,4167707,1691,805697,1362,2618639,968,743371,256,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5289807,2444,2598657,2477,611077,2065,1657993,1193,329587,119,2691150,1986,577055,1648,1672045,913,442050,146,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2700807,2733,1329345,1582,302647,1113,838373,856,188325,139,1371462,2111,287250,1532,831235,805,252977,165,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2233460,994,1099401,1634,255457,1599,694803,353,149141,280,1134059,1784,242494,1565,695039,620,196526,301,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3757065,1737,1840438,2587,426372,2181,1180762,871,233304,432,1916627,2125,403643,2133,1204199,699,308785,139,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2739912,1744,1348731,1761,300629,1499,869500,778,178602,201,1391181,1695,286412,1484,871764,658,233005,177,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1254079,226,613065,187,127115,4,395018,165,90932,58,641014,137,119618,2,404861,131,116535,44,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3160484,2235,1544628,1435,322262,1129,1004157,772,218209,409,1615856,1551,305197,1146,1023324,840,287335,203,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5003678,5173,2416316,3130,490638,1631,1586724,2392,338954,485,2587362,2738,467342,1194,1647488,2033,472532,482,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7555312,2916,3721588,2209,821847,1520,2386186,1210,513555,336,3833724,1576,778175,1145,2388171,815,667378,355,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4411174,1354,2181191,767,482696,539,1413502,561,284993,139,2229983,812,459516,473,1402872,657,367595,177,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1723932,2278,846230,2380,191491,2197,533740,973,120999,373,877702,2669,181916,2306,533510,993,162276,447,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4854489,2010,2383221,1709,544770,1200,1509920,1043,328531,159,2471268,1651,516028,1276,1526674,1167,428566,265,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,870158,414,437125,776,92397,729,279456,361,65272,47,433033,715,86935,707,271201,135,74897,54,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1504726,1516,742179,1195,171566,984,469612,731,101001,115,762547,1194,162123,931,466101,1436,134323,1319,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1461491,1179,743764,1211,133848,1079,489897,577,120019,262,717727,1121,128031,948,460520,703,129176,5,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1213600,1670,597706,1081,128714,686,391714,563,77278,25,615894,934,122145,583,396768,550,96981,52,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5210611,4788,2531477,2730,544505,1470,1604510,1767,382462,357,2679134,2532,516152,1181,1630777,1740,532205,598,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,835467,1371,412171,1499,70061,1149,265854,1054,76256,517,423296,1920,65478,1424,267607,991,90211,294,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11289178,4490,5501487,2824,1129424,1169,3562711,2481,809352,679,5787691,2821,1068526,1372,3613563,2005,1105602,715,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6229927,5076,3040125,4345,647905,2964,1959702,3179,432518,505,3189802,3392,609792,2777,2011524,1442,568486,263,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,599899,452,303604,580,63557,553,198658,138,41389,10,296295,535,58787,510,183952,158,53556,11,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9349702,3910,4573165,2767,1035728,2218,2921566,1053,615871,280,4776537,2290,984962,1598,2959187,1202,832388,238,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2580398,992,1265639,1754,264616,1738,810929,343,190094,111,1314759,1768,254689,1723,815716,473,244354,157,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3006730,3050,1476181,2028,293266,797,961633,1622,221282,272,1530549,1380,278306,757,977014,875,275229,200,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10090201,2402,4916897,1357,1014115,960,3156700,994,746082,217,5173304,1579,962609,972,3188660,1166,1022035,318,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
