GEO_ID,B24010A_001E,B24010A_001M,B24010A_002E,B24010A_002M,B24010A_003E,B24010A_003M,B24010A_004E,B24010A_004M,B24010A_005E,B24010A_005M,B24010A_006E,B24010A_006M,B24010A_007E,B24010A_007M,B24010A_008E,B24010A_008M,B24010A_009E,B24010A_009M,B24010A_010E,B24010A_010M,B24010A_011E,B24010A_011M,B24010A_012E,B24010A_012M,B24010A_013E,B24010A_013M,B24010A_014E,B24010A_014M,B24010A_015E,B24010A_015M,B24010A_016E,B24010A_016M,B24010A_017E,B24010A_017M,B24010A_018E,B24010A_018M,B24010A_019E,B24010A_019M,B24010A_020E,B24010A_020M,B24010A_021E,B24010A_021M,B24010A_022E,B24010A_022M,B24010A_023E,B24010A_023M,B24010A_024E,B24010A_024M,B24010A_025E,B24010A_025M,B24010A_026E,B24010A_026M,B24010A_027E,B24010A_027M,B24010A_028E,B24010A_028M,B24010A_029E,B24010A_029M,B24010A_030E,B24010A_030M,B24010A_031E,B24010A_031M,B24010A_032E,B24010A_032M,B24010A_033E,B24010A_033M,B24010A_034E,B24010A_034M,B24010A_035E,B24010A_035M,B24010A_036E,B24010A_036M,B24010A_037E,B24010A_037M,B24010A_038E,B24010A_038M,B24010A_039E,B24010A_039M,B24010A_040E,B24010A_040M,B24010A_041E,B24010A_041M,B24010A_042E,B24010A_042M,B24010A_043E,B24010A_043M,B24010A_044E,B24010A_044M,B24010A_045E,B24010A_045M,B24010A_046E,B24010A_046M,B24010A_047E,B24010A_047M,B24010A_048E,B24010A_048M,B24010A_049E,B24010A_049M,B24010A_050E,B24010A_050M,B24010A_051E,B24010A_051M,B24010A_052E,B24010A_052M,B24010A_053E,B24010A_053M,B24010A_054E,B24010A_054M,B24010A_055E,B24010A_055M,B24010A_056E,B24010A_056M,B24010A_057E,B24010A_057M,B24010A_058E,B24010A_058M,B24010A_059E,B24010A_059M,B24010A_060E,B24010A_060M,B24010A_061E,B24010A_061M,B24010A_062E,B24010A_062M,B24010A_063E,B24010A_063M,B24010A_064E,B24010A_064M,B24010A_065E,B24010A_065M,B24010A_066E,B24010A_066M,B24010A_067E,B24010A_067M,B24010A_068E,B24010A_068M,B24010A_069E,B24010A_069M,B24010A_070E,B24010A_070M,B24010A_071E,B24010A_071M,B24010A_072E,B24010A_072M,B24010A_073E,B24010A_073M,NAME,B24010A_001EA,B24010A_001MA,B24010A_002EA,B24010A_002MA,B24010A_003EA,B24010A_003MA,B24010A_004MA,B24010A_004EA,B24010A_005EA,B24010A_005MA,B24010A_006EA,B24010A_006MA,B24010A_007EA,B24010A_007MA,B24010A_008EA,B24010A_008MA,B24010A_009MA,B24010A_009EA,B24010A_010EA,B24010A_010MA,B24010A_011MA,B24010A_011EA,B24010A_012MA,B24010A_012EA,B24010A_013EA,B24010A_013MA,B24010A_014MA,B24010A_014EA,B24010A_015EA,B24010A_015MA,B24010A_016EA,B24010A_016MA,B24010A_017EA,B24010A_017MA,B24010A_018EA,B24010A_018MA,B24010A_019MA,B24010A_019EA,B24010A_020MA,B24010A_020EA,B24010A_021EA,B24010A_021MA,B24010A_022EA,B24010A_022MA,B24010A_023MA,B24010A_023EA,B24010A_024MA,B24010A_024EA,B24010A_025MA,B24010A_025EA,B24010A_026EA,B24010A_026MA,B24010A_027MA,B24010A_027EA,B24010A_028MA,B24010A_028EA,B24010A_029MA,B24010A_029EA,B24010A_030MA,B24010A_030EA,B24010A_031EA,B24010A_031MA,B24010A_032EA,B24010A_032MA,B24010A_033EA,B24010A_033MA,B24010A_034EA,B24010A_034MA,B24010A_035MA,B24010A_035EA,B24010A_036EA,B24010A_036MA,B24010A_037EA,B24010A_037MA,B24010A_038MA,B24010A_038EA,B24010A_039EA,B24010A_039MA,B24010A_040MA,B24010A_040EA,B24010A_041EA,B24010A_041MA,B24010A_042EA,B24010A_042MA,B24010A_043EA,B24010A_043MA,B24010A_044EA,B24010A_044MA,B24010A_045MA,B24010A_045EA,B24010A_046EA,B24010A_046MA,B24010A_047EA,B24010A_047MA,B24010A_048MA,B24010A_048EA,B24010A_049EA,B24010A_049MA,B24010A_050MA,B24010A_050EA,B24010A_051EA,B24010A_051MA,B24010A_052MA,B24010A_052EA,B24010A_053MA,B24010A_053EA,B24010A_054MA,B24010A_054EA,B24010A_055MA,B24010A_055EA,B24010A_056EA,B24010A_056MA,B24010A_057MA,B24010A_057EA,B24010A_058MA,B24010A_058EA,B24010A_059EA,B24010A_059MA,B24010A_060EA,B24010A_060MA,B24010A_061EA,B24010A_061MA,B24010A_062MA,B24010A_062EA,B24010A_063MA,B24010A_063EA,B24010A_064EA,B24010A_064MA,B24010A_065EA,B24010A_065MA,B24010A_066EA,B24010A_066MA,B24010A_067EA,B24010A_067MA,B24010A_068MA,B24010A_068EA,B24010A_069EA,B24010A_069MA,B24010A_070MA,B24010A_070EA,B24010A_071EA,B24010A_071MA,B24010A_072EA,B24010A_072MA,B24010A_073MA,B24010A_073EA,state
0400000US01,1447905,13409,792576,9161,246483,6862,116711,5766,87257,5041,29454,2842,57797,4093,22699,2653,29896,2839,5202,1001,49510,3999,11536,1525,7228,1262,20536,2336,10210,1653,22465,2443,17064,2535,5401,1343,92492,5269,1807,679,27354,2975,14343,2065,13011,2036,25347,2751,30669,3536,7315,1345,129448,5953,86025,4578,43423,3568,159534,6268,9704,2043,87488,5093,62342,4278,164619,7507,86038,5284,48988,3941,29593,2983,655329,9025,254401,7467,76305,4428,45447,3564,30858,2584,15149,2164,7854,1637,4758,1076,2537,792,92117,4751,10644,1500,7504,1518,63448,4177,10521,1696,70830,3749,46173,3280,24657,2613,112177,5954,19073,2367,4513,1252,3224,1086,1289,490,43877,3880,15425,2038,29289,2527,243630,7856,86068,4684,157562,6299,6238,1338,1607,586,2773,960,1858,694,38883,3652,25427,2732,7149,1414,6307,1714,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,247992,5187,136319,3430,44539,3096,19212,2267,13900,1816,5312,1257,11260,1766,3631,1007,4521,1249,3108,815,10055,1480,2541,753,1190,458,4857,993,1467,495,4012,1043,2922,860,1090,642,18505,2136,328,229,6402,1221,3042,818,3360,869,5452,1399,4092,1029,2231,780,19268,2458,10284,1585,8984,1832,32432,2953,1993,608,19815,2481,10624,1676,21575,2457,8577,1658,8917,1565,4081,962,111673,3459,51138,3021,17565,1757,10418,1468,7147,1241,2941,879,792,432,972,442,1177,500,19777,2293,2940,823,1940,748,12356,1875,2541,954,10855,1421,8183,1286,2672,815,18587,2074,3958,1014,1322,540,1086,525,236,175,6311,1294,1461,512,5535,1253,36985,2913,11684,1760,25301,2330,938,580,40,41,470,312,428,393,4025,1089,1392,633,2194,909,439,275,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2177654,18866,1161815,12267,395834,9930,183929,7356,134707,5913,49222,4548,94428,4676,43594,3238,42147,3139,8687,1796,84901,5016,13882,1899,11157,1887,37202,3336,22660,2569,32576,2780,23435,2286,9141,1868,191906,8934,7772,1771,47475,3727,24213,2679,23262,2524,59161,4649,60204,4775,17294,2252,231943,7976,142326,7461,89617,4805,185121,7910,7697,1650,103409,6143,74015,4626,157011,7570,61621,4670,61239,5032,34151,3554,1015839,11894,399846,9761,142257,5271,86498,4859,55759,3657,28748,2819,16124,2229,5438,1174,7186,1271,146146,6059,20311,2239,12143,1908,96597,5614,17095,2034,82695,4533,56271,3848,26424,2771,207301,8597,39436,3901,11751,2025,6461,1415,5290,1347,65438,4904,32415,4299,58261,4365,360822,9438,125001,5963,235821,8550,7249,1608,1804,778,2526,1194,2919,1007,40621,4459,21776,2988,10928,2061,7917,2000,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1006904,10417,532200,7473,146312,5487,75769,3899,60366,3817,15403,1698,22718,2086,9843,1631,9823,1615,3052,960,31338,3075,8465,1532,3050,781,14728,1802,5095,1122,16487,2169,11625,1627,4862,1452,69987,4927,2751,860,17786,2216,7952,1550,9834,1737,23771,3070,20931,2040,4748,1041,84893,5294,53489,4008,31404,3167,113055,5027,12811,1591,59449,3966,40795,3700,117953,6468,58531,4624,39120,3678,20302,2402,474704,6858,179491,5833,55083,3467,36503,2828,18580,2235,7655,1488,4373,1148,1514,618,1768,753,70943,3996,8506,1467,4286,1098,51953,3503,6198,1056,45810,3050,28849,2270,16961,1922,94524,5530,16299,2508,2285,764,1386,644,899,432,36805,3567,14985,1640,24150,2668,162150,6390,58965,3741,103185,5326,3972,1058,1305,469,1004,459,1663,745,34567,3500,26073,3377,3621,985,4873,1049,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10360967,50513,5639334,34683,2041083,22362,954382,16572,714749,14369,239633,7786,428381,11140,188165,7568,179753,6657,60463,3747,519423,10413,54607,4157,84617,5355,191770,6537,188429,6429,138897,6223,101329,5467,37568,2810,792264,17388,26128,2739,182607,7176,99710,5200,82897,5235,249559,10400,246361,10263,87609,4964,1037151,15845,653481,13136,383670,10442,965503,20484,142695,8553,511964,15689,310844,11115,803333,16876,347348,10609,273245,9774,182740,8100,4721633,28969,1931167,20544,721492,13616,453639,10289,267853,9561,141905,5682,57096,3399,29836,2502,54973,3834,767467,13045,97090,4140,72804,3264,462786,9657,134787,5355,300303,8941,216767,6777,83536,4999,927502,15893,150209,7154,40760,3363,21639,2281,19121,2473,266759,11304,160009,6113,309765,9122,1577010,20785,585630,12150,991380,16813,72386,5246,47280,4362,12989,2238,12117,2080,213568,8641,125511,5972,36631,3357,51426,4257,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2104152,16083,1113152,9816,441514,8116,216489,7222,159827,6109,56662,3819,114444,5593,54323,3679,46011,4029,14110,1982,84490,4128,12136,1745,13538,1594,34170,2705,24646,2480,26091,2359,21226,2148,4865,1081,140047,6193,4083,909,31730,2805,15498,2202,16232,2025,55009,4310,33351,2962,15874,2352,207834,8353,136767,6879,71067,4358,185206,6931,9386,1663,115354,5803,60466,3749,138551,5834,55043,3532,55410,3522,28098,2820,991000,10685,440436,9360,166869,5060,97795,3509,69074,4066,36638,2929,18460,1815,7717,1303,10461,1544,150187,5403,21651,2624,14964,1558,88296,4662,25276,2209,86742,4704,64001,3991,22741,2576,185832,7364,32072,3133,10735,2066,7181,1733,3554,961,61297,4781,28235,2943,53493,4283,318580,8692,111294,5341,207286,6777,9466,1617,2199,930,4669,1011,2598,774,36686,3023,21261,2557,9198,1463,6227,1268,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1404028,10830,727266,7608,291345,6799,142368,4682,100908,3961,41460,3101,60200,3453,25802,2324,26856,2351,7542,1640,66801,3941,6891,1124,12724,1638,29674,2768,17512,1741,21976,2005,16346,1783,5630,1152,100230,5630,3174,1033,23016,2566,13384,1807,9632,1812,27393,3321,33859,3112,12788,2164,130760,4676,86995,4200,43765,3169,108098,5096,1301,539,63801,4211,42996,2969,96833,5005,51332,3644,30620,2901,14881,1976,676762,6908,313080,7773,100421,4772,60382,3858,40039,3492,23422,2062,10906,1594,4712,1089,7804,1258,125914,4881,16010,2183,10443,1600,84011,3950,15450,1628,63323,3654,45398,3006,17925,2106,118806,5014,27881,2969,4489,876,2350,602,2139,785,37155,3348,13343,1780,35938,3117,216203,7129,76089,5140,140114,5526,4178,1051,727,375,1644,647,1807,706,24495,2402,17413,1765,4706,970,2376,751,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,303914,6033,154068,4006,53159,2898,28276,2508,20587,2324,7689,1507,11600,1426,4959,1106,4023,735,2618,700,10288,1672,1577,557,2017,790,4645,1090,2049,830,2995,805,2399,768,596,343,23187,2501,240,216,6674,1230,3502,976,3172,843,6826,1494,6810,1504,2637,758,27452,2969,15810,2206,11642,1954,30031,3049,267,215,18215,2419,11549,1667,20239,2322,8887,1651,6363,1249,4989,1346,149846,4205,64086,3599,21300,2198,11965,1563,9335,1510,4629,1247,1932,670,234,255,2463,884,24655,2414,2773,712,3406,1001,16804,1833,1672,615,13502,1824,9276,1384,4226,927,27174,2461,3643,1021,1571,556,1106,474,465,312,10549,1680,3023,796,8388,1538,50918,3202,18691,2364,32227,2724,1230,663,408,424,174,134,648,474,6438,1359,3676,956,1880,915,882,459,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,157262,3961,81470,2494,61547,2613,23887,2248,15388,1853,8499,1640,13399,1834,6559,1460,1994,752,4846,1011,23045,2332,1157,506,10702,1716,4391,1053,6795,1174,1216,529,1107,532,109,126,6370,1507,49,85,1190,577,253,242,937,525,2717,1099,1641,887,773,458,9193,1566,4870,1206,4323,996,2870,899,0,292,2383,909,487,435,1490,588,703,436,625,377,162,162,75792,2729,56173,2617,22854,2298,13462,1848,9392,1543,7455,1392,2922,845,351,277,4182,1039,23199,2248,2812,1091,7343,1349,7901,1290,5143,1055,2665,916,2487,910,178,174,7469,1924,320,254,260,232,158,151,102,172,2440,1158,3009,1388,1440,667,11643,1751,3654,948,7989,1584,52,89,52,89,0,292,0,292,455,333,139,219,274,260,42,70,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6229809,25363,3263217,18428,1069345,18490,551222,15675,411384,11614,139838,7480,190556,7156,91090,5657,80189,4802,19277,2373,236497,8198,33607,2827,44705,4185,87174,5169,71011,4706,91070,4923,66862,4180,24208,3055,542571,11121,15387,2255,124576,6065,73782,4304,50794,4078,179025,7014,167407,6531,56176,4548,672862,17008,427932,13727,244930,9660,563750,15521,34760,4379,313880,11352,215110,8133,414689,11006,146201,6506,181018,7622,87470,5760,2966592,21832,1124473,15436,405056,11769,248328,9037,156728,7766,60827,4284,29883,2503,14227,1866,16717,2271,414972,10132,49786,3402,50138,3136,261014,7996,54034,3743,243618,8128,159089,5926,84529,4914,609750,14299,102716,5793,33235,3547,16762,2688,16473,2132,216628,7845,115856,6654,141315,8475,1089103,16631,405957,11390,683146,13967,28692,3579,9148,2148,10082,1877,9462,1997,114574,6349,62045,5027,27762,2997,24767,3079,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
