GEO_ID,C17001H_001E,C17001H_001M,C17001H_002E,C17001H_002M,C17001H_003E,C17001H_003M,C17001H_004E,C17001H_004M,C17001H_005E,C17001H_005M,C17001H_006E,C17001H_006M,C17001H_007E,C17001H_007M,C17001H_008E,C17001H_008M,C17001H_009E,C17001H_009M,C17001H_010E,C17001H_010M,C17001H_011E,C17001H_011M,C17001H_012E,C17001H_012M,C17001H_013E,C17001H_013M,C17001H_014E,C17001H_014M,C17001H_015E,C17001H_015M,C17001H_016E,C17001H_016M,C17001H_017E,C17001H_017M,C17001H_018E,C17001H_018M,C17001H_019E,C17001H_019M,NAME,C17001H_001MA,C17001H_001EA,C17001H_002MA,C17001H_002EA,C17001H_003MA,C17001H_003EA,C17001H_004MA,C17001H_004EA,C17001H_005EA,C17001H_005MA,C17001H_006EA,C17001H_006MA,C17001H_007MA,C17001H_007EA,C17001H_008MA,C17001H_008EA,C17001H_009EA,C17001H_009MA,C17001H_010EA,C17001H_010MA,C17001H_011EA,C17001H_011MA,C17001H_012MA,C17001H_012EA,C17001H_013MA,C17001H_013EA,C17001H_014EA,C17001H_014MA,C17001H_015MA,C17001H_015EA,C17001H_016EA,C17001H_016MA,C17001H_017EA,C17001H_017MA,C17001H_018MA,C17001H_018EA,C17001H_019EA,C17001H_019MA,state
0400000US01,3143931,4295,412021,17173,183629,9139,60551,5110,111227,5888,11851,1609,228392,10480,54490,4996,145187,6916,28715,2520,2731910,17367,1356420,8999,281465,5416,862766,6026,212189,1979,1375490,11176,268274,5326,846753,7993,260463,2484,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,447762,1285,31176,4170,14298,1929,4382,1216,9064,1322,852,569,16878,3020,4279,1243,11451,2118,1148,550,416586,4589,221016,2416,45829,1520,156131,1558,19056,618,195570,3124,42636,1373,134624,2146,18310,606,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3638511,4365,406995,17658,187526,10142,49056,5427,125071,6216,13399,1669,219469,10590,45248,4867,148099,7538,26122,2617,3231516,17457,1604384,10618,294591,5988,988094,6594,321699,1765,1627132,10277,279383,5158,985576,7604,362173,2963,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2120165,4148,304692,11732,133703,6067,46707,4034,77075,3707,9921,1403,170989,7724,43512,3914,105432,5291,22045,1908,1815473,12009,908691,7170,188562,4132,569034,4819,151095,1699,906782,8729,178463,3877,552132,6552,176187,2481,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14651142,9970,1410920,29179,671278,17807,128630,8156,479869,12627,62779,3802,739642,15871,119134,6840,503340,11956,117168,6043,13240222,30280,6590046,19772,1154807,9667,4349736,13857,1085503,4119,6650176,17438,1101224,7427,4234103,13308,1314849,6719,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3465807,4024,323115,13898,152869,8605,34963,4050,107082,6907,10824,1513,170246,8709,31012,3882,120170,6146,19064,1714,3142692,14387,1572276,9333,327765,4447,1052358,7379,192153,1701,1570416,9364,312020,3852,1026782,7030,231614,1681,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2469867,5103,146727,9888,64431,5317,13521,2493,44896,4016,6014,1183,82296,6515,12382,2481,54424,4578,15490,1862,2323140,10609,1136249,6036,238952,2991,720786,4489,176511,1184,1186891,6600,226842,2560,734443,4807,225606,2209,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,574976,1572,45286,4782,20719,3257,6301,1664,12097,2228,2321,842,24567,2553,4318,1122,15768,1910,4481,1006,529690,4858,257838,3295,48695,1611,165119,2389,44024,846,271852,2639,48468,1102,170260,1901,53124,1027,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,192065,1411,16327,1909,6170,1538,0,292,5851,1516,319,216,10157,1526,60,102,9675,1480,422,244,175738,2145,87875,1904,8860,219,69471,1854,9544,346,87863,1602,8463,221,68892,1469,10508,308,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10675274,13324,1223852,23019,563872,13938,132087,7977,372461,10618,59324,3648,659980,13858,126080,6838,426022,9879,107878,5745,9451422,27077,4649770,15608,786143,8484,2793934,11785,1069693,4492,4801652,16208,745414,7557,2819592,10634,1236646,6518,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
