GEO_ID,B21007_001E,B21007_001M,B21007_002E,B21007_002M,B21007_003E,B21007_003M,B21007_004E,B21007_004M,B21007_005E,B21007_005M,B21007_006E,B21007_006M,B21007_007E,B21007_007M,B21007_008E,B21007_008M,B21007_009E,B21007_009M,B21007_010E,B21007_010M,B21007_011E,B21007_011M,B21007_012E,B21007_012M,B21007_013E,B21007_013M,B21007_014E,B21007_014M,B21007_015E,B21007_015M,B21007_016E,B21007_016M,B21007_017E,B21007_017M,B21007_018E,B21007_018M,B21007_019E,B21007_019M,B21007_020E,B21007_020M,B21007_021E,B21007_021M,B21007_022E,B21007_022M,B21007_023E,B21007_023M,B21007_024E,B21007_024M,B21007_025E,B21007_025M,B21007_026E,B21007_026M,B21007_027E,B21007_027M,B21007_028E,B21007_028M,B21007_029E,B21007_029M,B21007_030E,B21007_030M,B21007_031E,B21007_031M,B21007_032E,B21007_032M,B21007_033E,B21007_033M,B21007_034E,B21007_034M,B21007_035E,B21007_035M,B21007_036E,B21007_036M,B21007_037E,B21007_037M,B21007_038E,B21007_038M,B21007_039E,B21007_039M,B21007_040E,B21007_040M,B21007_041E,B21007_041M,B21007_042E,B21007_042M,B21007_043E,B21007_043M,B21007_044E,B21007_044M,B21007_045E,B21007_045M,B21007_046E,B21007_046M,B21007_047E,B21007_047M,B21007_048E,B21007_048M,B21007_049E,B21007_049M,B21007_050E,B21007_050M,B21007_051E,B21007_051M,B21007_052E,B21007_052M,B21007_053E,B21007_053M,B21007_054E,B21007_054M,B21007_055E,B21007_055M,B21007_056E,B21007_056M,B21007_057E,B21007_057M,B21007_058E,B21007_058M,B21007_059E,B21007_059M,B21007_060E,B21007_060M,B21007_061E,B21007_061M,NAME,B21007_001EA,B21007_001MA,B21007_002EA,B21007_002MA,B21007_003MA,B21007_003EA,B21007_004MA,B21007_004EA,B21007_005MA,B21007_005EA,B21007_006MA,B21007_006EA,B21007_007EA,B21007_007MA,B21007_008MA,B21007_008EA,B21007_009EA,B21007_009MA,B21007_010MA,B21007_010EA,B21007_011MA,B21007_011EA,B21007_012EA,B21007_012MA,B21007_013MA,B21007_013EA,B21007_014EA,B21007_014MA,B21007_015MA,B21007_015EA,B21007_016MA,B21007_016EA,B21007_017EA,B21007_017MA,B21007_018EA,B21007_018MA,B21007_019EA,B21007_019MA,B21007_020MA,B21007_020EA,B21007_021MA,B21007_021EA,B21007_022EA,B21007_022MA,B21007_023EA,B21007_023MA,B21007_024EA,B21007_024MA,B21007_025MA,B21007_025EA,B21007_026MA,B21007_026EA,B21007_027EA,B21007_027MA,B21007_028MA,B21007_028EA,B21007_029EA,B21007_029MA,B21007_030EA,B21007_030MA,B21007_031MA,B21007_031EA,B21007_032EA,B21007_032MA,B21007_033EA,B21007_033MA,B21007_034EA,B21007_034MA,B21007_035EA,B21007_035MA,B21007_036MA,B21007_036EA,B21007_037EA,B21007_037MA,B21007_038EA,B21007_038MA,B21007_039EA,B21007_039MA,B21007_040EA,B21007_040MA,B21007_041MA,B21007_041EA,B21007_042EA,B21007_042MA,B21007_043EA,B21007_043MA,B21007_044MA,B21007_044EA,B21007_045EA,B21007_045MA,B21007_046EA,B21007_046MA,B21007_047MA,B21007_047EA,B21007_048EA,B21007_048MA,B21007_049MA,B21007_049EA,B21007_050MA,B21007_050EA,B21007_051EA,B21007_051MA,B21007_052MA,B21007_052EA,B21007_053MA,B21007_053EA,B21007_054MA,B21007_054EA,B21007_055MA,B21007_055EA,B21007_056EA,B21007_056MA,B21007_057EA,B21007_057MA,B21007_058MA,B21007_058EA,B21007_059MA,B21007_059EA,B21007_060MA,B21007_060EA,B21007_061MA,B21007_061EA,state
0400000US01,3533129,2918,1025130,5407,31157,4238,3387,855,295,214,3092,789,27770,4420,1735,699,26035,4240,993973,6203,247063,8633,25731,2760,221332,8595,746910,9221,42729,3771,704181,9454,1283209,5585,106658,5499,10180,1961,4320,1232,5860,1293,96478,4950,13549,2308,82929,4188,1176551,7968,179872,7193,63045,4577,116827,5674,996679,11584,119467,5740,877212,11377,587195,2692,105079,4551,7402,1404,3250,889,4152,1060,97677,4289,25130,1792,72547,3433,482116,5351,61017,3700,31794,3006,29223,2592,421099,5186,90348,4502,330751,5972,637595,2562,151578,3553,7802,1214,3971,830,3831,1005,143776,3542,64433,3168,79343,3333,486017,4223,60404,3865,35232,2827,25172,2417,425613,4751,177337,5506,248276,6094,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,499425,1965,159579,2366,11737,1927,1509,738,102,121,1407,737,10228,1814,704,544,9524,1643,147842,2902,20732,2490,1884,727,18848,2259,127110,3564,7067,1412,120043,3490,200628,1906,24490,2864,1641,596,287,222,1354,559,22849,2774,3135,1048,19714,2534,176138,2944,13176,1919,3905,1047,9271,1460,162962,3334,15909,1938,147053,3472,87388,1241,18638,1357,926,496,199,119,727,436,17712,1358,3437,743,14275,1294,68750,1631,4539,918,1295,666,3244,712,64211,1749,10565,1447,53646,2174,51830,1042,15861,1162,775,478,193,158,582,449,15086,1230,5560,933,9526,1181,35969,1377,2156,748,1140,541,1016,474,33813,1635,13442,1537,20371,1533,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4652975,2424,1415564,4288,40414,3889,4428,1348,375,448,4053,1363,35986,3649,2068,806,33918,3618,1375150,5419,312198,10774,22596,2907,289602,9936,1062952,11051,41895,4140,1021057,11617,1633025,3948,129137,5681,13907,2192,4641,1352,9266,1706,115230,5514,11375,1550,103855,5555,1503888,7634,223566,10104,45445,4318,178121,9394,1280322,12519,101604,5119,1178718,12733,728826,1463,125538,4855,10827,2004,4526,1242,6301,1519,114711,4661,25151,2464,89560,4476,603288,4757,68976,4746,20888,2777,48088,3685,534312,6233,82081,4729,452231,6846,875560,2405,227177,4903,9657,1368,3907,1117,5750,1073,217520,5047,75974,3200,141546,4647,648383,5290,57952,3959,26623,2855,31329,3127,590431,6125,180399,5428,410032,7041,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2134372,2915,617231,5649,19525,2069,2786,814,490,363,2296,734,16739,2018,1151,670,15588,1933,597706,6375,151748,6644,17316,2187,134432,6744,445958,7734,27164,3156,418794,7654,761963,5163,64573,4207,6566,1252,2722,820,3844,817,58007,3962,8519,1303,49488,3588,697390,6272,100127,5517,31758,2657,68369,4763,597263,7570,71888,4355,525375,7907,350374,2063,64822,3632,5618,1145,2459,744,3159,770,59204,3460,17710,1917,41494,2892,285552,4267,33562,3143,15040,1991,18522,2442,251990,4524,58891,3736,193099,4949,404804,2660,94242,3103,4267,974,1979,654,2288,759,89975,3227,37172,2286,52803,2805,310562,3641,37109,2593,21174,2155,15935,1856,273453,3928,112657,4261,160796,4518,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27356772,6039,8855392,7981,179089,7261,16052,2205,1768,759,14284,1989,163037,7535,9661,1794,153376,7434,8676303,11121,1637968,25173,103106,6772,1534862,23446,7038335,27067,255774,9612,6782561,25772,10284168,8134,440704,11730,35591,3183,10658,1777,24933,2642,405113,10742,43099,4003,362014,10104,9843464,14799,1260386,20762,209486,9350,1050900,18743,8583078,26440,537855,11038,8045223,29471,4040241,4217,448174,9940,34675,2974,12896,1953,21779,2278,413499,9469,77841,4464,335658,8518,3592067,10748,377326,8813,118153,6145,259173,7513,3214741,12313,432967,10681,2781774,14294,4176971,6408,847921,9120,42467,3283,20000,2513,22467,2278,805454,8774,290296,6390,515158,8184,3329050,9967,364776,9694,176619,6672,188157,7324,2964274,13274,1051611,15777,1912663,16336,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3701105,3102,1147642,3831,34287,3625,3688,1169,678,441,3010,1144,30599,3257,2912,1100,27687,2962,1113355,5231,217005,9695,14615,2256,202390,9730,896350,9932,35728,3740,860622,9698,1417787,3758,108572,5127,7374,1550,1962,781,5412,1468,101198,5202,10279,1569,90919,4985,1309215,5779,126547,6612,31296,3008,95251,5658,1182668,8724,80880,4392,1101788,8548,599541,2120,98737,4020,7716,1330,2625,713,5091,1118,91021,3946,18493,2071,72528,3493,500804,4620,43193,3116,15331,1960,27862,2750,457611,5613,56516,3533,401095,6036,536135,2272,143277,3229,7372,1119,3231,691,4141,1102,135905,3317,47635,2581,88270,3573,392858,3528,35787,2899,17589,2041,18198,2175,357071,4104,116764,4270,240307,4142,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2657323,1118,682860,2538,11611,2352,845,470,0,281,845,470,10766,2257,256,299,10510,2147,671249,3548,99704,6360,7583,1452,92121,6529,571545,6970,21400,2646,550145,7222,1047036,2634,45220,3262,2896,1044,979,598,1917,800,42324,3133,2851,859,39473,3032,1001816,4234,81084,5085,22146,2849,58938,4903,920732,6397,63379,4774,857353,6894,442602,1308,54643,2967,2568,951,1023,531,1545,744,52075,2759,7616,1209,44459,2620,387959,3248,27617,2634,9666,1891,17951,1976,360342,3999,40174,3026,320168,4122,484825,1411,109157,2845,3452,936,1279,461,2173,700,105705,2876,35169,2256,70536,2639,375668,3351,28481,2742,13802,1786,14679,1917,347187,4363,109235,4404,237952,5098,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,668858,1037,187252,1453,4018,936,340,424,0,265,340,424,3678,872,286,301,3392,884,183234,1714,27872,3262,2323,841,25549,3123,155362,3623,9596,1767,145766,3926,245326,1325,21440,2680,1603,736,353,391,1250,632,19837,2499,2979,1149,16858,2101,223886,2728,18737,2595,5652,1530,13085,1945,205149,3890,19386,2291,185763,3996,110863,809,16519,1595,884,423,206,216,678,362,15635,1527,3334,808,12301,1425,94344,1733,7597,1532,2532,992,5065,1271,86747,2353,13299,1706,73448,2571,125417,821,30273,1607,1138,445,366,221,772,371,29135,1673,9670,1124,19465,1583,95144,1907,8550,1573,3467,861,5083,1241,86594,2290,25739,1695,60855,2275,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,469272,623,185338,804,2163,697,174,218,0,292,174,218,1989,677,100,123,1889,672,183175,1068,38086,3675,4053,1422,34033,3396,145089,3818,4809,1378,140280,4375,154197,622,8050,1527,611,413,319,353,292,225,7439,1554,849,578,6590,1464,146147,1733,21731,2276,6877,1347,14854,2031,124416,2531,8592,1543,115824,2706,62765,902,7185,1354,954,525,579,401,375,291,6231,1241,1397,695,4834,1095,55580,1585,8544,1474,3908,1100,4636,1015,47036,1925,5094,921,41942,1919,66972,946,11711,978,750,382,164,154,586,388,10961,960,3250,742,7711,1078,55261,1309,8018,1230,3982,770,4036,949,47243,1585,15440,1544,31803,1932,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14461347,6292,3831151,8712,105852,6028,13150,2473,2078,1026,11072,1981,92702,5681,4571,1333,88131,5774,3725299,10463,799281,17643,59396,5389,739885,16893,2926018,18880,135921,7648,2790097,19143,5085108,7978,375466,9709,32496,2868,10197,1875,22299,2447,342970,9523,40626,3870,302344,9377,4709642,12015,670147,14452,131692,7725,538455,14098,4039495,18733,310718,7691,3728777,20148,2336533,4252,348057,9412,30153,3656,10163,2149,19990,2646,317904,8568,68722,4418,249182,7260,1988476,9211,259288,9552,85213,5208,174075,9003,1729188,11877,253647,7215,1475541,13600,3208555,3802,763398,9073,37157,3066,16728,1938,20429,2200,726241,9249,257657,6946,468584,8169,2445157,9958,281465,9401,127010,7541,154455,6245,2163692,12344,694775,12619,1468917,13178,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
