GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001EA,B16010_001MA,B16010_002MA,B16010_002EA,B16010_003EA,B16010_003MA,B16010_004MA,B16010_004EA,B16010_005MA,B16010_005EA,B16010_006EA,B16010_006MA,B16010_007MA,B16010_007EA,B16010_008MA,B16010_008EA,B16010_009EA,B16010_009MA,B16010_010MA,B16010_010EA,B16010_011MA,B16010_011EA,B16010_012EA,B16010_012MA,B16010_013MA,B16010_013EA,B16010_014EA,B16010_014MA,B16010_015MA,B16010_015EA,B16010_016MA,B16010_016EA,B16010_017EA,B16010_017MA,B16010_018MA,B16010_018EA,B16010_019MA,B16010_019EA,B16010_020MA,B16010_020EA,B16010_021EA,B16010_021MA,B16010_022EA,B16010_022MA,B16010_023EA,B16010_023MA,B16010_024EA,B16010_024MA,B16010_025MA,B16010_025EA,B16010_026EA,B16010_026MA,B16010_027EA,B16010_027MA,B16010_028MA,B16010_028EA,B16010_029MA,B16010_029EA,B16010_030MA,B16010_030EA,B16010_031EA,B16010_031MA,B16010_032EA,B16010_032MA,B16010_033MA,B16010_033EA,B16010_034MA,B16010_034EA,B16010_035MA,B16010_035EA,B16010_036MA,B16010_036EA,B16010_037EA,B16010_037MA,B16010_038MA,B16010_038EA,B16010_039EA,B16010_039MA,B16010_040MA,B16010_040EA,B16010_041MA,B16010_041EA,B16010_042EA,B16010_042MA,B16010_043MA,B16010_043EA,B16010_044EA,B16010_044MA,B16010_045EA,B16010_045MA,B16010_046MA,B16010_046EA,B16010_047EA,B16010_047MA,B16010_048EA,B16010_048MA,B16010_049MA,B16010_049EA,B16010_050EA,B16010_050MA,B16010_051EA,B16010_051MA,B16010_052MA,B16010_052EA,B16010_053MA,B16010_053EA,state
0400000US01,3161521,5158,564876,12447,213397,7970,178937,7353,30542,2865,1128,604,2517,893,273,258,351479,9461,337547,9741,10836,1972,1878,688,1160,408,58,96,988205,14381,554137,11676,531288,11289,16208,2118,2345,782,3688,1148,608,497,434068,9997,427157,9779,3402,976,1904,570,1331,513,274,288,915745,11582,629270,9577,608320,9959,12719,2262,5482,1318,2262,727,487,344,286475,8103,276737,8018,4430,1203,3176,994,1326,557,806,460,692695,11928,515564,11022,485099,10862,8760,1360,11177,1801,8462,1623,2066,860,177131,5345,168574,5120,2493,744,3444,785,2206,687,414,283,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,450577,1719,40376,3291,21746,2669,11886,1993,4181,1184,341,212,3456,875,1882,550,18630,1811,11676,1651,783,480,338,225,1569,513,4264,694,114055,4615,74853,4157,62215,3846,1719,761,1129,533,5435,1302,4355,682,39202,2653,34328,2497,394,240,397,343,970,381,3113,516,170323,5464,128336,5397,107933,5240,3581,888,3800,1367,7086,1237,5936,1176,41987,2959,36617,2731,772,426,1261,582,1307,604,2030,641,125823,5649,103836,5351,91376,4759,2888,1100,4270,1197,4466,1060,836,471,21987,1968,18537,1811,455,418,1100,549,1451,588,444,418,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4146758,3096,595351,15037,277172,9767,92330,6211,169030,7096,1734,739,6768,1797,7310,1188,318179,10174,146357,7326,137204,7552,5163,1232,5794,1319,23661,2635,1040197,18034,581177,13578,405699,11619,137947,7508,8105,1791,10164,2735,19262,2243,459020,10528,363761,8663,63613,4480,9136,1832,6213,1463,16297,1883,1437175,16443,947776,16341,764486,15324,130871,5976,14594,2170,14254,2192,23571,2668,489399,8600,419932,8748,44926,3768,9409,1672,4474,1074,10658,1411,1074035,15474,759638,12153,633805,12052,63233,5436,29038,3375,24078,2914,9484,1666,314397,8262,273610,7798,15156,1873,12794,2049,9637,1741,3200,1187,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1919422,5349,327424,8797,130914,5555,97224,4632,29859,2889,727,441,2899,1016,205,185,196510,7077,182432,6550,11478,1926,1430,696,1170,801,0,273,664076,10681,382696,9287,364733,8701,13803,2419,1636,631,2469,598,55,79,281380,7741,275325,7561,3371,975,1725,721,913,674,46,80,553904,9835,377361,8540,363134,8702,9734,2041,1577,668,2608,853,308,236,176543,6761,170225,6383,3220,886,1760,654,1288,692,50,63,374018,10531,278705,8570,262103,8412,6036,1350,5149,1553,4734,1524,683,452,95313,4915,90175,4795,1667,611,2252,746,541,398,678,521,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24097200,5727,4650042,39298,2538246,30536,423202,10846,1879614,27100,42158,4028,179968,7847,13304,2448,2111796,24615,651125,14212,1086753,18296,99915,5483,249331,8405,24672,3105,5012413,30126,3057633,24380,1634580,20644,1064341,19068,93283,5762,240246,8912,25183,3054,1954780,24459,1293045,20463,374014,9781,88520,4498,179606,6874,19595,2741,7183474,42324,4981792,39115,3353896,31807,985647,16844,175580,8598,425962,11735,40707,4261,2201682,23489,1658817,22021,254572,8426,95119,5554,175581,7108,17593,2538,7251271,41850,5498894,36608,3603990,33167,524813,12673,420978,10908,877684,15871,71429,5516,1752377,19643,1194630,15825,111382,6187,138342,6501,283193,9596,24830,2713,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3328045,3818,343432,9805,179040,7607,73009,4911,96508,6267,1598,649,6106,1399,1819,910,164392,6115,92801,4804,59303,4424,4151,1173,5701,1114,2436,1075,759326,12524,483165,11408,393437,10159,66739,5148,8492,1711,9673,1759,4824,1086,276161,6823,240899,6471,24454,2384,4448,1116,4794,1181,1566,754,1014057,15893,738613,13398,658752,13001,49540,3675,13253,1873,11505,1991,5563,1407,275444,7840,245982,7085,17782,2398,6653,1355,3714,890,1313,642,1211230,15523,943663,15332,847461,14102,40249,3454,32789,2961,18751,2361,4413,1158,267567,7754,239665,7204,8759,1455,10479,1765,5758,983,2906,1182,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2434383,1628,277008,10135,127291,5666,54555,4226,48707,4402,18131,2589,4919,1322,979,448,149717,6919,84185,4616,34287,2870,25555,3164,4754,1401,936,435,687618,12666,435022,9773,331448,9392,55265,4037,39270,4125,6701,1437,2338,807,252596,7246,210008,6598,18304,2104,20408,1955,2964,991,912,344,604458,11174,453912,10958,375438,8766,40231,3923,28700,3049,5715,1526,3828,1447,150546,5133,128323,4750,7740,1323,11767,1666,1952,761,764,389,865299,14071,671454,10936,561944,10182,27470,2711,54100,3499,23520,3065,4420,1030,193845,6903,164108,6148,6593,1551,16418,2215,6111,1284,615,319,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,600779,1136,74121,5051,32176,3425,22148,2937,8646,1521,801,435,405,301,176,225,41945,2907,35023,2729,4806,1016,1523,636,513,411,80,102,196159,6003,115690,4709,106563,4373,6467,1538,1797,917,576,343,287,368,80469,3683,76388,3879,1789,623,1663,608,525,437,104,108,163431,6398,115138,5198,106149,4824,5411,1611,1595,579,1071,401,912,577,48293,3583,44535,3227,1996,717,1282,500,408,329,72,92,167068,5686,127579,5196,108142,4728,4432,1068,7706,1618,5895,1076,1404,592,39489,2663,34234,2494,1222,553,2208,649,1727,552,98,167,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,416824,662,52392,3736,24419,2741,18254,2664,4777,1286,429,328,600,380,359,331,27973,2284,25547,2115,1621,564,137,157,205,152,463,415,84569,4333,50385,4024,43749,3784,4190,1355,664,572,148,207,1634,715,34184,2987,32564,3014,588,411,429,253,197,222,406,407,71039,4697,49888,4200,43279,4089,3439,1150,1346,668,289,329,1535,572,21151,2160,18483,2099,498,302,1178,505,261,218,731,497,208824,4572,172788,4608,144320,4326,9369,1430,11233,1873,4480,1069,3386,1085,36036,2884,28261,2309,2096,691,3662,995,1364,625,653,359,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13077179,7576,1899051,24619,843967,17601,410340,11805,343743,11662,67805,5060,18338,2775,3741,1411,1055084,19215,643437,15238,322127,9688,70704,5528,14727,1862,4089,1318,3916584,29922,2226442,24180,1590068,22741,486809,13028,116241,7054,25712,3078,7612,1618,1690142,19958,1369082,17498,223788,8193,78785,5344,10778,1749,7709,1914,3890293,30180,2597761,27225,1953190,21897,473867,12706,129361,7657,31980,3285,9363,1727,1292532,18004,1072227,16693,146454,5723,53522,3651,13212,2086,7117,1636,3371251,27946,2344274,24226,1701299,19100,417996,12399,142286,6095,63671,4299,19022,2568,1026977,16160,816545,13922,119577,6045,61793,3821,22059,2675,7003,1678,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
