GEO_ID,C18131_001E,C18131_001M,C18131_002E,C18131_002M,C18131_003E,C18131_003M,C18131_004E,C18131_004M,C18131_005E,C18131_005M,C18131_006E,C18131_006M,C18131_007E,C18131_007M,C18131_008E,C18131_008M,C18131_009E,C18131_009M,C18131_010E,C18131_010M,C18131_011E,C18131_011M,C18131_012E,C18131_012M,C18131_013E,C18131_013M,C18131_014E,C18131_014M,C18131_015E,C18131_015M,C18131_016E,C18131_016M,NAME,C18131_001MA,C18131_001EA,C18131_002EA,C18131_002MA,C18131_003EA,C18131_003MA,C18131_004MA,C18131_004EA,C18131_005EA,C18131_005MA,C18131_006MA,C18131_006EA,C18131_007MA,C18131_007EA,C18131_008EA,C18131_008MA,C18131_009EA,C18131_009MA,C18131_010MA,C18131_010EA,C18131_011MA,C18131_011EA,C18131_012MA,C18131_012EA,C18131_013EA,C18131_013MA,C18131_014EA,C18131_014MA,C18131_015MA,C18131_015EA,C18131_016MA,C18131_016EA,state
0400000US01,4653597,3125,380269,15555,66135,4509,314134,13844,507448,18610,125809,6331,381639,16416,532086,18459,123452,6926,408634,16102,460844,19609,94984,5100,365860,17471,2772950,30970,347507,10192,2425443,30116,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683599,2461,28642,3910,3824,994,24818,3513,40585,4946,6272,1351,34313,4467,57707,5501,10183,1711,47524,5157,54740,5574,8345,1771,46395,4735,501925,9289,46369,2960,455556,9160,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6259083,4476,518463,23574,52543,5147,465920,22725,575277,23048,90306,6696,484971,20693,733476,27482,102763,7424,630713,25031,608759,26576,74609,5027,534150,24702,3823108,38655,382647,9313,3440461,38684,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2833775,2478,221777,10162,35204,3844,186573,9297,313087,15189,70483,4739,242604,13738,353680,17191,81038,4566,272642,14835,315371,15180,67381,4239,247990,13313,1629860,18673,212632,7055,1417228,17605,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36514381,9382,2500974,54216,254366,10636,2246608,50273,3280852,61589,470889,13447,2809963,54729,3833376,61096,509478,16070,3323898,54279,3543049,64963,426587,11781,3116462,61153,23356130,86468,1966167,23686,21389963,87615,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4914516,3184,297662,13497,36919,3552,260743,12294,361552,17919,60390,4299,301162,16817,427986,21159,62418,4928,365568,19793,420420,20024,53548,4740,366872,18424,3406896,25033,283533,8238,3123363,24206,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3463164,2282,164365,12705,24466,3238,139899,11213,185780,13029,39209,3597,146571,12798,217972,12238,41217,3928,176755,10627,232667,13724,37664,3671,195003,12803,2662380,23216,222218,7682,2440162,22968,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,871457,1341,46917,5378,7138,1971,39779,4898,56459,7250,10096,1777,46363,6551,63249,8082,10567,1716,52682,7834,75835,7266,12854,2078,62981,6570,628997,13801,66984,4692,562013,13514,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569625,671,60988,6401,11217,2277,49771,5908,48435,5203,12045,2073,36390,4368,40860,5683,8510,1716,32350,5035,37517,5877,4217,1205,33300,5541,381825,8648,29540,2957,352285,8919,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18397865,7023,1356324,36158,178033,10274,1178291,33676,1690776,38501,310319,11341,1380457,34986,1958828,39941,339324,12989,1619504,35918,1920498,43846,280782,9758,1639716,41230,11471439,59931,1253162,18858,10218277,58795,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9414772,5596,770060,24612,99988,6482,670072,23012,918178,27289,164347,7597,753831,25058,1000964,30475,166319,8919,834645,29279,971975,27050,132922,6543,839053,26837,5753595,42396,545021,10278,5208574,38475,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1302286,2686,74002,7919,11926,1945,62076,7225,67617,7518,13200,2057,54417,6643,85224,8269,14002,1912,71222,7438,94898,10018,14027,2283,80871,9191,980545,14508,86881,4541,893664,14201,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1539121,1475,97868,8805,16653,2464,81215,7811,144404,10105,24190,3765,120214,9283,189442,12306,29429,2884,160013,11459,174513,10489,24700,2693,149813,10100,932894,14880,99857,5447,833037,13744,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12536673,3538,764310,24557,93496,6229,670814,24159,967214,27524,164286,6880,802928,25973,1105520,29055,168196,8071,937324,27146,1114454,29128,150342,6737,964112,26753,8585175,44704,710575,12248,7874600,45669,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6290632,3781,439555,19202,66462,5307,373093,18371,523102,18722,107804,6095,415298,17588,630135,20570,113885,6219,516250,18479,656932,21217,100427,5147,556505,19537,4040908,33592,406131,10359,3634777,31936,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
