GEO_ID,B10054_001E,B10054_001M,B10054_002E,B10054_002M,B10054_003E,B10054_003M,B10054_004E,B10054_004M,B10054_005E,B10054_005M,B10054_006E,B10054_006M,B10054_007E,B10054_007M,B10054_008E,B10054_008M,B10054_009E,B10054_009M,B10054_010E,B10054_010M,B10054_011E,B10054_011M,B10054_012E,B10054_012M,B10054_013E,B10054_013M,B10054_014E,B10054_014M,B10054_015E,B10054_015M,B10054_016E,B10054_016M,B10054_017E,B10054_017M,NAME,B10054_001MA,B10054_001EA,B10054_002EA,B10054_002MA,B10054_003MA,B10054_003EA,B10054_004EA,B10054_004MA,B10054_005MA,B10054_005EA,B10054_006MA,B10054_006EA,B10054_007EA,B10054_007MA,B10054_008MA,B10054_008EA,B10054_009MA,B10054_009EA,B10054_010EA,B10054_010MA,B10054_011EA,B10054_011MA,B10054_012MA,B10054_012EA,B10054_013MA,B10054_013EA,B10054_014MA,B10054_014EA,B10054_015EA,B10054_015MA,B10054_016EA,B10054_016MA,B10054_017MA,B10054_017EA,state
0400000US01,123935,7326,119812,7183,66591,5317,43739,4185,22852,2603,53221,4434,4123,1241,1366,564,667,439,427,351,240,217,699,368,2757,1032,1146,731,858,678,288,302,1611,708,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14048,2038,8756,1700,2814,790,1788,650,1026,422,5942,1496,5292,1078,2598,738,1182,435,839,364,343,186,1416,646,2694,754,1014,325,504,206,510,237,1680,685,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,158383,7778,82098,5985,38322,4057,24201,3296,14121,2723,43776,4547,76285,4819,31621,3277,15383,2406,11148,2114,4235,1004,16238,2383,44664,4463,13412,2451,9641,2222,3771,884,31252,3508,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,71629,5050,66972,5233,38140,3620,26222,2976,11918,1901,28832,3855,4657,1165,1466,606,877,488,489,317,388,352,589,319,3191,1062,1333,667,1100,558,233,199,1858,802,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1110809,21607,357537,10873,142384,6566,80552,5817,61832,4378,215153,9114,753272,17981,165721,6733,47444,3711,28527,2970,18917,2626,118277,6357,587551,16481,111031,6588,74223,5716,36808,3557,476520,15307,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88655,6045,58140,4780,26104,2820,16115,2271,9989,1764,32036,3947,30515,3454,11380,2220,5447,1500,3842,1094,1605,991,5933,1613,19135,2812,3934,1334,2727,1100,1207,688,15201,2427,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,72372,5579,45071,3935,15526,2134,9422,1778,6104,1330,29545,3203,27301,3259,7321,1449,3368,995,2675,929,693,411,3953,1076,19980,2967,4202,1120,2686,987,1516,650,15778,2809,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18454,2599,15083,2237,6800,1398,4056,1112,2744,755,8283,1699,3371,1077,1236,754,477,431,431,425,46,74,759,581,2135,770,557,470,337,367,220,279,1578,691,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,469274,13859,272259,9519,121733,6158,77820,4155,43913,4365,150526,9001,197015,10252,52212,5379,18071,2947,11927,2276,6144,1830,34141,4255,144803,8679,31418,4310,18753,3018,12665,2464,113385,7292,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,252342,10270,215459,8977,105622,6746,72518,5628,33104,3261,109837,5862,36883,3972,9631,2121,4210,1505,3256,1329,954,463,5421,1437,27252,3621,5797,1817,4235,1453,1562,797,21455,3312,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,52495,4528,29444,3510,6533,1479,3682,1077,2851,1062,22911,3130,23051,3394,8124,1861,2312,940,1741,782,571,401,5812,1522,14927,3029,3224,1318,1455,641,1769,1013,11703,2533,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29140,3560,23556,3418,10786,2179,6260,1748,4526,1323,12770,2495,5584,1310,2293,830,962,561,609,466,353,319,1331,661,3291,933,795,346,618,279,177,167,2496,857,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,277226,10936,176421,7761,80093,5987,55783,4656,24310,3132,96328,5238,100805,7329,22024,2676,7883,1729,5941,1498,1942,712,14141,2109,78781,6615,13975,2280,9885,2121,4090,1021,64806,5814,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,120385,5755,110033,5729,56655,3725,40378,3354,16277,2146,53378,4513,10352,1729,3863,1202,819,437,700,400,119,148,3044,1152,6489,1301,1485,673,1121,563,364,291,5004,1164,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36216,3273,30856,2891,15868,2143,10154,1778,5714,1087,14988,2050,5360,1306,1358,582,556,307,486,317,70,119,802,477,4002,1155,1391,747,1167,708,224,167,2611,845,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,45981,3606,35885,2952,15570,2161,9874,1638,5696,1220,20315,2416,10096,1796,3698,1077,2024,879,1381,715,643,676,1674,645,6398,1375,2656,886,2295,810,361,233,3742,1058,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,90958,6211,87094,6005,49159,4816,33743,4026,15416,2172,37935,3727,3864,1293,1826,1032,916,586,830,583,86,105,910,644,2038,724,476,381,344,330,132,175,1562,642,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,131054,7282,118290,7144,66915,5508,44678,4113,22237,2902,51375,4195,12764,2196,6793,1526,3025,1201,1404,732,1621,870,3768,1017,5971,1390,1814,837,1407,750,407,346,4157,1194,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18421,2323,17147,2160,7474,1530,5508,1297,1966,732,9673,1589,1274,655,1140,584,498,340,257,228,241,248,642,449,134,142,0,230,0,230,0,230,134,142,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,146413,8277,114847,7258,44665,4029,30330,3498,14335,1807,70182,5423,31566,3623,9888,2062,2953,1103,2305,1001,648,397,6935,1788,21678,2602,3236,878,1948,724,1288,587,18442,2512,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,112199,6252,72193,4801,21030,2907,12526,2222,8504,1743,51163,3851,40006,4091,9309,1731,3411,1042,2968,981,443,298,5898,1572,30697,3459,6683,1738,4707,1555,1976,803,24014,3167,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,181567,6930,157494,6225,67039,4867,45281,3896,21758,2964,90455,5727,24073,3012,8371,1492,2845,812,1710,693,1135,398,5526,1236,15702,2486,2817,998,1934,925,883,398,12885,2198,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58789,3629,45726,3089,18961,2095,12543,1840,6418,1085,26765,2509,13063,1804,2967,846,732,372,537,334,195,160,2235,729,10096,1680,2019,802,1335,689,684,308,8077,1471,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,97070,5536,94108,5497,54465,4437,37944,3264,16521,2376,39643,4398,2962,928,1094,507,481,375,444,357,37,54,613,348,1868,795,557,513,511,503,46,73,1311,753,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110116,6967,102567,6722,48828,4078,33238,3734,15590,2071,53739,4598,7549,1546,2198,975,523,335,393,282,130,165,1675,886,5351,1437,1518,925,716,540,802,569,3833,1052,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14488,2222,12820,1986,5846,1333,3646,981,2200,777,6974,1603,1668,596,1423,536,630,365,362,305,268,197,793,389,245,272,113,145,89,146,24,42,132,142,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
