GEO_ID,B21003_001E,B21003_001M,B21003_002E,B21003_002M,B21003_003E,B21003_003M,B21003_004E,B21003_004M,B21003_005E,B21003_005M,B21003_006E,B21003_006M,B21003_007E,B21003_007M,B21003_008E,B21003_008M,B21003_009E,B21003_009M,B21003_010E,B21003_010M,B21003_011E,B21003_011M,NAME,B21003_001MA,B21003_001EA,B21003_002MA,B21003_002EA,B21003_003MA,B21003_003EA,B21003_004MA,B21003_004EA,B21003_005EA,B21003_005MA,B21003_006EA,B21003_006MA,B21003_007MA,B21003_007EA,B21003_008MA,B21003_008EA,B21003_009EA,B21003_009MA,B21003_010EA,B21003_010MA,B21003_011EA,B21003_011MA,state
0400000US15,905856,3060,112297,5331,5170,1109,30533,3007,44272,3274,32322,2933,793559,5992,88404,5382,230412,8057,239701,6450,235042,7608,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,985774,2907,123101,4399,10425,1522,37315,2961,46889,3015,28472,2148,862673,5151,105041,4999,245202,7601,300226,7240,212204,6392,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8459617,5068,740359,10662,61178,4003,237617,5844,263130,6871,178434,5910,7719258,12340,1049313,17047,2097991,23473,2148955,22398,2422999,21449,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4226639,5052,463660,8918,42802,2899,185153,5708,151415,5493,84290,4440,3762979,10037,505476,10372,1336295,14710,1047507,14034,873701,12973,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2017157,3905,230805,5226,19281,1779,90413,3850,74788,3288,46323,2945,1786352,6310,171363,5321,590461,10289,568059,8654,456469,11145,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1829009,5221,211211,4325,15613,1609,63602,3422,77213,3284,54783,3080,1617798,6625,183996,7201,445931,10028,499466,10132,488405,10008,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2890558,4978,309842,6878,37071,3337,109875,4700,101896,4646,61000,3436,2580716,7973,487054,10786,882946,13749,678070,13127,532646,11144,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2935568,5065,305416,7465,28463,2269,104735,4653,106085,5393,66133,3750,2630152,9053,503051,10587,905826,13455,659329,13079,561946,11939,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,935293,1850,126587,3951,11885,1539,47012,2905,41709,2835,25981,1676,808706,4582,78902,4465,275146,6813,230036,6287,224622,6511,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3852505,4503,421404,8140,29443,2710,109814,5786,136836,6359,145311,5001,3431101,9346,433184,10233,892792,14810,863121,13618,1242004,17395,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4455589,2895,395041,8860,32241,2733,125393,5139,120746,5601,116661,5542,4060548,9714,453160,11023,1042703,15377,944348,14356,1620337,16516,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6566285,4212,686919,10405,65190,3341,229612,6238,254760,6097,137357,5973,5879366,11481,675932,11554,1802235,17574,1884138,17684,1517061,16751,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3526218,3509,374346,5881,29158,1884,122782,3941,129185,4247,93221,4448,3151872,6392,259747,8346,840613,10894,1022621,10335,1028891,13319,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1897500,4679,200227,5889,20971,2138,60578,3490,77497,4512,41181,2951,1697273,7266,340820,9247,521400,9683,506700,10828,328353,8955,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3970750,5984,489399,7145,46781,2654,161461,5550,170228,5807,110929,5639,3481351,8549,476788,12066,1106607,14837,993347,12031,904609,13972,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,671020,2343,93650,3321,7299,1191,28966,2400,34990,2704,22395,2039,577370,4022,48334,3725,172025,5634,185994,5331,171017,6313,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1180970,2942,141371,4374,10787,1327,44712,2670,51061,3330,34811,2238,1039599,4800,103425,4996,290887,6937,342495,5949,302792,6608,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1783553,2823,227890,7179,14395,1939,63743,3951,96866,4895,52886,3808,1555663,7103,260266,9267,466764,11928,495225,10173,333408,9571,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,906971,1920,113627,4046,9225,1337,35580,2895,37713,2806,31109,2106,793344,4132,68311,4492,234882,6770,223976,6231,266175,7107,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5966192,2799,448742,8310,42532,2605,150311,5990,132096,4901,123803,4923,5517450,8651,671202,15024,1610533,19915,1247872,16519,1987843,18859,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1336028,4042,175921,5333,11924,1590,45024,3018,67597,3689,51376,3111,1160107,6280,211493,8282,309173,7140,357588,8636,281853,8052,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13075268,5872,940206,13037,84128,3846,320569,8870,300969,8993,234540,6644,12135062,14677,1897296,25343,3303035,27735,2913897,28453,4020834,28772,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6274857,9119,711742,12280,58831,3225,202259,7732,274867,6762,175785,6637,5563115,15472,905906,16224,1539597,17203,1635444,20801,1482168,20674,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,440779,1515,50250,2716,5682,857,14495,1438,20129,2185,9944,1317,390529,3299,37081,2329,105062,3609,136681,3906,111705,4069,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7712823,4949,883553,11690,88801,4674,336706,8406,286811,7314,171235,6214,6829270,11978,826268,14750,2381112,23378,1895581,18290,1726309,18420,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2436979,4601,318187,7146,29019,2564,93848,4407,119911,4997,75409,4163,2118792,7872,308203,9411,689564,11515,640072,8962,480953,10704,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2612099,3800,327813,7696,22622,2361,85892,4241,133572,5786,85727,4383,2284286,8818,271515,9407,566884,12861,780330,12535,665557,10918,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8649096,5351,971341,12810,95170,3544,405957,8188,266106,7452,204108,7279,7677755,13481,905517,14658,2839695,22656,1795187,19321,2137356,25089,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,707502,1468,72212,3114,8593,1221,21290,2246,21453,1882,20876,2074,635290,3536,108536,5908,171560,5691,163447,6566,191747,6192,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3058414,5191,399560,7559,31747,2980,117364,5541,145040,5744,105409,4690,2658854,8817,458074,10738,818649,14629,738243,13773,643888,12424,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,530026,2252,68360,3294,6947,1061,22959,1839,22539,2177,15915,1804,461666,3657,48268,3751,145352,5357,145114,4827,122932,4860,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4233443,5611,477949,9591,49795,3105,154843,5966,162786,5470,110525,5258,3755494,10020,644047,14973,1265398,16907,978888,13787,867161,14647,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15711244,9764,1576129,20354,116322,5150,379390,10699,626298,12588,454119,10772,14135115,20350,2931920,25316,3644521,29386,3940198,29652,3618476,36138,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1582084,1839,149443,4544,7346,1325,31867,2940,61471,3190,48759,3220,1432641,4794,141690,5940,355437,7751,519855,9376,415659,8684,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,430567,1328,48030,2416,4440,770,17093,1520,13669,1542,12828,1352,382537,2788,34316,2722,118556,4531,97746,3940,131919,4248,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5289311,8813,725528,12072,54916,3226,169262,5861,252001,9436,249349,7400,4563783,14145,666518,14992,1185555,16789,1157343,16398,1554367,17188,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4474664,3990,583563,9916,29485,2414,136191,5496,253140,8059,164747,6032,3891101,11068,429807,10600,930999,15049,1304139,14018,1226156,16082,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1292734,3662,161208,4799,20681,1831,70166,3859,45106,2747,25255,2388,1131526,5517,196540,7641,467672,9736,266456,6728,200858,6996,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3797995,4424,416525,7138,36044,2282,157287,4465,134203,4843,88991,4139,3381470,7750,339381,8264,1107663,13106,1022914,12455,911512,11354,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,369339,2199,51010,2810,3165,745,14578,1838,22670,2052,10597,1522,318329,3013,25473,2449,97035,4131,117500,4375,78321,4913,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2443371,1680,111515,3875,16258,1881,29899,1971,33493,2715,31865,2442,2331856,4017,730562,10604,593706,11361,496028,8011,511560,10023,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
