GEO_ID,C14007G_001E,C14007G_001M,C14007G_002E,C14007G_002M,C14007G_003E,C14007G_003M,C14007G_004E,C14007G_004M,C14007G_005E,C14007G_005M,C14007G_006E,C14007G_006M,C14007G_007E,C14007G_007M,NAME,C14007G_001EA,C14007G_001MA,C14007G_002MA,C14007G_002EA,C14007G_003EA,C14007G_003MA,C14007G_004EA,C14007G_004MA,C14007G_005MA,C14007G_005EA,C14007G_006EA,C14007G_006MA,C14007G_007MA,C14007G_007EA,state
0400000US34,211152,11556,89200,6847,14549,2225,40778,3921,17251,2556,16622,2149,121952,7534,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,53336,4971,26026,3742,2832,920,12624,2423,5297,1352,5273,1517,27310,2658,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,469926,13634,205068,8209,28138,3043,86732,5546,43087,4309,47111,3755,264858,10120,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,196327,10718,95344,7301,14024,2487,47687,4101,18151,2795,15482,2349,100983,6124,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11729,1819,6624,1280,1236,581,2746,767,1668,677,974,388,5105,930,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,213114,8490,118614,6529,17863,2148,59662,5297,22322,2519,18767,2289,94500,4826,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,272041,10044,113730,5909,15981,1936,57612,4169,21539,2343,18598,2440,158311,6436,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,126863,8017,60412,4890,8197,1388,26849,3036,11279,1803,14087,2045,66451,4400,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,212507,10991,106737,6804,20507,2704,45882,4236,20915,2592,19433,2131,105770,6308,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26049,2962,12421,2056,1910,893,5479,1399,2391,834,2641,798,13628,2224,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,74940,6356,40445,4765,7195,1427,18124,3288,6854,1325,8272,1591,34495,3407,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14093,2333,7507,1685,1075,435,3624,1096,1389,516,1419,648,6586,1352,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,95666,6524,44830,4135,7744,1625,23585,2882,8031,1574,5470,1176,50836,4641,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,496141,19271,236790,13256,34806,3073,111725,7925,44936,3923,45323,4224,259351,9751,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,58430,5340,34099,3779,4883,1062,16731,2390,5760,1400,6725,1284,24331,2646,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9024,1491,4868,1101,674,273,2648,775,486,230,1060,409,4156,842,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,195958,10156,102991,6603,15500,2105,50614,4812,17929,2392,18948,2299,92967,6634,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,275885,11826,132424,8023,17642,2359,61787,4944,29654,3390,23341,2704,143461,5922,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,33461,2999,15722,2257,1573,547,7904,1333,3267,714,2978,993,17739,1865,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,108023,6548,58048,4976,8940,1537,27147,3633,12942,1856,9019,1659,49975,3634,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,13083,2258,5912,1311,832,457,2353,744,1236,661,1491,618,7171,1598,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,477268,13800,143928,6746,14256,2006,64140,4274,30907,3082,34625,3462,333340,10609,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
