GEO_ID,C14007G_001E,C14007G_001M,C14007G_002E,C14007G_002M,C14007G_003E,C14007G_003M,C14007G_004E,C14007G_004M,C14007G_005E,C14007G_005M,C14007G_006E,C14007G_006M,C14007G_007E,C14007G_007M,NAME,C14007G_001EA,C14007G_001MA,C14007G_002MA,C14007G_002EA,C14007G_003EA,C14007G_003MA,C14007G_004EA,C14007G_004MA,C14007G_005MA,C14007G_005EA,C14007G_006EA,C14007G_006MA,C14007G_007MA,C14007G_007EA,state
0400000US01,57801,4238,27664,3430,4313,1072,12843,2169,5361,1386,5147,1333,30137,2878,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,45154,3993,22833,2677,2346,740,11142,1896,5194,1285,4151,966,22321,2350,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,149660,9221,75012,6551,10116,2140,35660,4227,15195,2296,14041,2252,74648,5080,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,44502,4102,21699,3050,3644,1040,11032,1965,3668,1203,3355,1211,22803,2461,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1437531,30187,691934,20000,97113,4946,290917,11124,142106,7146,161798,8576,745597,17135,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,156892,8008,81103,6087,9740,1622,38197,3378,16262,2648,16904,2482,75789,4845,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,81086,5822,42774,3839,7045,1566,19627,2334,8466,1715,7636,1324,38312,3717,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,20731,2981,10789,2079,2825,1112,3819,1020,2844,930,1301,623,9942,1740,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10435,1861,3485,972,596,339,929,536,324,248,1636,667,6950,1317,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,370166,15116,173556,10238,23452,2948,76524,6346,32838,3138,40742,4299,196610,8549,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,157586,9840,85141,6939,11791,2124,40871,5283,15509,2488,16970,2349,72445,5519,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,300143,11272,122453,5395,18449,2144,52298,3348,26820,2529,24886,2576,177690,9210,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,34263,3701,16260,2359,2184,946,7554,1490,3525,936,2997,1030,18003,2136,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,216550,10056,118224,6067,19315,2240,55298,4378,21273,2741,22338,2525,98326,6945,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,115014,7380,63805,5213,9628,1604,29529,3051,14192,2243,10456,1526,51209,4028,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,49024,4615,25636,2874,3369,840,12586,1872,5631,1152,4050,932,23388,2720,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,80749,5209,40815,4057,8069,1609,18521,2522,7178,1581,7047,1631,39934,3424,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,64777,5136,36413,3835,5436,1078,18746,3031,6434,1163,5797,1433,28364,3026,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,60587,5210,27435,3431,4985,1360,13419,2163,3834,1198,5197,1444,33152,3121,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,21780,2107,9661,1225,1407,667,4956,1040,1860,709,1438,640,12119,1478,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,145400,8792,76256,6252,11835,2161,33514,3880,13447,1992,17460,2634,69144,4649,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,164277,10213,66708,5217,11121,2057,26381,2958,12322,1958,16884,2700,97569,6974,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,218595,9420,116409,7570,14848,2105,53660,4363,24656,2470,23245,2476,102186,5305,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,112455,6847,61856,4604,11158,1909,28382,3013,11965,1726,10351,1700,50599,3943,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,28810,4490,14044,2754,2823,852,7042,1831,2601,1127,1578,694,14766,2737,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,119255,7537,56884,4856,9050,1575,23654,3124,12515,1946,11665,1847,62371,5080,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21397,2760,9742,1839,1437,571,4752,1273,1586,549,1967,604,11655,1653,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,35686,3829,19586,2769,3579,945,9313,1835,3185,913,3509,1019,16100,1964,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,94850,6821,41827,3799,5845,1122,22220,2889,7170,1460,6592,1420,53023,5131,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,19281,2270,7975,1375,1191,546,3936,778,1546,648,1302,542,11306,1692,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
