GEO_ID,C05003H_001E,C05003H_001M,C05003H_002E,C05003H_002M,C05003H_003E,C05003H_003M,C05003H_004E,C05003H_004M,C05003H_005E,C05003H_005M,C05003H_006E,C05003H_006M,C05003H_007E,C05003H_007M,C05003H_008E,C05003H_008M,C05003H_009E,C05003H_009M,C05003H_010E,C05003H_010M,C05003H_011E,C05003H_011M,C05003H_012E,C05003H_012M,C05003H_013E,C05003H_013M,C05003H_014E,C05003H_014M,C05003H_015E,C05003H_015M,NAME,C05003H_001MA,C05003H_001EA,C05003H_002EA,C05003H_002MA,C05003H_003MA,C05003H_003EA,C05003H_004EA,C05003H_004MA,C05003H_005MA,C05003H_005EA,C05003H_006MA,C05003H_006EA,C05003H_007EA,C05003H_007MA,C05003H_008MA,C05003H_008EA,C05003H_009MA,C05003H_009EA,C05003H_010EA,C05003H_010MA,C05003H_011EA,C05003H_011MA,C05003H_012MA,C05003H_012EA,C05003H_013MA,C05003H_013EA,C05003H_014MA,C05003H_014EA,C05003H_015EA,C05003H_015MA,state
0400000US20,2233460,994,1099401,1634,255457,1599,253405,1823,2052,1037,843944,310,832746,2444,11198,2466,1134059,1784,242494,1565,240647,1736,1847,698,891565,632,876828,2067,14737,1968,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3757065,1737,1840438,2587,426372,2181,424505,2381,1867,737,1414066,957,1399391,2690,14675,2480,1916627,2125,403643,2133,401665,2229,1978,621,1512984,710,1495078,2247,17906,2176,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2739912,1744,1348731,1761,300629,1499,299742,1533,887,454,1048102,827,1035784,1939,12318,1762,1391181,1695,286412,1484,285874,1479,538,366,1104769,676,1091703,1977,13066,1833,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1254079,226,613065,187,127115,4,126544,359,571,359,485950,187,477162,1472,8788,1440,641014,137,119618,2,119495,163,123,162,521396,137,506623,1462,14773,1479,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3160484,2235,1544628,1435,322262,1129,318070,1675,4192,971,1222366,860,1166566,3766,55800,3666,1615856,1551,305197,1146,300588,1499,4609,991,1310659,859,1243811,3944,66848,3932,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5003678,5173,2416316,3130,490638,1631,481560,2195,9078,1667,1925678,2409,1763884,8140,161794,7623,2587362,2738,467342,1194,458641,2058,8701,1711,2120020,2098,1939721,6844,180299,6940,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7555312,2916,3721588,2209,821847,1520,811601,2150,10246,1820,2899741,1294,2780087,5704,119654,5682,3833724,1576,778175,1145,768299,1854,9876,1542,3055549,969,2931980,5185,123569,5173,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4411174,1354,2181191,767,482696,539,480225,883,2471,719,1698495,573,1669742,2828,28753,2721,2229983,812,459516,473,456689,872,2827,782,1770467,687,1737305,3127,33162,3125,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1723932,2278,846230,2380,191491,2197,190943,2187,548,419,654739,895,650935,1541,3804,1103,877702,2669,181916,2306,181653,2286,263,202,695786,863,689418,1528,6368,1308,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4854489,2010,2383221,1709,544770,1200,541078,1407,3692,1034,1838451,1074,1808904,3234,29547,2992,2471268,1651,516028,1276,512488,1766,3540,1105,1955240,1192,1920665,3048,34575,2934,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,870158,414,437125,776,92397,729,92138,732,259,198,344728,363,341031,1015,3697,951,433033,715,86935,707,86576,797,359,346,346098,142,338261,1429,7837,1384,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1504726,1516,742179,1195,171566,984,170128,1341,1438,862,570613,729,564670,1307,5943,1103,762547,1194,162123,931,161009,1149,1114,682,600424,587,591589,1726,8835,1648,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1461491,1179,743764,1211,133848,1079,132639,1251,1209,555,609916,648,577669,3857,32247,3775,717727,1121,128031,948,126360,1204,1671,690,589696,702,554240,3507,35456,3342,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1213600,1670,597706,1081,128714,686,128089,743,625,371,468992,560,456208,1862,12784,1756,615894,934,122145,583,121538,723,607,429,493749,549,477161,2324,16588,2177,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5210611,4788,2531477,2730,544505,1470,533298,2234,11207,1882,1986972,1881,1789523,7673,197449,8063,2679134,2532,516152,1181,504737,2301,11415,1936,2162982,1893,1949710,7596,213272,7723,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,835467,1371,412171,1499,70061,1149,68967,1297,1094,766,342110,830,332655,2079,9455,1940,423296,1920,65478,1424,64516,1610,962,571,357818,974,343630,2434,14188,2134,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11289178,4490,5501487,2824,1129424,1169,1107088,3194,22336,3088,4372063,2727,3923514,10757,448549,10535,5787691,2821,1068526,1372,1050378,2808,18148,2464,4719165,2281,4206456,10980,512709,10779,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6229927,5076,3040125,4345,647905,2964,642413,3173,5492,1437,2392220,3147,2340941,4813,51279,4123,3189802,3392,609792,2777,605004,3541,4788,1480,2580010,1495,2521062,4462,58948,4057,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,599899,452,303604,580,63557,553,63046,689,511,441,240047,138,237817,648,2230,652,296295,535,58787,510,58546,541,241,182,237508,160,234160,747,3348,715,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9349702,3910,4573165,2767,1035728,2218,1030313,2616,5415,1368,3537437,1101,3463943,4221,73494,4221,4776537,2290,984962,1598,979137,2134,5825,1539,3791575,1256,3704472,4447,87103,4049,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2580398,992,1265639,1754,264616,1738,263646,1835,970,709,1001023,358,991328,1616,9695,1546,1314759,1768,254689,1723,254056,1762,633,421,1060070,504,1044073,2037,15997,2013,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3006730,3050,1476181,2028,293266,797,290511,1347,2755,1050,1182915,1677,1145599,4618,37316,4058,1530549,1380,278306,757,275629,1215,2677,982,1252243,899,1204860,3405,47383,3175,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10090201,2402,4916897,1357,1014115,960,1006097,1617,8018,1313,3902782,987,3804032,4592,98750,4287,5173304,1579,962609,972,954820,1721,7789,1425,4210695,1223,4100338,5051,110357,4769,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,803871,2173,386506,1244,73512,738,73131,775,381,268,312994,910,295387,2509,17607,2382,417365,1432,69360,766,68983,778,377,276,348005,985,328745,2379,19260,2289,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2969011,1032,1452577,1443,306149,1373,303897,1498,2252,864,1146428,365,1125733,2377,20695,2379,1516434,1509,290641,1457,288875,1728,1766,810,1225793,277,1198052,2564,27741,2525,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,690834,1300,345239,1292,79329,1117,78699,1204,630,422,265910,746,263270,1105,2640,868,345595,1153,73030,1037,72850,1056,180,160,272565,458,270318,759,2247,609,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4805829,2156,2346328,2654,521213,2310,518334,2378,2879,1032,1825115,1149,1800739,2641,24376,2549,2459501,2350,490470,2186,487208,2618,3262,1112,1969031,615,1940860,3168,28171,3047,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11414433,5500,5644239,4451,1192320,3819,1177404,4493,14916,2635,4451919,2795,4312677,7291,139242,6917,5770194,5065,1126644,3777,1112767,4230,13877,2371,4643550,2424,4486158,7424,157392,6899,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2230424,1287,1115355,961,338946,539,336838,1023,2108,868,776409,791,760476,2144,15933,1972,1115069,770,320666,295,318630,792,2036,765,794403,697,773658,2646,20745,2553,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,590069,627,290787,444,60591,315,60132,541,459,462,230196,272,223645,1310,6551,1303,299282,430,56581,365,55746,578,835,523,242701,161,234368,1206,8333,1201,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5195423,2701,2562505,3303,541992,2788,535752,3040,6240,1442,2020513,1177,1946702,5036,73811,4758,2632918,2312,510566,2427,503773,2970,6793,1605,2122352,1230,2029992,6060,92360,5692,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4888317,1859,2427676,1648,493799,1182,483504,2552,10295,2123,1933877,774,1841053,4872,92824,4763,2460641,1381,466741,997,455397,2495,11344,2453,1993900,965,1874691,5364,119209,5317,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1727979,1403,848917,2335,181088,1682,180874,1691,214,258,667829,1718,664114,2120,3715,1080,879062,2269,168523,2033,168427,2027,96,169,710539,1511,706475,1653,4064,836,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4739488,1550,2346559,1377,503836,993,501166,1350,2670,877,1842723,793,1815657,2734,27066,2458,2392929,933,478582,795,476318,1115,2264,710,1914347,652,1883587,2686,30760,2616,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,484183,516,246049,832,55076,804,55024,819,52,88,190973,118,189498,707,1475,702,238134,783,51858,752,51806,753,52,68,186276,154,184082,734,2194,724,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,29028,2834,13828,1730,3331,994,3331,994,0,285,10497,1518,8888,1446,1609,601,15200,2039,3315,974,3315,974,0,285,11885,1690,10258,1589,1627,689,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
