GEO_ID,C08007_001E,C08007_001M,C08007_002E,C08007_002M,C08007_003E,C08007_003M,C08007_004E,C08007_004M,C08007_005E,C08007_005M,C08007_006E,C08007_006M,C08007_007E,C08007_007M,C08007_008E,C08007_008M,C08007_009E,C08007_009M,NAME,C08007_001EA,C08007_001MA,C08007_002EA,C08007_002MA,C08007_003EA,C08007_003MA,C08007_004EA,C08007_004MA,C08007_005MA,C08007_005EA,C08007_006MA,C08007_006EA,C08007_007EA,C08007_007MA,C08007_008EA,C08007_008MA,C08007_009EA,C08007_009MA,state
0400000US15,657295,7523,650793,7870,6502,1359,350286,4702,346173,4963,4113,1068,307009,5885,304620,6013,2389,722,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,669892,8472,535698,8857,134194,5472,360358,5843,281553,6147,78805,4026,309534,5606,254145,5664,55389,3770,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5792659,21042,4251877,26539,1540782,18570,3030032,17742,2131565,18941,898467,13820,2762627,11541,2120312,15325,642315,10956,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2845206,17408,1937892,18082,907314,13352,1485879,11655,960363,12178,525516,9036,1359327,12160,977529,12471,381798,8597,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1513705,9788,1150515,10517,363190,7951,787990,6562,589264,7081,198726,4869,725715,6249,561251,7100,164464,5400,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1358914,9336,1042445,10430,316469,7735,711907,7086,528444,7309,183463,5131,647007,7126,514001,8103,133006,5274,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1803377,15174,1242885,13685,560492,11335,946506,11443,624255,9542,322251,8728,856871,8793,618630,8646,238241,6019,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1932178,14163,1341550,13191,590628,10352,1006085,9882,654773,8982,351312,6880,926093,9563,686777,8707,239316,7015,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,627588,6403,488441,8025,139147,5231,315974,4694,237893,5470,78081,3791,311614,4132,250548,4858,61066,3166,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2847946,17144,1509248,18733,1338698,17619,1443405,11315,718750,13573,724655,11572,1404541,12586,790498,11004,614043,11202,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3151546,16613,2072085,17076,1079461,13976,1602433,12242,994213,11782,608220,10120,1549113,14178,1077872,12904,471241,8952,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4044769,19421,2806610,18858,1238159,12284,2065549,14292,1364160,14555,701389,10679,1979220,12650,1442450,12663,536770,9207,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2649994,12193,1689772,13095,960222,11959,1364756,8854,838003,8547,526753,7962,1285238,9266,851769,9643,433469,7840,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1158617,12860,747929,11827,410688,10907,599306,8051,368590,8093,230716,6128,559311,8825,379339,8961,179972,7103,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2706413,14734,1761618,13650,944795,13779,1377384,11307,865139,10219,512245,8983,1329029,9414,896479,9424,432550,9479,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,459904,5870,417317,6122,42587,2928,239207,4547,213048,4661,26159,2318,220697,3771,204269,3789,16428,1836,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,921395,7259,716645,7724,204750,5751,476294,4827,361041,5289,115253,4115,445101,4644,355604,5273,89497,3526,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1184067,11117,1124759,11455,59308,3705,640659,7626,601828,7576,38831,2700,543408,7768,522931,7608,20477,1966,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,667506,6655,432524,7813,234982,6343,345711,5825,215042,6355,130669,4921,321795,4504,217482,5241,104313,4626,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4054388,17515,2200758,18557,1853630,17728,2134884,12880,1062099,13308,1072785,11804,1919504,13572,1138659,13890,780845,12238,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,857959,8659,724127,9750,133832,5531,454483,6422,373055,6958,81428,4315,403476,6591,351072,7223,52404,3863,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8723526,30424,5648848,32124,3074678,27156,4511695,17772,2779031,18108,1732664,17002,4211831,21821,2869817,23638,1342014,18239,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4119560,24651,2965883,23978,1153677,14641,2155821,14149,1493927,13167,661894,10290,1963739,17027,1471956,16355,491783,11815,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,359823,4330,308110,4322,51713,2468,192880,3058,162168,3395,30712,2098,166943,3200,145942,3224,21001,1635,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5070590,19910,3563999,22803,1506591,18333,2592834,15132,1734254,16337,858580,13758,2477756,14790,1829745,14859,648011,11126,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1653574,12327,1237847,12883,415727,9915,883662,8414,639809,8501,243853,7067,769912,9577,598038,9640,171874,6150,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1665614,13665,1287153,12952,378461,10352,863473,9984,644317,9442,219156,6913,802141,9649,642836,9388,159305,6105,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5723063,25106,4041933,22818,1681130,18202,2968965,16278,2003463,16867,965502,13510,2754098,16652,2038470,15191,715628,10473,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,479988,6507,315722,6629,164266,5843,238947,5025,147973,5101,90974,3949,241041,4464,167749,4815,73292,4175,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1948160,15838,1387073,15335,561087,12429,1007922,11824,691704,9837,316218,9743,940238,10195,695369,10453,244869,7381,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,403672,4694,322475,5027,81197,3445,212866,3503,167777,3733,45089,2841,190806,3461,154698,3717,36108,2173,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2676457,17962,1936306,17966,740151,12361,1397203,13837,968549,13129,428654,8581,1279254,12956,967757,11665,311497,8543,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11145480,37226,8667338,39657,2478142,21737,6064629,22220,4580508,26337,1484121,18556,5080851,31218,4086830,30366,994021,15603,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1210020,11200,985263,10854,224757,6723,677495,7048,527275,7424,150220,5474,532525,8518,457988,8172,74537,3960,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,314463,4437,244395,5179,70068,3831,161309,3069,122869,3447,38440,2388,153154,3273,121526,3524,31628,2373,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3845626,18587,1871900,22278,1973726,22402,2012518,12073,930780,15269,1081738,15214,1833108,13559,941120,15150,891988,13137,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3046571,18697,2475059,18878,571512,11145,1627069,13650,1279735,12379,347334,8517,1419502,13196,1195324,12924,224178,6585,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,727598,9131,489954,9276,237644,6954,382665,6631,238507,6907,144158,5425,344933,6065,251447,6436,93486,3801,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2757982,13344,1976365,13092,781617,11505,1419511,10056,979467,9250,440044,7693,1338471,8572,996898,8589,341573,7644,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,278970,4433,256630,5019,22340,2167,154567,3268,138061,3725,16506,1701,124403,3015,118569,3133,5834,1273,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1077121,11868,519549,10367,557572,9464,581916,7781,272898,7148,309018,6670,495205,8594,246651,6793,248554,6589,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
