GEO_ID,C16006_001E,C16006_001M,C16006_002E,C16006_002M,C16006_003E,C16006_003M,C16006_004E,C16006_004M,C16006_005E,C16006_005M,C16006_006E,C16006_006M,NAME,C16006_001MA,C16006_001EA,C16006_002MA,C16006_002EA,C16006_003EA,C16006_003MA,C16006_004EA,C16006_004MA,C16006_005EA,C16006_005MA,C16006_006MA,C16006_006EA,state
0400000US01,158442,2906,38519,4711,119011,4891,41089,4155,77922,4487,912,724,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,35889,1575,19794,2045,14478,2370,8163,1226,6315,1771,1617,1198,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1703177,382,555191,18147,1144225,18176,688106,18540,456119,14391,3761,1188,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,158988,2301,40260,4138,118146,4273,53717,4027,64429,4475,582,629,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12736436,526,3013915,43043,9682559,42774,5095565,37366,4586994,44105,39962,3838,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,934672,749,416418,14933,515524,14929,282511,11411,233013,9688,2730,958,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,434639,354,103070,7067,328595,7180,174735,7837,153860,7874,2974,1074,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,64753,-555555555,16574,3402,48155,3398,22842,3009,25313,3403,24,41,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,50721,-555555555,20390,3351,29844,3358,18902,2720,10942,2232,487,325,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3940891,2089,587535,16693,3332670,16817,1762977,22809,1569693,21837,20686,3818,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,750516,2627,128437,8040,617879,8273,282131,8112,335748,9538,4200,1090,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,106347,123,80732,3384,19159,3154,14446,2781,4713,1268,6456,1780,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,154178,693,54824,4365,98789,4435,58082,3778,40707,3385,565,410,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1825482,2244,353121,13784,1465230,13614,756437,14838,708793,15694,7131,1327,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,339009,1638,116597,6315,221128,6162,110844,5983,110284,5808,1284,726,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,132602,1168,40701,3946,91465,3886,44989,3226,46476,3610,436,346,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,261926,1396,91750,6831,168961,6833,84189,5623,84772,5639,1215,623,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,114151,3188,38906,3924,75002,4554,34038,3522,40964,3102,243,235,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,173763,2237,55243,5643,116445,5109,56089,4404,60356,5016,2075,789,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14730,950,10040,1075,4436,1057,3577,917,859,571,254,236,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,422699,865,118094,9192,301786,9143,144565,7687,157221,7861,2819,885,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,568033,667,122227,7011,439047,7175,238650,7773,200397,7798,6759,1645,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,386694,1621,187190,6710,196805,6693,113891,5852,82914,6140,2699,1092,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,214050,2028,65808,4836,144679,5152,71655,4422,73024,3959,3563,1130,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,64889,3826,20678,3853,43927,3700,22477,3608,21450,2607,284,262,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,186924,1830,86065,5601,99884,5348,51091,3501,48793,4518,975,449,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24824,933,19830,1628,4638,1045,3449,884,1189,515,356,300,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,146889,940,45246,4773,100927,4936,49135,3891,51792,3612,716,506,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,642663,485,162061,8871,477813,9311,252221,10723,225592,9925,2789,1273,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33091,717,13393,2409,19656,2453,10885,2024,8771,2323,42,58,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1425680,575,245931,12461,1171850,12492,592768,14852,579082,13603,7899,1927,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,874236,924,342728,11371,528917,11378,382627,10914,146290,7685,2591,1059,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3151235,2095,606750,17850,2527479,18862,1320468,21402,1207011,23070,17006,2555,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,697924,2961,125178,7194,569639,7788,263114,10500,306525,10868,3107,1587,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11817,1035,8524,1361,3098,1011,2266,802,832,435,195,276,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,312291,2044,139519,6645,170082,6326,93804,5946,76278,4632,2690,1194,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,288119,1349,98547,6299,189140,6415,90474,5194,98666,5517,432,306,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,396273,990,122806,7554,270369,7652,138124,6019,132245,8613,3098,2232,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,641583,1580,204013,9594,434230,9902,240487,8863,193743,8469,3340,1149,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,118239,473,16133,2487,101388,2729,49247,2943,52141,3732,718,453,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,202175,2191,46766,4558,154609,4184,68002,4318,86607,4599,800,569,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,17610,1459,8490,1558,8781,1189,4896,1197,3885,1329,339,315,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,249279,3069,64469,5244,184088,5816,77557,5367,106531,5397,722,514,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8554386,1955,1935066,29184,6604052,29767,3728300,33131,2875752,34514,15268,2365,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,316610,734,109520,6874,205999,6929,109450,6613,96549,5553,1091,555,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9054,736,5609,965,3412,933,2143,760,1269,852,33,55,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,562381,2471,129192,7642,429033,7851,217448,8602,211585,7853,4156,1205,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,665673,1159,205016,9927,456255,10244,221336,10179,234919,9158,4402,1374,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20120,1883,12609,1937,7431,1574,3933,1050,3498,1202,80,115,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,293246,1446,100658,6119,191380,6489,98262,6141,93118,4742,1208,828,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,44234,1073,25333,2427,18669,2373,11936,2050,6733,1592,232,202,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3459448,3277,138359,7207,3319580,8051,512134,12823,2807446,14582,1509,503,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
