GEO_ID,B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,NAME,B10057_001MA,B10057_001EA,B10057_002MA,B10057_002EA,B10057_003MA,B10057_003EA,B10057_004EA,B10057_004MA,B10057_005MA,B10057_005EA,B10057_006MA,B10057_006EA,B10057_007MA,B10057_007EA,B10057_008MA,B10057_008EA,B10057_009EA,B10057_009MA,B10057_010EA,B10057_010MA,B10057_011MA,B10057_011EA,state
0400000US47,149402,7528,87385,6914,49049,4727,32255,4060,16794,2403,38336,4091,62017,4547,24709,2832,16372,2269,8337,1696,37308,3529,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,721850,20525,489340,16914,230417,12429,172134,10561,58283,5056,258923,10207,232510,9580,80635,4803,54278,4180,26357,2580,151875,7208,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60817,4552,45969,4118,15903,2388,9402,1851,6501,1691,30066,3456,14848,1800,3951,1030,2477,824,1474,561,10897,1605,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8216,1723,6075,1677,3015,1305,2490,1191,525,302,3060,959,2141,556,853,392,589,311,264,204,1288,402,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,180631,7816,115807,6697,49304,4488,31310,3598,17994,2306,66503,5115,64824,4529,20492,2912,11833,2083,8659,1755,44332,3024,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,117290,7399,78514,6560,30642,3846,20860,3074,9782,1922,47872,4799,38776,3399,10561,1649,6523,1244,4038,967,28215,3170,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43924,4345,29060,4093,16580,2924,11082,2328,5498,1451,12480,2404,14864,1886,6252,1481,3907,1246,2345,777,8612,1238,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72245,4744,47405,4069,19931,2641,14773,2410,5158,1076,27474,3342,24840,2368,9365,1484,6935,1319,2430,716,15475,1890,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,11287,2223,8207,1959,5252,1351,4801,1306,451,267,2955,1208,3080,1151,804,386,372,207,432,323,2276,1108,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,115377,6363,68970,5130,38708,3765,23449,3134,15259,2009,30262,3155,46407,3519,17506,2293,10446,1599,7060,1356,28901,2763,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
