GEO_ID,B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,NAME,B10057_001MA,B10057_001EA,B10057_002MA,B10057_002EA,B10057_003MA,B10057_003EA,B10057_004EA,B10057_004MA,B10057_005MA,B10057_005EA,B10057_006MA,B10057_006EA,B10057_007MA,B10057_007EA,B10057_008MA,B10057_008EA,B10057_009EA,B10057_009MA,B10057_010EA,B10057_010MA,B10057_011MA,B10057_011EA,state
0400000US01,123935,7326,74910,6070,46832,4782,31686,4071,15146,2051,28078,3700,49025,4245,21572,2613,13338,1992,8234,1518,27453,2827,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14048,2038,9363,1785,3519,750,2319,654,1200,430,5844,1583,4685,997,1491,482,812,339,679,281,3194,829,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,158383,7778,102861,6375,49061,4995,32881,4252,16180,2648,53800,4866,55522,4219,18056,2087,12109,1798,5947,1221,37466,3997,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,71629,5050,47463,4662,29869,3475,21008,2863,8861,1932,17594,2854,24166,2358,10481,1619,6803,1442,3678,969,13685,2140,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1110809,21607,739872,20718,220859,10137,140184,8473,80675,6037,519013,16395,370937,9576,80000,4192,43118,3511,36882,3144,290937,8785,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88655,6045,58969,5821,26269,3482,16871,2514,9398,2222,32700,3933,29686,3278,9216,1588,5813,1285,3403,904,20470,2677,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,72372,5579,41405,5270,14742,2688,9494,2054,5248,1419,26663,4217,30967,3354,8354,1654,5289,1322,3065,1054,22613,2885,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18454,2599,11482,2347,5488,1512,3620,1176,1868,726,5994,1474,6972,1286,2346,867,1204,760,1142,541,4626,1000,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10495,1984,4627,1376,2278,783,1142,503,1136,572,2349,1044,5868,1234,2414,669,1607,532,807,426,3454,1002,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,469274,13859,279285,11849,119320,7226,76986,5523,42334,4215,159965,9182,189989,8382,51902,4189,31514,2999,20388,2753,138087,7584,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,252342,10270,147561,7836,78114,6796,54711,5299,23403,3145,69447,5616,104781,6494,37515,3320,25298,2999,12217,2033,67266,5124,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,52495,4528,33898,4079,8034,1884,4936,1391,3098,1243,25864,3686,18597,2478,4035,1187,1942,616,2093,837,14562,2092,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29140,3560,19106,3047,9256,2068,5749,1511,3507,1136,9850,2042,10034,1797,3287,1151,1738,880,1549,608,6747,1359,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,277226,10936,171571,9216,69484,6027,50595,4803,18889,2822,102087,7343,105655,5705,32467,2976,21014,2236,11453,1673,73188,5028,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,120385,5755,76939,5099,41564,3235,30504,2787,11060,1977,35375,4035,43446,3797,17395,2058,11695,1776,5700,1256,26051,2855,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36216,3273,26225,3049,13840,2289,9242,1905,4598,1087,12385,2098,9991,1364,3975,799,2565,738,1410,406,6016,990,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,45981,3606,30572,3040,15044,2103,10500,1913,4544,1255,15528,2256,15409,1787,5206,974,3050,797,2156,661,10203,1541,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,90958,6211,59519,5259,36398,4083,26034,3428,10364,1954,23121,2806,31439,3223,14153,2257,8883,1855,5270,1014,17286,2329,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,131054,7282,76412,6000,46081,4858,31017,3413,15064,2403,30331,3704,54642,4364,25673,3017,16472,2315,9201,1823,28969,3139,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18421,2323,11826,1851,5883,1291,4180,1096,1703,703,5943,1222,6595,1384,2089,899,1585,820,504,310,4506,1084,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,146413,8277,88783,6963,33620,3872,22253,3109,11367,1772,55163,5208,57630,5026,17234,2514,12330,2158,4904,1075,40396,3752,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,112199,6252,69511,5326,21909,3354,13781,2873,8128,1686,47602,4224,42688,3607,9215,1758,6420,1441,2795,762,33473,3144,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,181567,6930,106378,6600,48096,4461,31663,3668,16433,2696,58282,5066,75189,3977,24605,2320,17262,2011,7343,1114,50584,3681,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58789,3629,36270,3311,14501,2119,9649,1864,4852,993,21769,2767,22519,2383,7211,1414,4766,1308,2445,645,15308,1851,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,97070,5536,60829,5277,38736,4073,27807,3325,10929,1902,22093,3179,36241,3163,16767,2273,11092,1849,5675,1300,19474,2610,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110116,6967,71605,5703,37118,3891,25124,3477,11994,1851,34487,4176,38511,3234,13751,1882,9223,1578,4528,1015,24760,2709,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14488,2222,9357,1868,4432,1209,2744,901,1688,740,4925,1497,5131,1137,2157,744,1353,594,804,351,2974,752,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,23632,2849,14394,2177,7267,1432,4980,1215,2287,788,7127,1431,9238,1746,3887,932,1718,555,2169,763,5351,1316,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,72805,6299,46454,5207,18736,3047,11255,2435,7481,1793,27718,4064,26351,3252,8735,1632,5289,1311,3446,880,17616,3034,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20623,3014,14394,2731,6510,2005,5180,1876,1330,501,7884,1794,6229,1375,1580,639,1310,575,270,222,4649,1089,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,193435,7311,114315,6504,32135,3488,20051,2820,12084,1874,82180,5771,79120,4441,19054,2140,10719,1803,8335,1389,60066,3861,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54907,4605,34273,4272,17206,3300,11730,2580,5476,1439,17067,2776,20634,2720,8210,1469,5275,1140,2935,844,12424,2177,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,426692,11380,247427,8887,80739,5247,51510,4259,29229,3168,166688,7919,179265,6985,48297,3392,27867,2525,20430,2547,130968,6780,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,205216,8570,123143,6894,67937,5761,47431,4620,20506,2716,55206,4079,82073,5527,32732,3218,21049,2862,11683,1621,49341,3835,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6241,1273,4238,1170,2595,940,1893,870,702,363,1643,576,2003,522,935,416,792,416,143,108,1068,429,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,216194,7758,130561,6689,69462,4521,49674,4249,19788,1835,61099,5081,85633,4983,30494,2877,20876,2246,9618,1339,55139,3981,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,77710,4322,50472,3834,28362,3182,20299,2723,8063,1565,22110,2713,27238,2526,11546,1512,7775,1264,3771,820,15692,1921,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,62645,5099,38678,4200,17606,2663,10821,1880,6785,1438,21072,2709,23967,2496,6773,1280,2583,698,4190,992,17194,2294,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,227728,9035,137508,6439,60434,4221,43064,3662,17370,2082,77074,4454,90220,5632,26534,3099,15603,2153,10931,1742,63686,4331,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19323,2964,12264,2551,5515,1531,3416,1364,2099,731,6749,1839,7059,1402,1184,539,537,320,647,453,5875,1251,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,112941,6260,70290,4898,39779,4270,26497,3210,13282,2283,30511,3283,42651,3715,16950,2411,10968,2016,5982,1265,25701,2772,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11513,1898,6790,1567,3858,1050,3041,856,817,459,2932,991,4723,1153,2619,749,2232,672,387,257,2104,919,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
