GEO_ID,C21001A_001E,C21001A_001M,C21001A_002E,C21001A_002M,C21001A_003E,C21001A_003M,C21001A_004E,C21001A_004M,C21001A_005E,C21001A_005M,C21001A_006E,C21001A_006M,C21001A_007E,C21001A_007M,C21001A_008E,C21001A_008M,C21001A_009E,C21001A_009M,C21001A_010E,C21001A_010M,C21001A_011E,C21001A_011M,C21001A_012E,C21001A_012M,C21001A_013E,C21001A_013M,C21001A_014E,C21001A_014M,C21001A_015E,C21001A_015M,NAME,C21001A_001MA,C21001A_001EA,C21001A_002MA,C21001A_002EA,C21001A_003MA,C21001A_003EA,C21001A_004EA,C21001A_004MA,C21001A_005EA,C21001A_005MA,C21001A_006MA,C21001A_006EA,C21001A_007MA,C21001A_007EA,C21001A_008MA,C21001A_008EA,C21001A_009MA,C21001A_009EA,C21001A_010MA,C21001A_010EA,C21001A_011EA,C21001A_011MA,C21001A_012EA,C21001A_012MA,C21001A_013MA,C21001A_013EA,C21001A_014MA,C21001A_014EA,C21001A_015EA,C21001A_015MA,state
0400000US13,4516761,11557,2194998,7821,1852288,7925,254559,7929,1597729,10993,342710,1193,192107,4369,150603,4322,2321763,5514,1875548,5133,26448,2971,1849100,6118,446215,1375,4260,885,441955,1559,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,268004,4304,138002,3532,113119,3382,25115,3198,88004,3131,24883,481,14928,1147,9955,1283,130002,1699,105443,1619,5045,1321,100398,1887,24559,352,609,371,23950,495,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1063095,3358,526820,2160,438973,2130,61295,3411,377678,4043,87847,646,50416,2169,37431,2181,536275,2258,433402,2405,6328,1373,427074,2764,102873,715,2202,621,100671,902,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7255497,17129,3533601,10012,2963722,9604,308077,8067,2655645,12393,569879,1682,291460,4807,278419,4630,3721896,9092,2946994,8765,23487,2669,2923507,9384,774902,1698,7425,1113,767477,2055,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4238501,5584,2059978,4020,1726251,4136,223878,6377,1502373,7341,333727,870,179141,4617,154586,4549,2178523,2965,1731766,2932,18051,2090,1713715,3674,446757,815,4175,855,442582,1316,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2162275,3897,1051680,2396,862056,2307,110919,4033,751137,4571,189624,427,101982,2455,87642,2448,1110595,2180,856040,2256,10240,1230,845800,2440,254555,599,2218,709,252337,908,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1845453,4582,897064,3492,745080,3433,97669,3411,647411,5199,151984,854,82819,2183,69165,2274,948389,2370,748357,2365,10811,1530,737546,2893,200032,758,2304,706,197728,982,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2956720,5411,1423877,4302,1189226,4215,157227,5286,1031999,6151,234651,703,112728,3683,121923,3692,1532843,2602,1222856,2624,15686,2079,1207170,3210,309987,437,2014,660,307973,734,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2228185,4212,1086596,2962,903355,2959,115175,4426,788180,5501,183241,872,100922,3107,82319,3081,1141589,2442,903194,2355,12599,2070,890595,3465,238395,830,2519,599,235876,1048,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1013418,1118,488172,1001,396960,951,63334,2808,333626,2850,91212,200,53523,2091,37689,2100,525246,697,408154,685,5657,947,402497,1215,117092,288,1372,444,115720,494,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2677763,8454,1289915,5283,1067470,5182,143848,5128,923622,7490,222445,1019,123605,3019,98840,3093,1387848,4378,1093960,4166,20065,1825,1073895,4735,293888,863,3085,798,290803,995,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4245150,9113,2018218,6367,1673753,6075,163967,5987,1509786,8560,344465,923,189390,4495,155075,4386,2226932,4767,1744493,4817,13031,1844,1731462,5032,482439,1298,6008,1147,476431,1728,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6126922,6350,2984259,4276,2463387,4222,301208,7521,2162179,8554,520872,1004,272738,4634,248134,4533,3142663,3677,2466766,3345,24740,2487,2442026,4177,675897,970,6337,981,669560,1198,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3566071,3916,1748302,2299,1461158,2317,179578,4317,1281580,5168,287144,556,161866,2744,125278,2760,1817769,2365,1447542,2344,14492,1701,1433050,3004,370227,770,3681,714,366546,1028,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1370778,3741,665191,2904,543275,2939,74182,3936,469093,4551,121916,529,66399,2818,55517,2896,705587,1803,542226,1822,6384,1301,535842,2293,163361,693,2247,654,161114,929,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3857737,4720,1863238,2990,1531602,2927,227344,5072,1304258,5619,331636,737,187252,3718,144384,3728,1994499,2961,1562112,2833,19663,2490,1542449,3923,432387,971,4181,904,428206,1269,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,700983,1388,350158,1315,284448,1329,43199,2708,241249,2876,65710,235,40740,1471,24970,1456,350825,893,275244,877,4386,985,270858,1378,75581,348,1433,533,74148,651,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1238044,3581,605100,2500,502365,2475,67978,3031,434387,3598,102735,516,57400,2033,45335,2152,632944,1829,496549,2372,8226,1288,488323,2632,136395,1510,1435,510,134960,1534,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1517368,8892,770981,5372,640786,5211,99304,5302,541482,7472,130195,912,80499,2415,49696,2347,746387,4781,605442,4548,11647,1902,593795,5360,140945,1028,1841,663,139104,1261,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,978275,2040,475968,1228,397861,1227,56648,3327,341213,3448,78107,412,46175,1972,31932,1968,502307,1382,404131,1297,7340,1378,396791,1650,98176,527,1571,490,96605,698,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4781237,14943,2291751,9551,1881312,9343,155954,5789,1725358,9900,410439,1824,211573,4018,198866,4161,2489486,7829,1917096,7379,8613,1540,1908483,7427,572390,2258,4095,850,568295,2508,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1157747,8705,560004,5409,454349,5204,77639,3492,376710,6650,105655,1410,57696,2355,47959,2462,597743,4886,469954,4539,10014,2175,459940,5027,127789,1451,2611,860,125178,1752,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10157449,18796,4877546,10886,4010298,10210,357711,8684,3652587,13451,867248,2750,417339,6080,449909,6654,5279903,11129,4093542,10307,29185,3031,4064357,10804,1186361,3150,9051,1387,1177310,3357,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5175877,11741,2476068,8001,2038029,7714,293057,8201,1744972,10280,438039,1172,234869,5563,203170,5838,2699809,5796,2125012,5704,30508,2593,2094504,6034,574797,893,5449,1010,569348,1387,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,478727,1113,239004,690,197292,631,26497,1889,170795,2049,41712,247,19912,1263,21800,1307,239723,718,185816,626,2754,749,183062,944,53907,242,384,189,53523,311,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7459107,6424,3600378,4457,2979294,4120,400928,8323,2578366,8708,621084,1117,340290,5085,280794,5058,3858729,3721,3019269,3461,34537,2653,2984732,4303,839460,966,8423,1276,831037,1477,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2158217,5503,1046533,3642,853676,3561,140295,4784,713381,6149,192857,581,109204,3123,83653,3204,1111684,3046,864541,2980,14430,1756,850111,3204,247143,459,2022,599,245121,724,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2584103,7837,1258514,4534,1033483,4627,158144,6450,875339,8048,225031,1017,134455,3199,90576,3237,1325589,4496,1045675,4304,15091,2127,1030584,4936,279914,962,4369,1131,275545,1515,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8370272,8105,4031008,5377,3277328,5289,407984,9321,2869344,10919,753680,1169,430415,5226,323265,5225,4339264,5018,3306373,4846,34993,2805,3271380,6003,1032891,1253,11990,1484,1020901,2083,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,692283,4538,327310,2994,268783,2865,31692,2562,237091,3599,58527,586,32707,1632,25820,1744,364973,2240,281384,2223,2743,784,278641,2358,83589,512,985,482,82604,787,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2439771,5608,1177573,4078,956890,3977,159656,5357,797234,6350,220683,502,131189,3512,89494,3586,1262198,3040,984338,2903,16277,1792,968061,3496,277860,801,4121,1096,273739,1356,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,542501,1739,266770,1203,217398,1148,33112,2511,184286,2686,49372,406,27273,1454,22099,1462,275731,866,212403,846,3938,1109,208465,1342,63328,402,808,297,62520,531,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3895497,6170,1877055,4394,1547282,4474,218076,6459,1329206,8428,329773,747,171688,3830,158085,3933,2018442,3531,1589457,3243,21234,2597,1568223,3958,428985,872,3717,865,425268,1165,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13765312,27306,6742749,17646,5769000,17545,702204,13829,5066796,22730,973749,3018,513483,6956,460266,7049,7022563,14349,5781162,14489,83499,4788,5697663,15331,1241401,3302,16424,1931,1224977,3931,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1707903,6742,846320,3889,737568,3793,76908,3879,660660,5194,108752,610,60100,2127,48652,2156,861583,3479,730973,3317,5803,1173,725170,3507,130610,692,2287,677,128323,908,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,477765,1102,232461,874,192527,772,23792,2209,168735,2287,39934,318,20731,956,19203,963,245304,607,195297,591,2269,617,193028,815,50007,155,693,317,49314,345,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4322769,11053,2086776,7476,1742260,7356,307112,8324,1435148,11472,344516,1170,196288,4073,148228,3868,2235993,6704,1794469,6450,46566,3219,1747903,6792,441524,915,7585,1341,433939,1623,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4145354,8880,2029067,5591,1693891,5528,280717,7361,1413174,9958,335176,701,199641,3876,135535,3859,2116287,5101,1705055,4868,36161,2594,1668894,5396,411232,1051,7656,1206,403576,1519,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1384954,2743,670150,2052,543440,2027,79888,3619,463552,3870,126710,457,66353,2664,60357,2614,714804,1765,552489,1792,7568,1611,544921,2264,162315,403,1645,632,160670,696,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3882780,4882,1909154,3240,1584889,3154,196608,5641,1388281,6432,324265,660,174753,2969,149512,2947,1973626,2558,1553561,2568,19778,1712,1533783,2763,420065,646,5244,965,414821,1103,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,393512,1959,198818,1465,167854,1473,28789,2416,139065,2584,30964,242,16930,1109,14034,1178,194694,1036,158663,934,2853,866,155810,1385,36031,508,387,234,35644,582,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1932241,15609,886992,9228,707405,8960,33535,2864,673870,9157,179587,2755,48099,2554,131488,3441,1045249,9132,808767,7997,2330,765,806437,7989,236482,3147,867,342,235615,3166,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
