GEO_ID,B12002I_001E,B12002I_001M,B12002I_002E,B12002I_002M,B12002I_003E,B12002I_003M,B12002I_004E,B12002I_004M,B12002I_005E,B12002I_005M,B12002I_006E,B12002I_006M,B12002I_007E,B12002I_007M,B12002I_008E,B12002I_008M,B12002I_009E,B12002I_009M,B12002I_010E,B12002I_010M,B12002I_011E,B12002I_011M,B12002I_012E,B12002I_012M,B12002I_013E,B12002I_013M,NAME,B12002I_001MA,B12002I_001EA,B12002I_002EA,B12002I_002MA,B12002I_003MA,B12002I_003EA,B12002I_004MA,B12002I_004EA,B12002I_005EA,B12002I_005MA,B12002I_006EA,B12002I_006MA,B12002I_007EA,B12002I_007MA,B12002I_008EA,B12002I_008MA,B12002I_009EA,B12002I_009MA,B12002I_010EA,B12002I_010MA,B12002I_011MA,B12002I_011EA,B12002I_012MA,B12002I_012EA,B12002I_013MA,B12002I_013EA,state
0400000US17,1421652,2111,735009,2005,343851,6223,327608,7297,15220,2127,10287,1807,38043,3120,686643,2081,267511,5791,312314,7292,25940,2974,28797,2123,52081,4067,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,255302,1771,136287,1994,62715,3487,60663,3562,2308,772,909,393,9692,1737,119015,1812,45782,2937,55146,3168,3693,1072,4007,933,10387,1810,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,99315,1724,51930,1737,23615,2230,23527,1788,1470,569,388,313,2930,790,47385,1634,19567,1794,21903,1668,2302,758,915,372,2698,772,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,195817,1338,102645,1550,42683,2315,48176,2819,3025,1037,1030,536,7731,1370,93172,1602,33203,2603,45922,2436,3144,1503,3102,845,7801,1149,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,88046,2954,51256,3093,26701,2725,19739,2091,1596,763,561,475,2659,747,36790,2113,13130,1973,18316,1657,798,519,1168,613,3378,960,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,147264,2104,83999,2113,37873,2520,37058,2480,2279,761,1263,546,5526,1100,63265,1725,21501,1869,30890,2105,2130,704,3584,883,5160,1113,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11474,891,6237,739,3679,801,1565,393,0,230,190,183,803,510,5237,740,2362,675,2112,532,115,154,179,168,469,272,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,345247,914,183248,1362,86422,3990,80211,4003,5683,1757,963,559,9969,2101,161999,1077,62266,3496,78135,3613,5948,1284,4781,1031,10869,1792,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,454726,630,219141,1120,116737,3565,77869,3927,7768,1557,2199,793,14568,1919,235585,1100,114061,4062,68638,4456,16942,2031,8988,1416,26956,2445,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,293229,1526,150703,1715,69136,2551,62409,2687,3145,1087,2068,771,13945,1873,142526,1439,54395,2294,62230,2688,3771,1016,6775,1072,15355,1826,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,160624,1337,84871,1293,41708,2380,36151,2263,1209,541,428,246,5375,1317,75753,1410,32302,2335,32592,2252,2631,1057,1826,612,6402,1403,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,51834,2717,31014,1950,13481,2021,13718,1774,1278,507,615,458,1922,818,20820,1860,6847,1640,10494,1407,895,522,877,467,1707,897,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,144553,1490,73156,1999,30829,2768,33613,2348,2837,824,906,449,4971,1164,71397,2006,27324,2548,32162,2400,1211,650,3474,868,7226,1496,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,19419,947,10279,1127,4699,1125,3914,868,145,202,314,289,1207,453,9140,986,2739,837,4651,776,476,403,485,286,789,452,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,106616,1113,56257,1083,24011,1724,26270,1873,2436,1043,282,275,3258,949,50359,1181,18295,1811,23063,1781,2719,1033,1365,536,4917,1114,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,496977,966,254990,976,110311,4100,115590,4393,6260,1626,2967,1015,19862,2771,241987,1189,83663,4255,112182,4326,11472,2290,9822,1686,24848,2919,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25745,795,11852,875,5611,993,4595,909,0,257,184,297,1462,541,13893,997,6024,1138,5477,984,267,230,291,262,1834,618,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1176101,601,589922,991,283285,6714,245053,6747,17667,2832,6863,1370,37054,3365,586179,1080,232831,5698,236238,6961,25228,2759,31928,3002,59954,3800,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,705370,661,346900,1121,139560,4104,154632,4909,6698,1574,6859,1011,39151,3106,358470,1086,121959,4151,154236,5236,10668,2100,26703,2244,44904,3880,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2628606,2528,1281327,2050,649133,10073,485684,9253,43059,3739,17284,2294,86167,5203,1347279,2235,582197,9528,453817,9913,80449,4757,82735,4773,148081,7429,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,531392,3109,287018,3587,129322,5666,138275,5643,6977,1828,1205,734,11239,2204,244374,2923,88072,4195,121129,4859,9724,1775,6949,1333,18500,2461,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8751,908,4428,771,2308,706,1906,525,42,60,13,24,159,177,4323,644,1007,366,2467,567,106,172,156,152,587,367,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,238342,2395,121841,2275,56548,3482,52007,3137,2086,723,1646,729,9554,1467,116501,2162,45344,3153,47758,3026,3513,1011,5030,880,14856,2160,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,216538,1892,115020,1758,48030,2842,53953,2909,3079,1187,1447,583,8511,1485,101518,1562,34345,2270,48768,2686,5406,1198,3584,808,9415,1367,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,297133,1339,157742,1832,69821,3690,71352,3277,4310,1333,1554,726,10705,1631,139391,1641,51474,2534,67129,2263,4710,1070,3997,972,12081,1736,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,500754,1851,256538,2099,135166,4392,94638,4581,7387,1210,2108,681,17239,2506,244216,1654,112322,3626,85890,4025,13850,2251,11578,1658,20576,2378,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,93060,509,45579,732,21821,1453,17818,1706,2544,962,609,482,2787,962,47481,606,21046,1571,15374,1761,3277,1135,2389,708,5395,1127,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,158252,1854,91576,1933,44956,3079,38927,2599,2813,1165,264,242,4616,1264,66676,1597,22165,2396,32805,2113,3776,1484,2395,699,5535,1396,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13216,1212,7388,942,3281,806,3031,532,347,264,0,223,729,442,5828,893,1988,513,2763,653,83,119,273,391,721,530,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,193380,2843,107161,2760,49412,3645,49353,3109,2957,955,510,379,4929,1438,86219,2572,28846,2603,44491,2436,3801,1056,2899,882,6182,1252,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6700879,2817,3358087,2990,1345859,14998,1629402,15856,100667,7355,53518,3981,228641,8936,3342792,2859,1086903,12685,1576429,17990,160015,8634,188423,6838,331022,9338,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,237487,632,123721,783,48550,2654,62618,2775,2527,847,2308,887,7718,1543,113766,680,35833,2492,61381,2805,3415,974,3418,1011,9719,1769,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7663,877,3839,784,2061,691,1238,440,0,211,145,202,395,241,3824,586,1791,431,989,467,247,322,172,155,625,403,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,452750,2979,237095,3110,110684,4448,107910,4784,5513,1402,2420,985,10568,1899,215655,2598,77935,4033,103868,4693,8572,1789,6563,1392,18717,2523,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,502786,1222,265831,1889,125677,4730,116183,4793,5018,997,1520,647,17433,2209,236955,1905,87945,3672,112147,4089,9596,2071,6838,1484,20429,2613,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15744,1628,7922,1255,3707,1001,2910,707,372,191,302,276,631,446,7822,1264,3449,1036,2545,798,356,238,380,341,1092,535,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,220005,1755,116506,1703,55661,2784,49096,2771,1740,767,953,340,9056,1589,103499,1495,42530,2682,45772,2540,2195,715,3200,647,9802,1392,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,32871,1138,17640,1119,6433,963,9040,1150,452,279,259,214,1456,688,15231,1025,4151,804,7815,1098,569,376,742,578,1954,779,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2958895,3295,1391613,3051,560300,8856,600725,10224,38662,3024,39603,2619,152323,6008,1567282,2745,519177,8373,594701,9030,49950,3547,169617,5458,233837,6530,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
