GEO_ID,B18101A_001E,B18101A_001M,B18101A_002E,B18101A_002M,B18101A_003E,B18101A_003M,B18101A_004E,B18101A_004M,B18101A_005E,B18101A_005M,B18101A_006E,B18101A_006M,B18101A_007E,B18101A_007M,B18101A_008E,B18101A_008M,B18101A_009E,B18101A_009M,B18101A_010E,B18101A_010M,NAME,B18101A_001EA,B18101A_001MA,B18101A_002EA,B18101A_002MA,B18101A_003MA,B18101A_003EA,B18101A_004EA,B18101A_004MA,B18101A_005MA,B18101A_005EA,B18101A_006EA,B18101A_006MA,B18101A_007EA,B18101A_007MA,B18101A_008EA,B18101A_008MA,B18101A_009EA,B18101A_009MA,B18101A_010EA,B18101A_010MA,state
0400000US13,5798121,17245,1343143,8668,58352,5324,1284791,9878,3686803,11126,369694,10662,3317109,15195,768175,2672,296844,6856,471331,7143,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310774,4546,46087,1974,1973,934,44114,2202,215805,3207,18878,2334,196927,3870,48882,707,14760,1531,34122,1542,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1431716,5789,382915,3032,15795,2127,367120,3826,861788,3477,93914,4848,767874,5808,187013,1299,70900,3264,116113,2986,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9199957,28033,2041229,13828,67190,4550,1974039,13431,5870815,16300,437699,10386,5433116,19332,1287913,4119,444888,7784,843025,9011,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5448167,8740,1277918,5131,51184,3527,1226734,6016,3422784,5903,366099,9799,3056685,10907,747465,2238,270682,5557,476783,5960,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2752877,6332,625853,3406,22770,2583,603083,4278,1706940,3976,156941,6807,1549999,7846,420084,1093,134878,3529,285206,3537,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2394374,7699,579515,4326,21003,2493,558512,4795,1480152,4597,148945,5558,1331207,6696,334707,2023,124525,3360,210182,3953,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3758929,6739,857594,3300,41751,3343,815843,4838,2378404,5142,375851,9219,2002553,10619,522931,1262,216265,5212,306666,5349,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2806828,6094,615088,3315,33898,3498,581190,4019,1785275,4965,228104,7761,1557171,9073,406465,1924,166891,4720,239574,4969,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1252056,1569,249882,1012,15460,2126,234422,2228,801219,1193,97831,4063,703388,4503,200955,677,76648,2994,124307,2960,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3356226,11677,707785,4842,26363,2566,681422,5517,2147363,8362,171824,6920,1975539,11496,501078,2487,166400,4680,334678,4646,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5257446,13470,1070197,6724,46100,3542,1024097,7128,3399710,9018,281933,9470,3117777,12088,787539,2055,256093,6375,531446,6323,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7764965,11565,1702844,5604,73989,4603,1628855,7348,4899634,6542,526007,11481,4373627,12310,1162487,2273,423547,7455,738940,7862,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4527997,6880,1003799,3975,33489,2705,970310,4796,2895562,4353,223745,7262,2671817,7941,628636,1716,197542,4797,431094,5337,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1732540,5037,387425,2320,17575,2534,369850,3400,1069798,3788,146214,6669,923584,7681,275317,1545,119668,3945,155649,4076,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4897218,6895,1106279,3304,48683,3677,1057596,4802,3063123,4708,358420,8005,2704703,8957,727816,2029,279285,6639,448531,6758,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,877743,1956,185727,1257,6937,1325,178790,1801,555343,1470,55673,3600,499670,3828,136673,591,49643,2367,87030,2525,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1604166,5591,383963,3042,12461,1688,371502,3527,993531,3504,88696,4696,904835,5666,226672,1419,81709,3727,144963,3865,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1946617,13163,444791,5959,13236,2258,431555,6325,1234208,8383,114895,5767,1119313,9843,267618,1566,92212,3580,175406,3636,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1225293,3452,259341,1904,13025,2128,246316,2842,796737,2055,73145,4121,723592,4217,169215,924,53440,2477,115775,2706,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6045855,20181,1315337,8085,44886,3742,1270451,8663,3778972,14381,273462,9585,3505510,16782,951546,3885,309799,6402,641747,6783,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1492676,12015,350749,5732,12366,1791,338383,5915,913065,8146,103363,5268,809702,9139,228862,2437,92214,4334,136648,4362,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12624255,25886,2595078,12883,86441,4881,2508637,13296,8055385,17121,655706,11122,7399679,20690,1973792,5808,655846,10693,1317946,11185,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6543426,16128,1423986,7124,62490,4147,1361496,7884,4136785,11483,460016,11716,3676769,13829,982655,2897,361698,9461,620957,9585,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,595376,1291,124844,929,3751,992,121093,1440,381007,1003,27654,2370,353353,2464,89525,568,31189,1894,58336,1805,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9448878,10146,2098720,5643,97690,5541,2001030,8110,5946183,6610,642153,13333,5304030,13709,1403975,5465,503519,9030,900456,8667,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2708326,8594,589328,4887,23958,2537,565370,5052,1695390,5541,238017,6812,1457373,8313,423608,1196,178315,5031,245293,5089,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3231321,12872,675053,5781,31300,3457,643753,6850,2060506,8249,245121,7364,1815385,11000,495762,1884,186051,5276,309711,5070,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10359669,12706,2114098,6479,101486,5060,2012612,8042,6529393,8897,649551,11929,5879842,15664,1716178,2845,609495,8705,1106683,8940,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,844556,6313,162246,2867,8840,1488,153406,2906,547428,4410,57641,3996,489787,5994,134882,1215,48421,2854,86461,3034,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3057426,8359,645467,4297,22350,2695,623117,5129,1927180,5484,227222,8448,1699958,10358,484779,1576,177008,4538,307771,4612,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,688555,2456,156267,1291,4883,1208,151384,1704,425623,1799,35749,2745,389874,3194,106665,899,38592,2148,68073,2154,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4914745,10430,1073516,4763,47540,3984,1025976,6034,3105336,6841,422950,8761,2682386,10092,735893,2549,303833,6771,432060,6843,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18402454,45359,4871574,21249,200402,9882,4671172,20287,11384599,28209,1137136,17335,10247463,31303,2146281,5559,859961,11781,1286320,11652,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2444193,10985,752180,5104,20645,2068,731535,5534,1456852,6461,109469,5009,1347383,8121,235161,1404,79750,2911,155411,2914,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,591457,1310,119057,652,6981,1098,112076,1189,385909,1033,42968,2726,342941,2932,86491,325,28978,1774,57513,1746,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5439817,15978,1166555,7370,38085,3400,1128470,7960,3505436,10985,310239,10034,3195197,14641,767826,2621,263481,6130,504345,5874,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5233587,14536,1127496,7610,42890,3987,1084606,8006,3377680,8427,345112,9552,3032568,12571,728411,2242,275234,5816,453177,6159,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1716604,2723,352197,2164,19327,2370,332870,3121,1083774,2999,184344,6734,899430,7130,280633,1054,121477,4053,159156,4194,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4895111,7879,1065234,4003,37819,3262,1027415,4823,3115134,4931,252446,7567,2862688,8940,714743,1524,232193,5061,482550,4949,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,505877,3041,117707,1751,4286,1389,113421,2414,323500,1962,31925,2661,291575,3062,64670,551,23847,1845,40823,1796,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2509348,20449,590323,8403,41346,3005,548977,8843,1508793,14678,251870,7487,1256923,14342,410232,4524,208710,5431,201522,5158,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
