GEO_ID,C14005_001E,C14005_001M,C14005_002E,C14005_002M,C14005_003E,C14005_003M,C14005_004E,C14005_004M,C14005_005E,C14005_005M,C14005_006E,C14005_006M,C14005_007E,C14005_007M,C14005_008E,C14005_008M,C14005_009E,C14005_009M,C14005_010E,C14005_010M,C14005_011E,C14005_011M,C14005_012E,C14005_012M,C14005_013E,C14005_013M,C14005_014E,C14005_014M,C14005_015E,C14005_015M,C14005_016E,C14005_016M,C14005_017E,C14005_017M,C14005_018E,C14005_018M,C14005_019E,C14005_019M,NAME,C14005_001MA,C14005_001EA,C14005_002EA,C14005_002MA,C14005_003EA,C14005_003MA,C14005_004MA,C14005_004EA,C14005_005MA,C14005_005EA,C14005_006EA,C14005_006MA,C14005_007EA,C14005_007MA,C14005_008EA,C14005_008MA,C14005_009MA,C14005_009EA,C14005_010MA,C14005_010EA,C14005_011EA,C14005_011MA,C14005_012MA,C14005_012EA,C14005_013MA,C14005_013EA,C14005_014EA,C14005_014MA,C14005_015MA,C14005_015EA,C14005_016MA,C14005_016EA,C14005_017EA,C14005_017MA,C14005_018EA,C14005_018MA,C14005_019EA,C14005_019MA,state
0400000US01,284521,6543,146337,4326,117981,4713,28356,2583,15580,1759,12138,1620,3442,1064,12776,1979,7265,1569,5511,1435,138184,4409,117121,4487,21063,2550,12472,1674,8052,1289,4420,1058,8591,1804,3406,1234,5185,1455,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40430,2042,20449,1643,15724,1546,4725,825,3342,637,2686,528,656,334,1383,534,1043,520,340,160,19981,1400,16502,1485,3479,882,2310,686,1395,513,915,471,1169,510,489,339,680,368,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,371927,5407,193640,4266,154993,4461,38647,3566,21718,2936,15371,2598,6347,1552,16929,2790,7174,1796,9755,2032,178287,3729,145139,4463,33148,3558,20470,2596,13543,2254,6927,1530,12678,2144,4082,1207,8596,1858,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,171325,6013,86766,4120,68700,3944,18066,2342,11552,2027,8588,1681,2964,982,6514,1462,4074,1238,2440,815,84559,3766,67362,3835,17197,2203,10073,1753,6791,1412,3282,1033,7124,1593,3202,968,3922,1243,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2279692,13485,1180333,9391,986204,11426,194129,7480,120414,5752,84656,5441,35758,3482,73715,4964,41883,3997,31832,3307,1099359,9206,968588,10872,130771,5671,90737,5259,60411,4407,30326,3527,40034,3581,16831,2564,23203,2408,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,277442,5135,143146,4042,117671,3972,25475,2672,15208,2108,12623,2041,2585,751,10267,1661,6141,1261,4126,1211,134296,3278,117382,3549,16914,2383,12140,1960,9640,1596,2500,834,4774,1184,2858,919,1916,757,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,200450,3100,101599,2360,89012,2610,12587,1594,7632,1211,5406,1089,2226,723,4955,1219,2657,852,2298,881,98851,2601,91590,2733,7261,1435,4647,1264,3793,1133,854,493,2614,925,1003,518,1611,734,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,53863,2047,26369,1754,22190,1711,4179,971,2797,854,2037,765,760,437,1382,506,314,229,1068,494,27494,1693,24057,1853,3437,1002,1833,758,1155,513,678,479,1604,747,808,552,796,457,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,37767,2400,18182,1735,15874,1770,2308,870,1170,561,945,511,225,220,1138,558,236,196,902,486,19585,1527,17330,1567,2255,771,1476,525,838,433,638,385,779,559,253,313,526,387,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1003074,10065,512393,7427,421122,7247,91271,5691,55445,4482,37680,4330,17765,2402,35826,4044,15802,2710,20024,2837,490681,7688,416634,8834,74047,5615,51906,4567,33899,3047,18007,2993,22141,3136,11354,2318,10787,1919,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
