GEO_ID,B13002D_001E,B13002D_001M,B13002D_002E,B13002D_002M,B13002D_003E,B13002D_003M,B13002D_004E,B13002D_004M,B13002D_005E,B13002D_005M,B13002D_006E,B13002D_006M,B13002D_007E,B13002D_007M,NAME,B13002D_001EA,B13002D_001MA,B13002D_002MA,B13002D_002EA,B13002D_003MA,B13002D_003EA,B13002D_004EA,B13002D_004MA,B13002D_005EA,B13002D_005MA,B13002D_006MA,B13002D_006EA,B13002D_007EA,B13002D_007MA,state
0400000US36,431886,4957,20141,2270,18574,2248,1567,654,411745,5030,209307,5451,202438,5070,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,67604,2559,3717,1099,3369,1094,348,244,63887,2767,37990,2622,25897,2629,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2372,483,178,150,178,150,0,211,2194,452,862,431,1332,356,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,59561,2104,3277,926,3088,987,189,229,56284,2193,35870,2066,20414,2281,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,19034,1626,1055,447,1031,442,24,42,17979,1704,9990,1447,7989,1331,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,43480,1990,2005,702,1763,664,242,291,41475,2024,23307,1843,18168,1816,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,106750,2474,6316,1227,5751,1155,565,323,100434,2517,55828,2877,44606,2999,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,10879,984,775,701,282,257,493,594,10104,946,5175,1147,4929,951,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,15147,1392,407,271,346,241,61,100,14740,1401,9552,1336,5188,1180,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,2834,726,65,83,65,83,0,223,2769,726,1470,526,1299,615,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,28556,1515,2029,802,2029,802,0,287,26527,1804,15486,1492,11041,1374,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,283647,3719,16747,1933,14930,1827,1817,678,266900,4256,165775,3792,101125,4177,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,16065,1107,928,399,849,366,79,133,15137,1135,8184,897,6953,1145,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3095,427,169,149,77,86,92,120,2926,442,1490,431,1436,535,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,133894,2862,8741,1604,7377,1514,1364,819,125153,3483,79312,3756,45841,3316,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,146263,3352,7858,1724,6784,1608,1074,543,138405,3601,77336,2886,61069,3933,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3343,620,152,173,152,173,0,269,3191,581,1336,395,1855,474,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,38800,1660,3935,927,3515,866,420,348,34865,1771,16528,1548,18337,1696,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,1661,736,89,120,0,269,89,120,1572,677,766,448,806,495,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,4581,1278,275,230,125,148,150,178,4306,1226,1254,484,3052,1003,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
