GEO_ID,C24050_001E,C24050_001M,C24050_002E,C24050_002M,C24050_003E,C24050_003M,C24050_004E,C24050_004M,C24050_005E,C24050_005M,C24050_006E,C24050_006M,C24050_007E,C24050_007M,C24050_008E,C24050_008M,C24050_009E,C24050_009M,C24050_010E,C24050_010M,C24050_011E,C24050_011M,C24050_012E,C24050_012M,C24050_013E,C24050_013M,C24050_014E,C24050_014M,C24050_015E,C24050_015M,C24050_016E,C24050_016M,C24050_017E,C24050_017M,C24050_018E,C24050_018M,C24050_019E,C24050_019M,C24050_020E,C24050_020M,C24050_021E,C24050_021M,C24050_022E,C24050_022M,C24050_023E,C24050_023M,C24050_024E,C24050_024M,C24050_025E,C24050_025M,C24050_026E,C24050_026M,C24050_027E,C24050_027M,C24050_028E,C24050_028M,C24050_029E,C24050_029M,C24050_030E,C24050_030M,C24050_031E,C24050_031M,C24050_032E,C24050_032M,C24050_033E,C24050_033M,C24050_034E,C24050_034M,C24050_035E,C24050_035M,C24050_036E,C24050_036M,C24050_037E,C24050_037M,C24050_038E,C24050_038M,C24050_039E,C24050_039M,C24050_040E,C24050_040M,C24050_041E,C24050_041M,C24050_042E,C24050_042M,C24050_043E,C24050_043M,C24050_044E,C24050_044M,C24050_045E,C24050_045M,C24050_046E,C24050_046M,C24050_047E,C24050_047M,C24050_048E,C24050_048M,C24050_049E,C24050_049M,C24050_050E,C24050_050M,C24050_051E,C24050_051M,C24050_052E,C24050_052M,C24050_053E,C24050_053M,C24050_054E,C24050_054M,C24050_055E,C24050_055M,C24050_056E,C24050_056M,C24050_057E,C24050_057M,C24050_058E,C24050_058M,C24050_059E,C24050_059M,C24050_060E,C24050_060M,C24050_061E,C24050_061M,C24050_062E,C24050_062M,C24050_063E,C24050_063M,C24050_064E,C24050_064M,C24050_065E,C24050_065M,C24050_066E,C24050_066M,C24050_067E,C24050_067M,C24050_068E,C24050_068M,C24050_069E,C24050_069M,C24050_070E,C24050_070M,C24050_071E,C24050_071M,C24050_072E,C24050_072M,C24050_073E,C24050_073M,C24050_074E,C24050_074M,C24050_075E,C24050_075M,C24050_076E,C24050_076M,C24050_077E,C24050_077M,C24050_078E,C24050_078M,C24050_079E,C24050_079M,C24050_080E,C24050_080M,C24050_081E,C24050_081M,C24050_082E,C24050_082M,C24050_083E,C24050_083M,C24050_084E,C24050_084M,NAME,C24050_001MA,C24050_001EA,C24050_002MA,C24050_002EA,C24050_003MA,C24050_003EA,C24050_004EA,C24050_004MA,C24050_005EA,C24050_005MA,C24050_006MA,C24050_006EA,C24050_007MA,C24050_007EA,C24050_008MA,C24050_008EA,C24050_009EA,C24050_009MA,C24050_010MA,C24050_010EA,C24050_011EA,C24050_011MA,C24050_012MA,C24050_012EA,C24050_013MA,C24050_013EA,C24050_014MA,C24050_014EA,C24050_015EA,C24050_015MA,C24050_016MA,C24050_016EA,C24050_017EA,C24050_017MA,C24050_018MA,C24050_018EA,C24050_019MA,C24050_019EA,C24050_020EA,C24050_020MA,C24050_021EA,C24050_021MA,C24050_022MA,C24050_022EA,C24050_023EA,C24050_023MA,C24050_024MA,C24050_024EA,C24050_025MA,C24050_025EA,C24050_026MA,C24050_026EA,C24050_027MA,C24050_027EA,C24050_028EA,C24050_028MA,C24050_029MA,C24050_029EA,C24050_030EA,C24050_030MA,C24050_031EA,C24050_031MA,C24050_032EA,C24050_032MA,C24050_033MA,C24050_033EA,C24050_034EA,C24050_034MA,C24050_035EA,C24050_035MA,C24050_036MA,C24050_036EA,C24050_037EA,C24050_037MA,C24050_038EA,C24050_038MA,C24050_039MA,C24050_039EA,C24050_040EA,C24050_040MA,C24050_041MA,C24050_041EA,C24050_042EA,C24050_042MA,C24050_043MA,C24050_043EA,C24050_044EA,C24050_044MA,C24050_045EA,C24050_045MA,C24050_046MA,C24050_046EA,C24050_047EA,C24050_047MA,C24050_048EA,C24050_048MA,C24050_049EA,C24050_049MA,C24050_050EA,C24050_050MA,C24050_051MA,C24050_051EA,C24050_052MA,C24050_052EA,C24050_053EA,C24050_053MA,C24050_054EA,C24050_054MA,C24050_055MA,C24050_055EA,C24050_056EA,C24050_056MA,C24050_057MA,C24050_057EA,C24050_058MA,C24050_058EA,C24050_059EA,C24050_059MA,C24050_060MA,C24050_060EA,C24050_061MA,C24050_061EA,C24050_062MA,C24050_062EA,C24050_063MA,C24050_063EA,C24050_064EA,C24050_064MA,C24050_065MA,C24050_065EA,C24050_066EA,C24050_066MA,C24050_067MA,C24050_067EA,C24050_068MA,C24050_068EA,C24050_069MA,C24050_069EA,C24050_070EA,C24050_070MA,C24050_071MA,C24050_071EA,C24050_072EA,C24050_072MA,C24050_073MA,C24050_073EA,C24050_074MA,C24050_074EA,C24050_075EA,C24050_075MA,C24050_076EA,C24050_076MA,C24050_077MA,C24050_077EA,C24050_078EA,C24050_078MA,C24050_079MA,C24050_079EA,C24050_080MA,C24050_080EA,C24050_081EA,C24050_081MA,C24050_082EA,C24050_082MA,C24050_083MA,C24050_083EA,C24050_084MA,C24050_084EA,state
0400000US01,1978825,16252,38237,4205,139886,6562,270156,8630,55155,4074,242965,8499,98189,5673,33680,2856,113437,5710,180415,8251,423565,10586,165400,7508,101656,5074,116084,5304,630546,13742,10001,1662,22114,2656,52820,4120,6822,1154,22968,2375,14773,1645,14631,2037,45783,3236,85128,5771,265204,8889,23483,2849,22300,1915,44519,3307,332024,9630,1391,588,675,565,6056,1315,800,424,8411,1507,2962,871,873,575,4271,1159,37964,3213,87682,5282,111900,6404,34446,3296,34593,3299,498720,13364,2101,704,9060,1638,29802,3282,29009,2868,174272,7931,20316,2388,12781,1733,59548,4623,39513,3465,55302,4099,24737,3150,16393,2196,25886,2330,207577,6811,19385,2798,98811,5002,22056,2364,4190,1170,9695,1385,11984,1521,4180,1030,2717,884,3682,1128,5249,1066,1741,739,17865,2414,6022,1168,309958,10465,5359,1251,9226,1549,159422,7105,14334,2198,27619,2662,48154,4004,1215,653,1118,539,14128,2409,10128,1687,3539,1019,10652,1888,5064,1395,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,337683,5648,17519,2359,24162,3019,15169,2333,7105,2338,36856,3141,25614,2843,6404,1393,12977,2220,24732,2439,78618,4026,30483,2905,13104,2107,44940,3588,118437,4662,5515,1277,3964,1009,2028,758,756,494,2616,680,3409,921,3095,879,4691,1393,13919,1686,49514,3754,4722,970,3038,833,21170,2434,60506,4081,661,415,473,339,611,326,287,232,2101,752,1170,540,190,206,892,577,4011,1115,17042,2310,19628,2625,4257,1053,9183,1440,78109,4306,981,436,2515,855,1685,767,2816,771,25238,2682,5444,1196,2285,927,6440,1322,4870,1083,10679,1813,4271,1040,2186,808,8699,1372,39854,3356,8061,1357,16069,2556,1109,414,697,473,1765,653,2407,654,703,411,676,435,587,352,653,290,540,348,1829,756,4758,1251,40777,2702,2301,886,1141,623,9736,1886,2549,1425,5136,1175,13184,1820,131,146,278,230,1345,568,730,330,1322,542,1794,755,1130,649,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2655557,20625,33673,3753,175211,7871,193505,8728,64963,4096,336160,10551,131262,7016,51076,3986,198210,8567,302595,10243,601316,12298,285941,11938,125035,6331,156610,6683,944655,16337,6484,1071,34302,3337,79032,4962,11000,1624,36650,3593,21242,2528,24461,2718,83990,5216,140524,6057,373062,10698,54129,4359,22539,2350,57240,4166,513025,15051,2906,1624,891,646,2700,836,630,493,16004,2390,3963,1069,1738,692,5348,1386,69438,5879,127844,7044,179015,9188,50286,4872,52262,4093,713539,14361,1609,619,14444,2206,28132,2634,37586,3848,232563,8973,37044,3782,18519,2616,100992,6602,67195,4491,82823,5191,37766,3535,19598,2110,35268,3072,235874,8603,19664,2522,118978,6101,11772,1921,2924,858,12905,2001,12465,2199,4406,1422,3795,1228,10604,2345,5557,1334,5217,1306,19104,2783,8483,1673,248464,10540,3010,981,6596,1228,71869,4965,12823,2738,38038,4005,56548,4757,1952,758,4085,1163,14834,2639,12030,1921,9814,1846,13508,2373,3357,1103,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1245328,11343,46213,4100,80948,5430,172902,6952,30850,3152,165226,7168,68539,4124,20269,2278,54241,3449,84220,5475,295592,7830,101430,5982,61268,3956,63630,3726,384319,8391,17945,2223,8613,1768,26127,2882,4577,1037,22091,2705,10697,1402,8675,1783,20109,2175,34022,3183,180124,6673,13850,2093,16958,2411,20531,1899,220464,7209,655,327,303,387,4321,983,904,532,7896,1470,2032,622,180,188,1655,647,21196,2483,65619,3693,72399,4721,20763,2341,22541,2636,299687,9213,1953,669,5272,1148,18735,1899,15793,2150,110104,6665,16577,2298,7439,1569,30308,2484,20509,2569,38193,3657,11702,2203,7909,1413,15193,1861,135703,5676,19803,2472,61877,4406,13303,1836,2460,823,7697,1317,6598,1448,2660,870,1475,652,2744,959,3479,831,938,508,9450,1528,3219,979,205155,7770,5857,1205,4883,1238,110416,5435,7116,1401,17438,1868,32635,2854,1315,624,694,439,5749,1378,8177,1610,2541,952,6188,1383,2146,741,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16243172,45906,382329,15157,962730,20178,1622500,22797,531266,15989,1817972,24195,753237,14580,455625,12440,1044890,18232,2022483,25827,3408105,30995,1558901,26557,870073,18874,813061,16956,5925464,39544,53804,3831,165153,6785,601066,11816,96964,5005,197912,7524,109170,5667,264159,8639,467630,11279,1080849,17420,2114114,23898,298447,10017,157301,7572,318895,9296,2963375,33578,17051,2517,5779,1141,26383,2557,8270,1470,72959,4692,18377,2470,14137,2250,30466,2875,417663,12675,768566,17447,962655,20281,352520,11039,268549,11743,4080629,30674,16091,2066,65638,4710,250275,7989,277420,10450,1300369,19531,211220,6682,117441,5979,505664,13575,359440,11482,447502,11545,234552,8310,118111,5815,176906,6847,1524195,24502,266059,12968,696809,16262,80333,4470,29477,3184,62966,4245,56821,4598,39075,3434,24246,2600,54385,4209,28347,2494,19323,2756,134430,7413,31924,3627,1749509,24033,29324,3687,29351,3491,664443,15392,119135,5935,183766,8983,357649,11215,20813,2590,16884,2440,110146,5812,49576,3978,43924,4122,107711,6941,16787,2397,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2446674,15959,53908,4431,185523,8203,181103,7407,64802,4097,278935,9917,109478,5919,73306,4414,175310,6311,319360,7755,498607,11862,260676,9989,122114,5985,123552,6210,970249,14311,22652,2430,38082,2932,70198,4681,13040,1721,28372,2537,18322,1996,42890,3338,80458,4317,190304,5836,329714,8914,51877,3417,27925,2644,56415,3997,418111,11760,2091,711,1459,605,2173,703,637,411,11263,1709,1939,786,1127,477,4247,1141,51507,4776,94566,6080,165166,8473,47481,4215,34455,2887,607053,12444,3791,893,12746,1788,29864,2532,35874,3049,196379,8392,28508,2946,21709,2249,84303,4244,60467,3353,59828,3993,32546,3022,17070,2087,23968,2181,229678,8452,21697,2523,125967,6700,9548,2051,3338,962,11771,1754,11133,1896,5113,1028,3553,1003,7572,1419,4343,1182,3320,1005,16789,2102,5534,1274,221583,8201,3677,1089,7269,1572,69320,4914,11913,1738,31150,3486,49576,3498,2467,742,2749,846,9510,1638,10156,1827,7767,1794,12849,1574,3180,938,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736446,9985,7443,1441,95217,6263,188493,6681,43580,3381,187540,7674,64696,3955,43094,3332,156695,5667,193794,7231,454976,9939,150893,8864,82017,5083,68008,4330,705401,11920,2375,676,17252,2349,71881,3715,9695,1456,18396,2280,10548,1441,23681,2510,81471,4564,109302,5321,290388,9278,29415,3250,15514,1909,25483,2202,311353,10020,845,515,981,641,2665,743,253,180,7527,1431,1259,468,966,415,6405,1523,39058,4025,97752,5762,95240,6908,34728,3407,23674,2782,425711,10170,572,341,4865,1117,28090,2681,24830,2805,136988,6803,18545,2333,13536,1934,65303,4395,33502,2831,55437,3464,19656,2347,11773,1633,12614,1709,129682,6390,2874,791,67936,5677,9802,1529,1853,711,6755,1572,6370,1247,3715,885,1814,718,4440,1109,5292,1246,1677,638,12833,2034,4321,1336,164299,6605,777,450,4183,897,76055,4406,6949,1348,17874,2052,27974,3146,1196,502,1702,690,7492,1298,6107,1226,4905,1432,7169,1550,1916,691,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,411120,6925,4717,1147,28511,2796,37031,3546,8912,1486,49424,3237,18639,2629,6709,1292,46429,3266,35889,2507,97105,5209,35646,3119,17425,2192,24683,2613,154959,5389,1457,583,4930,1171,11541,1730,1923,705,5721,1330,2203,625,2843,810,23462,2327,19740,1879,60620,3954,6207,1410,3411,737,10901,1737,71759,4319,363,273,140,165,858,544,327,360,2446,838,521,334,225,254,1850,929,7529,1575,20548,2287,24122,2629,6825,1428,6005,1192,103532,5029,676,399,1907,656,5500,1323,4075,1045,34152,2509,4428,1249,1910,749,19761,2610,6059,1034,12459,1850,4305,1012,2678,901,5622,1178,38526,3174,1564,787,20234,2492,2531,668,760,374,2848,1040,1822,638,1341,622,965,511,549,388,954,590,588,534,2794,978,1576,764,42344,3521,657,473,1300,604,16601,2276,1827,708,4257,997,9665,1744,390,331,391,322,2012,952,2524,983,424,270,1717,775,579,379,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,299127,4978,174,138,8866,1554,3113,854,2717,1030,15923,2509,11159,1868,11748,1920,15640,1981,66452,3434,55973,3267,26169,2958,26834,2632,54359,3915,177065,4835,174,138,1478,575,1505,624,451,356,1768,826,2641,1109,8133,1353,8134,1722,49119,3123,38958,3331,7018,1290,15842,1901,41844,3246,46535,4066,0,292,466,450,152,188,47,77,623,469,560,388,108,178,1200,619,8441,1765,10256,1750,15881,2746,5127,1299,3674,1033,51778,3831,0,292,380,303,210,202,1591,862,12070,2217,2398,762,2722,938,4894,1070,7386,1497,5762,1191,2193,907,4640,1150,7532,1615,9196,1667,0,292,5943,1449,0,292,0,292,0,292,255,250,160,156,797,520,624,473,278,235,150,181,626,391,363,235,14553,2309,0,292,599,409,1246,569,628,413,1462,637,5305,1281,625,571,615,440,882,485,719,447,927,546,599,387,946,616,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7974945,26843,98374,9188,523252,14404,436096,12686,233815,9444,1078715,20381,409105,12035,159668,7141,610230,13428,965113,18160,1703492,21440,919010,19309,439963,13245,398112,11999,2668971,26456,18733,2783,95340,5682,138754,7350,42152,4172,106629,6650,65592,4310,74726,4747,238648,9742,444417,10641,1051072,14246,158975,9104,81417,4558,152516,7409,1627601,20827,7826,2278,2386,913,7046,1504,2430,822,52094,3922,13170,2236,5175,1479,33498,3917,221954,8099,361062,10419,596338,15390,186524,9111,138098,6980,2226696,27014,3412,1062,37821,3347,81770,5447,132386,6689,769457,17479,110951,6870,54141,3766,310581,8528,223155,9360,239559,9142,120306,6740,60030,4710,83127,4912,734051,17977,61334,7569,369185,13266,29238,3062,11597,2471,38026,3573,36908,3388,20320,2693,16962,2567,32590,3522,20253,2751,12985,2360,68101,5215,16552,2369,717626,14209,7069,1617,18520,2864,179288,9278,45250,4722,112509,6584,182484,7142,5306,1252,10541,1922,42997,3739,31546,3384,30406,3457,43891,3984,7819,1485,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
