GEO_ID,B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,NAME,B20017D_001MA,B20017D_001EA,B20017D_002EA,B20017D_002MA,B20017D_003EA,B20017D_003MA,B20017D_004EA,B20017D_004MA,B20017D_005EA,B20017D_005MA,B20017D_006MA,B20017D_006EA,B20017D_007MA,B20017D_007EA,state
0400000US01,25391,4377,31008,3967,40801,8101,9776,2024,19017,3066,38522,7960,11697,2836,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22523,2174,24824,2680,30142,4407,15197,2801,20807,2382,27905,6656,14392,2496,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,33504,3376,41068,3905,52282,4685,11944,3064,28126,3728,40625,3943,10087,1817,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,28324,4436,33457,5750,40976,6357,8330,15494,20187,3849,32098,9103,11434,2474,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36879,329,41447,297,54977,1057,13496,786,32158,376,46839,653,11895,270,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,27330,2617,35739,6553,50882,3781,15583,3265,22388,1511,32012,3043,10507,1972,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,39797,3044,46127,9179,60685,5858,15615,4891,31273,1973,48469,6256,10139,1675,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46578,8952,60782,13043,75373,12290,12127,9312,36754,9090,50133,8789,10075,3476,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,50938,5090,51333,11502,72154,12340,10565,12067,50279,16979,65967,4397,6979,4047,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,25285,1147,28839,2770,41116,4015,10987,733,22653,1445,31947,1446,10633,614,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,29622,2272,35525,2469,48648,2214,13773,3480,22952,1787,34168,3206,9453,1396,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,31846,561,35011,1768,41953,1574,13094,1649,30550,683,36573,841,12510,1299,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,22410,8188,35697,18792,49930,38872,9424,7068,19177,2865,22767,6413,10957,7302,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,35674,1357,41509,1184,55620,4076,12376,1401,30021,2597,48577,2626,10247,892,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,26006,2632,31962,5297,60620,6130,11272,3037,22491,3255,40653,6806,9500,1770,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,23347,2461,25958,4261,36187,5379,10576,4351,21586,2268,30132,3085,11971,1209,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,28492,3752,36682,6905,50773,5369,9977,4896,23396,2668,32387,9766,9115,2217,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,26374,6525,38832,17453,58392,6629,8332,3779,21505,3072,33372,4843,7736,2291,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,24317,3908,24636,4768,40823,3236,9928,1847,23241,7810,37224,5619,10469,1464,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,22616,5702,21635,13993,41672,30089,10929,1585,23794,5322,32046,6417,8455,3412,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,42201,1939,48700,3390,61622,2743,16983,3442,37344,2329,50994,1754,12253,1445,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,37370,3391,46438,5230,65503,7681,13144,2339,31406,1435,49657,3788,11114,727,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,35637,1723,50874,2125,71115,2685,11422,1537,23037,4479,45730,4739,8187,1257,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,30170,1755,32587,2558,43928,5036,11960,2822,25179,1938,35648,1854,9167,1736,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,24061,3263,23027,3470,32585,14366,13158,10302,25566,5330,27493,9793,15288,18679,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,28174,3132,36563,8485,56056,7476,9870,5091,22047,1690,33801,6605,10846,1360,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,11109,1398,10179,15178,76264,69727,7721,2106,11182,765,12139,6046,10991,979,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26585,2696,34901,7052,51038,7540,7571,4430,21053,4525,26040,1306,10454,5457,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,29763,1623,31197,1788,39376,3346,15684,3074,27558,2001,35935,1585,11736,2153,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,38116,5585,41831,7659,65278,20105,7739,4619,35750,6154,41834,8139,15430,7104,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,50492,1026,60087,3988,70685,1255,16191,1276,41312,1104,59666,4653,13689,1654,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,31864,6042,40123,8653,47248,8558,14346,7705,26434,5980,38293,7876,10553,5936,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,31402,589,33050,1991,44663,2683,11331,498,29424,1861,44832,2610,10683,438,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,26770,1783,32643,5302,48500,8402,10829,1220,22137,1165,31641,3243,10390,1114,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,26447,9654,37176,25837,60555,25002,4282,703,21438,6789,30347,1746,4895,5471,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,33111,3672,41098,3057,61060,4788,11491,2466,26010,3032,41197,3581,8786,2001,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,24369,3610,30514,3185,41366,10464,13736,4976,20460,2448,30309,4301,9756,2022,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27817,2942,36333,2550,49583,7992,10797,2192,21390,1319,35351,5234,9145,1303,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,30715,1156,38715,3583,52657,3390,11363,2610,22779,1989,40302,3981,9912,1214,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,24295,9693,32600,10824,51561,9486,7233,3592,16506,3676,40566,18867,8936,3209,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,27296,4826,31431,7676,47806,4568,11189,5299,24266,5903,32159,6590,13141,5079,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11601,4004,9299,4130,21693,29510,8189,3015,21695,13378,35587,11312,9490,10820,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,30163,2902,37092,6471,50738,2186,11750,3020,23918,2309,35508,4370,10376,1475,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,31613,728,40748,1733,51599,1200,12301,1192,24504,1383,39826,3191,10977,565,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,24546,2297,30645,4083,37585,4770,11434,2588,20473,3092,30733,3360,8524,2140,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
