GEO_ID,C17013_001E,C17013_001M,C17013_002E,C17013_002M,C17013_003E,C17013_003M,C17013_004E,C17013_004M,C17013_005E,C17013_005M,C17013_006E,C17013_006M,C17013_007E,C17013_007M,C17013_008E,C17013_008M,C17013_009E,C17013_009M,C17013_010E,C17013_010M,C17013_011E,C17013_011M,NAME,C17013_001MA,C17013_001EA,C17013_002EA,C17013_002MA,C17013_003MA,C17013_003EA,C17013_004EA,C17013_004MA,C17013_005MA,C17013_005EA,C17013_006MA,C17013_006EA,C17013_007MA,C17013_007EA,C17013_008MA,C17013_008EA,C17013_009EA,C17013_009MA,C17013_010MA,C17013_010EA,C17013_011EA,C17013_011MA,state
0400000US01,1227884,13886,180849,6757,64023,4531,84842,4716,26680,2753,5304,1170,1047035,12901,528291,9531,424750,9558,84636,4423,9358,1587,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,12277,1505,4035,1006,6593,1163,1100,473,549,170,158582,4656,70161,3587,65019,3548,18810,2060,4592,940,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,194239,8312,59595,4828,81205,5024,39946,3686,13493,2129,1354189,11236,680374,10974,489800,9035,157568,5674,26447,2931,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,107243,4728,39544,3073,46496,3200,16828,2004,4375,1194,654118,7896,343845,6743,246750,6517,56170,3262,7353,1438,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1003305,17807,267656,8518,422545,10956,241221,8635,71883,4544,7504551,26422,2982915,22549,3188824,26413,1091971,16174,240841,7863,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,118446,6082,43617,3880,49692,3896,20835,2660,4302,1197,1140439,10316,556203,7824,450073,8210,118687,5364,15476,1874,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,63695,4324,23251,2861,30201,3040,9035,1594,1208,499,827075,9311,366241,7512,366417,7884,86218,4320,8199,1645,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,17881,2221,5576,1129,8608,1755,2645,1037,1052,493,203352,5101,97477,4035,82386,4135,20956,2168,2533,835,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,14285,1749,5800,1332,5229,1279,2605,825,651,373,87234,3887,46214,3366,33267,2515,6376,1356,1377,539,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,548767,9830,207341,6875,240348,8349,82815,5138,18263,2044,4008163,23287,2095562,22608,1504163,15920,364067,8823,44371,3778,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2385969,17984,325880,9256,106636,5651,142650,6744,63544,4102,13050,2078,2060089,17879,935710,14478,877618,14019,215774,6456,30987,2637,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,303075,5409,22324,2366,8553,1452,9654,1471,3209,1022,908,457,280751,5326,119603,4726,109705,5033,37797,2811,13646,2065,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401806,7285,46538,2990,18062,1956,17864,1972,8479,1316,2133,723,355268,7116,174593,4966,125391,5419,46208,2827,9076,1555,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3133813,17339,314986,8610,98884,4841,136347,6582,62893,4750,16862,2219,2818827,14565,1251223,14547,1172595,13631,345402,8329,49607,3871,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1656386,11547,181892,6598,64760,3583,77852,5148,32613,2827,6667,1167,1474494,11123,729648,9771,575725,10498,148953,5483,20168,2029,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793768,7580,65423,3399,24014,2015,28041,2435,10585,1751,2783,773,728345,7976,388170,6848,259695,6369,72722,3263,7758,1142,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,721592,9016,68317,4100,24236,2453,29015,2958,12298,2059,2768,818,653275,9369,336924,7328,237468,7018,70615,3804,8268,1428,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1126685,9960,163415,6061,62922,4233,72080,4446,24370,2609,4043,1035,963270,10364,489570,9600,383254,8386,81697,5293,8749,1407,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129117,11989,163646,5973,58431,4164,71186,4409,27530,2768,6499,1268,965471,10427,454286,7802,402963,9076,96262,4579,11960,1628,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,345328,4830,30399,2206,14876,1920,11505,1596,3264,785,754,348,314929,4967,170766,4083,120367,4342,21900,1893,1896,697,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1431958,12327,94931,5235,32523,2746,42613,4065,15787,2401,4008,1514,1337027,12969,590961,9426,575407,9897,150069,6535,20590,2568,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1590257,14005,131047,6613,55058,4525,60784,4350,12294,2096,2911,1015,1459210,13611,651689,11248,636408,10718,154799,5797,16314,2614,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
