GEO_ID,B06010_001E,B06010_001M,B06010_002E,B06010_002M,B06010_003E,B06010_003M,B06010_004E,B06010_004M,B06010_005E,B06010_005M,B06010_006E,B06010_006M,B06010_007E,B06010_007M,B06010_008E,B06010_008M,B06010_009E,B06010_009M,B06010_010E,B06010_010M,B06010_011E,B06010_011M,B06010_012E,B06010_012M,B06010_013E,B06010_013M,B06010_014E,B06010_014M,B06010_015E,B06010_015M,B06010_016E,B06010_016M,B06010_017E,B06010_017M,B06010_018E,B06010_018M,B06010_019E,B06010_019M,B06010_020E,B06010_020M,B06010_021E,B06010_021M,B06010_022E,B06010_022M,B06010_023E,B06010_023M,B06010_024E,B06010_024M,B06010_025E,B06010_025M,B06010_026E,B06010_026M,B06010_027E,B06010_027M,B06010_028E,B06010_028M,B06010_029E,B06010_029M,B06010_030E,B06010_030M,B06010_031E,B06010_031M,B06010_032E,B06010_032M,B06010_033E,B06010_033M,B06010_034E,B06010_034M,B06010_035E,B06010_035M,B06010_036E,B06010_036M,B06010_037E,B06010_037M,B06010_038E,B06010_038M,B06010_039E,B06010_039M,B06010_040E,B06010_040M,B06010_041E,B06010_041M,B06010_042E,B06010_042M,B06010_043E,B06010_043M,B06010_044E,B06010_044M,B06010_045E,B06010_045M,B06010_046E,B06010_046M,B06010_047E,B06010_047M,B06010_048E,B06010_048M,B06010_049E,B06010_049M,B06010_050E,B06010_050M,B06010_051E,B06010_051M,B06010_052E,B06010_052M,B06010_053E,B06010_053M,B06010_054E,B06010_054M,B06010_055E,B06010_055M,NAME,B06010_001MA,B06010_001EA,B06010_002MA,B06010_002EA,B06010_003MA,B06010_003EA,B06010_004MA,B06010_004EA,B06010_005MA,B06010_005EA,B06010_006MA,B06010_006EA,B06010_007EA,B06010_007MA,B06010_008EA,B06010_008MA,B06010_009EA,B06010_009MA,B06010_010EA,B06010_010MA,B06010_011MA,B06010_011EA,B06010_012MA,B06010_012EA,B06010_013EA,B06010_013MA,B06010_014EA,B06010_014MA,B06010_015EA,B06010_015MA,B06010_016EA,B06010_016MA,B06010_017MA,B06010_017EA,B06010_018MA,B06010_018EA,B06010_019EA,B06010_019MA,B06010_020EA,B06010_020MA,B06010_021EA,B06010_021MA,B06010_022MA,B06010_022EA,B06010_023EA,B06010_023MA,B06010_024MA,B06010_024EA,B06010_025EA,B06010_025MA,B06010_026EA,B06010_026MA,B06010_027EA,B06010_027MA,B06010_028MA,B06010_028EA,B06010_029EA,B06010_029MA,B06010_030MA,B06010_030EA,B06010_031EA,B06010_031MA,B06010_032EA,B06010_032MA,B06010_033MA,B06010_033EA,B06010_034MA,B06010_034EA,B06010_035EA,B06010_035MA,B06010_036EA,B06010_036MA,B06010_037MA,B06010_037EA,B06010_038MA,B06010_038EA,B06010_039EA,B06010_039MA,B06010_040MA,B06010_040EA,B06010_041EA,B06010_041MA,B06010_042EA,B06010_042MA,B06010_043MA,B06010_043EA,B06010_044MA,B06010_044EA,B06010_045EA,B06010_045MA,B06010_046MA,B06010_046EA,B06010_047EA,B06010_047MA,B06010_048MA,B06010_048EA,B06010_049MA,B06010_049EA,B06010_050MA,B06010_050EA,B06010_051EA,B06010_051MA,B06010_052MA,B06010_052EA,B06010_053MA,B06010_053EA,B06010_054MA,B06010_054EA,B06010_055MA,B06010_055EA,state
0400000US01,3849111,3291,550688,10013,3298423,10740,846995,14446,415871,10790,593549,12733,415091,11124,414851,10152,251802,7665,95539,5549,264725,8337,2567620,18329,370872,9228,2196748,16997,596489,11555,290925,8996,395991,10639,285467,9068,274048,8136,162574,6792,56981,4480,134273,5148,1093873,16116,144227,5757,949646,14363,216162,7965,102611,5938,156836,6839,113844,5453,125924,5564,80970,4807,34428,2899,118871,5272,31886,3186,4985,1426,26901,2636,6600,1250,2576,803,3675,943,2260,710,4919,1230,2800,859,1485,950,2586,758,155732,6516,30604,3266,125128,5490,27744,2598,19759,2780,37047,4197,13520,2473,9960,1743,5458,1223,2645,785,8995,1663,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,558161,1252,25609,2621,532552,2660,120077,4598,47969,3352,76424,4521,59637,3684,66950,3228,57478,4187,25209,2627,78808,3773,165703,5203,8464,1660,157239,5032,58353,3211,16380,1804,21576,2327,14901,2052,14723,1996,13073,2046,5042,1076,13191,1992,332787,6259,13577,1643,319210,6459,51856,3696,25118,2514,42321,3796,37526,2646,44319,3036,40500,3314,17923,2309,59647,3444,12115,1660,435,277,11680,1680,2670,980,1517,653,1108,418,778,473,2218,902,783,408,834,566,1772,679,47556,3644,3133,947,44423,3753,7198,1377,4954,1191,11419,1747,6432,1394,5690,1288,3122,843,1410,528,4198,987,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5051999,1686,835855,13024,4216144,12702,904155,15115,482031,11680,727447,13343,564317,11703,603052,12975,364574,10657,137896,6466,432672,10416,1362601,21885,338677,11374,1023924,18184,300705,9812,106889,5715,165203,6912,142396,6592,140076,6600,78263,5642,25380,2815,65012,5242,2815207,19714,296307,9871,2518900,17863,454668,13217,272987,9163,421447,10555,324034,7645,383479,9890,245288,8373,98571,5561,318426,8253,63756,4661,10551,1926,53205,4208,11122,1980,6037,1211,7212,1545,7531,1662,8070,1776,5201,1225,2247,707,5785,1146,810435,15494,190320,8773,620115,13986,137660,7551,96118,6475,133585,7114,90356,6205,71427,4844,35822,4219,11698,1946,43449,3111,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2329778,3252,307296,8394,2022482,8786,494537,8574,272987,7433,397657,9825,274605,7369,262841,7543,135391,5658,56055,4000,128409,5935,1324285,12534,172414,6151,1151871,13182,297420,8742,157276,5631,221099,7891,152954,6123,150269,6380,76628,4091,30954,2874,65271,4073,869754,13420,107054,5280,762700,12004,175598,5980,97811,5210,146918,6228,105654,4939,101684,5719,53849,4025,22828,2314,58358,4077,14686,2083,1574,573,13112,2182,3150,1070,1576,697,1383,596,2443,1110,2052,710,866,555,333,301,1309,498,121053,5549,26254,2894,94799,4442,18369,2624,16324,2494,28257,2908,13554,2074,8836,1961,4048,1307,1940,609,3471,921,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29705525,3415,5281618,36255,24423907,35764,4937202,36524,2913845,32752,4091202,36458,2765704,29119,3025024,30811,2104081,21725,949491,16805,3637358,28787,13265248,57910,2873953,28930,10391295,54182,2393251,28240,1111826,18760,1553378,23172,1148593,16371,1342851,23023,961620,20874,436224,11588,1443552,18311,6285755,34108,540965,12052,5744790,32300,798115,14461,607430,12527,852199,13842,636494,13890,742148,14405,578846,12092,279500,7035,1250058,16196,388612,11799,59957,5079,328655,9912,62442,4263,32183,3398,50451,3945,35232,3240,40250,3255,30679,3167,15103,1878,62315,3658,9765910,56353,1806743,22850,7959167,45870,1683394,22062,1162406,21273,1635174,25978,945385,17630,899775,16805,532936,11705,218664,8541,881433,14901,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4021728,2195,478038,8910,3543690,9181,717103,12604,351399,9387,552389,11988,457813,10441,501260,12027,337365,9036,150560,6560,475801,9742,1351684,18486,194726,6329,1156958,17829,287181,8694,125682,5366,183340,6937,155979,6056,156037,5915,102393,5134,42389,3278,103957,4756,2142912,18755,190803,7238,1952109,16533,325128,9586,171622,6822,281793,8070,242346,8635,294691,9498,207360,7315,96955,4883,332214,7562,62736,4438,7755,1525,54981,4415,12419,2295,4843,1149,6788,1392,6873,1784,7779,1316,5925,1119,2855,786,7499,1301,464396,12485,84754,5679,379642,11371,92375,6264,49252,4108,80468,4552,52615,4950,42753,3814,21687,2050,8361,1342,32131,2807,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2911821,1051,325031,7480,2586790,7405,491915,10531,224602,7175,383762,9431,300815,8469,348855,8611,273326,8278,125981,5981,437534,9080,1447727,14510,166321,5610,1281406,14426,255500,8249,106104,5149,183911,6133,158105,5992,183014,6656,148944,5733,63098,3662,182730,5779,891438,13235,79221,4922,812217,11248,132868,5153,63822,3542,106389,5749,80253,4360,104637,5400,87523,5154,43903,3432,192822,6549,110936,5834,12046,1996,98890,5338,31398,3347,14969,2324,18669,2846,9908,1814,8782,1478,5605,1367,2035,676,7524,1668,461720,12405,67443,4159,394277,11503,72149,4807,39707,3291,74793,5064,52549,3798,52422,4022,31254,2922,16945,2278,54458,3757,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,730643,811,93195,4419,637448,4528,124500,4979,62740,3855,102664,4956,86633,4603,95454,5594,61072,4004,27738,3119,76647,4001,283679,7677,40770,3081,242909,7388,52357,3679,26000,2624,37171,2855,37233,3155,35572,3096,22559,2341,9442,1797,22575,2498,366144,7869,37575,3029,328569,7711,60983,3510,30422,2361,50559,4072,41046,3446,51116,3894,33417,2781,16056,2303,44970,3049,12458,2734,2229,1240,10229,2170,1906,838,544,303,2340,1051,1683,777,1113,593,923,435,140,183,1580,732,68362,3385,12621,1651,55741,3416,9254,1488,5774,1294,12594,1809,6671,1373,7653,1490,4173,1001,2100,715,7522,1046,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,520355,383,73043,5011,447312,5053,90157,4948,37145,3505,49699,3373,44261,3210,59160,4254,44399,3183,21421,2306,101070,3923,159883,4900,31091,3388,128792,5375,40273,3419,13449,1992,14421,2027,14537,1995,16633,2321,11793,1703,3962,988,13724,1781,271982,6609,31088,3248,240894,6604,38257,3290,15902,2056,24779,2430,19357,2500,33967,3431,25871,2563,12211,1965,70550,3241,9652,1662,1144,664,8508,1546,1395,757,438,408,608,514,518,319,688,344,822,384,1128,528,2911,716,78838,4536,9720,1726,69118,4168,10232,1723,7356,1552,9891,2008,9849,1514,7872,1395,5913,1281,4120,1325,13885,1856,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15555825,4678,2472232,26070,13083593,26121,2835600,31165,1648675,26305,2461417,23443,1780883,23485,1760541,24168,1027062,16397,377853,9228,1191562,16535,4050780,35261,989978,18403,3060802,29393,841783,16909,362010,11493,533445,16853,410737,12668,411477,10850,227945,7242,74629,4307,198776,8690,7474255,36128,776107,16764,6698148,32883,1201262,19422,789641,17173,1210290,16787,916614,15231,985477,16993,605414,12730,227232,6884,762218,12875,522924,13581,82071,6023,440853,12818,108139,6008,61339,4140,83041,6245,61287,4928,56470,4290,27627,2719,13621,2340,29329,2876,3507866,33041,624076,17266,2883790,29459,684416,17081,435685,13730,634641,14776,392245,12565,307117,9593,166076,8177,62371,4373,201239,7826,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
