GEO_ID,C25073_001E,C25073_001M,C25073_002E,C25073_002M,C25073_003E,C25073_003M,C25073_004E,C25073_004M,C25073_005E,C25073_005M,C25073_006E,C25073_006M,C25073_007E,C25073_007M,C25073_008E,C25073_008M,C25073_009E,C25073_009M,C25073_010E,C25073_010M,C25073_011E,C25073_011M,C25073_012E,C25073_012M,C25073_013E,C25073_013M,C25073_014E,C25073_014M,C25073_015E,C25073_015M,C25073_016E,C25073_016M,C25073_017E,C25073_017M,C25073_018E,C25073_018M,C25073_019E,C25073_019M,C25073_020E,C25073_020M,C25073_021E,C25073_021M,NAME,C25073_001EA,C25073_001MA,C25073_002MA,C25073_002EA,C25073_003MA,C25073_003EA,C25073_004MA,C25073_004EA,C25073_005EA,C25073_005MA,C25073_006MA,C25073_006EA,C25073_007EA,C25073_007MA,C25073_008MA,C25073_008EA,C25073_009EA,C25073_009MA,C25073_010EA,C25073_010MA,C25073_011MA,C25073_011EA,C25073_012EA,C25073_012MA,C25073_013MA,C25073_013EA,C25073_014MA,C25073_014EA,C25073_015EA,C25073_015MA,C25073_016EA,C25073_016MA,C25073_017EA,C25073_017MA,C25073_018MA,C25073_018EA,C25073_019EA,C25073_019MA,C25073_020EA,C25073_020MA,C25073_021EA,C25073_021MA,state
0400000US01,542306,10228,224215,7713,79714,4975,98332,4851,46169,4006,82591,4947,34815,3356,41693,3684,6083,1240,115816,5730,53638,4075,57053,4298,5125,1408,49854,3381,23467,2209,24629,2666,1758,730,69830,4356,23578,2461,31440,3086,14812,2306,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,91825,3849,34779,3120,15629,2295,11793,1804,7357,1312,23216,2182,11480,1571,10057,1588,1679,696,18541,2413,8135,1573,9019,1662,1387,629,11124,1517,5553,1232,5425,1135,146,118,4165,1150,1305,479,1836,883,1024,575,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,811112,13574,344260,10700,147649,6696,161137,7489,35474,2856,89650,5441,39897,3468,44525,4030,5228,1440,187079,7359,84774,5343,93584,5615,8721,1948,143767,6755,61406,4171,77211,4920,5150,1101,46356,3721,16503,2407,21724,3203,8129,1625,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,363334,8761,162064,5197,69249,4444,62005,3934,30810,2961,64689,4702,30320,3337,32339,3386,2030,682,71221,4512,34664,3238,33693,2990,2864,876,25567,2477,10446,1566,13319,1816,1802,649,39793,3541,14853,1923,16147,2121,8793,1411,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5503300,25377,2007366,21171,784672,15624,1070970,18591,151724,6020,858622,15788,362448,9738,475247,10929,20927,2161,1244049,18426,527236,12743,681453,15652,35360,4145,1271911,14212,517489,11118,707431,13234,46991,3967,121352,6822,46121,3949,58934,3948,16297,2630,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,667793,12023,239336,8225,106955,5330,110844,5794,21537,1945,82391,5133,35993,3733,42237,3209,4161,1388,165011,6177,74321,4266,84783,4458,5907,1336,159156,4308,73028,3581,79424,3406,6704,1649,21899,2285,8878,1683,9961,1635,3060,879,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,435192,8295,77580,4207,31932,2464,34018,2832,11630,1688,173783,6479,73144,4321,92982,4972,7657,1328,86680,5124,39763,3228,43527,3695,3390,1117,95570,4048,44096,3354,48701,3132,2773,799,1579,671,778,587,601,298,200,195,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,88881,3899,35906,3210,14551,2182,17257,2475,4098,991,11235,1699,3682,960,7090,1355,463,367,25614,2670,10927,1730,13355,2002,1332,582,11637,1625,5803,1112,5453,1329,381,244,4489,1285,1781,735,2109,816,599,408,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,145195,4932,23773,2487,8853,1359,11953,1658,2967,1015,18960,1852,7749,1246,10385,1702,826,463,34359,3068,17821,2215,15207,1803,1331,534,67952,3606,32518,2888,31354,2682,4080,1153,151,196,106,179,45,76,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2240938,20709,796771,15997,278961,8793,427621,11564,90189,5688,309258,8923,109133,5651,182535,6909,17590,2792,511414,11130,197682,8542,291662,8390,22070,2565,484069,10705,182861,7669,275772,8433,25436,3117,139426,6926,47951,4899,69243,5095,22232,2544,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
