GEO_ID,B19019_001E,B19019_001M,B19019_002E,B19019_002M,B19019_003E,B19019_003M,B19019_004E,B19019_004M,B19019_005E,B19019_005M,B19019_006E,B19019_006M,B19019_007E,B19019_007M,B19019_008E,B19019_008M,NAME,B19019_001MA,B19019_001EA,B19019_002EA,B19019_002MA,B19019_003EA,B19019_003MA,B19019_004EA,B19019_004MA,B19019_005MA,B19019_005EA,B19019_006EA,B19019_006MA,B19019_007MA,B19019_007EA,B19019_008MA,B19019_008EA,state
0400000US40,42072,407,22670,707,48780,978,53439,1570,59964,1794,56530,2803,53041,3790,50995,6057,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,46560,542,24592,797,52566,1219,59103,2042,66606,2727,62164,3359,60232,7295,65866,7170,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,49288,433,24530,369,54764,643,66814,895,75357,1149,74330,2432,69779,2910,68520,3455,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,52254,1244,24937,1540,60417,2537,68433,4421,85737,4351,79336,7212,71825,7138,69442,11516,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42018,424,22488,550,48485,837,51364,1130,61812,1766,58833,2902,50893,5574,51345,5831,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,45904,1215,23850,1364,54552,1666,61456,3094,69244,3686,69617,8598,64879,13005,50846,4132,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,41461,403,21947,475,47659,988,52504,1336,59867,1742,57779,3711,49122,3773,55578,6667,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,48615,347,27359,335,55078,552,59650,1056,63837,1343,56841,1043,52536,1965,53635,2049,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,54744,625,27079,1064,55687,1142,59440,1802,64815,2114,70347,2111,70390,3699,76729,6303,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,49406,1483,24232,1049,55186,1805,69367,2927,77616,2798,62895,8937,69741,8799,80201,37021,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,60674,457,33450,966,65737,914,72774,1806,86223,1284,86267,2838,82603,5773,86482,5953,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,55631,550,31329,488,62718,1030,69879,1656,79742,1821,72400,2262,63212,4660,68044,7084,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,38218,896,19546,746,43838,1380,50432,2360,60913,2738,51080,3055,58556,6958,54851,15140,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,49001,500,25800,394,56161,637,64977,1388,74522,1699,70238,2870,62272,4695,55588,5531,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,53512,1894,26721,1895,62284,3545,71849,7884,72904,5122,67545,8795,66475,19540,73257,15466,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,18862,324,10145,381,19497,555,23456,823,28253,1179,27100,2316,24982,3138,23152,3817,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
