GEO_ID,B19019_001E,B19019_001M,B19019_002E,B19019_002M,B19019_003E,B19019_003M,B19019_004E,B19019_004M,B19019_005E,B19019_005M,B19019_006E,B19019_006M,B19019_007E,B19019_007M,B19019_008E,B19019_008M,NAME,B19019_001MA,B19019_001EA,B19019_002EA,B19019_002MA,B19019_003EA,B19019_003MA,B19019_004EA,B19019_004MA,B19019_005MA,B19019_005EA,B19019_006EA,B19019_006MA,B19019_007MA,B19019_007EA,B19019_008MA,B19019_008EA,state
0400000US01,40474,472,21112,480,46341,932,51038,1569,60365,2078,55042,2661,46268,4891,46193,5690,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,64576,2085,34539,3726,71877,2688,78453,4502,86869,7697,82472,14291,78826,6878,93988,13867,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,46789,531,27402,659,54609,1005,58226,1993,61565,1096,55495,2449,52924,3833,55313,3871,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38307,643,20650,733,44014,1209,47768,2195,55822,2186,50349,4037,50467,5335,44155,5741,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,57708,354,31980,339,64315,552,69302,1105,75621,1121,63425,1160,63981,1869,70534,1391,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,54046,729,29083,994,62914,1395,67946,1638,78984,1871,70790,3358,66949,5059,63877,4816,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,64032,1092,31828,1142,71916,1472,82373,2319,98122,2724,93913,4908,90677,7598,101368,22273,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,55847,1499,29688,2356,61433,2267,71330,3530,80092,6323,78142,6349,60399,12171,91090,11956,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,60903,1540,45436,3068,84187,3560,77843,8297,102271,18968,93280,24688,67644,21278,59666,31622,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,44409,324,25377,272,50641,388,54494,833,62247,836,59493,1479,59183,3260,59800,3925,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,46430,470,25983,544,51588,590,56197,1129,64297,1134,57808,3198,53701,3786,58931,3749,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,63030,1556,31909,1476,63582,2596,79937,3455,82458,5291,92289,9249,97237,8885,134110,9896,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,43490,1005,21764,1021,49139,1970,52370,2396,59894,3834,56450,3236,54820,10709,55462,8251,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,52972,439,28519,537,59587,791,67231,1092,77848,1793,72830,2277,68884,3539,66450,3743,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,44613,452,24004,565,50500,633,57481,1076,67049,1581,59583,2200,59374,3271,60201,2732,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,47961,647,25002,568,55067,972,62019,1804,71978,1394,67084,2564,64287,5112,58961,8786,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,48257,870,25668,872,55793,1053,60909,1623,71536,1820,65360,2812,61470,4986,58020,8109,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,40062,502,20342,518,45463,851,51354,1565,61687,1315,55358,3519,58102,5818,49209,5216,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,42505,707,21635,654,47435,1115,55344,2060,66021,2522,59119,3286,58234,5378,52103,7396,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,45815,953,21744,571,54273,1801,60456,2394,71597,3490,70041,6026,66142,12366,61338,9601,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,68854,922,38601,1188,75600,1194,86200,1927,100288,2547,90816,3638,88124,6401,95348,10519,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,62072,408,30256,616,67736,1127,81205,1820,97334,2508,99953,4283,96399,5295,98212,9591,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,45413,306,24490,415,50275,517,58289,958,68810,1971,64652,1750,57271,2735,53186,4320,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,55459,457,28046,720,61761,731,72562,1378,82325,1646,79720,2228,71672,4470,68713,4214,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36851,635,19066,691,42487,1311,46984,2645,54606,3146,48633,4232,41434,4167,44872,7998,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,44301,507,23348,612,50858,617,58240,1700,66502,1255,63890,1756,61097,5363,56758,3211,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,42666,1130,23924,1202,50002,1428,55857,4212,66073,2207,60076,4517,61935,13175,67275,14408,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,48408,904,24834,741,55385,962,63670,2233,70182,2617,67569,3940,66395,10608,59411,14225,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,51001,792,29762,1195,56905,1267,63973,2803,65784,1969,63397,3920,68585,7367,79794,5197,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,61042,1147,29915,1133,62075,1470,80572,2838,90486,3624,92265,4242,85613,6417,100482,25477,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,67681,763,33131,941,70979,1112,85620,1884,101066,1153,101327,1910,98163,6271,85392,7812,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,42090,734,24205,1052,50413,1320,53868,3071,56136,5708,47980,4987,53508,4647,52254,8399,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,54148,376,29147,522,59743,665,69281,1176,81157,1088,78620,2148,71099,3197,79538,2656,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,43326,370,24705,469,49748,729,54898,953,63311,1686,55356,1699,51598,2793,48526,3990,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,48670,1575,24865,1261,56836,2513,67456,2988,78179,2808,64568,5690,78868,5007,75268,6545,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,45090,294,24106,347,51179,493,59144,1169,69157,1326,65425,1571,59848,3877,55822,5433,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
