GEO_ID,B17016_001E,B17016_001M,B17016_002E,B17016_002M,B17016_003E,B17016_003M,B17016_004E,B17016_004M,B17016_005E,B17016_005M,B17016_006E,B17016_006M,B17016_007E,B17016_007M,B17016_008E,B17016_008M,B17016_009E,B17016_009M,B17016_010E,B17016_010M,B17016_011E,B17016_011M,B17016_012E,B17016_012M,B17016_013E,B17016_013M,B17016_014E,B17016_014M,B17016_015E,B17016_015M,B17016_016E,B17016_016M,B17016_017E,B17016_017M,B17016_018E,B17016_018M,B17016_019E,B17016_019M,B17016_020E,B17016_020M,B17016_021E,B17016_021M,B17016_022E,B17016_022M,B17016_023E,B17016_023M,B17016_024E,B17016_024M,B17016_025E,B17016_025M,B17016_026E,B17016_026M,B17016_027E,B17016_027M,B17016_028E,B17016_028M,B17016_029E,B17016_029M,B17016_030E,B17016_030M,B17016_031E,B17016_031M,B17016_032E,B17016_032M,B17016_033E,B17016_033M,B17016_034E,B17016_034M,B17016_035E,B17016_035M,B17016_036E,B17016_036M,B17016_037E,B17016_037M,B17016_038E,B17016_038M,B17016_039E,B17016_039M,B17016_040E,B17016_040M,B17016_041E,B17016_041M,B17016_042E,B17016_042M,B17016_043E,B17016_043M,B17016_044E,B17016_044M,B17016_045E,B17016_045M,B17016_046E,B17016_046M,B17016_047E,B17016_047M,NAME,B17016_001MA,B17016_001EA,B17016_002EA,B17016_002MA,B17016_003MA,B17016_003EA,B17016_004EA,B17016_004MA,B17016_005EA,B17016_005MA,B17016_006MA,B17016_006EA,B17016_007EA,B17016_007MA,B17016_008MA,B17016_008EA,B17016_009EA,B17016_009MA,B17016_010EA,B17016_010MA,B17016_011EA,B17016_011MA,B17016_012EA,B17016_012MA,B17016_013MA,B17016_013EA,B17016_014EA,B17016_014MA,B17016_015EA,B17016_015MA,B17016_016MA,B17016_016EA,B17016_017EA,B17016_017MA,B17016_018EA,B17016_018MA,B17016_019MA,B17016_019EA,B17016_020EA,B17016_020MA,B17016_021MA,B17016_021EA,B17016_022MA,B17016_022EA,B17016_023EA,B17016_023MA,B17016_024MA,B17016_024EA,B17016_025EA,B17016_025MA,B17016_026EA,B17016_026MA,B17016_027EA,B17016_027MA,B17016_028MA,B17016_028EA,B17016_029EA,B17016_029MA,B17016_030EA,B17016_030MA,B17016_031EA,B17016_031MA,B17016_032EA,B17016_032MA,B17016_033MA,B17016_033EA,B17016_034EA,B17016_034MA,B17016_035EA,B17016_035MA,B17016_036EA,B17016_036MA,B17016_037EA,B17016_037MA,B17016_038EA,B17016_038MA,B17016_039EA,B17016_039MA,B17016_040EA,B17016_040MA,B17016_041MA,B17016_041EA,B17016_042MA,B17016_042EA,B17016_043EA,B17016_043MA,B17016_044MA,B17016_044EA,B17016_045EA,B17016_045MA,B17016_046MA,B17016_046EA,B17016_047MA,B17016_047EA,state
0400000US01,1227884,13886,180849,6757,56212,3459,7692,1539,396,284,1917,756,5379,1246,18014,2373,2050,701,6030,1577,9934,1660,30506,2602,3554,1061,6057,1356,20895,1860,124637,6103,16878,2581,3677,1315,5344,1473,7857,1558,107759,4952,15841,2442,38661,2705,53257,3579,1047035,12901,812734,12086,448917,9390,229934,8050,104403,4904,114580,5031,132975,6097,64209,3999,34486,2820,34280,2986,230842,6198,63261,4531,25475,2190,142106,4408,234301,7336,62430,4463,37847,3481,10029,1707,14554,1817,171871,6410,93519,4016,26866,2573,51486,3192,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,12277,1505,3588,812,466,417,72,95,250,311,144,157,2034,618,76,107,575,261,1383,580,1088,411,48,61,449,218,591,335,8689,1163,1709,583,154,173,652,334,903,414,6980,1013,276,230,3417,776,3287,850,158582,4656,124381,4730,69041,4439,34054,3205,18769,2144,16218,2225,33516,2577,15405,1972,11934,1726,6177,1095,21824,2474,8328,1725,4691,918,8805,1142,34201,2515,12502,1832,7373,1136,3575,981,1554,508,21699,2139,11637,1801,6144,1096,3918,864,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,194239,8312,81946,4465,15441,2223,1106,501,2721,937,11614,1862,25260,2736,2134,852,8788,1768,14338,1860,41245,3547,5041,1232,10780,2192,25424,2625,112293,6405,23173,2641,4549,1539,10191,1767,8433,1667,89120,6024,11259,1965,31074,3291,46787,4199,1354189,11236,1052283,11352,523226,8899,252409,7118,129818,5555,140999,5942,200401,6986,87494,4888,57871,3775,55036,3227,328656,7768,84397,5847,37058,2982,207201,5362,301906,8970,100599,6134,66411,5254,18601,2816,15587,2035,201307,6753,120233,6133,40351,3207,40723,3259,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,107243,4728,37321,2720,7734,1369,785,457,1835,857,5114,1288,10339,1819,887,399,4168,1160,5284,1238,19248,2116,3274,942,3454,1056,12520,1556,69922,4568,12037,2148,3506,1178,3481,1207,5050,1262,57885,3869,9415,1735,24364,2686,24106,2546,654118,7896,517625,8143,273949,7362,152716,5630,62406,3987,58827,3172,91954,4663,43849,2797,23885,2748,24220,2325,151722,4462,39302,3011,20145,2386,92275,3402,136493,5972,39583,3040,23826,2322,7520,1359,8237,1405,96910,4853,56842,3355,17135,2193,22933,2401,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1003305,17807,437443,10169,85292,4543,5583,1208,15564,2135,64145,3682,149930,7037,14309,1997,50358,3877,85263,5014,202221,6798,33601,2933,48202,4037,120418,4824,565862,14438,121378,7334,26465,2711,47149,4507,47764,3628,444484,10980,50822,3905,160502,6847,233160,8463,7504551,26422,5645123,26318,3013470,24352,1396041,20208,770708,14566,846721,13845,1218041,15979,543761,12510,373033,9499,301247,9666,1413612,15982,463164,10847,203544,7731,746904,10731,1859428,20517,615248,12067,372952,9645,137673,5331,104623,4199,1244180,18019,664264,12815,279705,9476,300211,8334,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,118446,6082,45684,3914,7948,1556,588,421,1970,740,5390,1214,16900,2488,1722,646,6345,1393,8833,1923,20836,2427,2872,846,5378,1177,12586,2040,72762,4791,13751,2325,2424,1019,7735,1566,3592,1107,59011,3914,8740,1484,25455,2756,24816,2802,1140439,10316,913940,10744,521414,8561,263356,7067,142059,5473,115999,4496,197504,6524,96957,4456,58968,4374,41579,3270,195022,5968,59209,4025,27880,2218,107933,3940,226499,6124,76767,4664,51963,3824,17167,2180,7637,1396,149732,5449,89068,4460,35650,2964,25014,2303,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,63695,4324,18642,2308,3065,955,315,228,412,316,2338,832,6399,1396,316,215,2749,1094,3334,942,9178,1617,818,471,2536,870,5824,1242,45053,3592,5956,1524,1128,691,2053,767,2775,1067,39097,3313,3598,1159,14862,1956,20637,2572,827075,9311,637987,8316,350655,7363,177506,5155,100038,4499,73111,3977,140866,5020,74743,3208,37859,2890,28264,2307,146466,5020,44181,3729,20706,2369,81579,3267,189088,6835,52369,3990,32021,2978,10973,1764,9375,1302,136719,6555,78646,5010,29356,2911,28717,2454,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,17881,2221,5527,1251,754,391,0,265,368,326,386,262,1474,606,203,196,407,260,864,538,3299,964,1050,659,710,480,1539,593,12354,1739,1957,722,336,400,971,542,650,413,10397,1518,1241,516,3504,1006,5652,1243,203352,5101,156048,4811,85467,4204,46634,3140,22051,1904,16782,2019,28020,2282,13650,1616,6655,896,7715,1074,42561,2590,11442,1669,5523,1208,25596,1737,47304,3417,12167,1778,6885,1535,2814,792,2468,716,35137,3242,20550,2556,7055,1493,7532,1209,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,14285,1749,1765,604,490,350,0,292,151,153,339,314,327,223,0,292,157,195,170,162,948,492,0,292,0,292,948,492,12520,1612,1209,562,65,110,301,269,843,479,11311,1444,446,407,2907,819,7958,1261,87234,3887,55510,2748,35968,2496,22258,2110,6793,1253,6917,1270,9150,1074,3864,834,2897,723,2389,605,10392,1328,4334,1037,1119,533,4939,886,31724,2645,7531,1181,4313,1012,1302,673,1916,565,24193,2321,14329,1958,3511,929,6353,1097,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,548767,9830,218862,8016,34028,3325,2802,991,6344,1527,24882,2481,63029,4179,5436,1523,21784,2352,35809,3117,121805,5841,16187,2404,21450,2701,84168,5122,329905,9401,58942,4362,9034,1917,23079,2842,26829,2802,270963,8493,39090,3405,99361,5655,132512,5730,4008163,23287,3089022,22163,1509067,18339,780664,15227,342829,9646,385574,9658,559801,12373,247015,8129,153301,6514,159485,5593,1020154,14438,239690,8306,113866,5422,666598,11504,919141,15599,254363,9459,153362,8338,50542,3721,50459,3240,664778,11688,385528,10525,131804,5580,147446,6197,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2385969,17984,325880,9256,111597,5605,22529,3059,1358,583,3387,1053,17784,2644,34207,3492,3986,1049,9566,1702,20655,2905,54861,4121,8102,1754,13299,2167,33460,2991,214283,8016,32918,3142,4664,1282,13764,2449,14490,2481,181365,7566,29367,3204,68146,5237,83852,5197,2060089,17879,1577299,16800,916443,13444,470896,9295,205778,7161,239769,7525,274050,7908,132099,5763,76115,4352,65836,3716,386806,8277,130194,5734,45898,3358,210714,5107,482790,11183,128083,5569,80867,5078,25115,2888,22101,2435,354707,9636,218889,7432,64291,3840,71527,4259,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,303075,5409,22324,2366,9494,1643,2156,887,130,214,172,230,1854,814,2912,944,604,476,738,419,1570,662,4426,1065,497,453,477,303,3452,920,12830,1819,1863,773,349,254,580,427,934,608,10967,1632,1078,517,4314,1095,5575,1225,280751,5326,214908,5213,117527,4527,66079,3026,24658,2248,26790,2946,40125,2664,18290,1850,12174,1781,9661,1384,57256,2979,16859,1939,7886,1087,32511,2078,65843,3781,22384,2767,13354,2155,3391,982,5639,1042,43459,2637,20667,1989,10316,1679,12476,1429,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401806,7285,46538,2990,23336,2353,4555,1155,143,138,1954,762,2458,854,9258,1525,1399,647,4280,982,3579,997,9523,1675,1203,493,2988,995,5332,1305,23202,2599,4750,1116,690,450,2467,883,1593,722,18452,2297,2307,759,9491,1604,6654,1654,355268,7116,298793,6711,154355,5158,69420,3768,49975,3244,34960,2758,68264,4462,33676,3131,20795,2222,13793,1852,76174,3197,19267,2257,11079,1499,45828,2743,56475,3535,18833,2351,11651,1762,4021,1162,3161,908,37642,2782,20758,2440,9649,1596,7235,1270,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3133813,17339,314986,8610,105563,5863,22595,2663,1187,582,4255,1194,17153,2264,35940,2743,2403,668,11511,1921,22026,2346,47028,3480,7485,1486,10294,2001,29249,2302,209423,7163,34831,3007,5480,1276,12984,2088,16367,1861,174592,6514,23819,2848,71581,5090,79192,4151,2818827,14565,2195446,14935,1218011,12481,613354,9378,324647,7270,280010,6654,454488,8971,223180,7224,128397,5284,102911,3878,522947,9649,159208,7637,72036,3506,291703,6075,623381,10814,185366,6673,107861,5658,40925,3351,36580,3272,438015,9314,245982,6345,88781,5242,103252,4432,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1656386,11547,181892,6598,63741,3808,9226,1464,682,382,1192,501,7352,1367,25342,2851,2270,868,7885,1337,15187,2242,29173,2498,2803,902,7137,1288,19233,2126,118151,5751,19998,2803,2067,787,8635,1557,9296,1798,98153,5297,15062,2244,40906,3338,42185,3534,1474494,11123,1172777,11602,646452,10498,323070,6784,179455,6817,143927,5676,233352,5946,111259,4904,66706,3853,55387,2811,292973,5402,81093,4220,40723,2540,171157,4807,301717,7236,90665,4449,56634,3505,18120,2161,15911,1713,211052,5960,124735,5227,40253,3069,46064,3108,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793768,7580,65423,3399,25747,2356,4711,927,1091,411,942,381,2678,786,8961,1483,1106,486,3044,859,4811,1171,12075,1464,1976,744,2437,725,7662,1198,39676,3011,5367,1054,1080,517,2878,802,1409,419,34309,2802,5007,1078,19357,2359,9945,1660,728345,7976,607855,8340,361144,7068,213418,6238,99141,4045,48585,3029,117162,4434,57387,3193,32962,2477,26813,1961,129549,3663,29487,2258,18679,1441,81383,2929,120490,5043,41462,3154,28278,2785,9009,1440,4175,848,79028,3985,49291,3304,16469,2072,13268,1572,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,721592,9016,68317,4100,22530,2426,4398,1096,720,340,1169,551,2509,789,7811,1475,1064,504,2949,1014,3798,1060,10321,1306,2515,848,2129,706,5677,1045,45787,3510,7354,1360,1331,764,3767,1129,2256,614,38433,3525,6823,1282,18525,2558,13085,1860,653275,9369,536669,8309,319353,7112,178837,5525,82501,4699,58015,3418,102382,3905,51182,2927,28477,2659,22723,2084,114934,3743,32771,2450,15859,1350,66304,2532,116606,4564,39338,3043,25740,2690,8081,1517,5517,1083,77268,4092,50219,3774,15527,1688,11522,1245,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1126685,9960,163415,6061,61906,4066,8982,1641,1111,575,2452,766,5419,1403,15649,1925,1692,684,5617,1184,8340,1352,37275,3237,3716,1113,6947,1334,26612,2883,101509,4591,19294,2346,2781,907,6628,1528,9885,1829,82215,4449,7771,1418,31334,3300,43110,3443,963270,10364,771966,10441,406888,8972,217128,6325,97121,4069,92639,4287,139673,5608,66069,3535,37326,2898,36278,2714,225405,6421,62583,4096,29530,2116,133292,4218,191304,7057,57538,4091,35328,3322,8939,1439,13271,1876,133766,5761,74270,4712,23903,2355,35593,2427,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129117,11989,163646,5973,38472,3191,6607,1351,771,502,2495,897,3341,948,9625,1560,1197,522,2769,971,5659,1124,22240,2718,2877,767,2860,873,16503,2249,125174,5294,15315,1986,2077,833,5843,1354,7395,1179,109859,5149,26084,2928,37663,3060,46112,3496,965471,10427,714951,9990,398958,8413,220681,6687,83141,4285,95136,4700,120280,5103,56861,3757,31883,2162,31536,2558,195713,6144,66113,4664,24145,2547,105455,4161,250520,7824,64245,4055,41120,3541,9276,1529,13849,1957,186275,7280,105709,5384,33479,2954,47087,3275,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
