GEO_ID,B19025C_001E,B19025C_001M,NAME,B19025C_001EA,B19025C_001MA,state
0400000US01,377667700,82233628,Alabama,null,null,01
0400000US02,1679199500,153781563,Alaska,null,null,02
0400000US04,2880216800,176650445,Arizona,null,null,04
0400000US05,345504100,79134450,Arkansas,null,null,05
0400000US06,5341372200,358497224,California,null,null,06
0400000US08,779380300,117877914,Colorado,null,null,08
0400000US09,117244100,52147029,Connecticut,null,null,09
0400000US10,31383300,18985212,Delaware,null,null,10
0400000US11,69125200,49648414,District of Columbia,null,null,11
0400000US12,1112379200,147704084,Florida,null,null,12
0400000US13,470118500,110664030,Georgia,null,null,13
0400000US15,97398000,46469958,Hawaii,null,null,15
0400000US16,288003400,55676222,Idaho,null,null,16
0400000US17,531894200,105813426,Illinois,null,null,17
0400000US18,329609000,78738187,Indiana,null,null,18
0400000US19,108450500,29229840,Iowa,null,null,19
0400000US20,345159100,103861074,Kansas,null,null,20
0400000US21,151212200,65960702,Kentucky,null,null,21
0400000US22,495332100,97339765,Louisiana,null,null,22
0400000US23,100419400,26939250,Maine,null,null,23
0400000US24,426897900,114000003,Maryland,null,null,24
0400000US25,234486400,68180833,Massachusetts,null,null,25
0400000US26,965369600,111468973,Michigan,null,null,26
0400000US27,811128800,147581983,Minnesota,null,null,27
0400000US28,183571900,42136939,Mississippi,null,null,28
0400000US29,412885800,82156722,Missouri,null,null,29
0400000US30,778722600,100491165,Montana,null,null,30
0400000US31,164171300,32705102,Nebraska,null,null,31
0400000US32,433502200,100221185,Nevada,null,null,32
0400000US33,73911000,32233777,New Hampshire,null,null,33
0400000US34,341180200,83656266,New Jersey,null,null,34
0400000US35,2044489900,142146572,New Mexico,null,null,35
0400000US36,1348659000,210182200,New York,null,null,36
0400000US37,1396684800,153352861,North Carolina,null,null,37
0400000US38,433635900,80503333,North Dakota,null,null,38
0400000US39,379765100,76790362,Ohio,null,null,39
0400000US40,3812545800,199567260,Oklahoma,null,null,40
0400000US41,829017500,118188255,Oregon,null,null,41
0400000US42,317534400,62299462,Pennsylvania,null,null,42
0400000US44,46161800,26931163,Rhode Island,null,null,44
0400000US45,241722200,86656910,South Carolina,null,null,45
0400000US46,538780900,56516853,South Dakota,null,null,46
0400000US47,275970300,93725036,Tennessee,null,null,47
0400000US48,2594436900,292868327,Texas,null,null,48
0400000US49,406506200,64089219,Utah,null,null,49
0400000US50,32204300,11587017,Vermont,null,null,50
0400000US51,496422500,104465874,Virginia,null,null,51
0400000US53,1629027000,153326399,Washington,null,null,53
0400000US54,52816700,29701125,West Virginia,null,null,54
0400000US55,758962900,90719908,Wisconsin,null,null,55
0400000US56,162722900,27869205,Wyoming,null,null,56
0400000US72,68586700,21403111,Puerto Rico,null,null,72
