GEO_ID,B22002_001E,B22002_001M,B22002_002E,B22002_002M,B22002_003E,B22002_003M,B22002_004E,B22002_004M,B22002_005E,B22002_005M,B22002_006E,B22002_006M,B22002_007E,B22002_007M,B22002_008E,B22002_008M,B22002_009E,B22002_009M,B22002_010E,B22002_010M,B22002_011E,B22002_011M,B22002_012E,B22002_012M,B22002_013E,B22002_013M,B22002_014E,B22002_014M,B22002_015E,B22002_015M,B22002_016E,B22002_016M,B22002_017E,B22002_017M,B22002_018E,B22002_018M,B22002_019E,B22002_019M,B22002_020E,B22002_020M,B22002_021E,B22002_021M,B22002_022E,B22002_022M,B22002_023E,B22002_023M,B22002_024E,B22002_024M,B22002_025E,B22002_025M,B22002_026E,B22002_026M,B22002_027E,B22002_027M,NAME,B22002_001EA,B22002_001MA,B22002_002EA,B22002_002MA,B22002_003MA,B22002_003EA,B22002_004MA,B22002_004EA,B22002_005EA,B22002_005MA,B22002_006MA,B22002_006EA,B22002_007EA,B22002_007MA,B22002_008MA,B22002_008EA,B22002_009MA,B22002_009EA,B22002_010EA,B22002_010MA,B22002_011EA,B22002_011MA,B22002_012EA,B22002_012MA,B22002_013MA,B22002_013EA,B22002_014MA,B22002_014EA,B22002_015EA,B22002_015MA,B22002_016MA,B22002_016EA,B22002_017MA,B22002_017EA,B22002_018EA,B22002_018MA,B22002_019EA,B22002_019MA,B22002_020EA,B22002_020MA,B22002_021EA,B22002_021MA,B22002_022MA,B22002_022EA,B22002_023EA,B22002_023MA,B22002_024EA,B22002_024MA,B22002_025MA,B22002_025EA,B22002_026EA,B22002_026MA,B22002_027MA,B22002_027EA,state
0400000US01,1815152,10938,260140,9719,155109,7293,44595,3623,109133,5913,12467,2313,96666,5250,1381,670,105031,5166,17979,2038,25524,2452,5357,1387,20167,2116,61528,4322,1555012,12896,435648,9420,309488,8602,121729,6081,31069,2655,90660,5142,4431,1202,1119364,12226,496884,8964,102552,5212,30415,3102,72137,3996,519928,10822,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,26973,2080,16810,1905,5437,1185,11154,1606,2279,785,8875,1356,219,259,10163,1390,1354,423,1244,477,564,332,680,295,7565,1234,227637,3388,79935,3708,58438,3511,20618,2175,7293,1277,13325,1814,879,447,147702,4224,62740,3279,9874,1345,4075,974,5799,1063,75088,4328,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,308610,10005,184840,7968,76586,4626,105140,6160,22424,2849,82716,5602,3114,1258,123770,5501,25434,2722,25787,2185,8539,1581,17248,1826,72549,4720,2025440,12353,582484,9925,400737,9722,177188,6948,54166,4227,123022,6403,4559,1359,1442956,12536,631472,9315,106084,5742,38643,3703,67441,4006,705400,10604,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,153012,6075,89880,4842,28738,2955,59104,4137,7743,1626,51361,3783,2038,1011,63132,4334,10462,1679,13555,2089,4206,1017,9349,1626,39115,3274,961890,7956,275504,6185,194178,5023,79484,4340,20483,2141,59001,3707,1842,668,686386,7701,321568,6374,54272,3767,19188,2202,35084,2759,310546,7693,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,918290,16010,700879,14746,285386,10300,409903,11527,79607,4669,330296,10000,5590,1258,217411,5821,47413,3452,67600,4073,18269,2427,49331,3545,102398,4492,11488185,21289,3905419,22976,2789600,20958,1087444,17586,336525,9530,750919,14716,28375,3216,7582766,26303,2960167,18702,860343,14304,302225,9256,558118,12326,3762256,22579,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,153681,6436,90420,4853,32490,3500,56300,3889,10388,1704,45912,3401,1630,778,63261,4123,8963,1542,11161,1595,3360,978,7801,1258,43137,3418,1806904,10525,546212,9107,399097,8707,144208,5353,45871,3808,98337,4419,2907,829,1260692,12225,519074,8987,87592,3755,30899,2455,56693,3253,654026,12372,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,138205,5417,65598,3905,15612,2171,49508,3614,6810,1604,42698,3536,478,413,72607,4443,9126,1424,14343,2100,3112,1065,11231,1713,49138,3641,1220604,7412,377479,7302,278021,5859,97217,4686,23469,2337,73748,4405,2241,757,843125,8582,353870,6416,73073,4152,24934,2512,48139,3417,416182,9307,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,37096,2975,22655,2463,6799,1367,15737,2111,2145,749,13592,1941,119,142,14441,1864,2652,728,3493,782,850,407,2643,622,8296,1470,291669,4846,85257,4193,59921,3199,24112,2568,6388,1386,17724,2466,1224,681,206412,4703,92203,3485,16316,1953,4741,1152,11575,1660,97893,4649,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,28656,2792,12811,1703,1261,527,11550,1607,880,412,10670,1506,0,292,15845,2184,1079,505,4231,1026,765,378,3466,926,10535,1705,223732,4082,35942,2654,21099,1922,14653,1766,3484,847,11169,1717,190,244,187790,4322,33836,2612,13810,1738,3611,1019,10199,1493,140144,4821,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,871694,13415,442618,12074,157891,7409,278618,9989,46512,4094,232106,8087,6109,1623,429076,10779,88411,4351,99866,5082,26781,2804,73085,4370,240799,8257,6163374,26701,1586297,17502,1080290,15709,491750,10821,120633,6519,371117,9566,14257,2099,4577077,25341,1981292,17433,378812,10898,119379,6415,259433,8491,2216973,24579,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
