GEO_ID,C19001I_001E,C19001I_001M,C19001I_002E,C19001I_002M,C19001I_003E,C19001I_003M,C19001I_004E,C19001I_004M,C19001I_005E,C19001I_005M,C19001I_006E,C19001I_006M,C19001I_007E,C19001I_007M,C19001I_008E,C19001I_008M,C19001I_009E,C19001I_009M,C19001I_010E,C19001I_010M,C19001I_011E,C19001I_011M,NAME,C19001I_001MA,C19001I_001EA,C19001I_002MA,C19001I_002EA,C19001I_003EA,C19001I_003MA,C19001I_004EA,C19001I_004MA,C19001I_005MA,C19001I_005EA,C19001I_006MA,C19001I_006EA,C19001I_007MA,C19001I_007EA,C19001I_008EA,C19001I_008MA,C19001I_009EA,C19001I_009MA,C19001I_010MA,C19001I_010EA,C19001I_011MA,C19001I_011EA,state
0400000US01,40933,2846,4189,1217,3384,937,7281,1470,6870,1394,6859,1251,6515,1146,3036,963,2137,775,311,243,351,264,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,10518,1018,302,210,354,225,945,403,999,542,1528,462,2276,657,1929,780,1345,535,342,242,498,378,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,493461,7081,50550,3919,34872,3471,71835,3919,77599,5099,83260,4623,89284,5362,43846,3383,32207,3078,5678,1146,4330,998,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,45099,2447,3012,790,3595,1220,9078,1766,7949,1614,8762,1734,6802,1349,3195,1057,1745,679,391,305,570,358,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3380491,17845,208551,6755,205444,8521,454156,10320,428633,9771,558086,12963,666777,13662,374876,10992,334393,9335,95890,4909,53685,3465,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,293642,5516,28784,2477,22196,2591,42715,3254,40591,3941,50963,3914,49665,3677,27275,2780,22034,2282,5688,1210,3731,1018,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,138116,4010,18058,2411,10961,1964,18547,2743,17619,2730,19832,2647,22564,2296,13544,2066,9974,1679,4153,1071,2864,768,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,17236,1413,1200,509,425,361,3172,1020,1341,594,3692,954,3925,1192,1205,533,1565,676,565,423,146,143,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,17109,1534,1194,544,662,497,1972,880,1507,702,1791,723,2671,737,2027,706,2248,768,1417,663,1620,619,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1258735,13404,126685,5225,98580,5491,181554,7121,171247,6906,204497,9008,222708,8172,105078,5357,94841,4173,27718,2647,25827,2473,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,201168,5673,21280,2859,15104,2229,35183,3608,29270,3166,33596,3559,35328,2984,14648,2438,11506,1721,2670,894,2583,1003,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,31780,2058,3153,941,1815,695,3992,1127,2427,831,5988,1289,5131,1001,3984,1066,4246,897,609,344,435,267,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,45626,2066,5213,1429,3915,1211,7121,1298,6837,1412,8861,1352,7520,1410,4082,1072,1677,640,165,135,235,221,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,500408,7384,31872,3069,22522,2881,65089,4341,67199,4861,93621,5316,99988,4902,59073,4469,43085,3313,10941,1880,7018,1564,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,98431,3064,8883,1491,6878,1467,18963,2582,16866,2432,16609,2149,15884,1955,7176,1514,5083,1202,1259,592,830,459,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,35011,2157,2826,896,3082,1117,4832,1010,5530,1089,6158,1168,6066,1093,4002,973,1603,544,658,326,254,267,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,74926,2687,5452,1463,4634,1120,11719,1842,14967,2193,13795,1892,13947,2003,5259,1123,4221,1111,522,360,410,267,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,31810,2102,3266,1087,2303,925,7127,1608,4485,1181,4588,1199,5170,1183,3089,921,1414,614,179,251,189,167,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
