GEO_ID,B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,NAME,B10053_001MA,B10053_001EA,B10053_002MA,B10053_002EA,B10053_003MA,B10053_003EA,B10053_004EA,B10053_004MA,B10053_005EA,B10053_005MA,B10053_006MA,B10053_006EA,B10053_007EA,B10053_007MA,B10053_008MA,B10053_008EA,B10053_009MA,B10053_009EA,B10053_010EA,B10053_010MA,B10053_011EA,B10053_011MA,state
0400000US41,62645,5099,47887,4534,20421,2563,10485,1724,9936,1649,27466,3418,14758,2421,3958,1384,2919,1188,1039,511,10800,2228,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,227728,9035,197048,8576,78509,4738,53564,3817,24945,2518,118539,6560,30680,3370,8459,1689,5103,1325,3356,1282,22221,2773,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19323,2964,13055,2769,5377,1489,3123,1252,2254,753,7678,2002,6268,1598,1322,707,830,581,492,425,4946,1304,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,112941,6260,107296,5966,55299,4617,36408,3604,18891,2674,51997,4021,5645,1626,1430,707,1057,641,373,316,4215,1415,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11513,1898,10678,1817,6348,1319,5233,1147,1115,481,4330,1243,835,596,129,151,40,60,89,137,706,575,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,149402,7528,142120,7422,72429,5252,47653,4515,24776,3204,69691,5205,7282,1390,1329,554,974,433,355,268,5953,1396,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,721850,20525,456600,15182,225872,9935,159893,8709,65979,4547,230728,9467,265250,10606,85180,6855,66519,5956,18661,2674,180070,8683,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,60817,4552,50611,3711,15923,2190,9323,1727,6600,1506,34688,3251,10206,2120,3931,1410,2556,902,1375,971,6275,1683,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8216,1723,7427,1686,3589,1299,2972,1213,617,317,3838,1033,789,383,279,195,107,92,172,181,510,305,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,180631,7816,141149,7365,60931,4548,37345,3630,23586,2627,80218,5166,39482,3541,8865,1563,5798,1321,3067,1101,30617,3366,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,117290,7399,81405,6370,34590,3808,23142,2983,11448,1973,46815,4077,35885,3830,6613,1609,4241,1317,2372,804,29272,3357,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,43924,4345,43587,4326,22761,3367,14949,2714,7812,1683,20826,2871,337,295,71,83,40,62,31,54,266,304,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72245,4744,60503,4211,26811,2661,19762,2499,7049,1121,33692,3341,11742,2089,2485,947,1946,744,539,420,9257,1883,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,11287,2223,10664,2109,5728,1382,4845,1212,883,436,4936,1542,623,549,328,437,328,437,0,269,295,320,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,115377,6363,111644,6294,54015,4236,32304,3447,21711,2422,57629,4174,3733,1046,2199,754,1591,756,608,370,1534,704,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
