GEO_ID,B10053_001E,B10053_001M,B10053_002E,B10053_002M,B10053_003E,B10053_003M,B10053_004E,B10053_004M,B10053_005E,B10053_005M,B10053_006E,B10053_006M,B10053_007E,B10053_007M,B10053_008E,B10053_008M,B10053_009E,B10053_009M,B10053_010E,B10053_010M,B10053_011E,B10053_011M,NAME,B10053_001MA,B10053_001EA,B10053_002MA,B10053_002EA,B10053_003MA,B10053_003EA,B10053_004EA,B10053_004MA,B10053_005EA,B10053_005MA,B10053_006MA,B10053_006EA,B10053_007EA,B10053_007MA,B10053_008MA,B10053_008EA,B10053_009MA,B10053_009EA,B10053_010EA,B10053_010MA,B10053_011EA,B10053_011MA,state
0400000US01,123935,7326,120424,7134,67098,5284,44113,4180,22985,2606,53326,4469,3511,1136,1306,758,911,680,395,296,2205,828,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,14048,2038,12461,1900,4832,937,3004,763,1828,495,7629,1674,1587,877,178,157,127,138,51,84,1409,862,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,158383,7778,109024,6361,52323,4454,33956,3726,18367,2797,56701,4647,49359,4302,14794,2604,11034,2297,3760,1045,34565,3594,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,71629,5050,67694,5143,38533,3604,26398,2979,12135,1941,29161,3827,3935,1095,1817,681,1413,558,404,214,2118,839,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1110809,21607,419167,11661,162930,7254,92487,6255,70443,4688,256237,9668,691642,17405,137929,6926,90815,6527,47114,4118,553713,15983,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,88655,6045,65752,5056,30072,3283,18770,2376,11302,2264,35680,3933,22903,3050,5413,1566,3914,1333,1499,756,17490,2569,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,72372,5579,53085,4681,20015,2636,12493,2233,7522,1461,33070,3642,19287,3021,3081,1062,2290,838,791,583,16206,2918,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18454,2599,16124,2498,7414,1630,4532,1247,2882,862,8710,1766,2330,768,420,444,292,377,128,148,1910,700,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10495,1984,9012,1631,4067,991,2273,702,1794,656,4945,1238,1483,778,625,399,476,314,149,170,858,580,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,469274,13859,280514,10790,126314,6480,82570,4433,43744,4425,154200,9313,188760,9373,44908,4694,25930,3327,18978,3296,143852,7821,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,252342,10270,215571,9368,106633,7157,73461,6029,33172,3206,108938,5927,36771,4437,8996,2458,6548,2048,2448,909,27775,3652,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,52495,4528,34154,3654,8399,1717,4853,1210,3546,1179,25755,3134,18341,3133,3670,1292,2025,658,1645,975,14671,2716,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29140,3560,24968,3320,11722,2253,6825,1816,4897,1364,13246,2322,4172,1041,821,322,662,287,159,134,3351,957,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,277226,10936,187192,8415,84723,6287,58681,4867,26042,3223,102469,5502,90034,6257,17228,2252,12928,2045,4300,1014,72806,5581,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,120385,5755,112825,5731,56846,3725,40651,3382,16195,2149,55979,4665,7560,1473,2113,767,1548,656,565,398,5447,1302,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36216,3273,31410,2917,16075,2204,10299,1819,5776,1107,15335,2088,4806,1275,1740,807,1508,761,232,166,3066,895,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,45981,3606,37772,3136,16957,2251,10885,1759,6072,1277,20815,2461,8209,1559,3293,964,2665,988,628,388,4916,1200,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,90958,6211,87843,6151,49439,4879,34031,4032,15408,2165,38404,3767,3115,1129,1112,629,886,564,226,221,2003,795,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,131054,7282,124119,7231,69385,5732,45429,4230,23956,2961,54734,4425,6935,1615,2369,1057,2060,975,309,300,4566,1303,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18421,2323,17972,2294,7867,1679,5718,1403,2149,818,10105,1610,449,366,105,105,47,55,58,87,344,349,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,146413,8277,111534,7174,44441,4103,30236,3618,14205,1755,67093,5263,34879,3790,6413,1675,4347,1401,2066,823,28466,3339,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,112199,6252,78720,4781,24193,3139,14822,2549,9371,1739,54527,4146,33479,4222,6931,1927,5379,1700,1552,789,26548,3589,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,181567,6930,160924,6478,69056,5095,46602,4139,22454,2980,91868,5798,20643,3087,3645,1141,2323,927,1322,551,16998,2556,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,58789,3629,46276,3143,19035,2030,12381,1812,6654,1073,27241,2587,12513,1881,2677,834,2034,738,643,300,9836,1754,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,97070,5536,94853,5440,54903,4451,38345,3255,16558,2374,39950,4371,2217,866,600,462,554,453,46,73,1617,784,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,110116,6967,103417,6806,48955,4082,33294,3771,15661,2064,54462,4729,6699,1421,1914,994,1053,595,861,576,4785,1125,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14488,2222,14202,2191,6500,1457,4008,1059,2492,806,7702,1678,286,294,89,146,89,146,0,237,197,186,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,23632,2849,19114,2639,9718,1758,5887,1367,3831,975,9396,1618,4518,950,1436,616,811,516,625,360,3082,769,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,72805,6299,43084,4886,20541,3021,12367,2303,8174,1739,22543,3775,29721,3733,6930,1580,4177,1278,2753,795,22791,3336,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20623,3014,19094,2954,7549,1976,6004,1853,1545,526,11545,1880,1529,710,541,472,486,441,55,97,988,494,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,193435,7311,112762,5385,37090,3629,21954,2994,15136,2139,75672,4481,80673,5469,14099,2086,8816,1816,5283,1171,66574,5005,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54907,4605,44441,3639,22354,3120,14636,2352,7718,1544,22087,2477,10466,2206,3062,1468,2369,1338,693,420,7404,1789,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,426692,11380,211917,8587,75946,4655,47179,3456,28767,3152,135971,7152,214775,7769,53090,5004,32198,3949,20892,2399,161685,6757,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,205216,8570,178998,7768,91598,5797,60990,4454,30608,3235,87400,5758,26218,3436,9071,2214,7490,2022,1581,662,17147,2679,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6241,1273,5721,1187,3251,929,2406,845,845,354,2470,613,520,390,279,263,279,263,0,211,241,281,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,216194,7758,203344,7652,96831,5733,68131,5119,28700,2274,106513,6101,12850,1973,3125,1084,2419,1074,706,313,9725,1737,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,77710,4322,69825,3931,37266,3071,26062,2515,11204,1715,32559,2888,7885,1413,2642,803,2012,818,630,353,5243,1312,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
