GEO_ID,B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,NAME,B17010_001MA,B17010_001EA,B17010_002EA,B17010_002MA,B17010_003EA,B17010_003MA,B17010_004EA,B17010_004MA,B17010_005EA,B17010_005MA,B17010_006MA,B17010_006EA,B17010_007MA,B17010_007EA,B17010_008EA,B17010_008MA,B17010_009MA,B17010_009EA,B17010_010MA,B17010_010EA,B17010_011MA,B17010_011EA,B17010_012MA,B17010_012EA,B17010_013MA,B17010_013EA,B17010_014MA,B17010_014EA,B17010_015MA,B17010_015EA,B17010_016EA,B17010_016MA,B17010_017MA,B17010_017EA,B17010_018EA,B17010_018MA,B17010_019MA,B17010_019EA,B17010_020MA,B17010_020EA,B17010_021EA,B17010_021MA,B17010_022MA,B17010_022EA,B17010_023EA,B17010_023MA,B17010_024EA,B17010_024MA,B17010_025MA,B17010_025EA,B17010_026EA,B17010_026MA,B17010_027MA,B17010_027EA,B17010_028EA,B17010_028MA,B17010_029EA,B17010_029MA,B17010_030MA,B17010_030EA,B17010_031MA,B17010_031EA,B17010_032EA,B17010_032MA,B17010_033EA,B17010_033MA,B17010_034EA,B17010_034MA,B17010_035MA,B17010_035EA,B17010_036MA,B17010_036EA,B17010_037EA,B17010_037MA,B17010_038MA,B17010_038EA,B17010_039EA,B17010_039MA,B17010_040MA,B17010_040EA,B17010_041MA,B17010_041EA,state
0400000US01,1227884,13886,180849,6757,56212,3459,33947,3137,6484,1430,9773,1737,17690,2187,22265,2221,124637,6103,16878,2581,11713,2308,2873,1062,2481,1054,6359,1724,5165,1239,107759,4952,92185,5048,18869,2336,22069,2457,51247,3520,15574,2164,1047035,12901,812734,12086,318800,8162,60302,3669,57385,3909,201113,6691,493934,8638,234301,7336,62430,4463,31196,2988,6393,1181,3365,971,21438,2698,31234,3579,171871,6410,94683,5526,15576,2087,10586,1801,68521,4633,77188,3762,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,12277,1505,3588,812,2543,720,911,591,734,338,898,483,1045,450,8689,1163,1709,583,1449,528,173,151,355,233,921,486,260,225,6980,1013,6398,1030,2764,732,1543,639,2091,636,582,378,158582,4656,124381,4730,61176,3711,13414,2216,14280,1939,33482,2265,63205,3262,34201,2515,12502,1832,7948,1414,971,524,1540,612,5437,1243,4554,1020,21699,2139,15689,1848,1799,648,1902,604,11988,1673,6010,1081,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,194239,8312,81946,4465,56646,3549,9469,1888,23658,2656,23519,2679,25300,2266,112293,6405,23173,2641,18026,2342,4054,1237,4528,1170,9444,1686,5147,1300,89120,6024,78004,5718,13830,2481,24737,2677,39437,4398,11116,1820,1354189,11236,1052283,11352,419009,9527,79058,5138,95233,5507,244718,7485,633274,9113,301906,8970,100599,6134,58154,4482,13526,2387,8372,1677,36256,3435,42445,4040,201307,6753,127133,5496,17789,2256,20198,2213,89146,5066,74174,4033,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,107243,4728,37321,2720,22949,2448,4361,1481,8080,1474,10508,1597,14372,1809,69922,4568,12037,2148,8718,1836,2545,964,2528,919,3645,920,3319,1033,57885,3869,51859,3654,10146,1684,15087,1917,26626,2201,6026,1053,654118,7896,517625,8143,198392,5198,35644,3199,38692,3342,124056,4291,319233,6011,136493,5972,39583,3040,19458,2075,3496,901,2925,941,13037,1637,20125,2247,96910,4853,58228,4086,10392,2029,6593,1387,41243,3568,38682,2981,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1003305,17807,437443,10169,323284,8258,42486,3503,121544,5396,159254,6280,114159,5148,565862,14438,121378,7334,95564,6653,21028,2939,30180,3207,44356,4270,25814,3107,444484,10980,381312,9627,65848,4676,121738,5889,193726,8026,63172,3914,7504551,26422,5645123,26318,2740718,21864,514466,11469,573252,11412,1653000,16904,2904405,19077,1859428,20517,615248,12067,316861,8715,70503,4497,54103,3931,192255,6850,298387,8718,1244180,18019,695200,16010,103224,4898,107522,5963,484454,13324,548980,11627,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,118446,6082,45684,3914,29639,3031,7247,1570,12611,2051,9781,1678,16045,1879,72762,4791,13751,2325,11170,2064,2928,986,2464,1129,5778,1329,2581,781,59011,3914,53113,3755,13726,2031,13536,2059,25851,2964,5898,1054,1140439,10316,913940,10744,400859,8983,83084,4791,81745,4742,236030,6632,513081,8834,226499,6124,76767,4664,44631,3847,8584,1780,4339,1327,31708,3242,32136,2439,149732,5449,90040,4121,13594,1872,11926,1884,64520,3583,59692,3296,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,63695,4324,18642,2308,10816,1595,2047,742,3751,985,5018,1238,7826,1591,45053,3592,5956,1524,4587,1333,1227,710,1218,740,2142,808,1369,719,39097,3313,34715,3287,7370,1690,10420,1760,16925,2049,4382,1021,827075,9311,637987,8316,282008,6390,53003,3157,48198,3779,180807,5191,355979,6433,189088,6835,52369,3990,25148,2794,5341,1370,3024,961,16783,2166,27221,2668,136719,6555,81615,5026,10533,1822,10486,1980,60596,4328,55104,4003,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,17881,2221,5527,1251,3527,1118,181,186,2019,874,1327,668,2000,664,12354,1739,1957,722,1744,700,567,503,444,268,733,391,213,206,10397,1518,9509,1506,1708,678,1986,730,5815,1240,888,380,203352,5101,156048,4811,63099,3084,11097,1612,11914,1726,40088,2588,92949,3466,47304,3417,12167,1778,6567,1261,1517,646,996,444,4054,900,5600,1228,35137,3242,21807,2712,2715,765,3192,1035,15900,2415,13330,1699,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,14285,1749,1765,604,847,421,57,92,518,359,272,221,918,486,12520,1612,1209,562,812,429,45,76,0,292,767,421,397,391,11311,1444,9237,1347,2119,827,3038,913,4080,1032,2074,718,87234,3887,55510,2748,21513,1875,8532,1446,3961,872,9020,1337,33997,2626,31724,2645,7531,1181,3466,870,840,435,316,318,2310,658,4065,964,24193,2321,12602,1653,2392,782,1436,520,8774,1444,11591,1492,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,548767,9830,218862,8016,123845,6358,20796,2625,37101,3730,65948,4880,95017,5791,329905,9401,58942,4362,39589,3835,10454,1818,7863,1595,21272,2584,19353,2358,270963,8493,225952,8329,40985,3992,58589,3812,126378,5822,45011,3034,4008163,23287,3089022,22163,1110833,14882,212202,7430,194891,6198,703740,12612,1978189,17253,919141,15599,254363,9459,125769,6790,28496,2970,16324,2337,80949,5233,128594,6888,664778,11688,375205,8792,56235,4217,42402,3300,276568,7845,289573,9008,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
